id,name,type,sub_type,sub_rank,sub_rank_name,refresh,title,top_rewards,percentage_rewards,out_rewards,visable_rank,score_rewards,ranking_onlist_number,visable_count,rank_list_num,begin_show_time,end_show_time,prize_preview
201,rank-20000201,114,1742,0,rank-30000201,test,rank-10000201,,,,100,,160000,100,0,,,
202,rank-20000202,113,1743,0,rank-30000202,test,rank-10000202,,,,100,,160000,100,0,,,
203,rank-20000203,113,1744,0,rank-30000203,test,rank-10000203,,,,100,,160000,100,0,,,
204,rank-20000204,113,1745,0,rank-30000204,test,rank-10000204,,,,100,,160000,100,0,,,
205,rank-20000205,114,1743,0,rank-30000205,test,rank-10000205,,,,100,,160000,100,0,,,
206,rank-20000206,114,1744,0,rank-30000206,test,rank-10000206,,,,100,,160000,100,0,,,
207,rank-20000207,114,1745,0,rank-30000207,test,rank-10000207,,,,100,,160000,100,0,,,
301,rank-20000301,10,10105,1,rank-30000301,test,rank-10000301,,,,100,,80000,100,0,,,
302,rank-20000302,10,10158,1,rank-30000302,test,rank-10000302,,,,100,,80000,100,0,,,
303,rank-20000303,10,10508,1,rank-30000303,test,rank-10000303,,,,100,,80000,100,0,,,
304,rank-20000304,10,10766,1,rank-30000304,test,rank-10000304,,,,100,,80000,100,0,,,
305,rank-20000305,10,11116,1,rank-30000305,test,rank-10000305,,,,100,,80000,100,0,,,
306,rank-20000306,10,11320,1,rank-30000306,test,rank-10000306,,,,100,,80000,100,0,,,
307,rank-20000307,10,11435,1,rank-30000307,test,rank-10000307,,,,100,,80000,100,0,,,
308,rank-20000308,10,11497,1,rank-30000308,test,rank-10000308,,,,100,,80000,100,0,,,
309,rank-20000309,10,11549,1,rank-30000309,test,rank-10000309,,,,100,,80000,100,0,,,
310,rank-20000310,10,11630,1,rank-30000310,test,rank-10000310,,,,100,,80000,100,0,,,
311,rank-20000311,10,11002|11003|11004|11005|11006|11007|11008|11009|11010,1,rank-30000311,test,rank-10000311,,,,100,,80000,100,0,,,
312,rank-20000312,10,11118,1,rank-30000312,test,rank-10000312,,,,100,,80000,100,0,,,
313,rank-20000313,10,11402|11403,1,rank-30000313,test,rank-10000313,,,,100,,80000,100,0,,,
314,rank-20000314,10,11603,1,rank-30000314,test,rank-10000314,,,,100,,80000,100,0,,,
315,rank-20000315,10,11946,1,rank-30000315,test,rank-10000315,,,,100,,80000,100,0,,,
1001,rank-20001001,1001,0,0,rank-30001001,test,rank-10001001,,,,10,,160000,300,0,2023-02-14,2023-03-10 10:00:00,
2001,rank-20002001,2000,1,0,rank-30002001,test,rank-10002001,,,,100,,160000,100,0,,,
2002,rank-20002002,2000,2,0,rank-30002002,test,rank-10002002,,,,100,,160000,100,0,,,
2003,rank-20002003,2000,3,0,rank-30002003,test,rank-10002003,,,,100,,160000,100,0,,,
