id,type,motion_name,touch_area,hold_time,probability,voice,text,expression,face_motion,name,camera,is_hurt,level,is_interrupt,delay,next_motions,voice_code
812,1001,,0,0,1.0,GUN|Mk23|HELLO,GUN|Mk23|HELLO,,,live2d_motions-10000812,0,0,0,0,0,,HELLO
813,200,,body,0,1.0,GUN|Mk23|ALLHALLOWS,GUN|Mk23|ALLHALLOWS,,,live2d_motions-10000813,0,0,0,0,0,,ALLHALLOWS
814,402,,body,0,1.0,GUN|Mk23|ALLHALLOWS,GUN|Mk23|ALLHALLOWS,,,live2d_motions-10000814,0,0,0,0,0,,ALLHALLOWS
901,101,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10000901,0,0,0,0,0,,
902,200,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,live2d_motions-10000902,0,0,0,0,0,,DIALOGUE1
903,200,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,live2d_motions-10000903,0,0,0,0,0,,DIALOGUE2
904,200,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,live2d_motions-10000904,0,0,0,0,0,,DIALOGUE3
905,200,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,live2d_motions-10000905,0,0,0,0,0,,DIALOGUEWEDDING
906,401,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10000906,0,1,0,0,0,,
907,402,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,live2d_motions-10000907,0,0,0,0,0,,DIALOGUE1
908,402,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,live2d_motions-10000908,0,0,0,0,0,,DIALOGUE2
909,402,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,live2d_motions-10000909,0,0,0,0,0,,DIALOGUE3
910,402,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,live2d_motions-10000910,0,0,0,0,0,,DIALOGUEWEDDING
911,1000,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,live2d_motions-10000911,0,0,0,0,0,,HELLO
912,1001,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,live2d_motions-10000912,0,0,0,0,0,,HELLO
913,200,,body,0,1.0,GUN|G11|ALLHALLOWS,GUN|G11|ALLHALLOWS,,,live2d_motions-10000913,0,0,0,0,0,,ALLHALLOWS
914,402,,body,0,1.0,GUN|G11|ALLHALLOWS,GUN|G11|ALLHALLOWS,,,live2d_motions-10000914,0,0,0,0,0,,ALLHALLOWS
1000,1000,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_043,NPC|adjutant|kanban_musume_043,,,live2d_motions-10001000,1,0,0,0,0,,
1001,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10001001,0,0,0,0,0,,
1002,102,motions/wait_1_idle_02.mtn,0,3|10,0.5,,,,,live2d_motions-10001002,1,0,0,0,0,,
1003,200,motions/kalina_043.mtn,head,0,1.0,NPC|NPC_Kalina|kanban_musume_043,NPC|adjutant|kanban_musume_043,,,live2d_motions-10001003,1,0,0,0,0,,
1004,200,motions/kalina_035.mtn,body,0,1.0,NPC|NPC_Kalina|kanban_musume_035,NPC|adjutant|kanban_musume_035,,,live2d_motions-10001004,1,0,0,0,0,,
1005,200,motions/kalina_027.mtn,arm,0,1.0,NPC|NPC_Kalina|kanban_musume_027,NPC|adjutant|kanban_musume_027,,,live2d_motions-10001005,1,0,0,0,0,,
1006,600,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_001,NPC|mall|kanban_musume_001,,,live2d_motions-10001006,1,0,0,0,0,,
1007,600,motions/enter_shop.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_002,NPC|mall|kanban_musume_002,,,live2d_motions-10001007,1,0,0,0,0,,
1008,600,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_033,NPC|mall|kanban_musume_033,,,live2d_motions-10001008,1,0,0,0,0,,
1009,600,motions/kalina_004.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_004,NPC|mall|kanban_musume_004,,,live2d_motions-10001009,1,0,0,0,0,,
1010,600,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_005,NPC|mall|kanban_musume_005,,,live2d_motions-10001010,1,0,0,0,0,,
1011,700,motions/enter_shop.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_038,NPC|buy|kanban_musume_038,,,live2d_motions-10001011,1,0,0,0,0,,
1012,700,motions/levelup.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_039,NPC|buy|kanban_musume_039,,,live2d_motions-10001012,1,0,0,0,0,,
1013,700,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_040,NPC|buy|kanban_musume_040,,,live2d_motions-10001013,1,0,0,0,0,,
1014,700,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_041,NPC|buy|kanban_musume_041,,,live2d_motions-10001014,1,0,0,0,0,,
1015,700,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_042,NPC|buy|kanban_musume_042,,,live2d_motions-10001015,1,0,0,0,0,,
1016,800,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_003,NPC|level|kanban_musume_003,,,live2d_motions-10001016,0,0,0,0,0,,
1017,800,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_032,NPC|level|kanban_musume_032,,,live2d_motions-10001017,0,0,0,0,0,,
1018,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_049,NPC|level|kanban_musume_049,,,live2d_motions-10001018,0,0,0,0,0,,
1019,800,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_008,NPC|level|kanban_musume_008,,,live2d_motions-10001019,1,0,1,0,0,,
1020,300,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10001020,1,0,0,0,0,,
1021,800,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_024,NPC|level|kanban_musume_024,,,live2d_motions-10001021,0,0,2,0,0,,
1022,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_050,NPC|level|kanban_musume_050,,,live2d_motions-10001022,0,0,3,0,0,,
1023,800,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_011,NPC|level|kanban_musume_011,,,live2d_motions-10001023,0,0,4,0,0,,
1024,800,motions/mall_01.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_007,NPC|level|kanban_musume_007,,,live2d_motions-10001024,0,0,5,0,0,,
1025,800,motions/levelup.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_018,NPC|level|kanban_musume_018,,,live2d_motions-10001025,0,0,6,0,0,,
1026,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_055,NPC|level|kanban_musume_055,,,live2d_motions-10001026,0,0,7,0,0,,
1027,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_012,NPC|level|kanban_musume_012,,,live2d_motions-10001027,0,0,8,0,0,,
1028,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_009,NPC|level|kanban_musume_009,,,live2d_motions-10001028,0,0,9,0,0,,
1029,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_052,NPC|level|kanban_musume_052,,,live2d_motions-10001029,0,0,10,0,0,,
1030,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_029,NPC|level|kanban_musume_029,,,live2d_motions-10001030,0,0,11,0,0,,
1031,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_006,NPC|level|kanban_musume_006,,,live2d_motions-10001031,0,0,12,0,0,,
1032,800,motions/kalina_054.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_054,NPC|level|kanban_musume_054,,,live2d_motions-10001032,0,0,13,0,0,,
1033,800,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_020,NPC|level|kanban_musume_020,,,live2d_motions-10001033,0,0,14,0,0,,
1034,800,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_036,NPC|level|kanban_musume_036,,,live2d_motions-10001034,0,0,15,0,0,,
1035,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_023,NPC|level|kanban_musume_023,,,live2d_motions-10001035,0,0,16,0,0,,
1036,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_056,NPC|level|kanban_musume_056,,,live2d_motions-10001036,0,0,17,0,0,,
1037,800,motions/kalina_025.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_025,NPC|level|kanban_musume_025,,,live2d_motions-10001037,0,0,18,0,0,,
1038,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_034,NPC|level|kanban_musume_034,,,live2d_motions-10001038,0,0,19,0,0,,
1039,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_010,NPC|level|kanban_musume_010,,,live2d_motions-10001039,0,0,20,0,0,,
1040,800,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_022,NPC|level|kanban_musume_022,,,live2d_motions-10001040,0,0,21,0,0,,
1041,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_053,NPC|level|kanban_musume_053,,,live2d_motions-10001041,0,0,22,0,0,,
1042,800,motions/kalina_037.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_037,NPC|level|kanban_musume_037,,,live2d_motions-10001042,0,0,23,0,0,,
1043,800,motions/touch_breast.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_014,NPC|level|kanban_musume_014,,,live2d_motions-10001043,0,0,24,0,0,,
1044,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_028,NPC|level|kanban_musume_028,,,live2d_motions-10001044,0,0,25,0,0,,
1045,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_051,NPC|level|kanban_musume_051,,,live2d_motions-10001045,0,0,26,0,0,,
1046,800,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_021,NPC|level|kanban_musume_021,,,live2d_motions-10001046,0,0,27,0,0,,
1047,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_013,NPC|level|kanban_musume_013,,,live2d_motions-10001047,0,0,28,0,0,,
1048,800,motions/kalina_030.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_030,NPC|level|kanban_musume_030,,,live2d_motions-10001048,0,0,29,0,0,,
1049,800,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_031,NPC|level|kanban_musume_031,,,live2d_motions-10001049,0,0,30,0,0,,
1050,900,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_003,NPC|level|kanban_musume_003,,,live2d_motions-10001050,0,0,0,0,0,,
1051,900,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_032,NPC|level|kanban_musume_032,,,live2d_motions-10001051,0,0,0,0,0,,
1052,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_049,NPC|level|kanban_musume_049,,,live2d_motions-10001052,0,0,0,0,0,,
1053,900,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_008,NPC|level|kanban_musume_008,,,live2d_motions-10001053,0,0,1,0,0,,
1054,900,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_024,NPC|level|kanban_musume_024,,,live2d_motions-10001054,0,0,2,0,0,,
1055,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_050,NPC|level|kanban_musume_050,,,live2d_motions-10001055,0,0,3,0,0,,
1056,900,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_011,NPC|level|kanban_musume_011,,,live2d_motions-10001056,0,0,4,0,0,,
1057,900,motions/mall_01.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_007,NPC|level|kanban_musume_007,,,live2d_motions-10001057,0,0,5,0,0,,
1058,900,motions/levelup.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_018,NPC|level|kanban_musume_018,,,live2d_motions-10001058,0,0,6,0,0,,
1059,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_055,NPC|level|kanban_musume_055,,,live2d_motions-10001059,0,0,7,0,0,,
1060,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_012,NPC|level|kanban_musume_012,,,live2d_motions-10001060,0,0,8,0,0,,
1061,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_009,NPC|level|kanban_musume_009,,,live2d_motions-10001061,0,0,9,0,0,,
1062,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_052,NPC|level|kanban_musume_052,,,live2d_motions-10001062,0,0,10,0,0,,
1063,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_029,NPC|level|kanban_musume_029,,,live2d_motions-10001063,0,0,11,0,0,,
1064,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_006,NPC|level|kanban_musume_006,,,live2d_motions-10001064,0,0,12,0,0,,
1065,900,motions/kalina_054.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_054,NPC|level|kanban_musume_054,,,live2d_motions-10001065,0,0,13,0,0,,
1066,900,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_020,NPC|level|kanban_musume_020,,,live2d_motions-10001066,0,0,14,0,0,,
1067,900,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_036,NPC|level|kanban_musume_036,,,live2d_motions-10001067,0,0,15,0,0,,
1068,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_023,NPC|level|kanban_musume_023,,,live2d_motions-10001068,0,0,16,0,0,,
1069,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_056,NPC|level|kanban_musume_056,,,live2d_motions-10001069,0,0,17,0,0,,
1070,900,motions/kalina_025.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_025,NPC|level|kanban_musume_025,,,live2d_motions-10001070,0,0,18,0,0,,
1071,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_034,NPC|level|kanban_musume_034,,,live2d_motions-10001071,0,0,19,0,0,,
1072,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_010,NPC|level|kanban_musume_010,,,live2d_motions-10001072,0,0,20,0,0,,
1073,900,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_022,NPC|level|kanban_musume_022,,,live2d_motions-10001073,0,0,21,0,0,,
1074,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_053,NPC|level|kanban_musume_053,,,live2d_motions-10001074,0,0,22,0,0,,
1075,900,motions/kalina_037.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_037,NPC|level|kanban_musume_037,,,live2d_motions-10001075,0,0,23,0,0,,
1076,900,motions/touch_breast.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_014,NPC|level|kanban_musume_014,,,live2d_motions-10001076,0,0,24,0,0,,
1077,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_028,NPC|level|kanban_musume_028,,,live2d_motions-10001077,0,0,25,0,0,,
1078,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_051,NPC|level|kanban_musume_051,,,live2d_motions-10001078,0,0,26,0,0,,
1079,900,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_021,NPC|level|kanban_musume_021,,,live2d_motions-10001079,0,0,27,0,0,,
1080,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_013,NPC|level|kanban_musume_013,,,live2d_motions-10001080,0,0,28,0,0,,
1081,900,motions/kalina_030.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_030,NPC|level|kanban_musume_030,,,live2d_motions-10001081,0,0,29,0,0,,
1082,900,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_031,NPC|level|kanban_musume_031,,,live2d_motions-10001082,0,0,30,0,0,,
30601,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10030601,0,0,0,0,0,,
30602,102,motions/wait_1.mtn,0,8|12,0.5,,,,,live2d_motions-10030602,1,0,0,0,0,,
30603,102,motions/wait_2.mtn,0,10|13,0.5,,,,,live2d_motions-10030603,1,0,0,0,0,,
30604,200,motions/touch_1.mtn,head,0,1.0,GUN|WA2000|DIALOGUE3,GUN|WA2000|DIALOGUE3,,,live2d_motions-10030604,1,0,0,0,0,,DIALOGUE3
30605,200,motions/touch_2.mtn,head,0,1.0,GUN|WA2000|DIALOGUE1,GUN|WA2000|DIALOGUE1,,,live2d_motions-10030605,1,0,0,0,0,,DIALOGUE1
30606,200,motions/touch_3.mtn,body,0,1.0,GUN|WA2000|DIALOGUE2,GUN|WA2000|DIALOGUE2,,,live2d_motions-10030606,1,0,0,0,0,,DIALOGUE2
30607,200,motions/touch_4.mtn,body,0,1.0,GUN|WA2000|VALENTINE,GUN|WA2000|VALENTINE,,,live2d_motions-10030607,1,0,0,0,0,,VALENTINE
30608,200,motions/touch_5.mtn,leg,0,1.0,GUN|WA2000|ATTACK,GUN|WA2000|ATTACK,,,live2d_motions-10030608,1,0,0,0,0,,ATTACK
30609,200,motions/touch_Christmas.mtn,leg,0,0.0,GUN|WA2000|CHRISTMAS,GUN|WA2000|CHRISTMAS,,,live2d_motions-10030609,1,0,0,0,0,,CHRISTMAS
30610,200,motions/wedding_touch.mtn,body,0,1.0,GUN|WA2000|DIALOGUEWEDDING,GUN|WA2000|DIALOGUEWEDDING,,,live2d_motions-10030610,1,0,0,0,0,,DIALOGUEWEDDING
30611,500,motions/wedding.mtn,0,0,1.0,GUN|WA2000|SOULCONTRACT,GUN|WA2000|SOULCONTRACT,,,live2d_motions-10030611,1,0,0,0,0,,SOULCONTRACT
30612,300,motions/shake.mtn,0,0,1.0,GUN|WA2000|MOOD2,,,,live2d_motions-10030612,1,0,0,0,0,,MOOD2
30613,1000,motions/login.mtn,0,0,1.0,GUN|WA2000|HELLO,GUN|WA2000|HELLO,,,live2d_motions-10030613,1,0,0,0,0,,HELLO
30614,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10030614,0,1,0,0,0,,
30615,402,motions/broken_1.mtn,head,0,1.0,GUN|WA2000|DIALOGUE3,GUN|WA2000|DIALOGUE3,,,live2d_motions-10030615,1,1,0,0,0,,DIALOGUE3
30616,402,motions/broken_2.mtn,body,0,1.0,GUN|WA2000|BREAK,GUN|WA2000|BREAK,,,live2d_motions-10030616,1,1,0,0,0,,BREAK
30617,402,motions/broken_3.mtn,body,0,1.0,GUN|WA2000|DIALOGUE1,GUN|WA2000|DIALOGUE1,,,live2d_motions-10030617,1,1,0,0,0,,DIALOGUE1
