"id","map_id","spot_id","spot_type","sub_type","difficulty_group","model_code","model_height"
"47","1","36","1","0","3","Fighthouse_01","2.63"
"48","1","37","1","0","3","Fighthouse_01","2.2"
"49","1","53","2","0","3","SpriteHouse_01","2.92"
"50","1","61","1","0","3","Fighthouse_03","2.13"
"51","1","67","2","0","3","SpriteHouse_01","2.24"
"52","1","20","1","0","3","Fighthouse_03","2.2"
"53","1","21","2","0","3","SpriteHouse_01","2.83"
"54","1","30","1","0","3","Fighthouse_03","2.39"
"55","1","62","1","0","4","Fighthouse_01","2.69"
"56","1","69","1","0","4","Fighthouse_01","2.45"
"57","1","13","1","0","4","Fighthouse_01","2.63"
"58","1","22","1","0","4","Fighthouse_01","2.95"
"59","1","70","1","0","4","Fighthouse_01","1.65"
"60","1","3","1","0","4","Fighthouse_03","2.88"
"61","1","4","3","0","4","Othercastle_01","3.75"
"62","1","5","1","2","6","Bosstower_01","3.62"
"63","1","11","1","0","4","Fighthouse_01","2.69"
"64","1","15","1","0","5","Fighthouse_03","3.86"
"65","1","2","1","0","5","Fighthouse_03","3.89"
"66","1","7","1","0","5","Fighthouse_04","3.99"
"67","1","10","1","0","5","Fighthouse_02","3.93"
"68","1","16","1","0","5","Fighthouse_03","3.59"
"69","1","1","1","0","5","Fighthouse_03","3.99"
"70","1","8","1","0","5","Fighthouse_03","3.7"
"71","2","6","5","0","0","Block01","2.21"
"72","2","9","5","0","0","Block03","2.4"
"73","2","12","4","0","0","Dialoguetower_02","3.18"
"74","2","14","5","0","0","Block01","2.36"
"75","2","17","5","0","0","Block03","2.13"
"76","2","18","5","0","0","Block03","2.38"
"77","2","19","5","0","0","Block01","2.18"
"78","2","22","4","0","0","Dialoguetower_03","3.37"
"79","2","23","5","0","0","Block02","2.19"
"80","2","24","5","0","0","Block01","2.29"
"81","2","25","5","0","0","Block01","2.06"
"82","2","29","5","0","0","Block02","2.2"
"83","2","31","5","0","0","Block01","2.27"
"84","2","32","5","0","0","Block01","2.22"
"85","2","33","5","0","0","Block03","2.06"
"86","2","38","5","0","0","Block02","2.2"
"87","2","39","5","0","0","Block03","2.48"
"88","2","40","5","0","0","Block01","2.47"
"89","2","43","5","0","0","Block03","2.04"
"90","2","45","5","0","0","Block02","2.22"
"91","2","46","5","0","0","Block03","2.24"
"92","2","47","5","0","0","Block01","2.44"
"93","2","48","5","0","0","Block02","2.17"
"94","2","49","5","0","0","Block03","2.04"
"95","2","52","4","0","0","Dialoguetower_03","3.5"
"96","2","54","5","0","0","Block03","2.02"
"97","2","55","5","0","0","Block01","2.06"
"98","2","59","5","0","0","Block01","2.3"
"99","2","66","5","0","0","Block01","2.33"
"100","2","68","5","0","0","Block02","2.05"
"101","2","1","1","1","1","Fighthouse_01","2.84"
"102","2","2","1","0","1","Fighthouse_01","2.53"
"103","2","10","1","0","1","Fighthouse_01","1.93"
"104","2","3","1","0","1","Fighthouse_01","1.95"
"105","2","11","1","0","1","Fighthouse_02","2.72"
"106","2","4","2","0","1","SpriteHouse_01","2.37"
"107","2","5","2","0","1","SpriteHouse_01","2.62"
"108","2","13","1","0","1","Fighthouse_02","2.22"
"109","2","20","1","0","2","Fighthouse_01","1.66"
"110","2","21","3","0","2","HeavyEquipment_01","3.03"
"111","2","27","1","0","2","Fighthouse_03","2.74"
"112","2","28","1","0","2","Fighthouse_01","1.9"
"113","2","26","2","0","2","SpriteHouse_01","2.36"
"114","2","34","2","0","2","SpriteHouse_01","2.98"
"115","2","35","1","0","2","Fighthouse_01","2.78"
"116","2","36","1","0","2","Fighthouse_02","1.67"
"117","2","15","1","0","3","Fighthouse_03","3.12"
"118","2","30","1","0","3","Fighthouse_03","2.93"
"119","2","37","1","0","3","Fighthouse_03","2.95"
"120","2","41","1","0","3","Fighthouse_01","2.66"
"121","2","42","1","0","3","Fighthouse_03","2.85"
"122","2","44","3","0","3","HeavyEquipment_01","2.43"
"123","2","7","1","0","3","Fighthouse_01","2.77"
"124","2","16","1","0","3","Fighthouse_03","3.45"
"125","2","50","1","0","4","Fighthouse_03","2.63"
"126","2","8","1","0","4","Fighthouse_02","2.76"
"127","2","51","1","0","4","Fighthouse_01","2.66"
"128","2","53","3","0","4","Othercastle_01","3.93"
"129","2","58","1","0","4","Fighthouse_01","1.98"
"130","2","61","1","0","4","Fighthouse_04","2.55"
"131","2","57","1","0","4","Fighthouse_03","2.52"
"132","2","60","2","0","4","SpriteHouse_01","3.95"
"133","2","62","1","0","5","Fighthouse_04","3.62"
"134","2","65","3","0","5","Othercastle_01","3.98"
"135","2","69","1","2","6","Bosstower_01","3.53"
"136","2","56","1","0","5","Fighthouse_04","3.88"
"137","2","64","1","0","5","Fighthouse_04","3.76"
"138","2","67","3","0","5","Othercastle_01","3.83"
"139","2","70","1","0","5","Fighthouse_03","3.93"
"140","2","63","1","0","5","Fighthouse_01","4.98"
"141","3","6","5","0","0","Block01","2.06"
"142","3","9","5","0","0","Block01","2.04"
"143","3","12","4","0","0","Dialoguetower_03","3.27"
"144","3","14","5","0","0","Block03","2.4"
"145","3","17","5","0","0","Block02","2.25"
"146","3","18","5","0","0","Block01","2.5"
"147","3","19","5","0","0","Block02","2.09"
"148","3","22","4","0","0","Dialoguetower_01","3.02"
"149","3","23","5","0","0","Block03","2.4"
"150","3","24","5","0","0","Block01","2.18"
"151","3","25","5","0","0","Block01","2.28"
"152","3","29","5","0","0","Block01","2.19"
"153","3","31","5","0","0","Block02","2.23"
"154","3","32","5","0","0","Block02","2.33"
"155","3","33","5","0","0","Block01","2.06"
"156","3","38","5","0","0","Block03","2.15"
"157","3","39","5","0","0","Block01","2.27"
"158","3","40","5","0","0","Block02","2.22"
"159","3","43","5","0","0","Block01","2.43"
"160","3","45","5","0","0","Block02","2.05"
"161","3","46","5","0","0","Block01","2.5"
"162","3","47","5","0","0","Block01","2.07"
"163","3","48","5","0","0","Block01","2.23"
"164","3","49","5","0","0","Block02","2.31"
"165","3","54","5","0","0","Block02","2.44"
"166","3","55","5","0","0","Block02","2.49"
"167","3","58","4","0","0","Dialoguetower_02","3.37"
"168","3","59","5","0","0","Block01","2.0"
"169","3","66","5","0","0","Block03","2.41"
"170","3","68","5","0","0","Block03","2.27"
"171","3","1","1","1","1","Fighthouse_01","2.88"
"172","3","2","1","0","1","Fighthouse_02","2.8"
"173","3","10","1","0","1","Fighthouse_01","1.83"
"174","3","3","1","0","1","Fighthouse_01","2.8"
"175","3","11","1","0","1","Fighthouse_01","2.91"
"176","3","4","3","0","1","HeavyEquipment_01","3.12"
"177","3","5","3","0","1","HeavyEquipment_01","2.81"
"178","3","13","1","0","1","Fighthouse_01","1.6"
"179","3","20","1","0","2","Fighthouse_03","3.0"
"180","3","21","3","0","2","HeavyEquipment_01","3.02"
"181","3","27","1","0","2","Fighthouse_01","2.99"
"182","3","28","1","0","2","Fighthouse_03","1.96"
"183","3","26","3","0","2","HeavyEquipment_01","2.88"
"184","3","34","2","0","2","SpriteHouse_01","2.13"
"185","3","35","1","0","2","Fighthouse_03","1.58"
"186","3","36","1","0","2","Fighthouse_03","1.9"
"187","3","15","1","0","3","Fighthouse_03","2.82"
"188","3","30","1","0","3","Fighthouse_01","1.63"
"189","3","37","1","0","3","Fighthouse_01","2.35"
"190","3","41","1","0","3","Fighthouse_03","2.29"
"191","3","42","1","0","3","Fighthouse_01","2.46"
"192","3","44","3","0","3","HeavyEquipment_01","2.04"
"193","3","7","1","0","3","Fighthouse_01","2.56"
"194","3","16","1","0","3","Fighthouse_01","2.45"
"195","3","50","1","0","4","Fighthouse_04","2.91"
"196","3","52","1","0","4","Fighthouse_01","2.69"
"197","3","8","1","0","4","Fighthouse_01","2.65"
"198","3","51","1","0","4","Fighthouse_04","2.96"
"199","3","53","2","0","4","SpriteHouse_01","4.0"
"200","3","61","1","0","4","Fighthouse_01","2.73"
"201","3","57","1","0","4","Fighthouse_02","2.59"
"202","3","60","2","0","4","SpriteHouse_01","3.63"
"203","3","62","1","0","5","Fighthouse_04","3.93"
"204","3","65","2","0","5","SpriteHouse_01","3.6"
"205","3","69","1","2","6","Bosstower_01","3.75"
"206","3","56","1","0","5","Fighthouse_02","3.77"
"207","3","64","1","0","5","Fighthouse_01","4.0"
"208","3","67","2","0","5","SpriteHouse_01","3.53"
"209","3","70","1","0","5","Fighthouse_02","3.51"
"210","3","63","1","0","5","Fighthouse_02","3.61"
"211","4","6","5","0","0","Block01","2.36"
"212","4","9","5","0","0","Block02","2.22"
"213","4","12","4","0","0","Dialoguetower_02","3.28"
"214","4","14","5","0","0","Block03","2.34"
"215","4","17","5","0","0","Block01","2.33"
"216","4","18","5","0","0","Block02","2.5"
"217","4","19","5","0","0","Block03","2.24"
"218","4","23","5","0","0","Block01","2.42"
"219","4","24","5","0","0","Block02","2.42"
"220","4","25","5","0","0","Block02","2.37"
"221","4","29","5","0","0","Block02","2.21"
"222","4","31","5","0","0","Block03","2.05"
"223","4","32","5","0","0","Block01","2.33"
"224","4","33","5","0","0","Block01","2.36"
"225","4","38","5","0","0","Block02","2.1"
"226","4","39","5","0","0","Block02","2.43"
"227","4","40","5","0","0","Block03","2.33"
"228","4","43","5","0","0","Block03","2.13"
"229","4","45","5","0","0","Block02","2.04"
"230","4","46","5","0","0","Block03","2.45"
"231","4","47","5","0","0","Block03","2.35"
"232","4","48","5","0","0","Block03","2.49"
"233","4","49","5","0","0","Block03","2.1"
"234","4","52","4","0","0","Dialoguetower_02","3.2"
"235","4","54","5","0","0","Block03","2.22"
"236","4","55","5","0","0","Block02","2.16"
"237","4","58","4","0","0","Dialoguetower_02","3.37"
"238","4","59","5","0","0","Block01","2.37"
"239","4","66","5","0","0","Block03","2.25"
"240","4","68","5","0","0","Block02","2.33"
"241","4","7","1","0","1","Fighthouse_02","2.26"
"242","4","8","1","1","1","Fighthouse_01","1.7"
"243","4","16","1","0","1","Fighthouse_02","3.27"
"244","4","15","1","0","1","Fighthouse_01","2.81"
"245","4","22","1","0","1","Fighthouse_01","2.28"
"246","4","21","3","0","1","HeavyEquipment_01","2.83"
"247","4","30","1","0","1","Fighthouse_01","1.86"
"248","4","13","1","0","1","Fighthouse_01","1.99"
"249","4","20","1","0","2","Fighthouse_02","2.75"
"250","4","28","1","0","2","Fighthouse_01","2.79"
"251","4","37","1","0","2","Fighthouse_03","1.88"
"252","4","4","2","0","2","SpriteHouse_01","2.61"
"253","4","5","2","0","2","SpriteHouse_01","2.54"
"254","4","27","1","0","2","Fighthouse_03","3.08"
"255","4","35","1","0","2","Fighthouse_03","2.74"
"256","4","36","1","0","2","Fighthouse_01","1.98"
"257","4","44","3","0","3","HeavyEquipment_01","3.03"
"258","4","3","1","0","3","Fighthouse_01","2.44"
"259","4","11","1","0","3","Fighthouse_01","1.52"
"260","4","26","3","0","3","HeavyEquipment_01","3.24"
"261","4","34","3","0","3","HeavyEquipment_01","3.16"
"262","4","42","1","0","3","Fighthouse_01","2.38"
"263","4","51","1","0","3","Fighthouse_01","2.65"
"264","4","2","1","0","3","Fighthouse_03","2.79"
"265","4","10","1","0","4","Fighthouse_03","2.84"
"266","4","41","1","0","4","Fighthouse_04","2.86"
"267","4","50","1","0","4","Fighthouse_03","2.74"
"268","4","53","3","0","4","Othercastle_01","3.51"
"269","4","60","2","0","4","SpriteHouse_01","3.81"
"270","4","61","1","0","4","Fighthouse_02","2.83"
"271","4","1","1","0","4","Fighthouse_03","2.64"
"272","4","62","1","0","4","Fighthouse_01","1.56"
"273","4","67","2","0","5","SpriteHouse_01","3.55"
"274","4","69","1","0","5","Fighthouse_03","3.8"
"275","4","57","1","0","5","Fighthouse_04","3.58"
"276","4","65","2","0","5","SpriteHouse_01","3.86"
"277","4","70","1","2","6","Bosstower_01","3.88"
"278","4","56","1","0","5","Fighthouse_02","3.94"
"279","4","64","1","0","5","Fighthouse_02","3.63"
"280","4","63","1","0","5","Fighthouse_04","4.0"
"281","5","6","5","0","0","Block03","2.39"
"282","5","9","5","0","0","Block01","2.36"
"283","5","14","5","0","0","Block01","2.34"
"284","5","17","5","0","0","Block03","2.0"
"285","5","18","5","0","0","Block03","2.04"
"286","5","19","5","0","0","Block01","2.38"
"287","5","22","4","0","0","Dialoguetower_01","3.18"
"288","5","23","5","0","0","Block01","2.28"
"289","5","24","5","0","0","Block02","2.34"
"290","5","25","5","0","0","Block01","2.2"
"291","5","29","5","0","0","Block01","2.26"
"292","5","31","5","0","0","Block01","2.36"
"293","5","32","5","0","0","Block02","2.37"
"294","5","33","5","0","0","Block01","2.12"
"295","5","38","5","0","0","Block01","2.0"
"296","5","39","5","0","0","Block01","2.26"
"297","5","40","5","0","0","Block03","2.42"
"298","5","43","5","0","0","Block02","2.1"
"299","5","45","5","0","0","Block03","2.47"
"300","5","46","5","0","0","Block02","2.01"
"301","5","47","5","0","0","Block01","2.1"
"302","5","48","5","0","0","Block03","2.25"
"303","5","49","5","0","0","Block01","2.0"
"304","5","52","4","0","0","Dialoguetower_03","3.12"
"305","5","54","5","0","0","Block01","2.05"
"306","5","55","5","0","0","Block02","2.14"
"307","5","58","4","0","0","Dialoguetower_02","3.42"
"308","5","59","5","0","0","Block02","2.37"
"309","5","66","5","0","0","Block01","2.02"
"310","5","68","5","0","0","Block03","2.28"
"311","5","56","1","0","1","Fighthouse_02","1.95"
"312","5","63","1","1","1","Fighthouse_02","2.78"
"313","5","64","1","0","1","Fighthouse_02","2.01"
"314","5","57","1","0","1","Fighthouse_01","2.99"
"315","5","65","2","0","1","SpriteHouse_01","2.56"
"316","5","50","1","0","1","Fighthouse_01","1.99"
"317","5","42","1","0","1","Fighthouse_01","2.73"
"318","5","51","1","0","1","Fighthouse_02","2.83"
"319","5","34","2","0","2","SpriteHouse_01","2.0"
"320","5","35","1","0","2","Fighthouse_02","2.12"
"321","5","41","1","0","2","Fighthouse_03","1.68"
"322","5","44","2","0","2","SpriteHouse_01","2.94"
"323","5","60","2","0","2","SpriteHouse_01","2.94"
"324","5","26","3","0","2","HeavyEquipment_01","2.01"
"325","5","27","1","0","2","Fighthouse_01","1.5"
"326","5","28","1","0","2","Fighthouse_01","1.88"
"327","5","36","1","0","3","Fighthouse_01","1.74"
"328","5","37","1","0","3","Fighthouse_01","2.37"
"329","5","53","2","0","3","SpriteHouse_01","2.34"
"330","5","61","1","0","3","Fighthouse_03","3.38"
"331","5","67","3","0","3","HeavyEquipment_01","2.36"
"332","5","20","1","0","3","Fighthouse_01","2.58"
"333","5","21","3","0","3","HeavyEquipment_01","2.11"
"334","5","30","1","0","3","Fighthouse_01","1.52"
"335","5","62","1","0","4","Fighthouse_01","2.96"
"336","5","69","1","0","4","Fighthouse_01","2.74"
"337","5","12","1","0","4","Fighthouse_01","2.57"
"338","5","13","1","0","4","Fighthouse_03","2.51"
"339","5","70","1","0","4","Fighthouse_01","2.67"
"340","5","3","1","0","4","Fighthouse_04","2.55"
"341","5","4","3","0","4","HeavyEquipment_01","3.75"
"342","5","5","3","0","4","HeavyEquipment_01","3.92"
"343","5","11","1","2","6","Bosstower_01","3.59"
"344","5","15","1","0","5","Fighthouse_03","3.89"
"345","5","2","1","0","5","Fighthouse_02","3.95"
"346","5","7","1","0","5","Fighthouse_01","4.18"
"347","5","10","1","0","5","Fighthouse_04","3.67"
"348","5","16","1","0","5","Fighthouse_01","4.29"
"349","5","1","1","0","5","Fighthouse_03","3.85"
"350","5","8","1","0","5","Fighthouse_01","4.76"
"351","6","6","5","0","0","Block01","2.09"
"352","6","9","5","0","0","Block01","2.26"
"353","6","12","4","0","0","Dialoguetower_01","3.23"
"354","6","14","5","0","0","Block01","2.37"
"355","6","17","5","0","0","Block03","2.48"
"356","6","18","5","0","0","Block03","2.16"
"357","6","19","5","0","0","Block02","2.28"
"358","6","22","4","0","0","Dialoguetower_03","3.09"
"359","6","23","5","0","0","Block03","2.4"
"360","6","24","5","0","0","Block01","2.12"
"361","6","25","5","0","0","Block01","2.05"
"362","6","29","5","0","0","Block01","2.37"
"363","6","31","5","0","0","Block02","2.13"
"364","6","32","5","0","0","Block03","2.26"
"365","6","33","5","0","0","Block02","2.4"
"366","6","38","5","0","0","Block03","2.01"
"367","6","39","5","0","0","Block02","2.22"
"368","6","40","5","0","0","Block01","2.15"
"369","6","43","5","0","0","Block01","2.5"
"370","6","45","5","0","0","Block01","2.3"
"371","6","46","5","0","0","Block01","2.42"
"372","6","47","5","0","0","Block02","2.08"
"373","6","48","5","0","0","Block02","2.46"
"374","6","49","5","0","0","Block03","2.24"
"375","6","52","4","0","0","Dialoguetower_01","3.28"
"376","6","54","5","0","0","Block02","2.37"
"377","6","55","5","0","0","Block01","2.3"
"378","6","59","5","0","0","Block02","2.4"
"379","6","66","5","0","0","Block02","2.17"
"380","6","68","5","0","0","Block02","2.12"
"381","6","62","1","0","1","Fighthouse_01","2.98"
"382","6","69","1","0","1","Fighthouse_01","1.8"
"383","6","70","1","1","1","Fighthouse_01","2.47"
"384","6","53","2","0","1","SpriteHouse_01","2.0"
"385","6","61","1","0","1","Fighthouse_01","1.51"
"386","6","60","2","0","1","SpriteHouse_01","2.62"
"387","6","44","3","0","1","HeavyEquipment_01","2.82"
"388","6","51","1","0","1","Fighthouse_02","1.68"
"389","6","67","3","0","2","HeavyEquipment_01","2.84"
"390","6","36","1","0","2","Fighthouse_02","2.81"
"391","6","37","1","0","2","Fighthouse_01","1.97"
"392","6","50","1","0","2","Fighthouse_02","3.18"
"393","6","28","1","0","2","Fighthouse_03","3.39"
"394","6","30","1","0","2","Fighthouse_01","1.86"
"395","6","42","1","0","2","Fighthouse_01","2.38"
"396","6","58","1","0","2","Fighthouse_03","2.3"
"397","6","20","1","0","3","Fighthouse_01","1.7"
"398","6","21","2","0","3","SpriteHouse_01","2.17"
"399","6","34","2","0","3","SpriteHouse_01","2.27"
"400","6","35","1","0","3","Fighthouse_03","2.18"
"401","6","41","1","0","3","Fighthouse_01","2.51"
"402","6","57","1","0","3","Fighthouse_01","2.51"
"403","6","65","3","0","3","HeavyEquipment_01","2.26"
"404","6","13","1","0","3","Fighthouse_03","1.87"
"405","6","15","1","0","4","Fighthouse_04","2.65"
"406","6","26","2","0","4","SpriteHouse_01","3.98"
"407","6","27","1","0","4","Fighthouse_01","1.94"
"408","6","64","1","0","4","Fighthouse_02","2.99"
"409","6","3","1","0","4","Fighthouse_01","1.62"
"410","6","4","3","0","4","Othercastle_01","3.88"
"411","6","5","3","0","4","Othercastle_01","3.79"
"412","6","11","1","0","4","Fighthouse_04","2.91"
"413","6","16","1","0","5","Fighthouse_01","4.32"
"414","6","56","1","0","5","Fighthouse_01","4.95"
"415","6","63","1","0","5","Fighthouse_01","3.92"
"416","6","2","1","0","5","Fighthouse_02","3.75"
"417","6","7","1","2","6","Bosstower_01","3.82"
"418","6","8","1","0","5","Fighthouse_01","3.73"
"419","6","10","1","0","5","Fighthouse_03","3.95"
"420","6","1","1","0","5","Fighthouse_01","3.51"
"421","7","6","5","0","0","Block02","2.26"
"422","7","9","5","0","0","Block02","2.46"
"423","7","12","4","0","0","Dialoguetower_01","3.12"
"424","7","14","5","0","0","Block03","2.3"
"425","7","17","5","0","0","Block03","2.4"
"426","7","18","5","0","0","Block03","2.4"
"427","7","19","5","0","0","Block03","2.23"
"428","7","23","5","0","0","Block02","2.39"
"429","7","24","5","0","0","Block01","2.48"
"430","7","25","5","0","0","Block02","2.48"
"431","7","29","5","0","0","Block02","2.4"
"432","7","31","5","0","0","Block03","2.24"
"433","7","32","5","0","0","Block01","2.3"
"434","7","33","5","0","0","Block01","2.03"
"435","7","38","5","0","0","Block01","2.44"
"436","7","39","5","0","0","Block01","2.14"
"437","7","40","5","0","0","Block01","2.41"
"438","7","43","5","0","0","Block01","2.17"
"439","7","45","5","0","0","Block01","2.24"
"440","7","46","5","0","0","Block03","2.25"
"441","7","47","5","0","0","Block01","2.02"
"442","7","48","5","0","0","Block02","2.32"
"443","7","49","5","0","0","Block02","2.2"
"444","7","52","4","0","0","Dialoguetower_02","3.31"
"445","7","54","5","0","0","Block03","2.43"
"446","7","55","5","0","0","Block03","2.43"
"447","7","58","4","0","0","Dialoguetower_01","3.09"
"448","7","59","5","0","0","Block03","2.27"
"449","7","66","5","0","0","Block01","2.38"
"450","7","68","5","0","0","Block02","2.11"
"451","7","1","1","1","1","Fighthouse_02","1.52"
"452","7","2","1","0","1","Fighthouse_02","3.36"
"453","7","10","1","0","1","Fighthouse_02","1.56"
"454","7","3","1","0","1","Fighthouse_02","2.81"
"455","7","11","1","0","1","Fighthouse_01","2.21"
"456","7","4","3","0","1","HeavyEquipment_01","2.64"
"457","7","5","2","0","1","SpriteHouse_01","2.55"
"458","7","13","1","0","1","Fighthouse_02","1.51"
"459","7","20","1","0","2","Fighthouse_01","2.11"
"460","7","21","3","0","2","HeavyEquipment_01","2.42"
"461","7","27","1","0","2","Fighthouse_02","2.6"
"462","7","28","1","0","2","Fighthouse_01","2.15"
"463","7","22","1","0","2","Fighthouse_03","2.85"
"464","7","26","2","0","2","SpriteHouse_01","2.2"
"465","7","34","3","0","2","HeavyEquipment_01","2.63"
"466","7","35","1","0","2","Fighthouse_03","2.81"
"467","7","36","1","0","3","Fighthouse_03","1.5"
"468","7","15","1","0","3","Fighthouse_01","2.85"
"469","7","30","1","0","3","Fighthouse_01","2.72"
"470","7","37","1","0","3","Fighthouse_01","1.97"
"471","7","41","1","0","3","Fighthouse_01","2.7"
"472","7","42","1","0","3","Fighthouse_03","2.48"
"473","7","44","3","0","3","HeavyEquipment_01","3.08"
"474","7","7","1","0","3","Fighthouse_01","1.92"
"475","7","16","1","0","4","Fighthouse_04","2.97"
"476","7","50","1","0","4","Fighthouse_02","2.85"
"477","7","8","1","0","4","Fighthouse_02","2.73"
"478","7","51","1","0","4","Fighthouse_02","2.97"
"479","7","53","2","0","4","SpriteHouse_01","3.8"
"480","7","61","1","0","4","Fighthouse_01","1.71"
"481","7","57","1","0","4","Fighthouse_01","1.59"
"482","7","60","2","0","4","SpriteHouse_01","3.74"
"483","7","62","1","0","5","Fighthouse_02","3.53"
"484","7","65","3","0","5","Othercastle_01","3.87"
"485","7","67","1","2","6","Bosstower_01","3.65"
"486","7","69","1","0","5","Fighthouse_04","3.66"
"487","7","56","1","0","5","Fighthouse_03","3.77"
"488","7","64","1","0","5","Fighthouse_04","3.96"
"489","7","70","1","0","5","Fighthouse_01","4.85"
"490","7","63","1","0","5","Fighthouse_01","3.96"
"491","8","6","5","0","0","Block03","2.27"
"492","8","9","5","0","0","Block01","2.34"
"493","8","14","5","0","0","Block01","2.37"
"494","8","17","5","0","0","Block01","2.47"
"495","8","18","5","0","0","Block02","2.48"
"496","8","19","5","0","0","Block02","2.17"
"497","8","22","4","0","0","Dialoguetower_01","3.15"
"498","8","23","5","0","0","Block03","2.26"
"499","8","24","5","0","0","Block02","2.13"
"500","8","25","5","0","0","Block02","2.4"
"501","8","29","5","0","0","Block01","2.2"
"502","8","31","5","0","0","Block01","2.17"
"503","8","32","5","0","0","Block03","2.24"
"504","8","33","5","0","0","Block02","2.03"
"505","8","38","5","0","0","Block02","2.3"
"506","8","39","5","0","0","Block02","2.3"
"507","8","40","5","0","0","Block02","2.43"
"508","8","43","5","0","0","Block03","2.07"
"509","8","45","5","0","0","Block02","2.42"
"510","8","46","5","0","0","Block02","2.2"
"511","8","47","5","0","0","Block02","2.37"
"512","8","48","5","0","0","Block01","2.14"
"513","8","49","5","0","0","Block03","2.17"
"514","8","52","4","0","0","Dialoguetower_03","3.47"
"515","8","54","5","0","0","Block02","2.23"
"516","8","55","5","0","0","Block02","2.13"
"517","8","58","4","0","0","Dialoguetower_03","3.22"
"518","8","59","5","0","0","Block02","2.45"
"519","8","66","5","0","0","Block03","2.02"
"520","8","68","5","0","0","Block02","2.38"
"521","8","1","1","1","1","Fighthouse_01","2.01"
"522","8","2","1","0","1","Fighthouse_01","2.67"
"523","8","10","1","0","1","Fighthouse_02","1.62"
"524","8","3","1","0","1","Fighthouse_02","2.69"
"525","8","11","1","0","1","Fighthouse_02","3.36"
"526","8","4","3","0","1","HeavyEquipment_01","2.17"
"527","8","12","1","0","1","Fighthouse_02","2.38"
"528","8","5","2","0","1","SpriteHouse_01","2.16"
"529","8","13","1","0","2","Fighthouse_01","2.44"
"530","8","20","1","0","2","Fighthouse_02","3.36"
"531","8","21","3","0","2","HeavyEquipment_01","2.37"
"532","8","27","1","0","2","Fighthouse_01","2.4"
"533","8","28","1","0","2","Fighthouse_03","1.86"
"534","8","26","2","0","2","SpriteHouse_01","2.85"
"535","8","34","2","0","2","SpriteHouse_01","2.69"
"536","8","35","1","0","2","Fighthouse_03","1.91"
"537","8","36","1","0","3","Fighthouse_01","2.19"
"538","8","15","1","0","3","Fighthouse_03","2.72"
"539","8","30","1","0","3","Fighthouse_01","2.27"
"540","8","37","1","0","3","Fighthouse_01","2.54"
"541","8","41","1","0","3","Fighthouse_03","2.11"
"542","8","42","1","0","3","Fighthouse_01","1.89"
"543","8","44","2","0","3","SpriteHouse_01","2.26"
"544","8","7","1","0","3","Fighthouse_03","2.55"
"545","8","16","1","0","4","Fighthouse_03","2.65"
"546","8","50","1","0","4","Fighthouse_02","2.76"
"547","8","8","1","0","4","Fighthouse_04","2.92"
"548","8","51","1","0","4","Fighthouse_03","2.62"
"549","8","53","2","0","4","SpriteHouse_01","3.82"
"550","8","61","1","0","4","Fighthouse_03","2.52"
"551","8","57","1","0","4","Fighthouse_01","2.68"
