id,code,ui_image_icon,name,guns,fairy,enemy_team_id,initial_type,ai,ai_content,betray_condition,betray_number,betray_result,transform_condition,transform_number,transform_result,icon,betray_result_enemy,squad,building,enemy_panel_type,is_special_ai,no_battle_damage,duration,sangvis,betray_result_guns,betray_result_sangvis,betray_result_ai,betray_result_ai_content,mapping_guns,mapping_sangvis,mapping_fairy,mapping_squad,mapping_allyguns,mapping_allysangvis,mapping_allyfairy,mapping_allysquad,is_beyond_start,vehicle,betray_result_vehicle,mapping_vehicle,mapping_allyvehicle
116,profilePic_AI,ally0,ally_team-10000116,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
117,profilePic_AI,ally0,ally_team-10000117,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
118,profilePic_AI,ally0,ally_team-10000118,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
119,profilePic_AI,ally0,ally_team-10000119,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
120,profilePic_AI,ally0,ally_team-10000120,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
121,profilePic_AI,ally0,ally_team-10000121,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
122,profilePic_AI,ally0,ally_team-10000122,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
123,profilePic_AI,ally0,ally_team-10000123,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
124,profilePic_AI,ally0,ally_team-10000124,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
125,profilePic_AI,ally0,ally_team-10000125,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
126,profilePic_AI,ally0,ally_team-10000126,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
127,profilePic_AI,ally0,ally_team-10000127,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
128,profilePic_AI,ally0,ally_team-10000128,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
129,profilePic_AI,ally0,ally_team-10000129,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
130,profilePic_AI,ally0,ally_team-10000130,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
131,profilePic_AI,ally0,ally_team-10000131,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
132,profilePic_AI,ally0,ally_team-10000132,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
133,profilePic_AI,ally0,ally_team-10000133,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
134,profilePic_AI,ally0,ally_team-10000134,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
2172,,,ally_team-10002172,"671,672,673,674,675",9,2172,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
2173,,,ally_team-10002173,"676,677,678,679,680",10,2173,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
