id,type,carnival_type_id,count,prize_id,title,content,function_control_id,goto_page_id
122,consume_ammo,21,30000,13456,弹药消耗,累计消耗弹药*30000,0,0
123,consume_voucher,19,50,13450,校准点券,累计消耗校准点券*50,0,0
124,consume_voucher,19,100,13453,校准点券,累计消耗校准点券*100,0,0
125,consume_voucher,19,300,13456,校准点券,累计消耗校准点券*300,0,0
126,upvote,20,5,13450,点赞使者,活动期间累计点赞5次,0,0
127,upvote,20,15,13453,点赞使者,活动期间累计点赞15次,0,0
128,upvote,20,30,13456,点赞使者,活动期间累计点赞30次,0,0
129,open_gift,45,10,13448,礼物赠送,累计赠送礼物*10,0,0
130,open_gift,45,20,13450,礼物赠送,累计赠送礼物*20,0,0
131,open_gift,45,50,13453,礼物赠送,累计赠送礼物*50,0,0
132,open_gift,45,100,13456,礼物赠送,累计赠送礼物*100,0,0
133,cumulative_login,1,1,13471,累计登录,累计登录1天,0,0
134,cumulative_login,1,2,13473,累计登录,累计登录2天,0,0
135,cumulative_login,1,3,13473,累计登录,累计登录3天,0,0
136,cumulative_login,1,5,13476,累计登录,累计登录5天,0,0
137,cumulative_login,1,7,13476,累计登录,累计登录7天,0,0
138,cumulative_login,1,9,13479,累计登录,累计登录9天,0,0
139,cumulative_login,1,10,13479,累计登录,累计登录10天,0,0
140,cumulative_login,1,12,13482,累计登录,累计登录12天,0,0
141,friend_praise,2,5,13473,友谊的小船,活动期间累计被点赞5次,0,0
142,friend_praise,2,15,13476,友谊的小船,活动期间累计被点赞15次,0,0
143,friend_praise,2,30,13479,友谊的小船,活动期间累计被点赞30次,0,0
144,friend_praise,2,50,13482,友谊的小船,活动期间累计被点赞50次,0,0
145,mission_win,11,10,13473,战役关卡,战役胜利情况下挑战任意战役关卡10次（自律除外）,0,0
146,mission_win,11,20,13476,战役关卡,战役胜利情况下挑战任意战役关卡20次（自律除外）,0,0
147,mission_win,11,50,13479,战役关卡,战役胜利情况下挑战任意战役关卡50次（自律除外）,0,0
148,mission_win,11,100,13482,战役关卡,战役胜利情况下挑战任意战役关卡100次（自律除外）,0,0
149,consume_furniture_coin,16,100,13473,限时采购,累计消耗采购币*100,0,0
150,consume_furniture_coin,16,200,13476,限时采购,累计消耗采购币*200,0,0
151,consume_furniture_coin,16,500,13483,限时采购,累计消耗采购币*500,0,0
152,consume_furniture_coin,16,1000,13484,限时采购,累计消耗采购币*1000,0,0
153,consume_iop_contract,3,10,13473,人形制造,累计消耗人形制造契约*10,0,0
154,consume_iop_contract,3,20,13476,人形制造,累计消耗人形制造契约*20,0,0
155,consume_iop_contract,3,50,13479,人形制造,累计消耗人形制造契约*50,0,0
156,consume_iop_contract,3,100,13482,人形制造,累计消耗人形制造契约*100,0,0
157,develop_gun_rank4,8,1,13473,血统验证,累计造出4星人形*1,0,0
158,develop_gun_rank4,8,5,13476,血统验证,累计造出4星人形*5,0,0
159,develop_gun_rank5,9,1,13479,血统验证,累计造出5星人形*1,0,0
160,develop_gun_rank5,9,5,13482,血统验证,累计造出5星人形*5,0,0
161,get_build_coin,10,100,13471,收集电池,累计获得电池*100,0,0
162,get_build_coin,10,200,13473,收集电池,累计获得电池*200,0,0
163,get_build_coin,10,500,13479,收集电池,累计获得电池*500,0,0
164,get_build_coin,10,1000,13482,收集电池,累计获得电池*1000,0,0
165,collect_gun,15,10,13473,救援人形,在任意关卡或战斗中累计救援任意人形10个（自律除外）,0,0
166,collect_gun,15,30,13476,救援人形,在任意关卡或战斗中累计救援任意人形30个（自律除外）,0,0
167,collect_gun,15,50,13479,救援人形,在任意关卡或战斗中累计救援任意人形50个（自律除外）,0,0
168,collect_gun,15,100,13482,救援人形,在任意关卡或战斗中累计救援任意人形100个（自律除外）,0,0
169,upgrade,12,1,13471,技能升级,累计升级人形/妖精技能1次,0,0
170,upgrade,12,3,13473,技能升级,累计升级人形/妖精技能3次,0,0
171,upgrade,12,5,13479,技能升级,累计升级人形/妖精技能5次,0,0
172,upgrade,12,10,13482,技能升级,累计升级人形/妖精技能10次,0,0
173,s_win,25,10,13473,S胜挑战,以S评价完成10场战斗,0,0
174,s_win,25,30,13476,S胜挑战,以S评价完成30场战斗,0,0
175,s_win,25,50,13479,S胜挑战,以S评价完成50场战斗,0,0
176,s_win,25,100,13482,S胜挑战,以S评价完成100场战斗,0,0
177,operation_duration,14,100,13473,后勤支援,后勤支援累计完成100小时,0,0
178,operation_duration,14,500,13479,后勤支援,后勤支援累计完成500小时,0,0
179,operation_duration,14,800,13482,后勤支援,后勤支援累计完成800小时,0,0
180,operation_big_success,67,3,13471,后勤大成功,累计后勤大成功3次,0,0
181,operation_big_success,67,5,13473,后勤大成功,累计后勤大成功5次,0,0
182,operation_big_success,67,10,13476,后勤大成功,累计后勤大成功10次,0,0
183,consume_bp,18,10,13471,动能消耗（包含超导动能）,累计消耗动能*10,0,0
184,consume_bp,18,30,13476,动能消耗（包含超导动能）,累计消耗动能*30,0,0
185,consume_bp,18,50,13479,动能消耗（包含超导动能）,累计消耗动能*50,0,0
186,consume_ammo,21,10000,13473,弹药消耗,累计消耗弹药*10000,0,0
187,consume_ammo,21,20000,13476,弹药消耗,累计消耗弹药*20000,0,0
188,consume_ammo,21,30000,13479,弹药消耗,累计消耗弹药*30000,0,0
189,consume_voucher,19,50,13473,校准点券,累计消耗校准点券*50,0,0
190,consume_voucher,19,100,13476,校准点券,累计消耗校准点券*100,0,0
191,consume_voucher,19,300,13479,校准点券,累计消耗校准点券*300,0,0
192,upvote,20,5,13473,点赞使者,活动期间累计点赞5次,0,0
193,upvote,20,15,13476,点赞使者,活动期间累计点赞15次,0,0
194,upvote,20,30,13479,点赞使者,活动期间累计点赞30次,0,0
195,open_gift,45,10,13471,礼物赠送,累计赠送礼物*10,0,0
196,open_gift,45,20,13473,礼物赠送,累计赠送礼物*20,0,0
197,open_gift,45,50,13476,礼物赠送,累计赠送礼物*50,0,0
198,open_gift,45,100,13479,礼物赠送,累计赠送礼物*100,0,0
