id,defender,defender_upper,belong,hold_belong,mission_skill,battle_skill,condition,is_destroy,is_rebuild,draw_event,name,code,shifting_spot,shifting_team,battle_assist_range,performance_skill,show_info,working_special_spot,trigger_distance,active_mission_skill,inherent_mission_skill,type,is_focus,transition,belong_color,working_spot_activation,active_building_info,initial_state,pref_code,des,confront_des,squadinfoid,missionskill_on_death
11,50,50,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000011,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000011,0,,building-20000011,building-30000011,0,
12,50,50,2,1,0;0;900001;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000012,AirportTower,"-1,170","-30,0","0,2",,1,,0,,,2,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000012,0,,building-20000012,building-30000012,0,
13,50,50,0,1,900002;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000013,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000013,0,,building-20000013,building-30000013,0,
14,50,50,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000014,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000014,0,,building-20000014,building-30000014,0,
15,50,50,2,1,0;0;0;0,0;0;405001;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000015,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000015,0,,building-20000015,building-30000015,0,
16,50,50,2,1,0;0;900003;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000016,Hiding,"0,0","0,0","0,0",,0,,0,,,4,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000016,0,,building-20000016,building-30000016,0,
17,50,50,2,1,0;0;900003;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000017,Hiding,"0,0","0,0","0,1",,0,,0,,,4,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000017,0,,building-20000017,building-30000017,0,
18,50,50,2,1,0;0;900001;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000018,AirportTower,"-1,170","-30,0","0,2",,1,,0,,,2,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000018,0,,building-20000018,building-30000018,0,
19,50,50,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000019,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000019,0,,building-20000019,building-30000019,0,
20,50,50,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000020,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000020,0,,building-20000020,building-30000020,0,
21,50,50,0,1,0;0;0;0,405001;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000021,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000021,0,,building-20000021,building-30000021,0,
22,50,50,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000022,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000022,0,,building-20000022,building-30000022,0,
23,50,50,2,1,0;0;900003;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000023,Hiding,"0,0","0,0","0,0",,0,,0,,,4,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000023,0,,building-20000023,building-30000023,0,
24,50,50,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000024,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000024,0,,building-20000024,building-30000024,0,
25,50,50,2,1,0;0;0;0,0;0;405001;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000025,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000025,0,,building-20000025,building-30000025,0,
26,50,50,0,1,0;0;0;0,405001;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000026,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000026,0,,building-20000026,building-30000026,0,
27,50,50,3,0,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000027,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000027,0,,building-20000027,building-30000027,0,
28,50,50,2,1,0;0;0;0,0;0;405001;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000028,MissileLauncher,"4,97","-30,0","1,2","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000028,0,,building-20000028,building-30000028,0,
29,50,50,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000029,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000029,0,,building-20000029,building-30000029,0,
30,50,50,2,1,0;0;0;0,0;0;405004;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000030,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000030,0,,building-20000030,building-30000030,0,
31,50,50,2,1,0;0;0;0,0;0;405001;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000031,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000031,0,,building-20000031,building-30000031,0,
32,50,50,2,1,0;0;0;0,0;0;405001;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000032,MissileLauncher,"4,97","-30,0","1,2","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000032,0,,building-20000032,building-30000032,0,
33,50,50,2,1,0;0;900009;0,0;0;0;0,"0:0,1:0;0:0,1:1","1,2",0,0,building-10000033,ADK,"12,90","-30,0","0,3",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40000033,0,,building-20000033,building-30000033,0,
34,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000034,Hiding,"0,0","0,0","0,0",,0,,0,,9334950,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40000034,0,,building-20000034,building-30000034,0,
100,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10000100,Boomer,"45,100","-30,0","0,0",,1,1000072,0,10001,1000072,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40000100,0,,building-20000100,building-30000100,0,
101,99999,99999,3,1,0;0;0;2000017,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,building-10000101,Build_PortableEMP,"65,150","-30,0","0,0",,1,1000072,0,10101,1000072,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40000101,0,,building-20000101,building-30000101,0,
201,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,building-10000201,Hiding,"0,0","0,0","0,0",,0,,0,,20101,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40000201,0,,building-20000201,building-30000201,0,
202,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,building-10000202,Hiding,"0,0","0,0","0,0",,0,,0,,20201,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40000202,0,,building-20000202,building-30000202,0,
203,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,building-10000203,Hiding,"0,0","0,0","0,0",,0,,0,,20301,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40000203,0,,building-20000203,building-30000203,0,
320401,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10320401,Door_Right,"-20,80","-20,0","0,0",,1,1020101,6,"1020106,1020107","1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40320401,0,,building-20320401,building-30320401,0,
320402,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10320402,Console,"40,150","-30,0","0,0",,1,1010101,0,,"1010100,1020101",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40320402,0,,building-20320402,building-30320402,0,
321201,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321201,Door_Right,"-20,80","-20,0","0,0",,1,1020101,10,"1020126,1020127","1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321201,0,,building-20321201,building-30321201,0,
321202,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321202,Door_Left,"10,80","-20,0","0,0",,1,1020201,6,"1020218,1020219","1020200,1020201,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321202,0,,building-20321202,building-30321202,0,
321203,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321203,Door_Left,"10,80","-20,0","0,0",,1,1020301,6,"1020313,1020314","1020300,1020301,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321203,0,,building-20321203,building-30321203,0,
321204,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321204,Door_Left,"10,80","-20,0","0,0",,1,1020401,6,"1020410,1020411","1020400,1020401,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321204,0,,building-20321204,building-30321204,0,
321205,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321205,Door_Left,"10,80","-20,0","0,0",,1,9321220,0,,"1020500,9321220",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321205,0,,building-20321205,building-30321205,0,
321206,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321206,Door_Left,"10,80","-20,0","0,0",,1,9321220,0,,"1020600,9321220",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321206,0,,building-20321206,building-30321206,0,
321207,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321207,Door_Left,"10,80","-20,0","0,0",,1,1020701,6,"1020708,1020709","1020700,1020701,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321207,0,,building-20321207,building-30321207,0,
321208,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321208,Door_Left,"10,80","-20,0","0,0",,1,9321220,0,,"1020800,9321220",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321208,0,,building-20321208,building-30321208,0,
321209,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321209,Door_Left,"10,80","-20,0","0,0",,1,9321220,0,,"1020900,9321220",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321209,0,,building-20321209,building-30321209,0,
321210,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321210,Door_Left,"10,80","-20,0","0,0",,1,1021001,10,"9321201,9321202,9321203,9321206,9321208,9321210,9321212,9321214,9321215,9321216,9321223,9321225","1021000,1021001,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321210,0,,building-20321210,building-30321210,0,
321211,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321211,Door_Left,"10,80","-20,0","0,0",,1,1021101,0,,"1021100,1021101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321211,0,,building-20321211,building-30321211,0,
321212,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321212,Door_Left,"10,80","-20,0","0,0",,1,1021201,0,,"1021200,1021201,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321212,0,,building-20321212,building-30321212,0,
321213,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10321213,Door_Left,"10,80","-20,0","0,0",,1,1021301,0,,"1021300,1021301,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321213,0,,building-20321213,building-30321213,0,
321214,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321214,Console,"40,150","-30,0","0,0",,1,1010101,0,,"1010100,1020101,1020201,1020301,1020401,1020701",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321214,0,,building-20321214,building-30321214,0,
321215,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321215,Console,"40,150","-30,0","0,0",,1,1010201,0,9321217,"1010200,1010201,1010301,1020101,1020201,1020301,1020401,1020701,1021001,1021101,1021201,1021301",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321215,0,,building-20321215,building-30321215,0,
321216,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321216,Console,"40,150","-30,0","0,0",,1,1010301,0,9321218,"1010300,1010201,1010301,1020101,1020201,1020301,1020401,1020701,1021001,1021101,1021201,1021301",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321216,0,,building-20321216,building-30321216,0,
321217,99999,99999,3,0,900002;9321227;900002;9321227,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321217,ADK,"12,90","-30,0","0,2",,1,,0,,,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321217,0,,building-20321217,building-30321217,0,
321501,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321501,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030101,"1030100,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40321501,0,,building-20321501,building-30321501,0,
321502,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321502,Hiding,"0,0","0,0","0,0",,0,1000100,0,,9321501,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40321502,0,,building-20321502,building-30321502,0,
321503,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321503,Hiding,"0,0","0,0","0,0",,0,1000200,3,9321503,"9321502,9321504",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40321503,0,,building-20321503,building-30321503,0,
321601,50,50,1,1,9321601;9321601;9321601;9321601,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10321601,Hiding,"0,0","0,0","0,0",,0,1000100,0,,1000100,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40321601,0,,building-20321601,building-30321601,0,
322201,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10322201,Console,"40,150","-30,0","0,0",,1,1010101,0,"1020106,1020107","1010100,1020101",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322201,0,,building-20322201,building-30322201,0,
322202,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10322202,Console,"40,150","-30,0","0,0",,1,1010201,0,"1020206,1020207","1010200,1020201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322202,0,,building-20322202,building-30322202,0,
322203,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10322203,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,"1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322203,0,,building-20322203,building-30322203,0,
322204,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10322204,Door_Left,"10,80","-20,0","0,0",,1,1020201,0,,"1020200,1020201,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322204,0,,building-20322204,building-30322204,0,
322301,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10322301,Hiding,"0,0","0,0","0,0",,0,1000100,0,9322301,1000100,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40322301,0,,building-20322301,building-30322301,0,
322302,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10322302,Hiding,"0,0","0,0","0,0",,0,1000100,0,,1000200,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40322302,0,,building-20322302,building-30322302,0,
322401,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10322401,Console,"40,150","-30,0","0,0",,1,1010101,0,"1020106,1020107","1010100,1020101",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322401,0,,building-20322401,building-30322401,0,
322402,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10322402,Console,"40,150","-30,0","0,0",,1,1010201,0,"1020206,1020207","1010200,1020201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322402,0,,building-20322402,building-30322402,0,
322403,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10322403,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,"1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322403,0,,building-20322403,building-30322403,0,
322404,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10322404,Door_Left,"10,80","-20,0","0,0",,1,1020201,0,,"1020200,1020201,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40322404,0,,building-20322404,building-30322404,0,
322501,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10322501,Hiding,"0,0","0,0","0,0",,0,1000001|1000200,0,,"1000100,1000001",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,building-40322501,0,,building-20322501,building-30322501,0,"1,322505,9322501,0;1,322506,9322502,0;1,322507,9322503,0;1,322508,9322504,0"
330801,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10330801,Console,"40,150","-30,0","0,0",,1,1010101,0,"1010104,1010105","1010100,1010101,1020101",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40330801,0,,building-20330801,building-30330801,0,
330802,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10330802,Door_Left,"10,80","-20,0","0,0",,1,1020101,7,"1020106,1020107","1020100,1000001,1020101",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40330802,0,,building-20330802,building-30330802,0,
331201,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10331201,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030101,"1030100,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331201,0,,building-20331201,building-30331201,0,
331202,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10331202,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030201,"1030200,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331202,0,,building-20331202,building-30331202,0,
331203,9999,9999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,building-10331203,Rock,"0,120","-30,0","0,0",,1,1040101,1,9331201,"1040100,1040101",9,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331203,0,,building-20331203,building-30331203,0,
331401,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10331401,Console,"40,150","-30,0","0,0",,1,1010101,0,"9331401,9331402","1010100,1010101,1010200,1010201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331401,0,,building-20331401,building-30331401,0,
331402,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10331402,Door_Right,"-20,80","-20,0","0,0",,1,1020101,7,"1020106,1020107",1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331402,-1,,building-20331402,building-30331402,0,
331403,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10331403,Door_Left,"10,80","-20,0","0,0",,1,1020201,7,"1020206,1020207",1020200,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331403,-1,,building-20331403,building-30331403,0,
331601,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,building-10331601,Console,"40,150","-30,0","0,0",,1,1010101,0,"9331401,9331402","1010100,1010101,1010200,1010201,1020201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331601,0,,building-20331601,building-30331601,0,
331602,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10331602,Door_Right,"-20,80","-20,0","0,0",,1,1020101,7,"1020106,1020107",1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331602,-1,,building-20331602,building-30331602,0,
331603,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,building-10331603,Door_Left,"10,80","-20,0","0,0",,1,1020201,7,"1020206,1020207","1020200,1000001,1020201",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,building-40331603,0,,building-20331603,building-30331603,0,
