id,type,gem_pay,gem,double_gem_pay,double_gem,mp,ammo,mre,part,icon,month_card_type,quota_num,prize_id,classification_id,description,clear_type,clear_parameter
436,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
437,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
438,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
439,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
440,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
441,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
442,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
443,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
444,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
445,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
446,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
447,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
448,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
449,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
450,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
451,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
452,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
453,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
454,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
455,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
456,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
457,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
458,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
459,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
460,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
461,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
462,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
463,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
464,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
465,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
466,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
467,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
468,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
469,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
470,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
471,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
472,6,680,680,680,680,0,0,0,0,,,1,8501,0,,0,
473,6,980,980,980,980,0,0,0,0,,,1,8503,0,,0,
474,6,300,300,300,300,0,0,0,0,,,1,8505,0,,0,
475,6,680,680,680,680,0,0,0,0,,,1,8506,0,,0,
476,6,980,980,980,980,0,0,0,0,,,1,8507,0,,0,
477,6,300,300,300,300,0,0,0,0,,,1,8508,0,,0,
478,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,6003,,0,
479,21,500,500,500,500,0,0,0,0,,,2,1323,6003,,0,
480,21,1880,1880,1880,1880,0,0,0,0,,,1,1603,6003,,0,
481,6,680,680,680,680,0,0,0,0,,,1,8509,0,,0,
482,6,980,980,980,980,0,0,0,0,,,1,8510,0,,0,
483,6,300,300,300,300,0,0,0,0,,,1,8511,0,,0,
484,6,680,680,680,680,0,0,0,0,,,1,8512,0,,0,
485,6,980,980,980,980,0,0,0,0,,,1,8513,0,,0,
486,6,300,300,300,300,0,0,0,0,,,1,8514,0,,0,
487,21,330,330,330,330,0,0,0,0,,,1,1645,6003,,0,
488,21,920,920,920,920,0,0,0,0,,,1,1646,6003,,0,
489,21,560,560,560,560,0,0,0,0,,,5,1640,6003,,0,
490,21,1160,1160,1160,1160,0,0,0,0,,,2,1641,6003,,0,
491,21,330,330,330,330,0,0,0,0,,,10,1642,6003,,0,
492,6,680,680,680,680,0,0,0,0,,,1,8515,0,,0,
493,6,980,980,980,980,0,0,0,0,,,1,8516,0,,0,
494,6,300,300,300,300,0,0,0,0,,,1,8517,0,,0,
495,21,440,440,440,440,0,0,0,0,,,5,7392,6003,,0,
496,21,920,920,920,920,0,0,0,0,,,2,7393,6003,,0,
497,21,1880,1880,1880,1880,0,0,0,0,,,1,7394,6003,,0,
498,21,330,330,330,330,0,0,0,0,,,10,1894,6003,,0,
499,21,330,330,330,330,0,0,0,0,,,10,1894,6003,,0,
501,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
502,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
503,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
504,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
505,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
506,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
507,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
508,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
509,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
520,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
521,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
522,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
523,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
524,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
525,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
526,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
527,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
528,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
529,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
530,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
531,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
532,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
533,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
534,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
535,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
536,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
537,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
538,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
539,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
540,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
541,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
542,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
543,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
544,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
545,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
546,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
547,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
548,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
549,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
550,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
551,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
552,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
553,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
554,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
555,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
556,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
557,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
558,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
559,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
560,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
561,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
562,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
563,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
564,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
565,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
566,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
567,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
568,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
569,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
570,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
571,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
572,6,680,680,680,680,0,0,0,0,,,1,8501,0,,0,
573,6,980,980,980,980,0,0,0,0,,,1,8503,0,,0,
574,6,300,300,300,300,0,0,0,0,,,1,8505,0,,0,
575,6,680,680,680,680,0,0,0,0,,,1,8506,0,,0,
576,6,980,980,980,980,0,0,0,0,,,1,8507,0,,0,
577,6,300,300,300,300,0,0,0,0,,,1,8508,0,,0,
578,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,6003,,0,
579,21,500,500,500,500,0,0,0,0,,,2,1323,6003,,0,
580,21,1880,1880,1880,1880,0,0,0,0,,,1,1603,6003,,0,
581,6,680,680,680,680,0,0,0,0,,,1,8509,0,,0,
582,6,980,980,980,980,0,0,0,0,,,1,8510,0,,0,
583,6,300,300,300,300,0,0,0,0,,,1,8511,0,,0,
584,6,680,680,680,680,0,0,0,0,,,1,8512,0,,0,
585,6,980,980,980,980,0,0,0,0,,,1,8513,0,,0,
586,6,300,300,300,300,0,0,0,0,,,1,8514,0,,0,
587,21,330,330,330,330,0,0,0,0,,,1,1645,6003,,0,
588,21,920,920,920,920,0,0,0,0,,,1,1646,6003,,0,
589,21,560,560,560,560,0,0,0,0,,,5,1640,6003,,0,
590,21,1160,1160,1160,1160,0,0,0,0,,,2,1641,6003,,0,
591,21,330,330,330,330,0,0,0,0,,,10,1642,6003,,0,
592,6,680,680,680,680,0,0,0,0,,,1,8515,0,,0,
593,6,980,980,980,980,0,0,0,0,,,1,8516,0,,0,
594,6,300,300,300,300,0,0,0,0,,,1,8517,0,,0,
595,21,440,440,440,440,0,0,0,0,,,5,7392,6003,,0,
596,21,920,920,920,920,0,0,0,0,,,2,7393,6003,,0,
597,21,1880,1880,1880,1880,0,0,0,0,,,1,7394,6003,,0,
598,21,330,330,330,330,0,0,0,0,,,10,1894,6003,,0,
599,21,330,330,330,330,0,0,0,0,,,10,1894,6003,,0,
601,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
602,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
603,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
604,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
605,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
606,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
607,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
608,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
609,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
620,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
621,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
622,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
623,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
624,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
625,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
626,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
627,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
628,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
629,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
630,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
631,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
632,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
633,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
634,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
635,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
