"id","area_id","weight","tag_weight","content","necessary_num","background","script_type"
"55","2","10","","explore_affair_client-10000055","1,0","","2"
"56","3,2,4","10","","explore_affair_client-10000056","1,0","","2"
"57","3,2,4","10","","explore_affair_client-10000057","1,0","","2"
"58","3","10","","explore_affair_client-10000058","1,0","","2"
"59","2","10","85:20","explore_affair_client-10000059","2,0","","2"
"60","3,2,4","10","","explore_affair_client-10000060","1,0","","2"
"61","3,2,4,1","10","","explore_affair_client-10000061","1,0","","2"
"62","3,2,4","10","","explore_affair_client-10000062","3,0","","2"
"63","3,2,4","10","","explore_affair_client-10000063","1,0","","2"
"64","3,2,4","0","26:20","explore_affair_client-10000064","3,0","","2"
"65","3,2,4","0","26:20","explore_affair_client-10000065","1,0","","2"
"66","3,2,4","0","18:20","explore_affair_client-10000066","3,0","","2"
"67","3,2,4","0","40:20","explore_affair_client-10000067","1,0","","2"
"68","3,2,4,1","10","","explore_affair_client-10000068","1,0","","2"
"69","3","10","","explore_affair_client-10000069","3,0","","2"
"70","4","10","","explore_affair_client-10000070","1,0","","2"
"71","3,2,4","10","","explore_affair_client-10000071","3,0","","2"
"72","3,2,4","10","","explore_affair_client-10000072","1,0","","2"
"73","3,2,4,1","10","","explore_affair_client-10000073","3,0","","2"
"74","3","10","","explore_affair_client-10000074","1,0","","2"
"75","3,2,4,1","0","17:20","explore_affair_client-10000075","2,0","","2"
"76","3,2,4,1","0","20:20","explore_affair_client-10000076","3,0","","2"
"77","3,2,4,1","0","41:20","explore_affair_client-10000077","3,0","","2"
"78","3,2,4,1","0","15:20","explore_affair_client-10000078","1,0","","2"
"79","3,2,4,1","0","15:20","explore_affair_client-10000079","2,0","","2"
"80","3,2,4,1","0","20:20","explore_affair_client-10000080","3,0","","2"
"81","3,2,4,1","0","16:20","explore_affair_client-10000081","1,0","","2"
"82","3,2,4,1","0","16:20","explore_affair_client-10000082","1,0","","2"
"83","3,2,4,1","0","16:20","explore_affair_client-10000083","1,0","","2"
"84","3,2,4,1","0","1:20","explore_affair_client-10000084","2,0","","2"
"85","3,2,4,1","0","2:20","explore_affair_client-10000085","2,0","","2"
"86","3,1","0","36:20","explore_affair_client-10000086","1,0","","2"
"87","3","0","54:20","explore_affair_client-10000087","1,0","","2"
"89","3","0","36:20","explore_affair_client-10000089","1,0","","2"
"90","3","0","36:20","explore_affair_client-10000090","1,1","","2"
"91","3,2,4,1","0","40:20","explore_affair_client-10000091","3,0","","2"
"92","3,2,4,1","0","10:20","explore_affair_client-10000092","3,0","","2"
"94","3,2,4,1","0","38:20","explore_affair_client-10000094","1,0","","2"
"95","3,2,4","0","26:20,31:20,40:20","explore_affair_client-10000095","1,0","","2"
"96","3,2,4,1","0","43:20","explore_affair_client-10000096","1,0","","2"
"97","3,2,4,1","0","29:20","explore_affair_client-10000097","2,0","","2"
"98","3,2,4,1","0","29:20","explore_affair_client-10000098","2,0","","2"
"99","3,2,4,1","0","29:20","explore_affair_client-10000099","2,0","","2"
"100","3,2,4,1","0","29:20","explore_affair_client-10000100","2,0","","2"
"101","3,2,4,1","-20","3:20","explore_affair_client-10000101","2,0","","2"
"102","3,2,4,1","-20","3:20","explore_affair_client-10000102","2,0","","2"
"104","3,2,4,1","0","60:20","explore_affair_client-10000104","1,0","","2"
"105","3,2,4,1","0","50:20","explore_affair_client-10000105","2,0","","2"
"106","3,2,4,1","0","62:20","explore_affair_client-10000106","1,0","","2,801"
"107","3,2,4,1","0","62:20","explore_affair_client-10000107","1,0","","2,801"
"108","3,2,4,1","0","14:20","explore_affair_client-10000108","1,0","","2"
"109","3,2,4,1","0","14:20","explore_affair_client-10000109","1,0","","2"
"110","3,2,4,1","0","64:20","explore_affair_client-10000110","1,0","","2"
"111","3,2,4,1","0","64:20","explore_affair_client-10000111","1,0","","2"
"112","3,2,4,1","0","65:20","explore_affair_client-10000112","1,0","","2,803"
"113","3,2,4,1","0","65:20","explore_affair_client-10000113","3,0","","2,803"
"114","3,2,4,1","0","66:20","explore_affair_client-10000114","1,0","","2"
"115","3,2,4,1","0","66:20","explore_affair_client-10000115","3,0","","2"
"116","3,2,4,1","0","67:20","explore_affair_client-10000116","1,0","","2"
"117","3,2,4,1","0","67:20","explore_affair_client-10000117","1,0","","2"
"118","3,2,4,1","0","68:20","explore_affair_client-10000118","3,0","","2"
"119","3,2,4,1","0","68:20","explore_affair_client-10000119","3,0","","2"
"120","3,2,4,1","0","69:20","explore_affair_client-10000120","1,0","","2"
"121","3,2,4,1","0","69:20","explore_affair_client-10000121","2,0","","2"
"122","3,2,4,1","0","70:20","explore_affair_client-10000122","1,0","","2"
"123","3,2,4,1","0","70:20","explore_affair_client-10000123","1,0","","2"
"124","3,2,4,1","0","71:20","explore_affair_client-10000124","3,0","","2"
"125","3,2,4,1","0","71:20","explore_affair_client-10000125","3,0","","2"
"126","3,2,4,1","0","50:20","explore_affair_client-10000126","1,0","","2"
"127","3,2,4,1","0","50:20","explore_affair_client-10000127","2,0","","2"
"128","3,2,4,1","0","73:20","explore_affair_client-10000128","3,0","","2"
"129","3,2,4,1","0","73:20","explore_affair_client-10000129","1,0","","2"
"130","3,2,4,1","0","60:20","explore_affair_client-10000130","1,0","","2"
"131","3,2,4,1","0","75:20","explore_affair_client-10000131","2,0","","2"
"132","3,2,4,1","0","1:20","explore_affair_client-10000132","2,0","","2"
"133","3,2,4,1","0","1:20","explore_affair_client-10000133","1,0","","2"
"134","3,2,4,1","0","77:20","explore_affair_client-10000134","2,0","","2"
"135","3,2,4,1","0","38:20","explore_affair_client-10000135","1,0","","2"
"136","3,2,4,1","0","20:20","explore_affair_client-10000136","1,0","","2"
"137","3,2,4,1","0","20:20","explore_affair_client-10000137","1,0","","2"
"138","3,2,4,1","0","79:20","explore_affair_client-10000138","3,0","","2"
"139","3,2,4,1","0","30:20","explore_affair_client-10000139","3,0","","2"
"140","3,2,4,1","0","30:20","explore_affair_client-10000140","3,0","","2"
"141","3,2,4,1","0","81:20","explore_affair_client-10000141","1,0","","2"
"142","3,2,4,1","0","81:20","explore_affair_client-10000142","1,0","","2"
"143","3,2,4,1","0","82:20","explore_affair_client-10000143","3,0","","2"
"144","3,2,4,1","0","82:20","explore_affair_client-10000144","1,0","","2"
"145","2","0","5:20","explore_affair_client-10000145","1,0","","2"
"146","2","0","5:20","explore_affair_client-10000146","2,0","","2"
"147","2","0","7:20","explore_affair_client-10000147","1,0","","2"
"148","2","0","55:20","explore_affair_client-10000148","2,0","","2"
"149","2","0","56:20","explore_affair_client-10000149","2,0","","2"
"150","2","0","29:20","explore_affair_client-10000150","3,0","","2"
"151","2","0","30:20","explore_affair_client-10000151","2,0","","2"
"152","2","0","33:20","explore_affair_client-10000152","1,0","","2"
"153","2","0","10:20","explore_affair_client-10000153","2,0","","2"
"154","2","0","9:20","explore_affair_client-10000154","3,0","","2"
"155","2","0","20:20","explore_affair_client-10000155","1,0","","2"
"157","2","-20","86:20","explore_affair_client-10000157","2,0","","2"
"158","2","0","5:20","explore_affair_client-10000158","1,0","","2"
"159","2","0","30:20","explore_affair_client-10000159","3,0","","2"
"160","2","10","83:-10,84:-10","explore_affair_client-10000160","1,0","","2"
"161","2","0","31:20","explore_affair_client-10000161","1,0","","2"
"163","2","0","57:20","explore_affair_client-10000163","1,0","","2"
"164","2","0","39:20","explore_affair_client-10000164","1,0","","2"
"165","2","0","39:20","explore_affair_client-10000165","1,0","","2"
"166","2","0","50:20","explore_affair_client-10000166","1,0","","2"
"167","2","0","50:20","explore_affair_client-10000167","1,0","","2"
"168","2","0","7:20","explore_affair_client-10000168","1,0","","2"
"169","2","0","3:20","explore_affair_client-10000169","2,0","","2"
"170","4","0","39:20","explore_affair_client-10000170","1,0","","2"
"171","4","0","8:20","explore_affair_client-10000171","1,0","","2"
"172","4","0","8:20","explore_affair_client-10000172","1,0","","2"
"173","4","0","9:20","explore_affair_client-10000173","1,0","","2"
"174","4","0","11:20","explore_affair_client-10000174","3,0","","2"
"175","4","0","17:20","explore_affair_client-10000175","1,0","","2"
"176","4","0","17:20","explore_affair_client-10000176","1,0","","2"
"177","4","0","53:20","explore_affair_client-10000177","3,0","","2"
"178","1","0","40:20","explore_affair_client-10000178","1,0","","2"
"179","1","0","14:20","explore_affair_client-10000179","1,0","","2"
"180","1","0","32:20","explore_affair_client-10000180","2,0","","2"
"181","1","0","5:20","explore_affair_client-10000181","2,0","","2"
"182","1","10","","explore_affair_client-10000182","2,0","","2"
"183","1","0","50:20","explore_affair_client-10000183","2,0","","2"
"184","1","0","34:20","explore_affair_client-10000184","3,0","","2"
"185","1","0","35:20","explore_affair_client-10000185","1,0","","2"
"186","1","0","29:20","explore_affair_client-10000186","1,0","","2"
"187","1","0","30:20","explore_affair_client-10000187","1,0","","2"
"188","1","0","36:20","explore_affair_client-10000188","3,1","","2"
"189","1","0","38:20","explore_affair_client-10000189","3,0","","2"
"190","1","0","38:20","explore_affair_client-10000190","1,0","","2"
"191","1","0","27:20","explore_affair_client-10000191","1,0","","2"
"192","3,2,4,1","0","27:20","explore_affair_client-10000192","2,0","","2"
"193","3,2,4","0","75:20","explore_affair_client-10000193","2,0","","2"
"194","3,2,4","10","","explore_affair_client-10000194","1,0","","2"
"195","3,2,4","0","81:20","explore_affair_client-10000195","1,0","","2"
"196","3,2,4","0","79:20","explore_affair_client-10000196","2,0","","2"
"197","3,2,4","0","71:20","explore_affair_client-10000197","2,0","","2"
"198","3,2,4","0","20:20","explore_affair_client-10000198","3,0","","2"
"199","3","10","","explore_affair_client-10000199","1,0","","2"
"200","3","0","51:20","explore_affair_client-10000200","1,0","","2,803"
"201","3","0","8:20","explore_affair_client-10000201","2,0","","2"
"202","3","0","66:20","explore_affair_client-10000202","2,0","","2"
"203","3","10","","explore_affair_client-10000203","1,0","","2"
"204","3","0","69:20","explore_affair_client-10000204","1,0","","2"
"205","3","0","39:20","explore_affair_client-10000205","1,0","","2"
"206","3","0","5:20","explore_affair_client-10000206","1,0","","2"
"207","2","10","","explore_affair_client-10000207","1,0","","2"
"208","2","0","14:20","explore_affair_client-10000208","1,0","","2"
"209","2","0","15:20","explore_affair_client-10000209","1,0","","2"
"210","2","0","30:20","explore_affair_client-10000210","3,0","","2"
"211","2","10","","explore_affair_client-10000211","3,0","","2"
"212","2","0","24:20","explore_affair_client-10000212","3,0","","2"
"213","2","0","31:20,39:20,1:20","explore_affair_client-10000213","3,0","","2"
"214","4","0","40:20","explore_affair_client-10000214","1,0","","2"
"215","4","10","","explore_affair_client-10000215","1,0","","2"
"216","4","0","3:20","explore_affair_client-10000216","1,0","","2"
"217","4","0","5:20","explore_affair_client-10000217","1,0","","2"
"218","4","0","4:20","explore_affair_client-10000218","1,0","","2"
"219","4","10","","explore_affair_client-10000219","1,0","","2"
"220","4","0","51:20","explore_affair_client-10000220","1,0","","2,803"
"221","4","0","5:20","explore_affair_client-10000221","1,0","","2"
"222","4","0","62:20","explore_affair_client-10000222","1,0","","2,801"
"223","1","10","","explore_affair_client-10000223","1,0","","2"
"224","1","0","14:20","explore_affair_client-10000224","1,0","","2"
"225","1","0","51:20","explore_affair_client-10000225","1,0","","2,803"
"226","1","10","","explore_affair_client-10000226","2,0","","2"
"227","1","0","5:20","explore_affair_client-10000227","2,0","","2"
"228","1","0","69:20","explore_affair_client-10000228","2,0","","2"
"229","1","0","59:20","explore_affair_client-10000229","2,0","","2"
"230","1","0","7:20","explore_affair_client-10000230","2,0","","2"
"231","1","10","","explore_affair_client-10000231","1,0","","2"
"232","1","0","5:20","explore_affair_client-10000232","1,0","","2"
"233","1","0","16:20","explore_affair_client-10000233","1,0","","2"
"234","1","0","64:20","explore_affair_client-10000234","1,0","","2"
"235","1","0","24:20","explore_affair_client-10000235","1,0","","2"
"236","1","10","","explore_affair_client-10000236","1,0","","2"
"237","1","0","3:20","explore_affair_client-10000237","1,0","","2"
"238","1","0","5:20","explore_affair_client-10000238","1,0","","2"
"239","1","10","60:-20","explore_affair_client-10000239","1,0","","2"
"240","1","0","60:20","explore_affair_client-10000240","3,0","","2"
"241","1,3","0","52:20","explore_affair_client-10000241","3,0","","2"
"242","1,2,3,4","0","52:20","explore_affair_client-10000242","1,0","","2"
"243","1,2,3,4","0","21:20","explore_affair_client-10000243","2,0","","2"
"244","1","0","77:20","explore_affair_client-10000244","1,0","","2"
"245","1","0","77:20","explore_affair_client-10000245","1,0","","2"
"246","1","10","40:10","explore_affair_client-10000246","1,0","","2,6-12"
"247","1","10","","explore_affair_client-10000247","2,0","","2,5-2"
"248","1","10","","explore_affair_client-10000248","1,0","","2"
"249","1","10","","explore_affair_client-10000249","3,0","","2"
"250","1","10","77:-20","explore_affair_client-10000250","1,0","","2"
"251","4","0","53:20","explore_affair_client-10000251","2,0","","2"
"252","4","0","81:20","explore_affair_client-10000252","1,0","","2"
"253","4","0","81:20","explore_affair_client-10000253","2,0","","2"
"254","4","0","81:20","explore_affair_client-10000254","1,0","","2"
"255","4","0","81:20","explore_affair_client-10000255","1,0","","2"
"256","4","0","81:20","explore_affair_client-10000256","1,0","","2"
"257","4","0","11:20","explore_affair_client-10000257","2,0","","2,5-5"
"258","4","0","40:20","explore_affair_client-10000258","1,0","","2"
"259","3","0","69:20","explore_affair_client-10000259","1,0","","2"
"260","3","0","69:20","explore_affair_client-10000260","2,0","","2"
"261","3","0","66:20","explore_affair_client-10000261","1,0","","2"
"262","3","0","65:20","explore_affair_client-10000262","2,3","","2,803"
"263","1,2,3,4","0","66:20","explore_affair_client-10000263","2,0","","2"
"264","1,2,3,4","0","79:20","explore_affair_client-10000264","2,0","","2"
"265","1,2,3,4","0","30:20","explore_affair_client-10000265","3,0","","2"
"266","1,2,3,4","0","71:20","explore_affair_client-10000266","1,0","","6-15"
"267","1,2,3,4","0","66:20","explore_affair_client-10000267","2,0","","2"
"268","1,2,3,4","0","68:20","explore_affair_client-10000268","3,0","","2"
"269","1,2,3,4","0","62:20","explore_affair_client-10000269","1,0","","2"
"270","1,2,3,4","0","62:20","explore_affair_client-10000270","2,0","","2,801"
"271","1,2,3,4","0","73:20","explore_affair_client-10000271","2,0","","2"
"272","1,2,3,4","0","65:20","explore_affair_client-10000272","1,0","","2"
"273","1,2,3,4","0","67:20","explore_affair_client-10000273","3,0","","2"
"274","1,2,3,4","0","64:20","explore_affair_client-10000274","1,0","","2"
"275","1,2,3,4","0","75:20","explore_affair_client-10000275","1,0","","2"
"276","1,2,3,4","0","75:20","explore_affair_client-10000276","1,0","","2"
"277","1,2,3,4","0","15:20","explore_affair_client-10000277","3,0","","2"
"278","1,2,3,4","-20","60:20","explore_affair_client-10000278","2,0","","2"
"279","1,2,3,4","0","4:20","explore_affair_client-10000279","3,0","","2"
"280","1,2,3,4","0","4:20","explore_affair_client-10000280","3,0","","2,6-14"
"281","1,2,3,4","0","5:20","explore_affair_client-10000281","1,0","","2"
"282","1,2,3,4","0","5:20","explore_affair_client-10000282","2,0","","2"
"283","1,2,3,4","0","34:20","explore_affair_client-10000283","1,0","","2,5-2"
"284","1,2,3,4","0","77:20","explore_affair_client-10000284","2,0","","2"
"285","1,2,3,4","0","31:20","explore_affair_client-10000285","2,0","","2"
"286","1,2,3,4","0","37:20","explore_affair_client-10000286","1,0","","2"
"287","1,2,3,4","0","37:20","explore_affair_client-10000287","1,0","","2,6-13"
"288","1,2,3,4","0","2:20","explore_affair_client-10000288","2,0","","2"
"289","1,2,3,4","0","39:20","explore_affair_client-10000289","1,0","","2"
"290","1,2,3,4","0","39:20","explore_affair_client-10000290","1,0","","2"
"291","1,2,3,4","0","21:20","explore_affair_client-10000291","1,0","","2"
"292","1,2,3,4","0","29:20","explore_affair_client-10000292","1,0","","2"
"293","1,2,3,4","0","29:20","explore_affair_client-10000293","1,0","","2"
"294","1,2,3,4","0","29:20","explore_affair_client-10000294","1,0","","2"
"295","1,2,3,4","0","29:20","explore_affair_client-10000295","1,0","","2"
"296","1,2,3,4","0","29:20","explore_affair_client-10000296","1,0","","2"
"297","1,2,3,4","0","29:20","explore_affair_client-10000297","1,0","","2"
"298","1,2,3,4","0","29:20","explore_affair_client-10000298","1,0","","2"
"299","1,2,3,4","0","29:20","explore_affair_client-10000299","1,0","","2"
"300","1,2,3,4","0","29:20","explore_affair_client-10000300","1,0","","2"
"301","1,2,3,4","0","28:20","explore_affair_client-10000301","1,0","","2"
"302","1,2,3,4","0","14:20","explore_affair_client-10000302","3,0","","2,5"
"303","1,2,3,4","0","6:20","explore_affair_client-10000303","2,0","","2"
"304","1,2,3,4","0","82:10,40:10","explore_affair_client-10000304","1,0","","2"
"305","1,2,3,4","0","82:20","explore_affair_client-10000305","2,0","","2"
"306","1,2,3,4","0","59:20","explore_affair_client-10000306","1,0","","2,6-14,6-13"
"307","1,2,3,4","0","59:20","explore_affair_client-10000307","3,0","","2"
"308","1,2,3,4","0","75:10,5:10","explore_affair_client-10000308","3,0","","2"
"309","1,2,3,4","10","","explore_affair_client-10000309","2,0","","2"
"310","1,2,3,4","10","","explore_affair_client-10000310","1,0","","2,5-4"
"311","1,2,3,4","10","","explore_affair_client-10000311","1,0","","2"
"312","1,2,3,4","10","","explore_affair_client-10000312","2,0","","2"
"313","1,2,3,4","10","","explore_affair_client-10000313","2,0","","2"
"314","1,2,3,4","10","","explore_affair_client-10000314","2,0","","2"
"315","1,2,3,4","10","","explore_affair_client-10000315","1,0","","2"
"316","1,2,3,4","10","","explore_affair_client-10000316","1,0","","2"
"317","1,2,3,4","10","","explore_affair_client-10000317","1,0","","2"
"318","1,2,3,4","10","","explore_affair_client-10000318","1,0","","2,6-12,6-15"
"319","1,2,3,4","10","","explore_affair_client-10000319","1,0","","2"
"320","1,2,3,4","10","","explore_affair_client-10000320","2,0","","2"
"321","1,2,3,4","10","","explore_affair_client-10000321","1,0","","2"
"322","1,2,3,4","10","","explore_affair_client-10000322","1,0","","2"
"323","1,2,3,4","10","","explore_affair_client-10000323","1,0","","2"
"324","1,2,3,4","10","","explore_affair_client-10000324","2,0","","2"
"325","1,2,3,4","10","","explore_affair_client-10000325","1,0","","2"
"326","1,2,3,4","10","","explore_affair_client-10000326","1,0","","2"
"327","1,2,3,4","10","","explore_affair_client-10000327","1,0","","2"
"328","1,2,3,4","0","14:20","explore_affair_client-10000328","1,0","","2"
"329","2","0","25:20","explore_affair_client-10000329","1,0","","2"
"330","2","0","7:20","explore_affair_client-10000330","1,0","","2"
"331","2","0","52:20","explore_affair_client-10000331","2,0","","2,6-13"
"332","2","0","52:20","explore_affair_client-10000332","1,0","","2"
"333","2","0","17:20","explore_affair_client-10000333","2,0","","2"
"334","2","10","","explore_affair_client-10000334","1,0","","2"
"335","2","0","38:20","explore_affair_client-10000335","1,0","","2"
"336","2","0","38:20","explore_affair_client-10000336","1,0","","2"
"337","2","0","38:20","explore_affair_client-10000337","1,0","","2"
"338","2","0","38:20","explore_affair_client-10000338","1,0","","2"
"339","2","0","38:20","explore_affair_client-10000339","2,0","","2"
"340","2","0","50:20","explore_affair_client-10000340","2,0","","2,6-13"
"341","2","10","","explore_affair_client-10000341","2,0","","2"
"342","2","10","","explore_affair_client-10000342","2,0","","2"
"343","2","10","","explore_affair_client-10000343","2,0","","2"
"344","2","0","41:20","explore_affair_client-10000344","1,0","","2,6"
"345","2","0","41:20","explore_affair_client-10000345","1,0","","2"
"346","2","-20","45:20","explore_affair_client-10000346","3,0","","2"
"347","2","0","61:20","explore_affair_client-10000347","3,0","","2"
"348","2","0","23:20","explore_affair_client-10000348","1,0","","2"
"349","2","0","9:20","explore_affair_client-10000349","3,0","","2"
"350","2","0","9:20","explore_affair_client-10000350","3,0","","2"
"351","2","0","8:20","explore_affair_client-10000351","1,0","","2"
"352","2","0","24:20","explore_affair_client-10000352","2,0","","2"
"353","2","-20","35:20","explore_affair_client-10000353","2,0","","2,6-12"
"354","2","0","27:20","explore_affair_client-10000354","1,0","","2"
"355","2","0","27:20","explore_affair_client-10000355","1,0","","2"
"356","2","0","27:20","explore_affair_client-10000356","2,0","","2"
"357","2","0","27:20","explore_affair_client-10000357","1,0","","2"
"358","2","0","19:20","explore_affair_client-10000358","1,0","","2"
"359","2","0","19:20","explore_affair_client-10000359","1,0","","2"
"360","2","0","18:20","explore_affair_client-10000360","1,0","","2"
"361","2","0","18:20","explore_affair_client-10000361","1,0","","2"
"362","2","0","3:20","explore_affair_client-10000362","2,0","","2"
"363","2","0","3:20","explore_affair_client-10000363","2,0","","2"
"364","2","0","58:20","explore_affair_client-10000364","2,0","","2"
"365","2","0","36:20","explore_affair_client-10000365","2,0","","2"
"366","3","0","3:20","explore_affair_client-10000366","3,0","","2"
"367","3","0","4:20","explore_affair_client-10000367","1,0","","2"
"368","3","0","59:20","explore_affair_client-10000368","1,0","","2"
"369","3","0","75:20","explore_affair_client-10000369","2,0","","2"
"370","3","0","81:20","explore_affair_client-10000370","1,0","","2"
"371","3","0","25:20","explore_affair_client-10000371","2,0","","2"
"372","3","0","51:20","explore_affair_client-10000372","1,0","","2"
"373","3","0","3:20","explore_affair_client-10000373","3,0","","2"
"374","3","-20","5:20,4:20","explore_affair_client-10000374","2,0","","2"
"375","3","0","50:20","explore_affair_client-10000375","1,0","","2"
"376","3,2,4,1","0","28:20","explore_affair_client-10000376","3,0","","2"
"377","3,2,4,1","0","24:20","explore_affair_client-10000377","3,0","","2"
"378","3,2,4,1","0","36:20","explore_affair_client-10000378","3,0","","2"
"379","3,2,4,1","-20","30:20,29:20","explore_affair_client-10000379","2,0","","2"
"380","3,2,4,1","-20","29:20,35:20","explore_affair_client-10000380","2,0","","2"
"381","3,2,4,1","0","65:20","explore_affair_client-10000381","1,1","","2,803"
"382","3,2,4,1","0","9:20","explore_affair_client-10000382","2,0","","2,801"
"383","3,2,4,1","10","","explore_affair_client-10000383","1,0","","2"
"384","3,2,4,1","10","","explore_affair_client-10000384","1,0","","2"
"385","3,2,4,1","0","33:20","explore_affair_client-10000385","2,0","","2"
"386","3,2,4,1","0","39:20","explore_affair_client-10000386","1,0","","2"
"387","3,2,4,1","0","34:20","explore_affair_client-10000387","1,0","","2"
"388","3,2,4,1","-20","35:20,62:20","explore_affair_client-10000388","2,0","","2"
"389","3,2,4,1","0","62:20","explore_affair_client-10000389","1,0","","2"
"390","3,2,4,1","0","14:20","explore_affair_client-10000390","2,0","","2"
"391","3,2,4,1","0","70:20","explore_affair_client-10000391","1,0","","2"
"392","3,2,4,1","-20","29:20,37:20","explore_affair_client-10000392","2,0","","2"
"393","3,2,4,1","-20","29:20,10:20","explore_affair_client-10000393","2,0","","2"
"394","3,2,4,1","-20","19:20,12:20","explore_affair_client-10000394","2,0","","2"
"395","3,2,4,1","10","","explore_affair_client-10000395","1,0","","2"
"396","3,2,4,1","10","","explore_affair_client-10000396","1,0","","2"
"397","3,2,4,1","10","","explore_affair_client-10000397","1,0","","2"
"398","3,2,4,1","10","","explore_affair_client-10000398","1,0","","2"
"399","3,2,4,1","10","","explore_affair_client-10000399","1,0","","2"
"400","3,2,4","0","58:20,6:20","explore_affair_client-10000400","1,0","","2"
"401","3","10","","explore_affair_client-10000401","1,0","","2"
"402","3","10","","explore_affair_client-10000402","1,0","","2"
"403","3","0","51:20","explore_affair_client-10000403","2,0","","2"
"404","3","0","32:20","explore_affair_client-10000404","1,0","","2"
"405","3","0","21:20","explore_affair_client-10000405","1,0","","2"
"406","3","10","","explore_affair_client-10000406","1,0","","2"
"407","3","10","","explore_affair_client-10000407","1,0","","2"
"408","3","10","","explore_affair_client-10000408","1,0","","2"
"409","3","10","","explore_affair_client-10000409","1,0","","2"
"410","3","0","53:20","explore_affair_client-10000410","1,0","","2"
"411","3","0","5:20","explore_affair_client-10000411","1,0","","2"
"412","3","0","30:20","explore_affair_client-10000412","1,0","","2"
"413","3","0","50:20","explore_affair_client-10000413","1,0","","2"
"414","3","0","36:20","explore_affair_client-10000414","1,0","","2"
"415","3,2,4,1","0","51:20","explore_affair_client-10000415","1,0","","2"
"416","3,2,4,1","0","18:20","explore_affair_client-10000416","1,0","","2"
"417","3,2,4,1","0","69:20","explore_affair_client-10000417","1,0","","2"
"418","3,2,4,1","0","16:20","explore_affair_client-10000418","1,0","","2"
"419","3,2,4,1","0","1:20","explore_affair_client-10000419","1,0","","2"
