id,defender,defender_upper,belong,hold_belong,mission_skill,battle_skill,condition,is_destroy,is_rebuild,draw_event,name,code,shifting_spot,shifting_team,battle_assist_range,performance_skill,show_info,working_special_spot,trigger_distance,active_mission_skill,inherent_mission_skill,type,is_focus,transition,belong_color,working_spot_activation,active_building_info,initial_state,pref_code,des,confront_des,squadinfoid,missionskill_on_death
18,50,50,2,1,0;0;900001;0,0;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000018,AirportTower,-1|170,-30|0,0|2,,1,,0,,,2,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000018,0,,building-20000018,building-30000018,0,
19,50,50,2,1,0;0;900002;0,0;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000019,ADK,12|90,-30|0,0|2,,1,,0,,,3,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000019,0,,building-20000019,building-30000019,0,
20,50,50,2,1,0;0;900002;0,0;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000020,ADK,12|90,-30|0,0|2,,1,,0,,,3,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000020,0,,building-20000020,building-30000020,0,
21,50,50,0,1,0;0;0;0,405001;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000021,MissileLauncher,4|97,-30|0,1|1,800101|102304|405002;0;800101|102304|405002;0,1,,0,,,1,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000021,0,,building-20000021,building-30000021,0,
22,50,50,2,1,0;0;900002;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10000022,ADK,12|90,-30|0,0|2,,1,,0,,,3,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000022,0,,building-20000022,building-30000022,0,
23,50,50,2,1,0;0;900003;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10000023,Hiding,0|0,0|0,0|0,,0,,0,,,4,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000023,0,,building-20000023,building-30000023,0,
24,50,50,2,1,0;0;900002;0,0;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000024,ADK,12|90,-30|0,0|2,,1,,0,,,3,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000024,0,,building-20000024,building-30000024,0,
25,50,50,2,1,0;0;0;0,0;0;405001;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000025,MissileLauncher,4|97,-30|0,1|1,800101|102304|405002;0;800101|102304|405002;0,1,,0,,,1,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000025,0,,building-20000025,building-30000025,0,
26,50,50,0,1,0;0;0;0,405001;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000026,MissileLauncher,4|97,-30|0,1|1,800101|102304|405002;0;800101|102304|405002;0,1,,0,,,1,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000026,0,,building-20000026,building-30000026,0,
27,50,50,3,0,0;0;900002;0,0;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000027,ADK,12|90,-30|0,0|2,,1,,0,,,3,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000027,0,,building-20000027,building-30000027,0,
28,50,50,2,1,0;0;0;0,0;0;405001;0,0:0|1:0;0:0|1:1,0,0,0,building-10000028,MissileLauncher,4|97,-30|0,1|2,800101|102304|405002;0;800101|102304|405002;0,1,,0,,,1,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000028,0,,building-20000028,building-30000028,0,
29,50,50,2,1,0;0;900002;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10000029,ADK,12|90,-30|0,0|2,,1,,0,,,3,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000029,0,,building-20000029,building-30000029,0,
30,50,50,2,1,0;0;0;0,0;0;405004;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000030,MissileLauncher,4|97,-30|0,1|1,800101|102304|405002;0;800101|102304|405002;0,1,,0,,,1,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000030,0,,building-20000030,building-30000030,0,
31,50,50,2,1,0;0;0;0,0;0;405001;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000031,MissileLauncher,4|97,-30|0,1|1,800101|102304|405002;0;800101|102304|405002;0,1,,0,,,1,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000031,0,,building-20000031,building-30000031,0,
32,50,50,2,1,0;0;0;0,0;0;405001;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000032,MissileLauncher,4|97,-30|0,1|2,800101|102304|405002;0;800101|102304|405002;0,1,,0,,,1,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000032,0,,building-20000032,building-30000032,0,
33,50,50,2,1,0;0;900009;0,0;0;0;0,0:0|1:0;0:0|1:1,1|2,0,0,building-10000033,ADK,12|90,-30|0,0|3,,1,,0,,,3,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40000033,0,,building-20000033,building-30000033,0,
34,50,50,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10000034,Hiding,0|0,0|0,0|0,,0,,0,,9334950,5,-1|0,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40000034,0,,building-20000034,building-30000034,0,
100,99999,99999,3,1,0;0;0;2000007,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10000100,Boomer,45|100,-30|0,0|0,,1,1000072,0,10001,1000072,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40000100,0,,building-20000100,building-30000100,0,
101,99999,99999,3,1,0;0;0;2000017,0;0;0;0,0:1|1:1;0:1|1:0,0,0,0,building-10000101,Build_PortableEMP,65|150,-30|0,0|0,,1,1000072,0,10101,1000072,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40000101,0,,building-20000101,building-30000101,0,
201,99999,99999,3,1,0;0;0;0,0;0;0;0,0:1|1:1;0:1|1:0,0,0,0,building-10000201,Hiding,0|0,0|0,0|0,,0,,0,,20101,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40000201,0,,building-20000201,building-30000201,0,
202,99999,99999,3,1,0;0;0;0,0;0;0;0,0:1|1:1;0:1|1:0,0,0,0,building-10000202,Hiding,0|0,0|0,0|0,,0,,0,,20201,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40000202,0,,building-20000202,building-30000202,0,
203,99999,99999,3,1,0;0;0;0,0;0;0;0,0:1|1:1;0:1|1:0,0,0,0,building-10000203,Hiding,0|0,0|0,0|0,,0,,0,,20301,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40000203,0,,building-20000203,building-30000203,0,
10109,99999,99999,2,1,0;0;0;0,0;0;121005;0,0:1|1:1;0:1|1:0,0,0,0,building-10010109,Fortress,0|0,0|0,1|2,0;0;121006;0,0,,0,,,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40010109,0,,building-20010109,building-30010109,0,
70001,350,350,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070001,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070001,0,,building-20070001,building-30070001,0,
70002,385,385,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070002,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070002,0,,building-20070002,building-30070002,0,
70003,420,420,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070003,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070003,0,,building-20070003,building-30070003,0,
70004,455,455,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070004,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070004,0,,building-20070004,building-30070004,0,
70005,490,490,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070005,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070005,0,,building-20070005,building-30070005,0,
70006,525,525,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070006,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070006,0,,building-20070006,building-30070006,0,
70007,560,560,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070007,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070007,0,,building-20070007,building-30070007,0,
70008,595,595,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070008,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070008,0,,building-20070008,building-30070008,0,
70009,630,630,0,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,1,0,0,building-10070009,Rock_daily,0|0,-30|0,0|0,,1,,1,,70001,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40070009,0,,building-20070009,building-30070009,0,
70011,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070011,Hiding,0|0,0|0,0|0,,1,,0,,70011|70016,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070011,0,,building-20070011,building-30070011,0,
70012,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070012,Hiding,0|0,0|0,0|0,,1,,0,,70012|70021,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070012,0,,building-20070012,building-30070012,0,
70013,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070013,Hiding,0|0,0|0,0|0,,1,,0,,70012|70011|70016,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070013,0,,building-20070013,building-30070013,0,
70014,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070014,Hiding,0|0,0|0,0|0,,1,,0,,70014|70011|70016,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070014,0,,building-20070014,building-30070014,0,
70015,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070015,Hiding,0|0,0|0,0|0,,1,,0,,70014|70021,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070015,0,,building-20070015,building-30070015,0,
70016,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070016,Hiding,0|0,0|0,0|0,,1,,0,,70015,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070016,0,,building-20070016,building-30070016,0,
70021,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070021,Hiding,0|0,0|0,0|0,,1,,0,,70021,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070021,0,,building-20070021,building-30070021,0,
70022,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10070022,Hiding,0|0,0|0,0|0,,1,,0,,70022,0,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40070022,0,,building-20070022,building-30070022,0,
78001,99999,99999,3,1,0;0;0;0,0;0;0;0,0:1|1:1;0:1|1:1,0,0,0,building-10078001,Hiding,0|0,-30|0,0|0,,0,,0,,78001,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078001,0,,building-20078001,building-30078001,0,
78002,99999,99999,3,1,0;0;0;0,0;0;0;0,0:1|1:1;0:1|1:1,0,0,0,building-10078002,Hiding,0|0,-30|0,0|0,,0,,0,,78002,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078002,0,,building-20078002,building-30078002,0,
78003,99999,99999,2,1,0;0;78007;0,0;0;0;0,0:1|1:1;0:1|1:1,0,0,0,building-10078003,Hiding,0|0,-30|0,0|0,,0,,0,,78003,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078003,0,,building-20078003,building-30078003,0,1|78001|78006|0;1|78002|78006|0;1|78003|78006|0;1|78004|78006|0
78004,99999,99999,2,1,0;0;78007;0,0;0;0;0,0:1|1:1;0:1|1:1,0,0,0,building-10078004,Hiding,0|0,-30|0,0|0,,0,,0,,78004,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078004,0,,building-20078004,building-30078004,0,
78005,99999,99999,2,1,0;0;78007;0,0;0;0;0,0:1|1:1;0:1|1:1,0,0,0,building-10078005,Hiding,0|0,-30|0,0|0,,0,,0,,78005,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078005,0,,building-20078005,building-30078005,0,
78006,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10078006,GunBox,45|30,-30|0,0|0,,1,78004,0,78009,78008,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078006,0,,building-20078006,building-30078006,0,
78007,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10078007,GunBox,45|30,-30|0,0|0,,1,78004,0,78010,78008,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078007,0,,building-20078007,building-30078007,0,
78008,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10078008,GunBox,45|30,-30|0,0|0,,1,78004,0,78011,78008,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078008,0,,building-20078008,building-30078008,0,
78009,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10078009,GunBox,45|30,-30|0,0|0,,1,78004,0,78012,78008,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078009,0,,building-20078009,building-30078009,0,
78010,99999,99999,3,1,0;0;0;0,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10078010,Hiding,0|0,0|0,0|0,,0,,0,,78013,5,,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;1,building-40078010,0,,building-20078010,building-30078010,0,1|78101|78023|0;1|78102|78023|0;1|78103|78023|0;1|78104|78023|0;1|78105|78023|0;1|78106|78023|0;1|78111|78023|0;1|78112|78023|0;1|78113|78023|0;1|78114|78023|0;1|78115|78023|0;1|78116|78023|0;1|78121|78023|0;1|78122|78023|0;1|78123|78023|0;1|78124|78023|0;1|78125|78023|0;1|78126|78023|0;1|78131|78023|0;1|78132|78023|0;1|78133|78023|0;1|78134|78023|0;1|78135|78023|0;1|78136|78023|0;1|78137|78014|0;1|78138|78015|0;1|78139|78016|0;1|78140|78017|0;1|78141|78018|0;1|78142|78019|0;1|78143|78020|0;1|78144|78021|0;1|78145|78022|0;1|78146|78023|0;1|78147|78024|0;1|78148|78025|0;1|78149|78026|0;1|78150|78027|0;1|78151|78028|0;1|78152|78029|0;1|78153|78030|0
320401,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10320401,Door_Right,-20|80,-20|0,0|0,,1,1020101,6,1020106|1020107,1020100|1020101|1000001,6,-1|0,Door_Right:0_1|Door_Right:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40320401,0,,building-20320401,building-30320401,0,
320402,99999,99999,3,1,0;0;0;2000005,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10320402,Console,40|150,-30|0,0|0,,1,1010101,0,,1010100|1020101,7,-1|0,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40320402,0,,building-20320402,building-30320402,0,
321201,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321201,Door_Right,-20|80,-20|0,0|0,,1,1020101,10,1020126|1020127,1020100|1020101|1000001,6,-1|0,Door_Right:0_1|Door_Right:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321201,0,,building-20321201,building-30321201,0,
321202,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321202,Door_Left,10|80,-20|0,0|0,,1,1020201,6,1020218|1020219,1020200|1020201|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321202,0,,building-20321202,building-30321202,0,
321203,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321203,Door_Left,10|80,-20|0,0|0,,1,1020301,6,1020313|1020314,1020300|1020301|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321203,0,,building-20321203,building-30321203,0,
321204,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321204,Door_Left,10|80,-20|0,0|0,,1,1020401,6,1020410|1020411,1020400|1020401|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321204,0,,building-20321204,building-30321204,0,
321205,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321205,Door_Left,10|80,-20|0,0|0,,1,9321220,0,,1020500|9321220,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321205,0,,building-20321205,building-30321205,0,
321206,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321206,Door_Left,10|80,-20|0,0|0,,1,9321220,0,,1020600|9321220,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321206,0,,building-20321206,building-30321206,0,
321207,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321207,Door_Left,10|80,-20|0,0|0,,1,1020701,6,1020708|1020709,1020700|1020701|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321207,0,,building-20321207,building-30321207,0,
321208,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321208,Door_Left,10|80,-20|0,0|0,,1,9321220,0,,1020800|9321220,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321208,0,,building-20321208,building-30321208,0,
321209,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321209,Door_Left,10|80,-20|0,0|0,,1,9321220,0,,1020900|9321220,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321209,0,,building-20321209,building-30321209,0,
321210,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321210,Door_Left,10|80,-20|0,0|0,,1,1021001,10,9321201|9321202|9321203|9321206|9321208|9321210|9321212|9321214|9321215|9321216|9321223|9321225,1021000|1021001|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321210,0,,building-20321210,building-30321210,0,
321211,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321211,Door_Left,10|80,-20|0,0|0,,1,1021101,0,,1021100|1021101|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321211,0,,building-20321211,building-30321211,0,
321212,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321212,Door_Left,10|80,-20|0,0|0,,1,1021201,0,,1021200|1021201|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321212,0,,building-20321212,building-30321212,0,
321213,99999,99999,3,1,0;0;0;2000006,0;0;0;0,0:2|1:2;0:2|1:0,0,0,0,building-10321213,Door_Left,10|80,-20|0,0|0,,1,1021301,0,,1021300|1021301|1000001,6,-1|0,Door_Left:0_1|Door_Left:1_3,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321213,0,,building-20321213,building-30321213,0,
321214,99999,99999,3,1,0;0;0;2000005,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10321214,Console,40|150,-30|0,0|0,,1,1010101,0,,1010100|1020101|1020201|1020301|1020401|1020701,7,-1|0,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321214,0,,building-20321214,building-30321214,0,
321215,99999,99999,3,1,0;0;0;2000005,0;0;0;0,0:0|1:0;0:0|1:1,0,0,0,building-10321215,Console,40|150,-30|0,0|0,,1,1010201,0,9321217,1010200|1010201|1010301|1020101|1020201|1020301|1020401|1020701|1021001|1021101|1021201|1021301,7,-1|0,,#83CCFF|#FF4646|#FFE683|#C3C3C3,1;0,building-40321215,0,,building-20321215,building-30321215,0,
