id,gun_id,gun_level,location,position,life,pow,hit,dodge,rate,skill1,skill2,number,equip1,equip2,equip3,skin,eat_lv,if_modification,rec
32,29,7,2,14,98,1,1,4,2,1,0,1,0,0,0,0,7,0,2
33,71,7,3,8,56,2,3,3,2,1,0,1,0,0,0,0,7,0,1
34,2,7,4,9,39,1,3,4,2,1,0,1,0,0,0,0,7,0,2
35,9,7,5,7,35,2,3,5,2,1,0,1,0,0,0,0,7,0,2
36,27,8,1,13,85,1,1,6,3,1,0,1,0,0,0,0,8,0,2
37,29,8,2,14,99,2,1,5,2,1,0,1,0,0,0,0,8,0,2
38,71,8,3,8,56,3,3,3,2,1,0,1,0,0,0,0,8,0,1
39,2,8,4,9,39,2,4,5,2,1,0,1,0,0,0,0,8,0,2
40,9,8,5,7,36,2,4,6,2,1,0,1,0,0,0,0,8,0,2
41,27,8,1,13,85,1,1,6,3,1,0,1,0,0,0,0,8,0,2
42,29,8,2,14,99,2,1,5,2,1,0,1,0,0,0,0,8,0,2
43,71,8,3,8,56,3,3,3,2,1,0,1,0,0,0,0,8,0,1
44,2,8,4,9,39,2,4,5,2,1,0,1,0,0,0,0,8,0,2
45,9,8,5,7,36,2,4,6,2,1,0,1,0,0,0,0,8,0,2
46,27,10,1,13,174,2,1,7,3,1,0,2,0,0,0,0,10,0,2
47,29,10,2,14,202,2,2,6,3,1,0,2,0,0,0,0,10,0,3
48,71,10,3,8,114,3,4,4,3,1,0,2,0,0,0,0,10,0,1
49,2,10,4,9,80,2,4,6,2,1,0,2,0,0,0,0,10,0,2
50,9,10,5,7,72,2,4,7,2,1,0,2,0,0,0,0,10,0,2
51,27,12,1,13,176,2,2,8,4,1,0,2,0,0,0,0,12,0,3
52,29,12,2,14,206,2,2,8,3,1,0,2,0,0,0,0,12,0,3
53,71,12,3,8,118,4,5,5,3,1,0,2,0,0,0,0,12,0,1
54,2,12,4,9,82,2,5,8,3,1,0,2,0,0,0,0,12,0,2
55,9,12,5,7,74,2,5,8,3,1,0,2,0,0,0,0,12,0,2
56,27,15,1,13,182,2,2,11,5,1,0,2,0,0,0,0,15,0,3
57,29,15,2,14,212,3,2,10,4,1,0,2,0,0,0,0,15,0,4
58,71,15,3,8,120,5,6,6,4,1,0,2,0,0,0,0,15,0,2
59,2,15,4,9,84,3,7,10,3,1,0,2,0,0,0,0,15,0,3
60,9,15,5,7,76,3,7,11,3,1,0,2,0,0,0,0,15,0,3
61,27,9,1,14,86,2,1,6,3,1,0,1,0,0,0,0,9,0,2
62,29,9,2,13,100,2,2,6,3,1,0,1,0,0,0,0,9,0,2
63,71,9,3,9,57,3,4,3,2,1,0,1,0,0,0,0,9,0,1
64,2,9,4,8,40,2,4,6,2,1,0,1,0,0,0,0,9,0,2
65,41,9,5,7,50,5,5,3,1,1,0,1,0,0,0,0,9,0,1
66,27,10,1,14,174,2,1,7,3,1,0,2,0,0,0,0,10,0,2
67,29,10,2,13,202,2,2,6,3,1,0,2,0,0,0,0,10,0,3
68,71,10,3,9,114,3,4,4,3,1,0,2,0,0,0,0,10,0,1
69,2,10,4,8,80,2,4,6,2,1,0,2,0,0,0,0,10,0,2
70,41,10,5,7,102,6,5,3,1,1,0,2,0,0,0,0,10,0,1
71,27,12,1,14,176,2,2,8,4,1,0,2,0,0,0,0,12,0,3
72,29,12,2,13,206,2,2,8,3,1,0,2,0,0,0,0,12,0,3
73,71,12,3,9,118,4,5,5,3,1,0,2,0,0,0,0,12,0,1
74,2,12,4,8,82,2,5,8,3,1,0,2,0,0,0,0,12,0,2
75,41,12,5,7,104,7,6,4,2,1,0,2,0,0,0,0,12,0,1
76,27,15,1,14,182,2,2,11,5,1,0,2,0,0,0,0,15,0,3
77,29,15,2,13,212,3,2,10,4,1,0,2,0,0,0,0,15,0,4
78,71,15,3,9,120,5,6,6,4,1,0,2,0,0,0,0,15,0,2
79,2,15,4,8,84,3,7,10,3,1,0,2,0,0,0,0,15,0,3
80,41,15,5,7,106,9,8,5,2,1,0,2,0,0,0,0,15,0,2
81,27,18,1,14,186,3,2,13,6,1,0,2,0,0,0,0,18,0,4
82,29,18,2,13,218,3,3,12,5,1,0,2,0,0,0,0,18,0,5
83,71,18,3,9,124,6,7,7,4,1,0,2,0,0,0,0,18,0,2
84,2,18,4,8,86,3,8,12,4,1,0,2,0,0,0,0,18,0,4
85,41,18,5,7,110,11,9,5,2,1,0,2,0,0,0,0,18,0,2
86,27,20,1,14,190,3,2,14,6,2,0,2,0,0,0,0,20,0,4
87,29,20,2,13,222,4,3,13,5,2,0,2,0,0,0,0,20,0,5
88,71,20,3,9,126,7,8,8,5,2,0,2,0,0,0,0,20,0,2
89,2,20,4,8,88,4,9,13,4,2,0,2,0,0,0,0,20,0,4
90,41,20,5,7,112,12,10,6,2,2,0,2,0,0,0,0,20,0,2
91,27,22,1,14,192,3,3,16,7,2,0,2,0,0,0,0,22,0,5
92,29,22,2,13,224,4,3,14,6,2,0,2,0,0,0,0,22,0,6
93,61,22,3,9,154,8,9,7,5,2,0,2,0,0,0,0,22,0,2
94,2,22,4,8,88,4,10,14,4,2,0,2,0,0,0,0,22,0,4
95,41,22,5,7,112,13,11,7,3,2,0,2,0,0,0,0,22,0,2
96,27,24,1,14,196,4,3,17,7,2,0,2,0,0,0,0,24,0,5
97,29,24,2,13,228,4,4,16,6,2,0,2,0,0,0,0,24,0,6
98,61,24,3,9,156,8,10,8,5,2,0,2,0,0,0,0,24,0,3
99,2,24,4,8,90,4,11,16,5,2,0,2,0,0,0,0,24,0,5
100,41,24,5,7,114,15,12,7,3,2,0,2,0,0,0,0,24,0,2
101,27,26,1,14,200,4,3,19,8,2,0,2,0,0,0,0,26,0,5
102,29,26,2,13,232,5,4,17,7,2,0,2,0,0,0,0,26,0,7
103,61,26,3,9,160,9,10,8,5,2,0,2,0,0,0,0,26,0,3
104,2,26,4,8,92,5,11,17,5,2,0,2,0,0,0,0,26,0,5
105,41,26,5,7,116,16,13,8,3,2,0,2,0,0,0,0,26,0,3
106,27,30,1,14,309,5,4,22,9,3,0,3,0,0,0,0,30,0,6
107,29,30,2,13,360,5,4,20,8,3,0,3,0,0,0,0,30,0,8
108,61,30,3,9,246,10,12,9,6,3,0,3,0,0,0,0,30,0,3
109,2,30,4,8,141,5,13,19,6,3,0,3,0,0,0,0,30,0,6
110,41,30,5,7,180,18,15,9,3,3,0,3,0,0,0,0,30,0,3
111,27,23,1,19,194,4,3,16,7,2,0,2,0,0,0,0,23,0,5
112,29,23,2,18,226,4,3,15,6,2,0,2,0,0,0,0,23,0,6
113,47,23,3,7,98,16,12,6,3,2,0,2,0,0,0,0,23,0,2
114,12,23,4,13,102,4,8,12,4,2,0,2,0,0,0,0,23,0,4
115,44,23,5,9,104,17,15,6,3,2,0,2,0,0,0,0,23,0,2
116,27,26,1,19,200,4,3,19,8,2,0,2,0,0,0,0,26,0,5
117,29,26,2,18,232,5,4,17,7,2,0,2,0,0,0,0,26,0,7
118,47,26,3,7,100,18,13,6,4,2,0,2,0,0,0,0,26,0,2
119,12,26,4,13,104,5,9,13,5,2,0,2,0,0,0,0,26,0,5
120,44,26,5,9,106,20,17,6,3,2,0,2,0,0,0,0,26,0,3
121,27,29,1,19,204,4,3,21,9,2,0,2,0,0,0,0,29,0,6
122,29,29,2,18,238,5,4,19,8,2,0,2,0,0,0,0,29,0,7
123,47,29,3,7,102,20,15,7,4,2,0,2,0,0,0,0,29,0,3
124,12,29,4,13,106,5,10,15,5,2,0,2,0,0,0,0,29,0,5
125,44,29,5,9,108,22,18,7,4,2,0,2,0,0,0,0,29,0,3
126,27,32,1,19,312,5,4,23,10,3,0,3,0,0,0,0,32,0,7
127,29,32,2,18,366,6,5,21,8,3,0,3,0,0,0,0,32,0,8
128,47,32,3,7,156,22,16,8,4,3,0,3,0,0,0,0,32,0,3
129,12,32,4,13,165,6,11,17,6,3,0,3,0,0,0,0,32,0,6
130,44,32,5,9,165,24,20,8,4,3,0,3,0,0,0,0,32,0,3
131,27,35,1,19,321,5,4,25,11,3,0,3,0,0,0,0,35,0,7
132,29,35,2,18,375,6,5,23,9,3,0,3,0,0,0,0,35,0,9
133,47,35,3,7,162,24,18,9,5,3,0,3,0,0,0,0,35,0,3
134,12,35,4,13,168,6,12,18,6,3,0,3,0,0,0,0,35,0,6
135,44,35,5,9,171,27,22,9,4,3,0,3,0,0,0,0,35,0,3
136,27,38,1,19,327,6,4,27,12,3,0,3,0,0,0,0,38,0,8
137,29,38,2,18,381,7,5,25,10,3,0,3,0,0,0,0,38,0,10
138,47,38,3,7,165,26,19,9,5,3,0,3,0,0,0,0,38,0,3
139,12,38,4,13,171,7,13,20,7,3,0,3,0,0,0,0,38,0,7
140,44,38,5,9,174,29,24,9,5,3,0,3,0,0,0,0,38,0,4
141,27,38,1,14,327,6,4,27,12,3,0,3,0,0,0,0,38,0,8
142,29,38,2,13,381,7,5,25,10,3,0,3,0,0,0,0,38,0,10
143,66,38,3,9,285,13,12,12,8,3,0,3,0,0,0,0,38,0,4
144,70,38,4,7,228,12,15,12,9,3,0,3,0,0,0,0,38,0,3
145,3,38,5,8,159,7,18,22,7,3,0,3,0,0,0,0,38,0,7
146,27,42,1,14,336,6,5,30,13,4,0,3,0,0,0,0,42,0,9
147,29,42,2,13,393,7,6,28,11,4,0,3,0,0,0,0,42,0,11
148,66,42,3,9,294,14,13,13,9,4,0,3,0,0,0,0,42,0,4
149,70,42,4,7,234,14,17,13,10,4,0,3,0,0,0,0,42,0,3
150,3,42,5,8,162,8,20,24,8,4,0,3,0,0,0,0,42,0,8
151,27,45,1,14,345,7,5,32,14,4,0,3,0,0,0,0,45,0,9
152,29,45,2,13,402,8,6,30,12,4,0,3,0,0,0,0,45,0,11
153,66,45,3,9,300,15,14,14,10,4,0,3,0,0,0,0,45,0,4
154,70,45,4,7,240,15,18,14,11,4,0,3,0,0,0,0,45,0,4
155,3,45,5,8,165,8,22,26,9,4,0,3,0,0,0,0,45,0,8
156,27,50,1,14,357,7,6,36,15,5,0,3,0,0,0,0,50,0,10
157,29,50,2,13,417,9,7,33,13,5,0,3,0,0,0,0,50,0,13
158,66,50,3,9,309,17,15,15,11,5,0,3,0,0,0,0,50,0,5
159,70,50,4,7,249,16,20,16,12,5,0,3,0,0,0,0,50,0,4
160,3,50,5,8,171,9,24,28,9,5,0,3,0,0,0,0,50,0,9
161,26,41,1,13,354,8,5,24,11,4,0,3,0,0,0,0,41,0,8
162,22,41,2,14,372,8,5,23,9,4,0,3,0,0,0,0,41,0,8
163,66,41,3,9,291,14,12,12,9,4,0,3,0,0,0,0,41,0,4
164,70,41,4,7,234,13,17,13,10,4,0,3,0,0,0,0,41,0,3
165,6,41,5,8,183,8,17,23,7,4,0,3,0,0,0,0,41,0,8
166,26,44,1,13,360,8,5,26,12,4,0,3,0,0,0,0,44,0,9
167,22,44,2,14,381,9,5,25,10,4,0,3,0,0,0,0,44,0,9
168,66,44,3,9,297,15,13,13,9,4,0,3,0,0,0,0,44,0,4
169,70,44,4,7,237,14,18,14,10,4,0,3,0,0,0,0,44,0,4
170,6,44,5,8,186,8,18,25,7,4,0,3,0,0,0,0,44,0,9
171,26,47,1,13,369,9,6,27,13,4,0,3,0,0,0,0,47,0,9
172,22,47,2,14,387,10,5,26,10,4,0,3,0,0,0,0,47,0,10
173,66,47,3,9,303,16,14,14,10,4,0,3,0,0,0,0,47,0,5
174,70,47,4,7,243,15,19,15,11,4,0,3,0,0,0,0,47,0,4
175,6,47,5,8,189,9,19,27,7,4,0,3,0,0,0,0,47,0,9
176,26,50,1,13,375,9,6,29,13,5,0,3,0,0,0,0,50,0,10
177,22,50,2,14,396,10,6,28,11,5,0,3,0,0,0,0,50,0,10
178,66,50,3,9,309,17,15,15,11,5,0,3,0,0,0,0,50,0,5
179,70,50,4,7,249,16,20,16,12,5,0,3,0,0,0,0,50,0,4
180,6,50,5,8,195,9,20,29,8,5,0,3,0,0,0,0,50,0,10
181,26,52,1,13,381,9,6,30,14,5,0,3,0,0,0,0,52,0,10
182,22,52,2,14,402,11,6,29,12,5,0,3,0,0,0,0,52,0,11
183,66,52,3,9,315,17,16,16,11,5,0,3,0,0,0,0,52,0,5
184,70,52,4,7,252,17,21,16,12,5,0,3,0,0,0,0,52,0,4
185,6,52,5,8,195,10,21,30,8,5,0,3,0,0,0,0,52,0,10
186,26,55,1,13,390,10,6,32,15,5,0,3,0,0,0,0,55,0,11
187,22,55,2,14,408,11,6,31,12,5,0,3,0,0,0,0,55,0,11
188,66,55,3,9,321,18,17,17,12,5,0,3,0,0,0,0,55,0,5
189,70,55,4,7,255,18,22,17,13,5,0,3,0,0,0,0,55,0,4
190,6,55,5,8,201,10,22,31,9,5,0,3,0,0,0,0,55,0,11
191,26,55,1,13,390,10,6,32,15,5,0,3,0,0,0,0,55,0,11
192,22,55,2,14,408,11,6,31,12,5,0,3,0,0,0,0,55,0,11
193,66,55,3,8,321,18,17,17,12,5,0,3,0,0,0,0,55,0,5
194,64,55,4,9,294,16,21,19,12,5,0,3,0,0,0,0,55,0,5
195,7,55,5,7,192,10,21,31,11,5,0,3,0,0,0,0,55,0,11
196,26,57,1,13,393,10,7,33,15,5,0,3,0,0,0,0,57,0,11
197,22,57,2,14,414,12,6,32,13,5,0,3,0,0,0,0,57,0,12
198,66,57,3,8,324,19,17,17,12,5,0,3,0,0,0,0,57,0,5
199,64,57,4,9,297,17,22,20,13,5,0,3,0,0,0,0,57,0,5
200,7,57,5,7,195,10,22,32,12,5,0,3,0,0,0,0,57,0,11
201,26,60,1,13,402,11,7,35,16,6,0,3,0,0,0,0,60,0,12
202,22,60,2,14,423,12,7,34,13,6,0,3,0,0,0,0,60,0,12
203,66,60,3,8,330,20,18,18,13,6,0,3,0,0,0,0,60,0,6
204,64,60,4,9,303,18,23,21,13,6,0,3,0,0,0,0,60,0,5
205,7,60,5,7,198,10,23,34,12,6,0,3,0,0,0,0,60,0,12
206,26,65,1,13,414,12,8,38,17,6,0,3,0,0,0,0,65,0,13
207,22,65,2,14,435,13,7,36,14,6,0,3,0,0,0,0,65,0,13
208,66,65,3,8,342,22,20,20,14,6,0,3,0,0,0,0,65,0,6
209,64,65,4,9,315,19,25,23,15,6,0,3,0,0,0,0,65,0,6
210,7,65,5,7,204,11,25,37,13,6,0,3,0,0,0,0,65,0,13
211,150,58,1,13,396,9,7,40,18,5,0,3,0,0,0,0,58,0,12
212,106,58,2,9,312,21,21,19,13,5,0,3,0,0,0,0,58,0,6
213,60,58,3,12,312,14,23,24,14,5,0,3,0,0,0,0,58,0,5
214,70,58,4,7,261,19,23,18,14,5,0,3,0,0,0,0,58,0,4
215,13,58,5,8,150,11,23,40,11,5,0,3,0,0,0,0,58,0,9
216,150,60,1,13,402,9,8,42,18,6,0,3,0,0,0,0,60,0,13
217,106,60,2,9,318,22,22,20,14,6,0,3,0,0,0,0,60,0,6
218,60,60,3,12,318,15,24,25,14,6,0,3,0,0,0,0,60,0,5
219,70,60,4,7,264,19,24,19,14,6,0,3,0,0,0,0,60,0,5
220,13,60,5,8,153,11,24,41,11,6,0,3,0,0,0,0,60,0,9
221,150,62,1,13,408,10,8,43,19,6,0,3,0,0,0,0,62,0,13
222,106,62,2,9,321,23,23,21,14,6,0,3,0,0,0,0,62,0,6
223,60,62,3,12,321,15,25,26,14,6,0,3,0,0,0,0,62,0,6
224,70,62,4,7,267,20,25,20,14,6,0,3,0,0,0,0,62,0,5
225,13,62,5,8,153,12,25,43,12,6,0,3,0,0,0,0,62,0,9
226,150,64,1,13,411,10,8,44,19,6,0,3,0,0,0,0,64,0,14
227,106,64,2,9,324,23,24,21,15,6,0,3,0,0,0,0,64,0,6
228,60,64,3,12,324,16,26,27,15,6,0,3,0,0,0,0,64,0,6
229,70,64,4,7,270,21,26,20,15,6,0,3,0,0,0,0,64,0,5
230,13,64,5,8,156,12,26,44,12,6,0,3,0,0,0,0,64,0,10
231,150,66,1,13,417,10,8,46,20,6,0,3,0,0,0,0,66,0,14
232,106,66,2,9,330,24,24,22,15,6,0,3,0,0,0,0,66,0,6
233,60,66,3,12,330,16,26,28,15,6,0,3,0,0,0,0,66,0,6
234,70,66,4,7,276,21,27,21,15,6,0,3,0,0,0,0,66,0,5
235,13,66,5,8,156,12,26,45,12,6,0,3,0,0,0,0,66,0,10
236,150,70,1,13,568,11,9,49,21,7,0,4,0,0,0,0,70,0,15
237,106,70,2,9,448,25,26,23,16,7,0,4,0,0,0,0,70,0,7
238,60,70,3,12,448,17,28,29,16,7,0,4,0,0,0,0,70,0,6
239,70,70,4,7,376,23,28,22,16,7,0,4,0,0,0,0,70,0,5
240,13,70,5,8,216,13,28,48,13,7,0,4,0,0,0,0,70,0,10
241,150,70,1,13,568,11,9,49,21,7,0,4,1,2,0,0,70,0,15
242,106,70,2,9,448,25,26,23,16,7,0,4,3,4,0,0,70,0,7
243,60,70,3,12,448,17,28,29,16,7,0,4,5,6,0,0,70,0,6
244,70,70,4,7,376,23,28,22,16,7,0,4,7,8,0,0,70,0,5
245,1,70,5,8,272,17,30,47,12,7,0,4,9,10,0,0,70,0,15
246,150,72,1,13,576,11,9,50,22,7,0,4,1,2,0,0,72,0,15
247,106,72,2,9,456,26,26,24,16,7,0,4,3,4,0,0,72,0,7
248,60,72,3,12,456,18,29,30,17,7,0,4,5,6,0,0,72,0,6
249,70,72,4,7,380,23,29,23,17,7,0,4,7,8,0,0,72,0,5
250,1,72,5,8,272,17,31,48,12,7,0,4,9,10,0,0,72,0,16
251,150,75,1,13,588,12,9,52,23,7,0,4,1,2,0,0,75,0,16
252,106,75,2,9,464,27,28,25,17,7,0,4,3,4,0,0,75,0,7
253,60,75,3,12,464,18,30,31,17,7,0,4,5,6,0,0,75,0,7
254,70,75,4,7,388,24,30,24,17,7,0,4,7,8,0,0,75,0,6
255,1,75,5,8,280,18,32,50,12,7,0,4,9,10,0,0,75,0,16
256,150,78,1,13,596,12,10,54,24,7,0,4,1,2,0,0,78,0,17
257,106,78,2,9,472,28,29,26,18,7,0,4,3,4,0,0,78,0,7
258,60,78,3,12,472,19,31,33,18,7,0,4,5,6,0,0,78,0,7
259,70,78,4,7,392,25,31,25,18,7,0,4,7,8,0,0,78,0,6
260,1,78,5,8,284,19,33,52,13,7,0,4,9,10,0,0,78,0,17
261,100,70,1,14,216,14,38,50,14,7,0,4,11,12,0,0,70,0,11
262,42,70,2,7,316,73,46,18,7,7,0,4,13,14,0,0,70,0,8
263,50,70,3,9,272,63,48,24,9,7,0,4,15,16,0,0,70,0,7
264,16,70,4,13,808,14,7,34,18,7,0,4,17,18,0,0,70,0,22
265,13,70,5,8,216,13,28,48,13,7,0,4,19,20,0,0,70,0,10
266,100,72,1,14,216,14,39,52,14,7,0,4,11,12,0,0,72,0,11
267,42,72,2,7,320,76,47,18,7,7,0,4,13,14,0,0,72,0,8
268,50,72,3,9,272,65,49,25,9,7,0,4,15,16,0,0,72,0,7
269,16,72,4,13,816,14,8,35,18,7,0,4,17,18,0,0,72,0,23
270,13,72,5,8,216,14,29,49,14,7,0,4,19,20,0,0,72,0,11
271,100,74,1,14,220,15,40,53,14,7,0,4,11,12,0,0,74,0,11
272,42,74,2,7,324,78,49,19,7,7,0,4,13,14,0,0,74,0,8
273,50,74,3,9,276,66,51,26,9,7,0,4,15,16,0,0,74,0,7
274,16,74,4,13,828,14,8,36,19,7,0,4,17,18,0,0,74,0,23
275,13,74,5,8,220,14,30,51,14,7,0,4,19,20,0,0,74,0,11
276,100,76,1,14,224,15,41,55,15,7,0,4,11,12,0,0,76,0,12
277,42,76,2,7,328,80,50,19,8,7,0,4,13,14,0,0,76,0,8
278,50,76,3,9,280,68,52,26,10,7,0,4,15,16,0,0,76,0,7
279,16,76,4,13,836,15,8,36,19,7,0,4,17,18,0,0,76,0,24
280,13,76,5,8,224,14,30,52,14,7,0,4,19,20,0,0,76,0,11
281,100,78,1,14,224,15,42,56,15,7,0,4,11,12,0,0,78,0,12
282,42,78,2,7,332,82,51,20,8,7,0,4,13,14,0,0,78,0,8
283,50,78,3,9,284,70,53,27,10,7,0,4,15,16,0,0,78,0,8
284,16,78,4,13,848,15,8,37,20,7,0,4,17,18,0,0,78,0,25
285,13,78,5,8,224,15,31,54,15,7,0,4,19,20,0,0,78,0,12
286,100,80,1,14,228,16,43,57,16,8,0,4,11,12,21,0,80,0,12
287,42,80,2,7,336,84,53,20,8,8,0,4,13,14,22,0,80,0,9
288,50,80,3,9,288,72,55,28,10,8,0,4,15,16,23,0,80,0,8
289,16,80,4,13,856,16,8,38,20,8,0,4,17,18,24,0,80,0,25
290,13,80,5,8,228,15,32,55,15,8,0,4,19,20,25,0,80,0,12
291,100,80,1,14,228,16,43,57,16,8,0,4,26,27,28,0,80,0,12
292,42,80,2,7,336,84,53,20,8,8,0,4,29,30,31,0,80,0,9
293,50,80,3,9,288,72,55,28,10,8,0,4,32,33,34,0,80,0,8
294,16,80,4,13,856,16,8,38,20,8,0,4,35,36,37,0,80,0,25
295,13,80,5,8,228,15,32,55,15,8,0,4,38,39,40,0,80,0,12
296,100,82,1,14,228,16,45,59,16,8,0,4,26,27,28,0,82,0,13
297,42,82,2,7,336,86,54,21,8,8,0,4,29,30,31,0,82,0,9
298,50,82,3,9,288,74,56,28,10,8,0,4,32,33,34,0,82,0,8
299,16,82,4,13,864,16,9,39,21,8,0,4,35,36,37,0,82,0,26
300,13,82,5,8,228,15,33,56,15,8,0,4,38,39,40,0,82,0,12
301,100,84,1,14,232,16,46,60,16,8,0,4,26,27,28,0,84,0,13
302,42,84,2,7,340,88,55,21,8,8,0,4,29,30,31,0,84,0,9
303,50,84,3,9,292,75,58,29,11,8,0,4,32,33,34,0,84,0,8
304,16,84,4,13,876,16,9,40,21,8,0,4,35,36,37,0,84,0,27
305,13,84,5,8,232,16,34,58,16,8,0,4,38,39,40,0,84,0,12
306,100,86,1,14,236,17,47,62,17,8,0,4,26,27,28,0,86,0,13
307,42,86,2,7,344,90,57,22,9,8,0,4,29,30,31,0,86,0,9
308,50,86,3,9,296,77,59,30,11,8,0,4,32,33,34,0,86,0,8
309,16,86,4,13,884,17,9,41,22,8,0,4,35,36,37,0,86,0,27
310,13,86,5,8,236,16,34,59,16,8,0,4,38,39,40,0,86,0,13
311,26,80,1,14,604,14,9,47,21,8,0,4,41,42,43,0,80,0,16
312,72,80,2,9,376,25,34,31,20,8,0,4,44,45,46,0,80,0,6
313,50,80,3,7,288,72,55,28,10,8,0,4,47,48,49,0,80,0,8
314,16,80,4,13,856,16,8,38,20,8,0,4,50,51,52,0,80,0,25
315,13,80,5,8,228,15,32,55,15,8,0,4,53,54,55,0,80,0,12
316,26,81,1,14,608,15,9,47,21,8,0,4,41,42,43,0,81,0,16
317,72,81,2,9,380,25,34,31,20,8,0,4,44,45,46,0,81,0,6
318,50,81,3,7,288,73,55,28,10,8,0,4,47,48,49,0,81,0,8
319,16,81,4,13,860,16,8,39,21,8,0,4,50,51,52,0,81,0,26
320,13,81,5,8,228,15,32,56,15,8,0,4,53,54,55,0,81,0,12
321,26,82,1,14,608,15,9,48,22,8,0,4,41,42,43,0,82,0,16
322,72,82,2,9,380,25,34,32,21,8,0,4,44,45,46,0,82,0,6
323,50,82,3,7,288,74,56,28,10,8,0,4,47,48,49,0,82,0,8
324,16,82,4,13,864,16,9,39,21,8,0,4,50,51,52,0,82,0,26
325,13,82,5,8,228,15,33,56,15,8,0,4,53,54,55,0,82,0,12
326,26,83,1,14,612,15,10,49,22,8,0,4,41,42,43,0,83,0,16
327,72,83,2,9,384,26,35,32,21,8,0,4,44,45,46,0,83,0,6
328,50,83,3,7,292,74,57,29,11,8,0,4,47,48,49,0,83,0,8
329,16,83,4,13,872,16,9,40,21,8,0,4,50,51,52,0,83,0,26
330,13,83,5,8,232,16,33,57,16,8,0,4,53,54,55,0,83,0,12
331,26,84,1,14,616,15,10,49,22,8,0,4,41,42,43,0,84,0,16
332,72,84,2,9,388,26,35,32,21,8,0,4,44,45,46,0,84,0,6
333,50,84,3,7,292,75,58,29,11,8,0,4,47,48,49,0,84,0,8
334,16,84,4,13,876,16,9,40,21,8,0,4,50,51,52,0,84,0,27
335,13,84,5,8,232,16,34,58,16,8,0,4,53,54,55,0,84,0,12
336,26,85,1,14,620,15,10,50,23,8,0,4,41,42,43,0,85,0,16
337,72,85,2,9,388,26,36,33,21,8,0,4,44,45,46,0,85,0,6
338,50,85,3,7,296,76,58,29,11,8,0,4,47,48,49,0,85,0,8
339,16,85,4,13,880,17,9,41,22,8,0,4,50,51,52,0,85,0,27
340,13,85,5,8,232,16,34,58,16,8,0,4,53,54,55,0,85,0,13
341,26,85,1,14,620,15,10,50,23,8,0,4,56,57,58,0,85,0,16
342,72,85,2,9,388,26,36,33,21,8,0,4,59,60,61,0,85,0,6
343,50,85,3,7,296,76,58,29,11,8,0,4,62,63,64,0,85,0,8
344,16,85,4,13,880,17,9,41,22,8,0,4,65,66,67,0,85,0,27
345,13,85,5,8,232,16,34,58,16,8,0,4,68,69,70,0,85,0,13
346,26,86,1,14,624,15,10,50,23,8,0,4,56,57,58,0,86,0,17
