id,name,type,sub_type,sub_rank,sub_rank_name,refresh,title,top_rewards,percentage_rewards,out_rewards,visable_rank,score_rewards,ranking_onlist_number,visable_count,rank_list_num,begin_show_time,end_show_time,prize_preview
204,rank-20000204,113,1745,0,rank-30000204,test,rank-10000204,,,,100,,160000,100,0,,,
205,rank-20000205,114,1743,0,rank-30000205,test,rank-10000205,,,,100,,160000,100,0,,,
206,rank-20000206,114,1744,0,rank-30000206,test,rank-10000206,,,,100,,160000,100,0,,,
207,rank-20000207,114,1745,0,rank-30000207,test,rank-10000207,,,,100,,160000,100,0,,,
301,rank-20000301,10,10105,1,rank-30000301,test,rank-10000301,,,,100,,80000,100,0,,,
302,rank-20000302,10,10158,1,rank-30000302,test,rank-10000302,,,,100,,80000,100,0,,,
1001,rank-20001001,1001,0,0,rank-30001001,test,rank-10001001,,,,10,,160000,300,0,2023-02-14,2023-03-10 10:00:00,
2001,rank-20002001,2000,1,0,rank-30002001,test,rank-10002001,,,,100,,160000,100,0,,,
2002,rank-20002002,2000,2,0,rank-30002002,test,rank-10002002,,,,100,,160000,100,0,,,
2003,rank-20002003,2000,3,0,rank-30002003,test,rank-10002003,,,,100,,160000,100,0,,,
