id,sangvis_id,reward_type,single_num_weight
145019,3005,5,
145020,3007,5,
145021,3008,5,
145022,3006,5,
145023,3009,5,
145024,3010,5,
151001,1003,1,
153002,2001,3,
153003,2002,3,
153004,2003,3,
153005,2004,3,
153006,2006,3,
153007,2005,3,
153008,2008,3,
153009,2009,3,
153010,2010,3,
153011,2011,3,
153012,2012,3,
153013,2013,3,
153014,2014,3,
155015,3001,5,
155016,3002,5,
155017,3003,5,
155018,3004,5,
155019,3005,5,
155020,3007,5,
155021,3008,5,
155022,3006,5,
155023,3009,5,
155024,3010,5,
161001,1014,1,
163002,2001,3,
163003,2002,3,
163004,2003,3,
163005,2004,3,
163006,2006,3,
163007,2005,3,
163008,2008,3,
163009,2009,3,
163010,2010,3,
163011,2011,3,
163012,2012,3,
163013,2013,3,
163014,2014,3,
165015,3001,5,
165016,3002,5,
165017,3003,5,
165018,3004,5,
165019,3005,5,
165020,3007,5,
165021,3008,5,
165022,3006,5,
165023,3009,5,
165024,3010,5,
171001,1004,1,
173002,2001,3,
173003,2002,3,
173004,2003,3,
173005,2004,3,
173006,2006,3,
173007,2005,3,
173008,2008,3,
173009,2009,3,
173010,2010,3,
173011,2011,3,
173012,2012,3,
173013,2013,3,
173014,2014,3,
175015,3001,5,
175016,3002,5,
175017,3003,5,
175018,3004,5,
175019,3005,5,
175020,3007,5,
175021,3008,5,
175022,3006,5,
175023,3009,5,
175024,3010,5,
181001,1005,1,
183002,2001,3,
183003,2002,3,
183004,2003,3,
183005,2004,3,
183006,2006,3,
183007,2005,3,
183008,2008,3,
183009,2009,3,
183010,2010,3,
183011,2011,3,
183012,2012,3,
183013,2013,3,
183014,2014,3,
185015,3001,5,
185016,3002,5,
185017,3003,5,
185018,3004,5,
185019,3005,5,
185020,3007,5,
185021,3008,5,
185022,3006,5,
185023,3009,5,
185024,3010,5,
192001,"1007,1008,1009,1010,1011,1012",2,"1007:1000,1008:1000,1009:1000,1010:1000,1011:1000,1012:1000"
193002,2001,3,
193003,2002,3,
193004,2003,3,
193005,2004,3,
193006,2006,3,
193007,2005,3,
193008,2008,3,
193009,2009,3,
193010,2010,3,
193011,2011,3,
193012,2012,3,
193013,2013,3,
193014,2014,3,
195015,3001,5,
195016,3002,5,
195017,3003,5,
195018,3004,5,
195019,3005,5,
195020,3007,5,
195021,3008,5,
195022,3006,5,
195023,3009,5,
195024,3010,5,
201001,1006,1,
203002,2001,3,
203003,2002,3,
203004,2003,3,
203005,2004,3,
203006,2006,3,
203007,2005,3,
203008,2008,3,
203009,2009,3,
203010,2010,3,
203011,2011,3,
203012,2012,3,
203013,2013,3,
203014,2014,3,
205015,3001,5,
205016,3002,5,
205017,3003,5,
205018,3004,5,
205019,3005,5,
205020,3007,5,
205021,3008,5,
205022,3006,5,
205023,3009,5,
205024,3010,5,
211001,1007,1,
213002,2001,3,
213003,2002,3,
213004,2003,3,
213005,2004,3,
213006,2006,3,
213007,2005,3,
213008,2008,3,
213009,2009,3,
213010,2010,3,
213011,2011,3,
213012,2012,3,
213013,2013,3,
213014,2014,3,
215015,3001,5,
215016,3002,5,
215017,3003,5,
215018,3004,5,
215019,3005,5,
215020,3007,5,
215021,3008,5,
215022,3006,5,
215023,3009,5,
215024,3010,5,
221001,1015,1,
223002,2001,3,
223003,2002,3,
223004,2003,3,
223005,2004,3,
223006,2006,3,
223007,2005,3,
223008,2008,3,
223009,2009,3,
223010,2010,3,
223011,2011,3,
223012,2012,3,
223013,2013,3,
223014,2014,3,
225015,3001,5,
225016,3002,5,
225017,3003,5,
225018,3004,5,
225019,3005,5,
225020,3007,5,
225021,3008,5,
225022,3006,5,
225023,3009,5,
225024,3010,5,
231001,1008,1,
233002,2001,3,
233003,2002,3,
233004,2003,3,
233005,2004,3,
233006,2006,3,
233007,2005,3,
233008,2008,3,
233009,2009,3,
233010,2010,3,
233011,2011,3,
233012,2012,3,
233013,2013,3,
233014,2014,3,
235015,3001,5,
235016,3002,5,
235017,3003,5,
235018,3004,5,
235019,3005,5,
235020,3007,5,
235021,3008,5,
235022,3006,5,
235023,3009,5,
235024,3010,5,
241001,1009,1,
243002,2001,3,
243003,2002,3,
243004,2003,3,
243005,2004,3,
243006,2006,3,
243007,2005,3,
243008,2008,3,
243009,2009,3,
243010,2010,3,
243011,2011,3,
243012,2012,3,
243013,2013,3,
243014,2014,3,
245015,3001,5,
245016,3002,5,
245017,3003,5,
245018,3004,5,
245019,3005,5,
245020,3007,5,
245021,3008,5,
245022,3006,5,
245023,3009,5,
245024,3010,5,
251001,1010,1,
253002,2001,3,
253003,2002,3,
253004,2003,3,
253005,2004,3,
253006,2006,3,
253007,2005,3,
253008,2008,3,
253009,2009,3,
253010,2010,3,
253011,2011,3,
253012,2012,3,
253013,2013,3,
253014,2014,3,
255015,3001,5,
255016,3002,5,
255017,3003,5,
255018,3004,5,
255019,3005,5,
255020,3007,5,
255021,3008,5,
255022,3006,5,
255023,3009,5,
255024,3010,5,
261001,1011,1,
263002,2001,3,
263003,2002,3,
263004,2003,3,
263005,2004,3,
263006,2006,3,
263007,2005,3,
263008,2008,3,
263009,2009,3,
263010,2010,3,
263011,2011,3,
263012,2012,3,
263013,2013,3,
263014,2014,3,
265015,3001,5,
265016,3002,5,
265017,3003,5,
265018,3004,5,
265019,3005,5,
265020,3007,5,
265021,3008,5,
265022,3006,5,
265023,3009,5,
265024,3010,5,
271001,1016,1,
273002,2001,3,
273003,2002,3,
273004,2003,3,
273005,2004,3,
273006,2006,3,
273007,2005,3,
273008,2008,3,
273009,2009,3,
273010,2010,3,
273011,2011,3,
273012,2012,3,
273013,2013,3,
273014,2014,3,
273015,2015,3,
275016,3001,5,
275017,3002,5,
275018,3003,5,
275019,3004,5,
275020,3005,5,
275021,3007,5,
275022,3008,5,
275023,3006,5,
275024,3009,5,
275025,3010,5,
281001,1012,1,
283002,2001,3,
283003,2002,3,
283004,2003,3,
283005,2004,3,
283006,2006,3,
283007,2005,3,
283008,2008,3,
283009,2009,3,
283010,2010,3,
283011,2011,3,
283012,2012,3,
283013,2013,3,
283014,2014,3,
283015,2015,3,
285016,3001,5,
285017,3002,5,
285018,3003,5,
285019,3004,5,
285020,3005,5,
285021,3007,5,
285022,3008,5,
285023,3006,5,
285024,3009,5,
285025,3010,5,
291001,1013,1,
293002,2001,3,
293003,2002,3,
293004,2003,3,
293005,2004,3,
293006,2006,3,
293007,2005,3,
293008,2008,3,
293009,2009,3,
293010,2010,3,
293011,2011,3,
293012,2012,3,
293013,2013,3,
293014,2014,3,
293015,2015,3,
295016,3001,5,
295017,3002,5,
295018,3003,5,
295019,3004,5,
295020,3005,5,
295021,3007,5,
295022,3008,5,
295023,3006,5,
295024,3009,5,
295025,3010,5,
301001,1017,1,
303002,2010,3,
303003,2011,3,
303004,2012,3,
303005,2013,3,
303006,2014,3,
303007,2015,3,
303008,2016,3,
305009,3001,5,
305010,3002,5,
305011,3003,5,
305012,3004,5,
305013,3005,5,
305014,3007,5,
305015,3008,5,
305016,3006,5,
305017,3009,5,
305018,3010,5,
311001,1014,1,
313002,2014,3,
313003,2015,3,
313004,2016,3,
313005,2001,3,
313006,2002,3,
313007,2003,3,
313008,2004,3,
315009,3001,5,
315010,3002,5,
315011,3003,5,
315012,3004,5,
315013,3005,5,
315014,3007,5,
315015,3008,5,
315016,3006,5,
315017,3009,5,
315018,3010,5,
321001,1001,1,
323002,2001,3,
323003,2002,3,
323004,2003,3,
323005,2004,3,
323006,2006,3,
323007,2005,3,
323008,2008,3,
325009,3001,5,
325010,3002,5,
325011,3003,5,
325012,3004,5,
325013,3005,5,
325014,3007,5,
325015,3008,5,
325016,3006,5,
325017,3009,5,
325018,3010,5,
331001,1018,1,
333002,2006,3,
333003,2005,3,
333004,2008,3,
333005,2017,3,
333006,2009,3,
333007,2010,3,
333008,2011,3,
335009,3001,5,
335010,3002,5,
335011,3003,5,
335012,3004,5,
335013,3005,5,
335014,3007,5,
335015,3008,5,
335016,3006,5,
335017,3009,5,
335018,3010,5,
341001,1002,1,
343002,2017,3,
343003,2009,3,
343004,2010,3,
343005,2011,3,
343006,2012,3,
343007,2013,3,
343008,2014,3,
345009,3001,5,
345010,3002,5,
345011,3003,5,
345012,3004,5,
345013,3005,5,
345014,3007,5,
345015,3008,5,
345016,3006,5,
345017,3009,5,
345018,3010,5,
351001,1003,1,
353002,2012,3,
353003,2013,3,
353004,2014,3,
353005,2015,3,
353006,2016,3,
353007,2001,3,
353008,2002,3,
355009,3001,5,
355010,3002,5,
355011,3003,5,
355012,3004,5,
355013,3005,5,
355014,3007,5,
355015,3008,5,
355016,3006,5,
355017,3009,5,
355018,3010,5,
361001,1019,1,
363002,2015,3,
363003,2016,3,
363004,2001,3,
363005,2002,3,
363006,2003,3,
363007,2004,3,
363008,2006,3,
365009,3001,5,
365010,3002,5,
365011,3003,5,
365012,3004,5,
365013,3005,5,
365014,3007,5,
365015,3008,5,
365016,3006,5,
365017,3009,5,
365018,3010,5,
371001,1004,1,
373002,2003,3,
373003,2004,3,
373004,2006,3,
373005,2005,3,
373006,2008,3,
373007,2017,3,
373008,2009,3,
375009,3001,5,
375010,3002,5,
375011,3003,5,
375012,3004,5,
375013,3005,5,
375014,3007,5,
375015,3008,5,
375016,3006,5,
375017,3009,5,
375018,3010,5,
382001,"1005,1006,1013,1014,1002,1003",2,"1005:1000,1006:1000,1013:1000,1014:1000,1002:1000,1003:1000"
383002,2005,3,
383003,2008,3,
383004,2017,3,
383005,2009,3,
383006,2010,3,
383007,2011,3,
383008,2012,3,
385009,3001,5,
385010,3002,5,
385011,3003,5,
385012,3004,5,
385013,3005,5,
385014,3007,5,
385015,3008,5,
385016,3006,5,
385017,3009,5,
385018,3010,5,
391001,1015,1,
393002,2010,3,
393003,2011,3,
393004,2012,3,
393005,2013,3,
393006,2014,3,
393007,2015,3,
393008,2016,3,
395009,3001,5,
395010,3002,5,
395011,3003,5,
395012,3004,5,
395013,3005,5,
395014,3007,5,
395015,3008,5,
395016,3006,5,
395017,3009,5,
395018,3010,5,
401001,1020,1,
403002,2013,3,
403003,2014,3,
403004,2015,3,
403005,2016,3,
403006,2001,3,
403007,2002,3,
403008,2018,3,
405009,3001,5,
405010,3002,5,
405011,3003,5,
405012,3004,5,
405013,3005,5,
405014,3007,5,
405015,3008,5,
405016,3006,5,
405017,3009,5,
405018,3010,5,
411001,1005,1,
413002,2001,3,
413003,2002,3,
413004,2018,3,
413005,2003,3,
413006,2004,3,
413007,2006,3,
413008,2005,3,
415009,3001,5,
415010,3002,5,
415011,3003,5,
415012,3004,5,
415013,3005,5,
415014,3007,5,
415015,3008,5,
415016,3006,5,
415017,3009,5,
415018,3010,5,
421001,1006,1,
423002,2003,3,
423003,2004,3,
423004,2006,3,
423005,2005,3,
423006,2008,3,
423007,2017,3,
423008,2009,3,
425009,3001,5,
425010,3002,5,
425011,3003,5,
425012,3004,5,
425013,3005,5,
425014,3007,5,
425015,3008,5,
425016,3006,5,
425017,3009,5,
425018,3010,5,
431001,1007,1,
433002,2008,3,
433003,2017,3,
433004,2009,3,
433005,2010,3,
433006,2011,3,
433007,2012,3,
433008,2013,3,
435009,3001,5,
435010,3002,5,
435011,3003,5,
435012,3004,5,
435013,3005,5,
435014,3007,5,
435015,3008,5,
435016,3006,5,
435017,3009,5,
435018,3010,5,
441001,1008,1,
443002,2008,3,
443003,2017,3,
443004,2009,3,
443005,2010,3,
443006,2011,3,
443007,2012,3,
443008,2013,3,
445009,3001,5,
445010,3002,5,
445011,3003,5,
445012,3004,5,
445013,3005,5,
445014,3007,5,
445015,3008,5,
445016,3006,5,
445017,3009,5,
445018,3010,5,
451001,1016,1,
453002,2010,3,
453003,2011,3,
453004,2012,3,
453005,2013,3,
453006,2014,3,
453007,2015,3,
453008,2016,3,
455009,3001,5,
455010,3002,5,
455011,3003,5,
455012,3004,5,
455013,3005,5,
455014,3007,5,
455015,3008,5,
455016,3006,5,
455017,3009,5,
455018,3010,5,
461001,1021,1,
463002,2014,3,
463003,2015,3,
463004,2016,3,
463005,2001,3,
463006,2002,3,
463007,2018,3,
463008,2003,3,
465009,3001,5,
465010,3002,5,
465011,3003,5,
465012,3004,5,
465013,3005,5,
465014,3007,5,
465015,3008,5,
465016,3006,5,
465017,3009,5,
465018,3010,5,
471001,1009,1,
473002,2001,3,
473003,2002,3,
473004,2018,3,
473005,2003,3,
473006,2004,3,
473007,2006,3,
473008,2005,3,
475009,3001,5,
475010,3002,5,
475011,3003,5,
475012,3004,5,
475013,3005,5,
475014,3007,5,
475015,3008,5,
475016,3006,5,
475017,3009,5,
475018,3010,5,
481001,1010,1,
483002,2001,3,
483003,2002,3,
483004,2018,3,
483005,2003,3,
483006,2004,3,
483007,2006,3,
483008,2005,3,
485009,3001,5,
485010,3002,5,
485011,3003,5,
485012,3004,5,
485013,3005,5,
485014,3007,5,
485015,3008,5,
485016,3006,5,
485017,3009,5,
485018,3010,5,
491001,1011,1,
493002,2004,3,
493003,2006,3,
493004,2005,3,
493005,2008,3,
493006,2017,3,
493007,2009,3,
493008,2010,3,
495009,3001,5,
495010,3002,5,
495011,3003,5,
495012,3004,5,
495013,3005,5,
495014,3007,5,
495015,3008,5,
495016,3006,5,
495017,3009,5,
495018,3010,5,
501001,1022,1,
503002,2008,3,
503003,2017,3,
503004,2009,3,
503005,2010,3,
503006,2011,3,
503007,2012,3,
503008,2013,3,
505009,3001,5,
505010,3002,5,
505011,3003,5,
505012,3004,5,
505013,3005,5,
505014,3007,5,
505015,3008,5,
505016,3006,5,
505017,3009,5,
505018,3010,5,
511001,1012,1,
513002,2011,3,
513003,2012,3,
513004,2013,3,
513005,2014,3,
513006,2015,3,
513007,2016,3,
513008,2001,3,
515009,3001,5,
515010,3002,5,
515011,3003,5,
515012,3004,5,
515013,3005,5,
515014,3007,5,
515015,3008,5,
515016,3006,5,
515017,3009,5,
515018,3010,5,
521001,1017,1,
523002,2011,3,
523003,2012,3,
523004,2013,3,
523005,2014,3,
523006,2015,3,
523007,2016,3,
523008,2001,3,
525009,3001,5,
525010,3002,5,
525011,3003,5,
525012,3004,5,
525013,3005,5,
525014,3007,5,
525015,3008,5,
525016,3006,5,
525017,3009,5,
525018,3010,5,
531001,1013,1,
533002,2014,3,
533003,2015,3,
533004,2016,3,
533005,2001,3,
533006,2002,3,
533007,2018,3,
533008,2003,3,
535009,3001,5,
535010,3002,5,
535011,3003,5,
535012,3004,5,
535013,3005,5,
535014,3007,5,
535015,3008,5,
535016,3006,5,
535017,3009,5,
535018,3010,5,
541001,1023,1,
543002,2002,3,
543003,2018,3,
543004,2003,3,
543005,2004,3,
543006,2006,3,
543007,2005,3,
543008,2008,3,
545009,3001,5,
545010,3002,5,
545011,3003,5,
545012,3004,5,
545013,3005,5,
545014,3007,5,
545015,3008,5,
545016,3006,5,
545017,3009,5,
545018,3010,5,
551001,1014,1,
553002,2004,3,
553003,2006,3,
553004,2005,3,
553005,2008,3,
553006,2017,3,
553007,2009,3,
553008,2010,3,
555009,3001,5,
555010,3002,5,
555011,3003,5,
555012,3004,5,
555013,3005,5,
555014,3007,5,
555015,3008,5,
555016,3006,5,
555017,3009,5,
555018,3010,5,
561001,1001,1,
563002,2004,3,
563003,2006,3,
563004,2005,3,
563005,2008,3,
563006,2017,3,
563007,2009,3,
563008,2010,3,
565009,3001,5,
565010,3002,5,
565011,3003,5,
565012,3004,5,
565013,3005,5,
565014,3007,5,
565015,3008,5,
565016,3006,5,
565017,3009,5,
565018,3010,5,
571001,1018,1,
573002,2017,3,
573003,2009,3,
573004,2010,3,
573005,2011,3,
573006,2012,3,
573007,2013,3,
573008,2014,3,
575009,3001,5,
575010,3002,5,
575011,3003,5,
575012,3004,5,
575013,3005,5,
575014,3007,5,
575015,3008,5,
575016,3006,5,
575017,3009,5,
575018,3010,5,
581001,1002,1,
583002,2011,3,
583003,2012,3,
583004,2013,3,
583005,2014,3,
583006,2015,3,
583007,2016,3,
583008,2001,3,
585009,3001,5,
585010,3002,5,
585011,3003,5,
585012,3004,5,
585013,3005,5,
585014,3007,5,
585015,3008,5,
585016,3006,5,
585017,3009,5,
585018,3010,5,
591001,1003,1,
593002,2011,3,
593003,2012,3,
593004,2013,3,
593005,2014,3,
593006,2015,3,
593007,2016,3,
593008,2001,3,
595009,3001,5,
595010,3002,5,
595011,3003,5,
595012,3004,5,
595013,3005,5,
595014,3007,5,
595015,3008,5,
595016,3006,5,
595017,3009,5,
595018,3010,5,
601001,1019,1,
603002,2015,3,
603003,2016,3,
603004,2001,3,
603005,2002,3,
603006,2018,3,
603007,2003,3,
603008,2004,3,
605009,3001,5,
605010,3002,5,
605011,3003,5,
605012,3004,5,
605013,3005,5,
605014,3007,5,
605015,3008,5,
605016,3006,5,
605017,3009,5,
605018,3010,5,
612001,"1009,1010,1011,1012,1017,1018",2,"1009:1000,1010:1000,1011:1000,1012:1000,1017:1000,1018:1000"
613002,2015,3,
613003,2016,3,
613004,2001,3,
613005,2002,3,
613006,2018,3,
613007,2003,3,
613008,2004,3,
615009,3001,5,
615010,3002,5,
615011,3003,5,
615012,3004,5,
615013,3005,5,
615014,3007,5,
615015,3008,5,
615016,3006,5,
615017,3009,5,
615018,3010,5,
621001,1024,1,
623002,2002,3,
623003,2018,3,
623004,2003,3,
623005,2004,3,
623006,2006,3,
623007,2005,3,
623008,2008,3,
625009,3001,5,
625010,3002,5,
625011,3003,5,
625012,3004,5,
625013,3005,5,
625014,3007,5,
625015,3008,5,
625016,3006,5,
625017,3009,5,
625018,3010,5,
631001,1004,1,
633002,2006,3,
633003,2005,3,
633004,2008,3,
633005,2017,3,
633006,2009,3,
633007,2010,3,
633008,2011,3,
635009,3001,5,
635010,3002,5,
635011,3003,5,
635012,3004,5,
635013,3005,5,
635014,3007,5,
635015,3008,5,
635016,3006,5,
635017,3009,5,
635018,3010,5,
641001,1015,1,
643002,2006,3,
643003,2005,3,
643004,2008,3,
643005,2017,3,
643006,2009,3,
643007,2010,3,
643008,2011,3,
645009,3001,5,
645010,3002,5,
645011,3003,5,
645012,3004,5,
645013,3005,5,
645014,3007,5,
645015,3008,5,
645016,3006,5,
645017,3009,5,
645018,3010,5,
651001,1020,1,
653002,2017,3,
653003,2009,3,
653004,2010,3,
653005,2011,3,
653006,2012,3,
653007,2013,3,
653008,2014,3,
655009,3001,5,
655010,3002,5,
655011,3003,5,
655012,3004,5,
655013,3005,5,
655014,3007,5,
655015,3008,5,
655016,3006,5,
655017,3009,5,
655018,3010,5,
661001,1005,1,
663002,2012,3,
663003,2013,3,
663004,2014,3,
663005,2015,3,
663006,2016,3,
663007,2001,3,
663008,2002,3,
665009,3001,5,
665010,3002,5,
665011,3003,5,
665012,3004,5,
665013,3005,5,
665014,3007,5,
665015,3008,5,
665016,3006,5,
665017,3009,5,
665018,3010,5,
671001,1006,1,
673002,2012,3,
673003,2013,3,
673004,2014,3,
673005,2015,3,
673006,2016,3,
673007,2001,3,
673008,2002,3,
675009,3001,5,
675010,3002,5,
675011,3003,5,
675012,3004,5,
675013,3005,5,
675014,3007,5,
675015,3008,5,
675016,3006,5,
675017,3009,5,
675018,3010,5,
681001,1007,1,
683002,2015,3,
683003,2016,3,
683004,2001,3,
683005,2002,3,
683006,2018,3,
683007,2003,3,
683008,2004,3,
685009,3001,5,
685010,3002,5,
685011,3003,5,
685012,3004,5,
685013,3005,5,
685014,3007,5,
685015,3008,5,
685016,3006,5,
685017,3009,5,
685018,3010,5,
691001,1008,1,
693002,2015,3,
693003,2016,3,
693004,2001,3,
693005,2002,3,
693006,2018,3,
693007,2003,3,
693008,2004,3,
695009,3001,5,
695010,3002,5,
695011,3003,5,
695012,3004,5,
695013,3005,5,
695014,3007,5,
695015,3008,5,
695016,3006,5,
695017,3009,5,
695018,3010,5,
701001,1025,1,
703002,2018,3,
703003,2003,3,
703004,2004,3,
703005,2006,3,
703006,2005,3,
703007,2008,3,
703008,2017,3,
705009,3001,5,
705010,3002,5,
705011,3003,5,
705012,3004,5,
705013,3005,5,
705014,3007,5,
705015,3008,5,
705016,3006,5,
705017,3009,5,
705018,3010,5,
711001,1016,1,
713002,2006,3,
713003,2005,3,
713004,2008,3,
713005,2017,3,
713006,2009,3,
713007,2010,3,
713008,2011,3,
715009,3001,5,
715010,3002,5,
715011,3003,5,
715012,3004,5,
715013,3005,5,
715014,3007,5,
715015,3008,5,
715016,3006,5,
715017,3009,5,
715018,3010,5,
721001,1021,1,
723002,2006,3,
723003,2005,3,
723004,2008,3,
723005,2017,3,
723006,2009,3,
723007,2010,3,
723008,2011,3,
725009,3001,5,
725010,3002,5,
725011,3003,5,
725012,3004,5,
725013,3005,5,
725014,3007,5,
725015,3008,5,
725016,3006,5,
725017,3009,5,
725018,3010,5,
731001,1009,1,
733002,2009,3,
733003,2010,3,
733004,2011,3,
733005,2012,3,
733006,2013,3,
733007,2014,3,
733008,2015,3,
735009,3001,5,
735010,3002,5,
735011,3003,5,
735012,3004,5,
735013,3005,5,
735014,3007,5,
735015,3008,5,
735016,3006,5,
735017,3009,5,
735018,3010,5,
741001,1010,1,
743002,2009,3,
743003,2010,3,
743004,2011,3,
743005,2012,3,
743006,2013,3,
743007,2014,3,
743008,2015,3,
745009,3001,5,
745010,3002,5,
745011,3003,5,
745012,3004,5,
745013,3005,5,
745014,3007,5,
745015,3008,5,
745016,3006,5,
745017,3009,5,
745018,3010,5,
751001,1026,1,
753002,2012,3,
753003,2013,3,
753004,2014,3,
753005,2015,3,
753006,2016,3,
753007,2001,3,
753008,2002,3,
755009,3001,5,
755010,3002,5,
755011,3003,5,
755012,3004,5,
755013,3005,5,
755014,3007,5,
755015,3008,5,
755016,3006,5,
755017,3009,5,
755018,3010,5,
761001,1011,1,
763002,2016,3,
763003,2001,3,
763004,2002,3,
763005,2018,3,
763006,2003,3,
763007,2004,3,
763008,2006,3,
765009,3001,5,
765010,3002,5,
765011,3003,5,
765012,3004,5,
765013,3005,5,
765014,3007,5,
765015,3008,5,
765016,3006,5,
765017,3009,5,
765018,3010,5,
771001,1022,1,
773002,2016,3,
773003,2001,3,
773004,2002,3,
773005,2018,3,
773006,2003,3,
773007,2004,3,
773008,2006,3,
775009,3001,5,
775010,3002,5,
775011,3003,5,
775012,3004,5,
775013,3005,5,
775014,3007,5,
775015,3008,5,
775016,3006,5,
775017,3009,5,
775018,3010,5,
781001,1012,1,
783002,2018,3,
783003,2003,3,
783004,2004,3,
783005,2006,3,
783006,2005,3,
783007,2008,3,
783008,2017,3,
785009,3001,5,
785010,3002,5,
785011,3003,5,
785012,3004,5,
785013,3005,5,
785014,3007,5,
785015,3008,5,
785016,3006,5,
785017,3009,5,
785018,3010,5,
