id,type,unlock_lv,unlock_ids,unlock_label,count,prize_id,title,content,unlock_course,new_type,grade_id,sort,condition,new_unlock_ids,goto_page_id
336,c_fairy_level,,,,1,11144,career_quest-10000336,career_quest-20000336,,1,24,178,30,,0
337,c_fairy_level,,,,1,11145,career_quest-10000337,career_quest-20000337,,1,25,184,70,,0
338,c_fairy_level,,,,1,11146,career_quest-10000338,career_quest-20000338,,1,26,193,90,,0
339,c_fairy_level,,,,2,11147,career_quest-10000339,career_quest-20000339,,1,26,194,70,,0
340,c_fairy_level,,,,2,11148,career_quest-10000340,career_quest-20000340,,1,27,201,100,,0
341,eat_fairy,,,,1,11149,career_quest-10000341,career_quest-20000341,86|87|88,1,25,185,,,0
342,c_fairy_rank,,,,1,11150,career_quest-10000342,career_quest-20000342,,1,25,186,2,,0
343,c_fairy_rank,,,,1,11151,career_quest-10000343,career_quest-20000343,,1,26,195,3,,0
344,c_fairy_rank,,,,1,11152,career_quest-10000344,career_quest-20000344,,1,27,202,4,,0
345,c_fairy_rank,,,,2,11153,career_quest-10000345,career_quest-20000345,,1,26,196,2,,0
346,c_fairy_rank,,,,2,11154,career_quest-10000346,career_quest-20000346,,1,27,203,3,,0
347,adjust_fairy,,,,1,11155,career_quest-10000347,career_quest-20000347,86|87|88,1,24,179,,,0
348,adjust_fairy,,,,10,11156,career_quest-10000348,career_quest-20000348,86|87|88,1,26,197,,,0
349,c_fairy_skill_level,,,,1,11157,career_quest-10000349,career_quest-20000349,,1,25,187,5,,0
350,c_fairy_skill_level,,,,1,11158,career_quest-10000350,career_quest-20000350,,1,26,198,10,,0
351,c_fairy_skill_level,,,,2,11159,career_quest-10000351,career_quest-20000351,,1,27,204,10,,0
352,c_establish_up,,,,3,11160,career_quest-10000352,career_quest-20000352,,1,24,180,301,,0
353,c_establish_up,,,,6,11161,career_quest-10000353,career_quest-20000353,,1,26,188,301,,0
354,c_establish_up,,,,10,11162,career_quest-10000354,career_quest-20000354,,1,27,199,301,,0
355,squad_base_data_analyse,,,,400,11163,career_quest-10000355,career_quest-20000355,,1,30,226,,,0
356,squad_senior_data_analyse,,,,100,11164,career_quest-10000356,career_quest-20000356,,1,30,227,,,0
357,c_squad_rank,,,,1,11165,career_quest-10000357,career_quest-20000357,,1,31,241,3,,0
358,c_squad_rank,,,,1,11166,career_quest-10000358,career_quest-20000358,,1,32,253,4,,0
359,write_squad_report,,,,1,11167,career_quest-10000359,career_quest-20000359,,1,29,212,,,0
360,exchange_squad_report,,,,1,11168,career_quest-10000360,career_quest-20000360,,1,30,228,,,0
361,c_squad_level,,,,1,11169,career_quest-10000361,career_quest-20000361,,1,30,229,30,,0
362,c_squad_level,,,,1,11170,career_quest-10000362,career_quest-20000362,,1,31,242,50,,0
363,c_squad_level,,,,1,11171,career_quest-10000363,career_quest-20000363,,1,32,254,70,,0
364,c_squad_allskills_level,,,,1,11172,career_quest-10000364,career_quest-20000364,,1,30,230,6,,0
365,c_squad_allskills_level,,,,1,11173,career_quest-10000365,career_quest-20000365,,1,31,243,15,,0
366,c_squad_allskills_level,,,,1,11174,career_quest-10000366,career_quest-20000366,,1,32,255,24,,0
367,c_squad_allskills_level,,,,1,11175,career_quest-10000367,career_quest-20000367,,1,33,267,30,,0
381,c_establish_up,,,,1,11187,career_quest-10000381,career_quest-20000381,,1,29,215,603,,0
382,c_establish_up,,,,3,11188,career_quest-10000382,career_quest-20000382,,1,30,235,603,,0
383,c_establish_up,,,,6,11189,career_quest-10000383,career_quest-20000383,,1,32,247,603,,0
384,c_establish_up,,,,10,11190,career_quest-10000384,career_quest-20000384,,1,33,259,603,,0
389,c_establish_up,,,,1,11195,career_quest-10000389,career_quest-20000389,,1,29,217,501,,0
390,c_establish_up,,,,3,11196,career_quest-10000390,career_quest-20000390,,1,30,237,501,,0
391,c_establish_up,,,,6,11197,career_quest-10000391,career_quest-20000391,,1,32,249,501,,0
392,c_establish_up,,,,10,11198,career_quest-10000392,career_quest-20000392,,1,33,261,501,,0
393,c_establish_up,,,,1,11199,career_quest-10000393,career_quest-20000393,,1,29,218,503,,0
394,c_establish_up,,,,3,11200,career_quest-10000394,career_quest-20000394,,1,30,238,503,,0
395,c_establish_up,,,,6,11201,career_quest-10000395,career_quest-20000395,,1,32,250,503,,0
396,c_establish_up,,,,10,11202,career_quest-10000396,career_quest-20000396,,1,33,262,503,,0
401,c_establish_up,,,,1,11207,career_quest-10000401,career_quest-20000401,,1,35,278,901,,0
402,c_establish_up,,,,3,11208,career_quest-10000402,career_quest-20000402,,1,36,283,901,,0
403,c_establish_up,,,,6,11209,career_quest-10000403,career_quest-20000403,,1,38,296,901,,0
404,c_establish_up,,,,10,11210,career_quest-10000404,career_quest-20000404,,1,39,306,901,,0
405,sangvis_daily_retrieval,,,,10,11211,career_quest-10000405,career_quest-20000405,134,1,36,284,,,0
406,sangvis_daily_retrieval,,,,20,11212,career_quest-10000406,career_quest-20000406,134,1,37,297,,,0
407,sangvis_exercise_exp,,,,5,11213,career_quest-10000407,career_quest-20000407,134,1,36,285,,,0
408,sangvis_getexp,,,,3,11214,career_quest-10000408,career_quest-20000408,134,1,36,286,,,0
409,c_sangvis_level,,,,1,11215,career_quest-10000409,career_quest-20000409,134,1,35,279,30,,0
410,c_sangvis_level,,,,1,11216,career_quest-10000410,career_quest-20000410,134,1,36,287,70,,0
411,c_sangvis_level,,,,1,11217,career_quest-10000411,career_quest-20000411,134,1,37,298,90,,0
412,c_sangvis_level,,,,2,11218,career_quest-10000412,career_quest-20000412,134,1,38,307,90,,0
413,c_sangvis_level,,,,4,11219,career_quest-10000413,career_quest-20000413,134,1,36,288,30,,0
414,c_sangvis_level,,,,4,11220,career_quest-10000414,career_quest-20000414,134,1,37,299,50,,0
415,c_sangvis_level,,,,6,11221,career_quest-10000415,career_quest-20000415,134,1,38,308,70,,0
416,c_sangvis_level,,,,6,11222,career_quest-10000416,career_quest-20000416,134,1,39,314,100,,0
417,sangvis_exercise_star,,,,5,11223,career_quest-10000417,career_quest-20000417,134,1,36,289,,,0
418,c_sangvis_advance,,,,1,11224,career_quest-10000418,career_quest-20000418,134,1,36,290,4,,0
419,c_sangvis_advance,,,,1,11225,career_quest-10000419,career_quest-20000419,134,1,37,300,5,,0
420,c_sangvis_advance,,,,2,11226,career_quest-10000420,career_quest-20000420,134,1,38,309,5,,0
421,c_sangvis_advance,,,,6,11227,career_quest-10000421,career_quest-20000421,134,1,39,315,5,,0
422,sangvis_resolution,,,,4,11228,career_quest-10000422,career_quest-20000422,134,1,37,301,,,0
423,sangvis_resolution,,,,8,11229,career_quest-10000423,career_quest-20000423,134,1,38,310,,,0
424,sangvis_exercise_analysis,,,,5,11230,career_quest-10000424,career_quest-20000424,134,1,36,291,,,0
425,sangvis_skillpractic,,,,3,11231,career_quest-10000425,career_quest-20000425,134,1,36,292,,,0
426,sangvis_skillpractic,,,,10,11232,career_quest-10000426,career_quest-20000426,134,1,37,302,,,0
427,sangvis_skillpractic,,,,20,11233,career_quest-10000427,career_quest-20000427,134,1,38,311,,,0
