id,name,desc,if_display,code,skill_group
1108,fight_environment_skill-10001108,fight_environment_skill-20001108,1,fight_skill_buff104,756230
1109,fight_environment_skill-10001109,fight_environment_skill-20001109,1,fight_skill_buff101,756231
230901,fight_environment_skill-10230901,fight_environment_skill-20230901,1,assess202309fightskill_1,759262
230902,fight_environment_skill-10230902,fight_environment_skill-20230902,1,assess202309fightskill_2,759263
230903,fight_environment_skill-10230903,fight_environment_skill-20230903,1,assess202309fightskill_3,759264
1133001,fight_environment_skill-11133001,fight_environment_skill-21133001,1,Rouge_590001,778099
1133002,fight_environment_skill-11133002,fight_environment_skill-21133002,1,Rouge_590002,778104
1133003,fight_environment_skill-11133003,fight_environment_skill-21133003,1,Rouge_590003,778105
1133004,fight_environment_skill-11133004,fight_environment_skill-21133004,1,Rouge_590004,900107
1133005,fight_environment_skill-11133005,fight_environment_skill-21133005,1,Rouge_590005,778107
1133006,fight_environment_skill-11133006,fight_environment_skill-21133006,1,Rouge_590006,778108
1133007,fight_environment_skill-11133007,fight_environment_skill-21133007,1,Rouge_590101,778097
1133008,fight_environment_skill-11133008,fight_environment_skill-21133008,1,Rouge_590102,778110
1133009,fight_environment_skill-11133009,fight_environment_skill-21133009,1,Rouge_590103,778111
1133010,fight_environment_skill-11133010,fight_environment_skill-21133010,1,Rouge_590104,900107
1133011,fight_environment_skill-11133011,fight_environment_skill-21133011,1,Rouge_590105,778113
1133012,fight_environment_skill-11133012,fight_environment_skill-21133012,1,Rouge_590106,778114
1133013,fight_environment_skill-11133013,fight_environment_skill-21133013,1,Rouge_590201,778095
1133014,fight_environment_skill-11133014,fight_environment_skill-21133014,1,Rouge_590202,778116
1133015,fight_environment_skill-11133015,fight_environment_skill-21133015,1,Rouge_590203,778117
1133016,fight_environment_skill-11133016,fight_environment_skill-21133016,1,Rouge_590204,900107
1133017,fight_environment_skill-11133017,fight_environment_skill-21133017,1,Rouge_590205,778119
1133018,fight_environment_skill-11133018,fight_environment_skill-21133018,1,Rouge_590206,778120
1133019,fight_environment_skill-11133019,fight_environment_skill-21133019,1,Rouge_590301,778164
1133020,fight_environment_skill-11133020,fight_environment_skill-21133020,1,Rouge_590302,778175
1133021,fight_environment_skill-11133021,fight_environment_skill-21133021,1,Rouge_590303,778168
1133022,fight_environment_skill-11133022,fight_environment_skill-21133022,1,Rouge_590401,778160
1133023,fight_environment_skill-11133023,fight_environment_skill-21133023,1,Rouge_590402,778176
1133024,fight_environment_skill-11133024,fight_environment_skill-21133024,1,Rouge_590403,778169
1133025,fight_environment_skill-11133025,fight_environment_skill-21133025,1,Rouge_590501,778156
1133026,fight_environment_skill-11133026,fight_environment_skill-21133026,1,Rouge_590502,778177
1133027,fight_environment_skill-11133027,fight_environment_skill-21133027,1,Rouge_590503,778170
1133028,fight_environment_skill-11133028,fight_environment_skill-21133028,1,Rouge_590601,778153
1133029,fight_environment_skill-11133029,fight_environment_skill-21133029,1,Rouge_590602,778171
1133030,fight_environment_skill-11133030,fight_environment_skill-21133030,1,Rouge_590603,778178
1133031,fight_environment_skill-11133031,fight_environment_skill-21133031,1,Rouge_590604,778150
1133032,fight_environment_skill-11133032,fight_environment_skill-21133032,1,Rouge_590605,778172
1133033,fight_environment_skill-11133033,fight_environment_skill-21133033,1,Rouge_590606,778179
1133034,fight_environment_skill-11133034,fight_environment_skill-21133034,1,Rouge_590701,778147
1133035,fight_environment_skill-11133035,fight_environment_skill-21133035,1,Rouge_590702,778173
1133036,fight_environment_skill-11133036,fight_environment_skill-21133036,1,Rouge_590703,778180
1133037,fight_environment_skill-11133037,fight_environment_skill-21133037,1,Rouge_590704,778144
1133038,fight_environment_skill-11133038,fight_environment_skill-21133038,1,Rouge_590705,778174
1133039,fight_environment_skill-11133039,fight_environment_skill-21133039,1,Rouge_590706,778181
1133040,fight_environment_skill-11133040,fight_environment_skill-21133040,1,Rouge_590801,778137
1133041,fight_environment_skill-11133041,fight_environment_skill-21133041,1,Rouge_590802,778141
1133042,fight_environment_skill-11133042,fight_environment_skill-21133042,1,Rouge_590901,778139
1133043,fight_environment_skill-11133043,fight_environment_skill-21133043,1,Rouge_590902,778001
1133044,fight_environment_skill-11133044,fight_environment_skill-21133044,1,Rouge_591001,778014
1133045,fight_environment_skill-11133045,fight_environment_skill-21133045,1,Rouge_591002,778015
1133046,fight_environment_skill-11133046,fight_environment_skill-21133046,1,Rouge_591003,778016
1133047,fight_environment_skill-11133047,fight_environment_skill-21133047,1,Rouge_591004,778017
1133048,fight_environment_skill-11133048,fight_environment_skill-21133048,1,Rouge_591101,778018
1133049,fight_environment_skill-11133049,fight_environment_skill-21133049,1,Rouge_591102,778019
1133050,fight_environment_skill-11133050,fight_environment_skill-21133050,1,Rouge_591103,778020
1133051,fight_environment_skill-11133051,fight_environment_skill-21133051,1,Rouge_591104,778021
1133052,fight_environment_skill-11133052,fight_environment_skill-21133052,1,Rouge_591201,778022
1133053,fight_environment_skill-11133053,fight_environment_skill-21133053,1,Rouge_591202,778023
1133054,fight_environment_skill-11133054,fight_environment_skill-21133054,1,Rouge_591203,778024
1133055,fight_environment_skill-11133055,fight_environment_skill-21133055,1,Rouge_591204,778025
1133056,fight_environment_skill-11133056,fight_environment_skill-21133056,1,Rouge_591301,778026
1133057,fight_environment_skill-11133057,fight_environment_skill-21133057,1,Rouge_591302,778027
1133058,fight_environment_skill-11133058,fight_environment_skill-21133058,1,Rouge_591303,778028
1133059,fight_environment_skill-11133059,fight_environment_skill-21133059,1,Rouge_591304,778029
1133060,fight_environment_skill-11133060,fight_environment_skill-21133060,1,Rouge_591401,778030
1133061,fight_environment_skill-11133061,fight_environment_skill-21133061,1,Rouge_591402,778031
1133062,fight_environment_skill-11133062,fight_environment_skill-21133062,1,Rouge_591403,778032
1133063,fight_environment_skill-11133063,fight_environment_skill-21133063,1,Rouge_591404,778033
1133064,fight_environment_skill-11133064,fight_environment_skill-21133064,1,Rouge_591501,778034
1133065,fight_environment_skill-11133065,fight_environment_skill-21133065,1,Rouge_591502,778035
1133066,fight_environment_skill-11133066,fight_environment_skill-21133066,1,Rouge_591503,778036
1133067,fight_environment_skill-11133067,fight_environment_skill-21133067,1,Rouge_591504,778037
1133068,fight_environment_skill-11133068,fight_environment_skill-21133068,1,Rouge_592001,778182
1133069,fight_environment_skill-11133069,fight_environment_skill-21133069,1,Rouge_592002,778184
1133070,fight_environment_skill-11133070,fight_environment_skill-21133070,1,Rouge_592003,778186
1133071,fight_environment_skill-11133071,fight_environment_skill-21133071,1,Rouge_592004,778188
1133072,fight_environment_skill-11133072,fight_environment_skill-21133072,1,Rouge_592101,778190
1133073,fight_environment_skill-11133073,fight_environment_skill-21133073,1,Rouge_592102,778192
1133074,fight_environment_skill-11133074,fight_environment_skill-21133074,1,Rouge_592103,778194
1133075,fight_environment_skill-11133075,fight_environment_skill-21133075,1,Rouge_592104,778196
1133076,fight_environment_skill-11133076,fight_environment_skill-21133076,1,Rouge_592105,778198
1133077,fight_environment_skill-11133077,fight_environment_skill-21133077,1,Rouge_592106,778200
1133078,fight_environment_skill-11133078,fight_environment_skill-21133078,1,fight_skill_buff101,900107
1133079,fight_environment_skill-11133079,fight_environment_skill-21133079,1,fight_skill_buff101,900107
1133080,fight_environment_skill-11133080,fight_environment_skill-21133080,1,Rouge_592201,778106
1133081,fight_environment_skill-11133081,fight_environment_skill-21133081,1,Rouge_592202,778109
1133082,fight_environment_skill-11133082,fight_environment_skill-21133082,1,Rouge_592203,778112
1133083,fight_environment_skill-11133083,fight_environment_skill-21133083,1,Rouge_592204,778115
1133084,fight_environment_skill-11133084,fight_environment_skill-21133084,1,Rouge_592205,778118
1133085,fight_environment_skill-11133085,fight_environment_skill-21133085,1,Rouge_592206,778121
1160301,fight_environment_skill-11160301,fight_environment_skill-21160301,1,JJH_GF,330001
1160302,fight_environment_skill-11160302,fight_environment_skill-21160302,1,JJH_RH,330002
1160303,fight_environment_skill-11160303,fight_environment_skill-21160303,1,JJH_ZY,330003
12020101,fight_environment_skill-22020101,fight_environment_skill-32020101,1,daily_game_01,120201
12020201,fight_environment_skill-22020201,fight_environment_skill-32020201,1,daily_game_02,120202
12020301,fight_environment_skill-22020301,fight_environment_skill-32020301,1,daily_game_03,120203
12020401,fight_environment_skill-22020401,fight_environment_skill-32020401,1,daily_game_04,120204
12020501,fight_environment_skill-22020501,fight_environment_skill-32020501,1,daily_game_05,120205
12020601,fight_environment_skill-22020601,fight_environment_skill-32020601,1,daily_game_06,120206
12020701,fight_environment_skill-22020701,fight_environment_skill-32020701,1,daily_game_07,120207
12020801,fight_environment_skill-22020801,fight_environment_skill-32020801,1,daily_game_08,120208
12020901,fight_environment_skill-22020901,fight_environment_skill-32020901,1,daily_game_09,120209
12021001,fight_environment_skill-22021001,fight_environment_skill-32021001,1,daily_game_10,120210
12021101,fight_environment_skill-22021101,fight_environment_skill-32021101,1,daily_game_11,120211
12021201,fight_environment_skill-22021201,fight_environment_skill-32021201,1,daily_game_12,120212
12021301,fight_environment_skill-22021301,fight_environment_skill-32021301,1,daily_game_13,120213
12021401,fight_environment_skill-22021401,fight_environment_skill-32021401,1,daily_game_14,120214
12021501,fight_environment_skill-22021501,fight_environment_skill-32021501,1,daily_game_15,120215
12021601,fight_environment_skill-22021601,fight_environment_skill-32021601,1,daily_game_16,120216
12021701,fight_environment_skill-22021701,fight_environment_skill-32021701,1,daily_game_17,120217
12021801,fight_environment_skill-22021801,fight_environment_skill-32021801,1,daily_game_18,120218
12021901,fight_environment_skill-22021901,fight_environment_skill-32021901,1,daily_game_19,120219
12022001,fight_environment_skill-22022001,fight_environment_skill-32022001,1,daily_game_20,120220
12022101,fight_environment_skill-22022101,fight_environment_skill-32022101,1,daily_game_21,120221
12022201,fight_environment_skill-22022201,fight_environment_skill-32022201,1,daily_game_22,120222
12022301,fight_environment_skill-22022301,fight_environment_skill-32022301,1,daily_game_23,120223
12022401,fight_environment_skill-22022401,fight_environment_skill-32022401,1,daily_game_24,120224
12022501,fight_environment_skill-22022501,fight_environment_skill-32022501,1,P290,120225
12022601,fight_environment_skill-22022601,fight_environment_skill-32022601,1,daily_game_26,120226
12022701,fight_environment_skill-22022701,fight_environment_skill-32022701,1,Rouge_590301,120227
12022801,fight_environment_skill-22022801,fight_environment_skill-32022801,1,daily_game_28,120228
12022901,fight_environment_skill-22022901,fight_environment_skill-32022901,1,Rouge_590401,120229
12023001,fight_environment_skill-22023001,fight_environment_skill-32023001,1,mg3mod,120230
12023101,fight_environment_skill-22023101,fight_environment_skill-32023101,1,daily_game_31,120231
12023201,fight_environment_skill-22023201,fight_environment_skill-32023201,1,AK74M,120232
12023301,fight_environment_skill-22023301,fight_environment_skill-32023301,1,daily_game_33,120233
12023401,fight_environment_skill-22023401,fight_environment_skill-32023401,1,daily_game_33,120234
12023501,fight_environment_skill-22023501,fight_environment_skill-32023501,1,daily_game_33,120235
