"id","name","fight_type","type_coef","success_type_condition","basic_score","fight_environment_group","is_enemy_random","theater_spare_gun_num","theater_spare_fairy_num","theater_spare_sangvis_cost","assist_npc","assist_squad","assist_fairy","boss_score_coef","boss_score_display","start_score","end_score","type","construction","enemy_group","enemy_lv","enemy_score","occupied_enemy_lv","occupied_enemy_score","boss","occupied_boss_score","score_limit","advantage_gun","material_item","battle_background","theater_id","display_length","description","difficulty","area_mission_id","advantage_sangvis","advantage_skill","advantage_desc"
"424","theater_area-10000424","3","180","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","123000000","258000000","2","","643-0-4,2239-1-4,2237-0-4,1423-1-4","-4,-4,-4,-3,-3,-3,-3,-2,-2,-2","210,212,214,216,218,220,222,224,227,230","-20,-20,-20,-19,-19,-19,-19,-18,-18,-18","210,212,214,216,218,220,222,224,227,230","700003-1","60","2193","128,202,228","47","abandonedvillage","42","300","theater_area-20000424","8800","900421","","","theater_area-30000424"
"425","theater_area-10000425","4","0","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","258000000","285000000","1","425","1421-0-4,743-1-4,744-0-4,745-1-4","-11,-11,-11,-10,-10,-10,-10,-9,-9,-9","230,232,234,236,238,240,242,244,247,250","-27,-27,-27,-26,-26,-26,-26,-26,-26,-26","230,232,234,236,238,240,242,244,247,250","","60","0","208,189,179","47","abandonedvillage","42","300","theater_area-20000425","9200","900422","","","theater_area-30000425"
"426","theater_area-10000426","4","1006,1","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","285000000","320000000","1","","747-0-4,748-1-4,808-0-4,808-1-4","-8,-8,-8,-7,-7,-7,-7,-6,-6,-6","250,252,254,256,258,260,262,264,267,270","-25,-25,-25,-24,-24,-24,-24,-23,-23,-23","250,252,254,256,258,260,262,264,267,270","","60","0","208,189,179","47","abandonedvillage","42","300","theater_area-20000426","9600","900422","","","theater_area-30000426"
"427","theater_area-10000427","4","1006,2;1008,1","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","320000000","350000000","1","","807-1-4,810-0-4,743-0-4,804-1-4","-5,-5,-5,-4,-4,-4,-4,-3,-3,-3","270,272,274,276,278,280,282,284,287,290","-22,-22,-22,-22,-22,-22,-22,-21,-21,-21","270,272,274,276,278,280,282,284,287,290","","60","0","208,189,179","47","abandonedvillage","42","300","theater_area-20000427","13000","900422","","","theater_area-30000427"
"428","theater_area-10000428","5","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","350000000","465000000","2","","1120-0-4,1123-1-4,1105-1-4,804-1-4,745-0-4","-2,-2,-2,-1,-1,-1,-1,0,0,0","290,292,294,296,298,300,302,304,307,310","-20,-20,-20,-19,-19,-19,-19,-18,-18,-18","290,292,294,296,298,300,302,304,307,310","700005-0","60","3975","208,189,179","47","abandonedvillage","42","300","theater_area-20000428","14500","900422","","","theater_area-30000428"
"431","theater_area-10000431","1","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","0","82000000","1","431","317967-0-4,1390-1-4,1393-0-4,1429-0-4","-10,-9,-8,-7,-6,-5,-4,-3,-2,-1","300,302,304,306,308,310,312,314,317,320","-39,-39,-38,-38,-37,-36,-36,-35,-34,-34","300,302,304,306,308,310,312,314,317,320","","60","0","127,197,162","47","iron","43","300","theater_area-20000431","13000","900431","","","theater_area-30000431"
"432","theater_area-10000432","2","0","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","82000000","170000000","1","","317976-0-4,1473-0-4,1475-1-4,1474-0-4","-10,-10,-9,-9,-8,-8,-7,-7,-6,-6","320,322,324,326,328,330,332,334,337,340","-28,-28,-28,-28,-27,-27,-26,-26,-25,-25","320,322,324,326,328,330,332,334,337,340","","60","0","127,197,162","47","iron","43","300","theater_area-20000432","16000","900431","","","theater_area-30000432"
"433","theater_area-10000433","3","0","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","170000000","545000000","2","","317984-0-4,749-0-4,1194-0-4,1381-1-4,1385-0-4","-5,-5,-4,-4,-3,-3,-2,-2,-1,-1","340,342,344,346,348,350,352,354,357,360","-24,-24,-24,-24,-23,-23,-22,-22,-21,-21","340,342,344,346,348,350,352,354,357,360","700001-0","60","3493","127,197,162","47","iron","43","300","theater_area-20000433","20000","900431","","","theater_area-30000433"
"434","theater_area-10000434","3","180","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","545000000","627000000","1","434","317975-0-4,1563-0-4,1564-1-4,2387-0-4","-10,-10,-9,-9,-8,-8,-7,-7,-6,-6","360,362,364,366,368,370,372,374,377,380","-30,-30,-30,-30,-29,-29,-28,-28,-27,-27","360,362,364,366,368,370,372,374,377,380","","60","0","127,197,162","47","iron","43","300","theater_area-20000434","22000","900431","","","theater_area-30000434"
"435","theater_area-10000435","4","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","627000000","702000000","1","","2677-0-4,1791-0-4,1792-0-4","-5,-5,-4,-4,-4,-3,-3,-3,-2,-2","380,382,384,386,388,390,392,394,397,400","-26,-26,-26,-26,-26,-25,-25,-25,-24,-24","380,382,384,386,388,390,392,394,397,400","","60","0","194,115,46","47","iron","43","300","theater_area-20000435","26000","900432","","","theater_area-30000435"
"436","theater_area-10000436","4","1006,1","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","702000000","1002000000","2","436","2227-0-4,1823-0-4,1990-1-4,2002-0-4,2671-0-4","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","400,402,404,406,408,410,412,414,417,420","-33,-33,-32,-32,-32,-32,-32,-32,-31,-31","400,402,404,406,408,410,412,414,417,420","700004-1","60","5329","194,115,46","47","iron","43","300","theater_area-20000436","27500","900432","","","theater_area-30000436"
"437","theater_area-10000437","4","1006,2;1008,1","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1002000000","1130000000","1","","2227-0-4,2222-0-4,1738-0-4,1768-0-4,1795-0-4","-7,-7,-6,-6,-6,-5,-5,-5,-4,-4","420,422,424,426,428,430,432,434,437,440","-30,-30,-29,-29,-29,-28,-28,-28,-28,-28","420,422,424,426,428,430,432,434,437,440","","60","0","194,115,46","47","iron","43","300","theater_area-20000437","29000","900432","","","theater_area-30000437"
"438","theater_area-10000438","5","0","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1130000000","1640000000","2","","2667-0-4,1999-1-4,1985-0-4,1795-0-4,1999-0-4","-3,-3,-2,-2,-2,-1,-1,-1,0,0","440,442,444,446,448,450,452,454,457,460","-27,-27,-26,-26,-26,-25,-25,-25,-24,-24","440,442,444,446,448,450,452,454,457,460","700005-0","60","7322","194,115,46","47","iron","43","300","theater_area-20000438","31000","900432","","","theater_area-30000438"
"441","theater_area-10000441","1","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","0","60000000","1","441","490-1-4,565-0-4,1843-0-4","-30,-28,-26,-24,-22,-20,-18,-16,-14,-12","140,144,148,152,156,160,164,168,174,180","-34,-33,-32,-31,-29,-28,-27,-25,-24,-23","140,144,148,152,156,160,164,168,174,180","","60","0","53,129,118","47","snowland","44","300","theater_area-20000441","2400","900441","","","theater_area-30000441"
"442","theater_area-10000442","2","0","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","60000000","130000000","1","442","1004-1-4,1043-0-4,1041-0-4,1044-1-4,568-0-4","-20,-18,-16,-14,-12,-10,-8,-6,-4,-2","180,184,188,192,196,200,204,208,214,220","-26,-25,-23,-22,-20,-18,-17,-15,-14,-12","180,184,188,192,196,200,204,208,214,220","","60","0","53,129,118","47","snowland","44","300","theater_area-20000442","4800","900441","","","theater_area-30000442"
"443","theater_area-10000443","3","0","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","130000000","420000000","2","443","939-1-4,938-1-4,669-0-4,672-0-4,637-0-4","-20,-18,-16,-14,-12,-10,-8,-6,-4,-2","220,228,236,244,252,260,270,280,290,300","-30,-29,-27,-26,-24,-22,-21,-19,-18,-16","220,228,236,244,252,260,270,280,290,300","700002-0","60","2580","53,129,118","47","snowland","44","300","theater_area-20000443","6400","900441","","","theater_area-30000443"
"444","theater_area-10000444","3","180","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","420000000","530000000","1","","744-0-4,745-1-4,747-0-4,748-1-4,808-0-4,804-0-4","-20,-18,-16,-14,-12,-10,-8,-6,-4,-2","300,320,340,360,380,400,420,440,460,480","-34,-33,-31,-30,-28,-26,-25,-23,-22,-20","300,320,340,360,380,400,420,440,460,480","","60","0","208,189,179","47","snowland","44","300","theater_area-20000444","14000","900442","","","theater_area-30000444"
"445","theater_area-10000445","4","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","530000000","630000000","1","","317968-0-4,1791-0-4,1792-1-4,1981-0-4,1823-1-4,2414-0-4","-20,-18,-16,-14,-12,-10,-9,-8,-7,-6","480,500,520,540,560,580,600,620,640,660","-38,-37,-35,-34,-32,-30,-30,-29,-28,-27","480,500,520,540,560,580,600,620,640,660","","60","0","208,189,179","47","snowland","44","300","theater_area-20000445","25000","900442","","","theater_area-30000445"
"446","theater_area-10000446","4","1006,1","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","630000000","970000000","2","","2624-0-4,2740-1-4,2723-0-4,2720-1-4,2720-1-4,2740-1-4,2723-0-4,2778-0-4,2701-0-4,2727-1-4","-15,-9,-8,-7,-6,-5,-4,-3,-2,-1","660,680,700,720,740,760,780,800,820,840","-36,-32,-31,-30,-29,-28,-28,-27,-26,-25","660,680,700,720,740,760,780,800,820,840","700003-1","60","8558","208,189,179","47","snowland","44","300","theater_area-20000446","28000","900442","","","theater_area-30000446"
"447","theater_area-10000447","4","1006,2;1008,1","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","970000000","1150000000","1","","2730-1-4,2730-1-4,2691-0-4,2691-0-4,2740-1-4,2740-1-4,2723-0-4,2691-0-4,2778-0-4,2701-0-4","-5,-4,-3,-2,-1,0,1,2,3,4","840,860,880,900,920,940,960,980,1000,1020","-29,-29,-28,-27,-26,-25,-25,-24,-23,-22","840,860,880,900,920,940,960,980,1000,1020","","60","0","194,115,46","47","snowland","44","300","theater_area-20000447","30000","900443","","","theater_area-30000447"
"448","theater_area-10000448","5","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1150000000","2145000000","2","","2691-0-4,2691-0-4,2730-1-4,2730-1-4,2730-1-4,317972-1-4,317972-1-4,2740-1-4,2723-0-4,2720-0-4","5,6,7,8,9,10,11,12,13,14","1020,1040,1060,1080,1100,1120,1140,1160,1180,1200","-21,-21,-20,-19,-18,-17,-17,-16,-15,-14","1020,1040,1060,1080,1100,1120,1140,1160,1180,1200","700005-0","60","14376","194,115,46","47","snowland","44","300","theater_area-20000448","34000","900443","","","theater_area-30000448"
"511","theater_area-10000511","1","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","0","12000000","1","511","1843-0-4,1846-0-4,1847-0-4","-30,-29,-28,-27,-26,-25,-24,-23,-22,-21","70,71,72,73,74,75,76,77,78,80","-34,-34,-33,-32,-32,-31,-31,-30,-29,-28","70,71,72,73,74,75,76,77,78,80","","60","0","36,16,100,27,6","47","wasteland","51","300","theater_area-20000511","1000","900411","","","theater_area-30000511"
"512","theater_area-10000512","2","0","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","12000000","30000000","1","","1848-0-4,1844-0-4,1847-0-4","-20,-19,-18,-17,-16,-15,-14,-13,-12,-11","80,81,82,83,84,85,86,87,88,90","-24,-24,-23,-22,-21,-20,-20,-19,-18,-17","80,81,82,83,84,85,86,87,88,90","","60","0","36,16,100,27,6","47","wasteland","51","300","theater_area-20000512","2600","900411","","","theater_area-30000512"
"513","theater_area-10000513","3","0","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","30000000","50000000","1","","490-0-4,1499-0-4,565-0-4","-10,-9,-8,-7,-6,-5,-4,-3,-2,-1","90,91,92,93,94,95,96,97,98,100","-16,-16,-15,-14,-13,-12,-12,-11,-10,-9","90,91,92,93,94,95,96,97,98,100","","60","0","36,16,100,27,6","47","wasteland","51","300","theater_area-20000513","4200","900411","","","theater_area-30000513"
"514","theater_area-10000514","3","180","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","50000000","105000000","2","","901-1-4,568-1-4,900-0-4,904-0-4","-10,-9,-8,-7,-6,-5,-4,-3,-2,-1","100,101,102,103,104,105,106,107,108,110","-18,-18,-17,-16,-15,-14,-14,-13,-12,-11","100,101,102,103,104,105,106,107,108,110","700001-0","60","1046","36,16,100,27,6","47","wasteland","51","300","theater_area-20000514","4800","900411","","","theater_area-30000514"
"515","theater_area-10000515","4","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","105000000","117000000","1","","577-1-4,670-0-4,914-1-4","-10,-9,-9,-8,-8,-7,-7,-6,-6,-5","110,111,112,113,114,115,116,117,118,120","-20,-20,-20,-19,-19,-18,-18,-17,-17,-16","110,111,112,113,114,115,116,117,118,120","","60","0","161,129,130,126,118","47","wasteland","51","300","theater_area-20000515","5200","900412","","","theater_area-30000515"
"516","theater_area-10000516","4","1006,1","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","117000000","132000000","1","","915-0-4,445-1-4,577-0-4,670-0-4","-5,-4,-4,-3,-3,-2,-2,-1,-1,0","120,121,122,123,124,125,126,127,128,130","-16,-16,-16,-15,-15,-14,-14,-13,-13,-12","120,121,122,123,124,125,126,127,128,130","","60","0","161,129,130,126,118","47","wasteland","51","300","theater_area-20000516","5800","900412","","","theater_area-30000516"
"517","theater_area-10000517","4","1006,2;1008,1","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","132000000","147000000","1","","444-1-4,608-0-4,445-0-4","-10,-9,-9,-8,-8,-7,-7,-6,-6,-5","130,131,132,133,134,135,136,137,138,140","-22,-22,-22,-21,-21,-20,-20,-19,-19,-18","130,131,132,133,134,135,136,137,138,140","","60","0","161,129,130,126,118","47","wasteland","51","300","theater_area-20000517","6400","900412","","","theater_area-30000517"
"518","theater_area-10000518","5","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","147000000","195000000","2","","939-0-4,938-1-4,442-0-4,2506-0-3","-5,-4,-4,-3,-3,-2,-2,-1,-1,0","140,141,142,143,144,145,146,147,148,150","-18,-18,-18,-17,-17,-16,-16,-15,-15,-14","140,141,142,143,144,145,146,147,148,150","700002-0","100","2205","161,129,130,126,118","47","wasteland","51","300","theater_area-20000518","7500","900412","","","theater_area-30000518"
"521","theater_area-10000521","1","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","0","28000000","1","521","939-0-4,938-1-4,669-0-4,333201-0-3","-10,-9,-8,-7,-6,-5,-4,-3,-2,-1","150,152,154,156,158,160,162,164,167,170","-32,-32,-31,-30,-30,-29,-29,-28,-27,-26","150,152,154,156,158,160,162,164,167,170","","60","0","128,202,228,185,221","47","abandonedvillage","52","300","theater_area-20000521","7800","900421","","","theater_area-30000521"
"522","theater_area-10000522","2","0","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","28000000","73000000","1","","637-0-4,637-1-4,638-1-4,333405-0-3","-10,-10,-10,-9,-9,-9,-9,-8,-8,-8","170,172,174,176,178,180,182,184,187,190","-24,-24,-24,-24,-24,-24,-24,-23,-23,-23","170,172,174,176,178,180,182,184,187,190","","60","0","128,202,228,185,221","47","abandonedvillage","52","300","theater_area-20000522","8000","900421","","","theater_area-30000522"
"523","theater_area-10000523","3","0","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","73000000","123000000","1","","642-1-4,639-0-4,640-0-4","-7,-7,-7,-6,-6,-6,-6,-5,-5,-5","190,192,194,196,198,200,202,204,207,210","-22,-22,-22,-21,-21,-21,-21,-20,-20,-20","190,192,194,196,198,200,202,204,207,210","","60","0","128,202,228,185,221","47","abandonedvillage","52","300","theater_area-20000523","8500","900421","","","theater_area-30000523"
"524","theater_area-10000524","3","180","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","123000000","258000000","2","","643-0-4,2239-1-4,2237-0-4,1423-1-4","-4,-4,-4,-3,-3,-3,-3,-2,-2,-2","210,212,214,216,218,220,222,224,227,230","-20,-20,-20,-19,-19,-19,-19,-18,-18,-18","210,212,214,216,218,220,222,224,227,230","700003-1","60","2193","128,202,228,185,221","47","abandonedvillage","52","300","theater_area-20000524","8800","900421","","","theater_area-30000524"
"525","theater_area-10000525","4","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","258000000","285000000","1","525","1421-0-4,743-1-4,744-0-4,745-1-4","-11,-11,-11,-10,-10,-10,-10,-9,-9,-9","230,232,234,236,238,240,242,244,247,250","-27,-27,-27,-26,-26,-26,-26,-26,-26,-26","230,232,234,236,238,240,242,244,247,250","","60","0","208,189,179,171,252","47","abandonedvillage","52","300","theater_area-20000525","9200","900422","","","theater_area-30000525"
"526","theater_area-10000526","4","1006,1","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","285000000","320000000","1","","747-0-4,748-1-4,808-0-4,808-1-4","-8,-8,-8,-7,-7,-7,-7,-6,-6,-6","250,252,254,256,258,260,262,264,267,270","-25,-25,-25,-24,-24,-24,-24,-23,-23,-23","250,252,254,256,258,260,262,264,267,270","","60","0","208,189,179,171,252","47","abandonedvillage","52","300","theater_area-20000526","9600","900422","","","theater_area-30000526"
