id,type,child_ids,title,sub_title,code,content,function_control_id,goto_page
505,2,,tutorial_manual-10000505,tutorial_manual-20000505,,9ec51ac4d16c0e25_draw_201118193003.jpg|81fabb53a66fc3e1_draw_201118193035.jpg|673935a26149febb_draw_201118193059.jpg|155e2ad8ce4e16c3_draw_201118193113.jpg,15,0
506,2,,tutorial_manual-10000506,tutorial_manual-20000506,,7cd648e10ff9a15c_draw_201118201159.jpg,15,203
507,2,,tutorial_manual-10000507,tutorial_manual-20000507,,46e41778c8694327_draw_201118201254.jpg|4e7358a3d271712f_draw_201118201254.jpg,15,0
508,2,,tutorial_manual-10000508,tutorial_manual-20000508,,313d3f0c35cf0c06_draw_201118201346.jpg|e9072a2bd834f08e_draw_201118201346.jpg,15,203
509,2,,tutorial_manual-10000509,tutorial_manual-20000509,,4ed066a6246cfd4d_draw_201118201426.jpg|af985a567795486c_draw_201118201426.jpg,15,202
600,1,601|602|603|604|605|606|607|608|609,tutorial_manual-10000600,tutorial_manual-20000600,manual_combat,,0,0
601,2,,tutorial_manual-10000601,tutorial_manual-20000601,,6a4e7f314b430c41_draw_201118224512.jpg|27394cebdb62e5a6_draw_201118224512.jpg,0,4
602,2,,tutorial_manual-10000602,tutorial_manual-20000602,,84112c3efcbde5d3_draw_201118224542.jpg|b11c462db9e17e49_draw_201118224542.jpg|80216fc0e47a3639_draw_201118224542.jpg,0,0
603,2,,tutorial_manual-10000603,tutorial_manual-20000603,,aea4b11cb0212138_draw_201118225714.jpg|e176168819a943f6_draw_201118225714.jpg,0,0
604,2,,tutorial_manual-10000604,tutorial_manual-20000604,,11f8bbcb855d88bc_draw_201118224653.jpg|848a614c9adc5179_draw_201118224653.jpg,0,41
605,2,,tutorial_manual-10000605,tutorial_manual-20000605,,bbbdeb9c5902189a_draw_201118224748.jpg|cdd154f28e12d8ee_draw_201118224808.jpg|69a95bcc019a3ddd_draw_201118224808.jpg,0,3
606,2,,tutorial_manual-10000606,tutorial_manual-20000606,,439af54ddd6dbd48_draw_201118224843.jpg|0de2cc05ce8b5d3e_draw_201118224905.jpg|4cbf12a63d1eb334_draw_201118224905.jpg,0,0
607,2,,tutorial_manual-10000607,tutorial_manual-20000607,,9d3c46ee99b03271_draw_210915150747.jpg|c0252440d841487d_draw_210915150642.jpg|4d4a9694634e0bf5_draw_210915150708.jpg,21,232
608,2,,tutorial_manual-10000608,tutorial_manual-20000608,,2f90042d6279a780_draw_201123182723.jpg,23,242
609,2,,tutorial_manual-10000609,tutorial_manual-20000609,,34f8dae43f56f765_draw_201118225008.jpg|dc3ccd807e2be6d4_draw_201118225009.jpg,0,0
700,1,701|702|703|704|705|706|707|708|709|710|711|712,tutorial_manual-10000700,tutorial_manual-20000700,manural_battle,,0,0
701,2,,tutorial_manual-10000701,tutorial_manual-20000701,,ee710129cbfb8f4e_draw_201119165538.jpg|4d6db247edfe4c7c_draw_201119165538.jpg|a3123af98953844a_draw_201119165538.jpg|c5434800dff765bb_draw_201119165538.jpg,0,0
702,2,,tutorial_manual-10000702,tutorial_manual-20000702,,3c5074acab642beb_draw_201119165832.jpg|e6cb15f59f106c3b_draw_201119165832.jpg,0,0
703,2,,tutorial_manual-10000703,tutorial_manual-20000703,,c2be3de2cb9dc47f_draw_201119165906.jpg|3cc3adf51085e3f0_draw_201119165937.jpg|f5ec78df3d136baa_draw_201119170250.jpg|8e0364785e0fa821_draw_201119170320.jpg,0,0
704,2,,tutorial_manual-10000704,tutorial_manual-20000704,,bf84b50de33d716b_draw_201119170417.jpg|45f997056ee24951_draw_201119170417.jpg|37b0db1418dd0847_draw_201119170417.jpg,0,0
705,2,,tutorial_manual-10000705,tutorial_manual-20000705,,719c81a6e36ead18_draw_201119170522.jpg|8e0235013272cc66_draw_201119170550.jpg|7927d0950a553fb7_draw_201119170549.jpg|788e0b0fa0bdf9d3_draw_201119170549.jpg,0,0
706,2,,tutorial_manual-10000706,tutorial_manual-20000706,,e5536b6fde012754_draw_201119183948.jpg|ebe747c248ca903a_draw_201119184012.jpg|602f5419a635c19a_draw_201119184013.jpg|69db6856fc37dfe7_draw_201119184013.jpg,0,0
707,2,,tutorial_manual-10000707,tutorial_manual-20000707,,19e7cfd8d936aff1_draw_201119170715.jpg,0,0
708,2,,tutorial_manual-10000708,tutorial_manual-20000708,,634361fe83d5d4bb_draw_201119183909.jpg|d2678a67eb6481c0_draw_201119183910.jpg,0,0
709,2,,tutorial_manual-10000709,tutorial_manual-20000709,,96b3adec8d00d90a_draw_201119170744.jpg|97e2d5c4c5ddcbdd_draw_201119170743.jpg|0db696e5192dc568_draw_201119170743.jpg,1,0
710,2,,tutorial_manual-10000710,tutorial_manual-20000710,,c33bd46318a9b262_draw_201119170904.jpg|072899467f87aa41_draw_201119170931.jpg|db4c4281b0c22000_draw_201119170956.jpg|707cd9d566de5c56_draw_201119171017.jpg|5b9a0365110c6f1f_draw_201119171053.jpg|2a5f7415ef71cda6_draw_201119171116.jpg,15,0
711,2,,tutorial_manual-10000711,tutorial_manual-20000711,,3f8a2ebfcee92f34_draw_210915152312.jpg|7cb079d85a6aae14_draw_210915152433.jpg|0cdf963f7a036ad8_draw_210915155225.jpg|07bc0e43d6afbcb3_draw_210915155453.jpg,21,0
712,2,,tutorial_manual-10000712,tutorial_manual-20000712,,a36a000187ee6ada_draw_200803005.jpg|33db76217bd37ea5_draw_200811002.jpg,10000,0
800,1,801|802|803|804|805|806|807|808|809|810|811,tutorial_manual-10000800,tutorial_manual-20000800,manual_building,,0,0
801,2,,tutorial_manual-10000801,tutorial_manual-20000801,,59c62544e1946068_draw_210818193655.jpg|b796aa85054986f5_draw_210818193655.jpg,0,0
802,2,,tutorial_manual-10000802,tutorial_manual-20000802,,54051339869e409b_draw_210818191712.jpg|6f0b104e48447660_draw_210818191712.jpg|85dc3e826d981a77_draw_210818191713.jpg,0,0
803,2,,tutorial_manual-10000803,tutorial_manual-20000803,,725560bd2c04d099_draw_210818200345.jpg|011a58dc95ffa1ff_draw_210818200345.jpg|06a252e0a2a97b0a_draw_210818200345.jpg,0,0
804,2,,tutorial_manual-10000804,tutorial_manual-20000804,,2ec3026f2ff3de3b_draw_210325174558.jpg,0,0
805,2,,tutorial_manual-10000805,tutorial_manual-20000805,,71bf4b767d501fed_draw_210325174558.jpg,0,0
806,2,,tutorial_manual-10000806,tutorial_manual-20000806,,d16fdf78c7b32ec1_draw_210818190509.jpg,0,0
807,2,,tutorial_manual-10000807,tutorial_manual-20000807,,6b14453ce3e88581_draw_210818190510.jpg,0,0
808,2,,tutorial_manual-10000808,tutorial_manual-20000808,,c57b8daeffd6375b_draw_210818190509.jpg,0,0
809,2,,tutorial_manual-10000809,tutorial_manual-20000809,,81b7bf8d8861481f_draw_220113160703.jpg,0,0
810,2,,tutorial_manual-10000810,tutorial_manual-20000810,,05c1927e82454403_draw_220113160703.jpg,0,0
811,2,,tutorial_manual-10000811,tutorial_manual-20000811,,e18698f39211ec28_draw_220113160703.jpg,0,0
900,1,901|902|903|904|905|906|907,tutorial_manual-10000900,tutorial_manual-20000900,manual_mission,,0,0
901,2,,tutorial_manual-10000901,tutorial_manual-20000901,,aea75a773cbcfd61_draw_200717028.jpg,10000,0
902,2,,tutorial_manual-10000902,tutorial_manual-20000902,,b7ade7a77298720c_draw_201119224012.jpg,0,0
903,2,,tutorial_manual-10000903,tutorial_manual-20000903,,0ae3b58e57a12668_draw_201123182537.jpg,0,0
904,2,,tutorial_manual-10000904,tutorial_manual-20000904,,fa97bc36489a88cd_draw_200717029.jpg,10000,0
905,2,,tutorial_manual-10000905,tutorial_manual-20000905,,7e515f1496b9f6f0_draw_201119224118.jpg|8afe283b667e3670_draw_201119224131.jpg,0,0
906,2,,tutorial_manual-10000906,tutorial_manual-20000906,,fd79fc4f82c00522_draw_201119224157.jpg|54e887aacd51abe6_draw_201119224218.jpg,0,0
907,2,,tutorial_manual-10000907,tutorial_manual-20000907,,4c8cf5532f04bfe3_draw_201119224231.jpg,0,0
1000,1,1001|1002|1003|1004|1005,tutorial_manual-10001000,tutorial_manual-20001000,manual_formation,,0,0
1001,2,,tutorial_manual-10001001,tutorial_manual-20001001,,14582da10fd0828d_draw_201118211229.jpg|7ed28b5cf422df1e_draw_201118211253.jpg,0,0
1002,2,,tutorial_manual-10001002,tutorial_manual-20001002,,e151e34d1c0f82f0_draw_201118211002.jpg|53fcc836b0f440ac_draw_201118211020.jpg|e97a802e2b41fe77_draw_201118211048.jpg|ab0707284b92ba79_draw_201118211112.jpg,0,0
1003,2,,tutorial_manual-10001003,tutorial_manual-20001003,,ff21c029d98927f9_draw_210915160204.jpg|5e40cdb64e8dfbd8_draw_210915160236.jpg|e5f3267d1a1528d2_draw_210915160306.jpg,21,0
1004,2,,tutorial_manual-10001004,tutorial_manual-20001004,,ae99a28f8a115e6c_draw_210916120427.jpg|16497b875e114f89_draw_210916120404.jpg|16f590b59e8fbb6f_draw_210916120454.jpg|c757e2e23409deac_draw_210916120527.jpg,21,0
1005,2,,tutorial_manual-10001005,tutorial_manual-20001005,,9470873eb8b226d4_draw_201119191237.jpg|fabe0a9ceffa954d_draw_201119191237.jpg|3538a60fead6c818_draw_201119191237.jpg,2,0
1100,1,1101|1102|1103|1104|1105|1106|1107|1108|1109|1110|1111|1112|1113|1114,tutorial_manual-10001100,tutorial_manual-20001100,manual_dorm,,0,0
1101,2,,tutorial_manual-10001101,tutorial_manual-20001101,,30c67fe1ca238610_draw_201118201908.jpg|b165e1bf52d997e1_draw_201118201925.jpg,0,11
1102,2,,tutorial_manual-10001102,tutorial_manual-20001102,,7dcc952bae269e12_draw_201118202012.jpg|c28f4448a3c43c51_draw_201118202058.jpg|621d0d79acbdf907_draw_201118202122.jpg|9564575f93bbac06_draw_201119224752.jpg|851ae92c9b7aa633_draw_201118202212.jpg,0,251
1103,2,,tutorial_manual-10001103,tutorial_manual-20001103,,10988d9f677aa4d8_draw_201118202453.jpg|b2646572c1ad329e_draw_201118202529.jpg|42711d9c4fa45b95_draw_201118202556.jpg|f74fdff5e2c55049_draw_201118202729.jpg|d57a8cc88f06a010_draw_201118202817.jpg|d70c5edcde402130_draw_201118202845.jpg|7dcc952bae269e12_draw_201118202910.jpg,0,0
1104,2,,tutorial_manual-10001104,tutorial_manual-20001104,,e198fa2cfc24845b_draw_201118202959.jpg|42a377181a7e42ae_draw_201118203034.jpg|154279cf6254f37c_draw_201118203100.jpg,0,0
1105,2,,tutorial_manual-10001105,tutorial_manual-20001105,,5ae195472dc4bc6f_draw_201118203159.jpg|be00e8143d219f3e_draw_201118203218.jpg|03d4d7e576ca6b14_draw_201118203245.jpg|f56273e9e4b702c8_draw_201118203303.jpg,0,0
1106,2,,tutorial_manual-10001106,tutorial_manual-20001106,,296367121622581a_draw_201118203328.jpg|6caa3e80de0f21fb_draw_201118203346.jpg|2ffbceec0dabdbb0_draw_201118203346.jpg,0,0
1107,2,,tutorial_manual-10001107,tutorial_manual-20001107,,666b17e373e971ba_draw_201118203452.jpg|32f9cc304425566e_draw_201118203512.jpg|8424f4201ef39aae_draw_201118203533.jpg|eb2fcec86016d9ed_draw_201118203533.jpg,0,205
1108,2,,tutorial_manual-10001108,tutorial_manual-20001108,,3faa3896d9bb68cd_draw_201118203612.jpg|b80c754cc1297411_draw_201118203644.jpg|ea924ebd43e92694_draw_201118203705.jpg|5f460aad4bf4a6e8_draw_201118203722.jpg,0,207
1109,2,,tutorial_manual-10001109,tutorial_manual-20001109,,a578fa14a01c060b_draw_201118203803.jpg|9f19a60b88a53a79_draw_201118203803.jpg,0,204
1110,2,,tutorial_manual-10001110,tutorial_manual-20001110,,13845042b7d5ed62_draw_201118203904.jpg|b0d310d2306c7704_draw_201118203904.jpg,1,206
1111,2,,tutorial_manual-10001111,tutorial_manual-20001111,,b3617afcaaaeee82_draw_201118204010.jpg|784b28d42ffac647_draw_201118204030.jpg|8e8948252b943283_draw_201118204048.jpg,17,217
1112,2,,tutorial_manual-10001112,tutorial_manual-20001112,,313d3f0c35cf0c06_draw_201118204127.jpg|e9072a2bd834f08e_draw_201118204127.jpg,15,203
1113,2,,tutorial_manual-10001113,tutorial_manual-20001113,,4ed066a6246cfd4d_draw_201118204201.jpg|af985a567795486c_draw_201118204201.jpg,15,202
1114,2,,tutorial_manual-10001114,tutorial_manual-20001114,,bc20500330e8ac44_draw_210915172654.jpg,21,228
1200,1,1201|1202|1203|1204|1205|1206|1207|1208|1209|1210,tutorial_manual-10001200,tutorial_manual-20001200,manual_sangvis,,21,0
1201,2,,tutorial_manual-10001201,tutorial_manual-20001201,,3f8a2ebfcee92f34_draw_210915152312.jpg|7cb079d85a6aae14_draw_210915152433.jpg|0cdf963f7a036ad8_draw_210915155225.jpg|07bc0e43d6afbcb3_draw_210915155453.jpg,21,0
1202,2,,tutorial_manual-10001202,tutorial_manual-20001202,,ff21c029d98927f9_draw_210915160204.jpg|5e40cdb64e8dfbd8_draw_210915160236.jpg|e5f3267d1a1528d2_draw_210915160306.jpg,21,0
1203,2,,tutorial_manual-10001203,tutorial_manual-20001203,,d2fcf3cd39a540e7_draw_210915163014.jpg|be4b005f657c143a_draw_210915163051.jpg|123c29fbd58cf1e6_draw_210915163122.jpg|93c301a67479c034_draw_210915163148.jpg,21,224
1204,2,,tutorial_manual-10001204,tutorial_manual-20001204,,f5ff6c6393ebed4a_draw_210915163512.jpg|05d9a85dbf7ab55c_draw_210915163646.jpg,21,235
1205,2,,tutorial_manual-10001205,tutorial_manual-20001205,,b240c9bd2090eeb9_draw_210915163819.jpg|7daca903060a3ba5_draw_210915163928.jpg,21,236
1206,2,,tutorial_manual-10001206,tutorial_manual-20001206,,6fdb63b3563a1f89_draw_210916181101.jpg|46f66b2eb5348ece_draw_210915165112.jpg,21,229
1207,2,,tutorial_manual-10001207,tutorial_manual-20001207,,4a4bc2293f681fc2_draw_210915165546.jpg,21,237
1208,2,,tutorial_manual-10001208,tutorial_manual-20001208,,9d3c46ee99b03271_draw_210915150747.jpg|c0252440d841487d_draw_210915150642.jpg|4d4a9694634e0bf5_draw_210915150708.jpg,21,232
1209,2,,tutorial_manual-10001209,tutorial_manual-20001209,,632f794c55f6afc2_draw_210915165945.jpg,21,0
1210,2,,tutorial_manual-10001210,tutorial_manual-20001210,,bc20500330e8ac44_draw_210915172654.jpg,21,228
1300,1,1301|1302|1303|1304|1305|1306|1307,tutorial_manual-10001300,tutorial_manual-20001300,manual_factory,,0,0
1301,2,,tutorial_manual-10001301,tutorial_manual-20001301,,bd67108eda6499a8_draw_201118204507.jpg|a6784a4c04007935_draw_201118204523.jpg|be1841814655bcee_draw_201118204551.jpg|85e3790d4dc8de9a_draw_201118204621.jpg,0,25
1302,2,,tutorial_manual-10001302,tutorial_manual-20001302,,3c8cdb032683aabe_draw_201118204735.jpg|807412062c34ffb8_draw_201118204753.jpg|a0ee427d46f221ee_draw_201118204812.jpg,0,5
1303,2,,tutorial_manual-10001303,tutorial_manual-20001303,,f5ff6c6393ebed4a_draw_210915163512.jpg|05d9a85dbf7ab55c_draw_210915163646.jpg,21,235
1304,2,,tutorial_manual-10001304,tutorial_manual-20001304,,fb77322e7c47ab58_draw_201118204944.jpg|6880c6b9165a8aa8_draw_201118205005.jpg,0,7
1305,2,,tutorial_manual-10001305,tutorial_manual-20001305,,b240c9bd2090eeb9_draw_210915163819.jpg|7daca903060a3ba5_draw_210915163928.jpg,21,236
1306,2,,tutorial_manual-10001306,tutorial_manual-20001306,,b4e04dffb3bb1814_draw_201118205027.jpg,0,63
1307,2,,tutorial_manual-10001307,tutorial_manual-20001307,,48a67bd3a168b369_draw_201118205242.jpg|628474c1bfcfdd5d_draw_201118205300.jpg|3067b208415fc837_draw_201118205319.jpg|83191c1649b37acc_draw_201118205343.jpg,2,21
1400,1,1401|1402|1403|1404|1405|1406,tutorial_manual-10001400,tutorial_manual-20001400,manual_research,,0,0
1401,2,,tutorial_manual-10001401,tutorial_manual-20001401,,2e818e5ddbf42e60_draw_201118205421.jpg|dd7871175abd9422_draw_201118205442.jpg,0,8
1402,2,,tutorial_manual-10001402,tutorial_manual-20001402,,0e9d832a70298c67_draw_201118205529.jpg|2d87e937e9b4ce3f_draw_201118205549.jpg,2,250
1403,2,,tutorial_manual-10001403,tutorial_manual-20001403,,aa4dfd8bdb646ef8_draw_201118205619.jpg|bad827ac3567404d_draw_201118205618.jpg,2,54
1404,2,,tutorial_manual-10001404,tutorial_manual-20001404,,4b4a8a9de7ebae11_draw_201118205707.jpg|1aa1b72fa385289f_draw_201118205707.jpg|1504e5ffa8d8cf77_draw_201118205707.jpg,1,144
1405,2,,tutorial_manual-10001405,tutorial_manual-20001405,,9bc1f6d54e3348e3_draw_201118205744.jpg|ef0d09fb5eb67cd6_draw_201118205744.jpg|078c619ca7bc6e18_draw_201118205743.jpg,1,172
1406,2,,tutorial_manual-10001406,tutorial_manual-20001406,,66402db7c225fe0f_draw_201118205831.jpg|9988efa9c6b08d33_draw_201118205831.jpg|54fd2e38399e0784_draw_201118205831.jpg,10,186
1500,1,1501|1502|1503,tutorial_manual-10001500,tutorial_manual-20001500,manual_social,,0,0
1501,2,,tutorial_manual-10001501,tutorial_manual-20001501,,c86b3f7c41a97913_draw_201119112215.jpg|d943308590f69343_draw_201119112216.jpg|04d788f2e81a6173_draw_201119112216.jpg,0,136
1502,2,,tutorial_manual-10001502,tutorial_manual-20001502,,d68be320f1006e72_draw_201119112029.jpg|3927e165f205a5e8_draw_201119112030.jpg|996af1c17d332411_draw_201119112030.jpg,0,0
1503,2,,tutorial_manual-10001503,tutorial_manual-20001503,,e5536b6fde012754_draw_201119183948.jpg|ebe747c248ca903a_draw_201119184012.jpg|602f5419a635c19a_draw_201119184013.jpg|69db6856fc37dfe7_draw_201119184013.jpg,0,0
1600,1,1601|1602|1603|1604,tutorial_manual-10001600,tutorial_manual-20001600,manual_uniform,,20,0
1601,2,,tutorial_manual-10001601,tutorial_manual-20001601,,7a5de62902ce623e_draw_201118210453.jpg,20,210
1602,2,,tutorial_manual-10001602,tutorial_manual-20001602,,3240830851cfee6d_draw_201118210509.jpg,20,210
1603,2,,tutorial_manual-10001603,tutorial_manual-20001603,,7adc8593de4bf9eb_draw_201118210526.jpg,20,209
1604,2,,tutorial_manual-10001604,tutorial_manual-20001604,,7a729c4d78054df3_draw_201118210540.jpg,20,0
1700,1,1701|1702|1703,tutorial_manual-10001700,tutorial_manual-20001700,manual_explore,,17,0
1701,2,,tutorial_manual-10001701,tutorial_manual-20001701,,b3617afcaaaeee82_draw_201118210609.jpg|784b28d42ffac647_draw_201118210626.jpg|8e8948252b943283_draw_201118210655.jpg,17,217
1702,2,,tutorial_manual-10001702,tutorial_manual-20001702,,88f289036523bd78_draw_201118210721.jpg|bc68f9da9467610f_draw_201118210756.jpg|8d372f7f90680303_draw_201118210756.jpg,17,0
1703,2,,tutorial_manual-10001703,tutorial_manual-20001703,,bc02615fa4266c21_draw_201118210829.jpg,17,0
1800,1,1801|1802,tutorial_manual-10001800,tutorial_manual-20001800,manual_fetter,,0,0
