id,type,sort,item_ids,gem,mp,ammo,mre,part,bp_pay,skin,gift,gemprice,original_price,pointprice,if_cheap,quota,giftbag_name,event_code,icon,daily_quota,tips,discount,sale_starttime,sale_endtime,label,prize_id,pay_type,itemprice,on_sale_days,price_up,classification_id,description,increasing_price
260,8,5,1226-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000260,dailyGiftbag,card_bonus5_xmas,0,,1,0,0,0,0,1,100006-50,0,0,1004,,
261,8,6,1222-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000261,dailyGiftbag,profilePic_bonus1_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
262,8,6,1223-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000262,dailyGiftbag,profilePic_bonus2_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
263,8,6,1224-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000263,dailyGiftbag,profilePic_bonus3_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
264,8,6,1225-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000264,dailyGiftbag,profilePic_bonus4_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
265,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000265,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
266,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000266,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
267,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000267,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
268,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000268,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
269,8,8,,0,0,0,0,0,0,0,100003-1,0,0,0,0,2075,mall-10000269,dailyGiftbag,gift_item_cake_SR,0,,1,0,0,0,0,1,100006-2,0,0,1004,,
270,8,8,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2075,mall-10000270,dailyGiftbag,battle_report,0,,1,0,0,0,0,1,100006-2,0,0,1004,,
295,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000295,dailyGiftbag,easter2018_deco1_A_icon,0,,1,0,0,0,91654,1,100008-75,0,0,1004,,
296,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000296,dailyGiftbag,easter2018_deco2_icon,0,,1,0,0,0,91655,1,100008-75,0,0,1004,,
297,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000297,dailyGiftbag,easter2018_deco3_icon,0,,1,0,0,0,91656,1,100008-75,0,0,1004,,
298,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000298,dailyGiftbag,easter2018_walldeco1_icon,0,,1,0,0,0,143,1,100008-75,0,0,1004,,
299,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000299,dailyGiftbag,人形装备_伪装披风_PTRD,0,,1,0,0,0,144,1,100008-75,0,0,1004,,
300,8,6,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000300,dailyGiftbag,配件_光学瞄准镜_S,0,,1,0,0,0,145,1,100008-60,0,0,1004,,
301,8,5,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000301,dailyGiftbag,弹匣_高速弹_S,0,,1,0,0,0,146,1,100008-60,0,0,1004,,
302,8,7,1260-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000302,dailyGiftbag,,0,,1,0,0,0,0,1,100008-30,0,0,1004,,
303,8,8,1261-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000303,dailyGiftbag,,0,,1,0,0,0,0,1,100008-20,0,0,1004,,
304,8,9,41-1,0,0,0,0,0,0,0,,0,0,0,0,2200,mall-10000304,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100008-3,0,0,1004,,
305,8,10,44-1,0,0,0,0,0,0,0,,0,0,0,0,2100,mall-10000305,dailyGiftbag,,0,,1,0,0,0,0,1,100008-1,0,0,1004,,
310,8,19,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000310,dailyGiftbag,,0,,1,0,0,0,151,1,900041-120,0,0,1003,,
311,8,20,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000311,dailyGiftbag,,0,,1,0,0,0,152,1,900041-120,0,0,1003,,
312,8,21,,0,0,0,0,0,0,0,,0,0,0,0,2003,mall-10000312,dailyGiftbag,,0,,1,0,0,0,153,1,900041-80,0,0,1003,,
313,8,22,,0,0,0,0,0,0,0,,0,0,0,0,2003,mall-10000313,dailyGiftbag,,0,,1,0,0,0,154,1,900041-80,0,0,1003,,
314,8,23,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000314,dailyGiftbag,,0,,1,0,0,0,155,1,900041-80,0,0,1003,,
315,8,24,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000315,dailyGiftbag,,0,,1,0,0,0,156,1,900041-80,0,0,1003,,
316,8,26,1286-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000316,dailyGiftbag,,0,,1,0,0,0,0,1,900041-40,0,0,1003,,
317,8,27,1276-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000317,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
318,8,28,1277-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000318,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
319,8,29,1278-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000319,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
320,8,30,1279-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000320,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
321,8,31,1280-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000321,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
322,8,32,1281-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000322,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
323,8,33,1282-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000323,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
324,8,34,1283-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000324,dailyGiftbag,,0,,1,0,0,0,0,1,900041-20,0,0,1003,,
325,8,35,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2050,mall-10000325,dailyGiftbag,,0,,1,0,0,0,0,1,900041-2,0,0,1003,,
330,8,25,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000330,dailyGiftbag,NPC_Kalina_207,0,,1,0,0,0,158,1,900041-120,0,0,1003,,
332,8,0,,0,0,0,0,0,0,0,,1999,0,0,0,2001,mall-10000332,dailyGiftbag,Bumdle_natsu,0,,1,0,0,0,139,0,0,0,0,3002,,
333,8,0,,0,0,0,0,0,0,0,,198,0,0,0,2001,mall-10000333,dailyGiftbag,Bumdle_indigo,1,,1,0,0,0,140,0,0,0,0,3002,,
334,8,0,1-10|3-10,0,0,0,0,0,0,0,,430,860,0,0,2001,mall-10000334,dailyGiftbag,Bumdle_contract01,20,,1,0,0,0,0,0,0,0,0,3002,,
335,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,mall-10000335,dailyGiftbag,Bumdle_Manpower,20,,1,0,0,0,0,0,0,0,0,3002,,
336,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,mall-10000336,dailyGiftbag,Bumdle_Ammunition,20,,1,0,0,0,0,0,0,0,0,3002,,
337,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,mall-10000337,dailyGiftbag,Bumdle_Ration,20,,1,0,0,0,0,0,0,0,0,3002,,
338,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,mall-10000338,dailyGiftbag,Bumdle_Parts,20,,1,0,0,0,0,0,0,0,0,3002,,
339,8,0,7-1,0,0,0,0,0,0,0,1108-1,1888,0,0,0,2001,mall-10000339,dailyGiftbag,Bumdle_skin01,0,,1,0,0,0,0,0,0,0,0,3003,,
340,8,1,41-100|7-1,0,0,0,0,0,0,0,1102-1,2468,0,0,0,2001,mall-10000340,dailyGiftbag,Bumdle_skin02,0,,1,0,0,0,0,0,0,0,0,3003,,
341,8,0,7-2,0,0,0,0,0,0,0,,998,0,0,0,2002,mall-10000341,dailyGiftbag,Bumdle_aki,0,,1,0,0,0,0,0,0,0,0,3002,,
342,8,0,,0,0,0,0,0,0,0,,158,0,0,0,2001,mall-10000342,dailyGiftbag,Bumdle_red,1,,1,0,0,0,141,0,0,0,0,3002,,
343,8,0,2-10|3-10,0,0,0,0,0,0,0,,310,620,0,0,2001,mall-10000343,dailyGiftbag,Bumdle_contract02,20,,1,0,0,0,0,0,0,0,0,3002,,
344,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,mall-10000344,dailyGiftbag,Bumdle_Manpower,20,,1,0,0,0,0,0,0,0,0,3002,,
345,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,mall-10000345,dailyGiftbag,Bumdle_Ammunition,20,,1,0,0,0,0,0,0,0,0,3002,,
346,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,mall-10000346,dailyGiftbag,Bumdle_Ration,20,,1,0,0,0,0,0,0,0,0,3002,,
347,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,mall-10000347,dailyGiftbag,Bumdle_Parts,20,,1,0,0,0,0,0,0,0,0,3002,,
348,8,0,1-10|3-10,0,0,0,0,0,0,0,,430,860,0,0,2001,mall-10000348,dailyGiftbag,Bumdle_contract01,20,,1,0,0,0,0,0,0,0,0,3002,,
349,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,mall-10000349,dailyGiftbag,Bumdle_Manpower,20,,1,0,0,0,0,0,0,0,0,3002,,
350,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,mall-10000350,dailyGiftbag,Bumdle_Ammunition,20,,1,0,0,0,0,0,0,0,0,3002,,
351,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,mall-10000351,dailyGiftbag,Bumdle_Ration,20,,1,0,0,0,0,0,0,0,0,3002,,
352,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,mall-10000352,dailyGiftbag,Bumdle_Parts,20,,1,0,0,0,0,0,0,0,0,3002,,
353,8,0,,0,0,0,0,0,0,0,,580,0,0,0,2001,mall-10000353,dailyGiftbag,Bumdle_aki,0,,1,0,0,0,142,0,0,0,0,3002,,
354,8,0,44-200|506-200,0,0,0,0,0,0,0,,118,0,0,0,2001,mall-10000354,dailyGiftbag,Bumdle_brown,1,,1,0,0,0,0,0,0,0,0,3002,,
355,8,2,7-1|41-50,0,0,0,0,0,0,0,605-1,1888,0,0,0,2001,mall-10000355,dailyGiftbag,Bumdle_skin03,0,,1,0,0,0,0,0,0,0,0,3003,,
382,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000382,dailyGiftbag,,0,,1,0,0,0,330215,1,100012-100,0,0,1004,,
383,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000383,dailyGiftbag,dwj2018_cat,0,,1,0,0,0,502,1,100012-120,0,0,1004,,
384,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000384,dailyGiftbag,dwj2018_deco_02,0,,1,0,0,0,503,1,100012-100,0,0,1004,,
385,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000385,dailyGiftbag,dwj2018_deco_01,0,,1,0,0,0,504,1,100012-100,0,0,1004,,
386,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000386,dailyGiftbag,dwj2018_deco_03,0,,1,0,0,0,505,1,100012-100,0,0,1004,,
387,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000387,dailyGiftbag,配件_ACOG瞄准镜_S,0,,1,0,0,0,506,1,100012-80,0,0,1004,,
388,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000388,dailyGiftbag,人形装备_外骨骼_S,0,,1,0,0,0,507,1,100012-80,0,0,1004,,
389,8,0,1315-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000389,dailyGiftbag,card_2018dwj,0,,1,0,0,0,0,1,100012-50,0,0,1004,,
390,8,0,1313-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000390,dailyGiftbag,profilePic_2018dwj_1,0,,1,0,0,0,0,1,100012-20,0,0,1004,,
391,8,0,1314-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000391,dailyGiftbag,profilePic_2018dwj_2,0,,1,0,0,0,0,1,100012-20,0,0,1004,,
392,8,0,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,mall-10000392,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100012-2,0,0,1004,,
393,8,0,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2100,mall-10000393,dailyGiftbag,battle_report,0,,1,0,0,0,0,1,100012-2,0,0,1004,,
404,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000404,dailyGiftbag,profilePic_rank5_FN57,0,,1,0,0,0,259,1,100013-200,0,0,1004,,
405,8,1,,0,0,0,0,0,0,205,,0,0,0,0,2001,mall-10000405,dailyGiftbag,profilePic_kalina_2018fireworks,0,,1,0,0,0,0,1,100013-150,0,0,1004,,
406,8,2,1331-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000406,dailyGiftbag,cg_fireworks_2018,0,,1,0,0,0,0,1,100013-100,0,0,1004,,
407,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000407,dailyGiftbag,fireworks_dog_icon,0,,1,0,0,0,260,1,100013-100,0,0,1004,,
408,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000408,dailyGiftbag,fireworks_trum_icon,0,,1,0,0,0,261,1,100013-100,0,0,1004,,
409,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000409,dailyGiftbag,matsuri_icon,0,,1,0,0,0,262,1,100013-100,0,0,1004,,
410,8,5,1330-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000410,dailyGiftbag,profilePic_fireworks_2018,0,,1,0,0,0,0,1,100013-30,0,0,1004,,
411,8,8,9-1,0,0,0,0,0,0,0,,0,0,0,0,2100,mall-10000411,dailyGiftbag,Capsule,0,,1,0,0,0,0,1,100013-1,0,0,1004,,
412,8,7,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2150,mall-10000412,dailyGiftbag,battle_report,0,,1,0,0,0,0,1,100013-2,0,0,1004,,
413,8,6,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,mall-10000413,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100013-3,0,0,1004,,
526,8,1,,0,0,0,0,0,0,208,,0,0,0,0,2001,mall-10000526,dailyGiftbag,profilePic_kalina_208,0,,1,0,0,0,0,1,100019-150,0,0,1004,,
527,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000527,dailyGiftbag,Valentine_table_icon,0,,1,0,0,0,295,1,100019-100,0,0,1004,,
528,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000528,dailyGiftbag,Valentine_deer_icon,0,,1,0,0,0,296,1,100019-100,0,0,1004,,
529,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000529,dailyGiftbag,pet_bird_pigon_v_19_icon,0,,1,0,0,0,297,1,100019-100,0,0,1004,,
530,8,5,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000530,dailyGiftbag,配件_光学瞄准镜_S,0,,1,0,0,0,298,1,100019-80,0,0,1004,,
531,8,6,1418-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000531,dailyGiftbag,,0,,1,0,0,0,0,1,100019-50,0,0,1004,,
532,8,7,1417-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000532,dailyGiftbag,,0,,1,0,0,0,0,1,100019-30,0,0,1004,,
533,8,8,1416-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000533,dailyGiftbag,,0,,1,0,0,0,0,1,100019-30,0,0,1004,,
534,8,9,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,mall-10000534,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100019-3,0,0,1004,,
535,8,10,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2100,mall-10000535,dailyGiftbag,battle_report,0,,1,0,0,0,0,1,100019-2,0,0,1004,,
536,8,11,9-1,0,0,0,0,0,0,0,,0,0,0,0,2100,mall-10000536,dailyGiftbag,Capsule,0,,1,0,0,0,0,1,100019-1,0,0,1004,,
616,8,0,7-1|41-100,0,0,0,0,0,0,0,525-1,2588,0,0,1,2001,mall-10000616,dailyGiftbag,Bumdle_VA-11Hall-A,0,,1,0,0,0,0,0,0,0,0,3003,,
617,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000617,dailyGiftbag,,0,,1,0,0,0,980,1,100114-150,0,0,1003,,
618,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000618,dailyGiftbag,,0,,1,0,0,0,981,1,100114-150,0,0,1003,,
619,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000619,dailyGiftbag,,0,,1,0,0,0,982,1,100114-70,0,0,1003,,
620,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000620,dailyGiftbag,,0,,1,0,0,0,983,1,100114-70,0,0,1003,,
621,8,5,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000621,dailyGiftbag,,0,,1,0,0,0,984,1,100114-70,0,0,1003,,
622,8,6,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000622,dailyGiftbag,,0,,1,0,0,0,985,1,100114-70,0,0,1003,,
623,8,7,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000623,dailyGiftbag,,0,,1,0,0,0,986,1,100114-70,0,0,1003,,
624,8,8,,0,0,0,0,0,0,0,,0,0,0,0,2003,mall-10000624,dailyGiftbag,,0,,1,0,0,0,987,1,100114-80,0,0,1003,,
625,8,9,1465-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000625,dailyGiftbag,,0,,1,0,0,0,0,1,100114-50,0,0,1003,,
626,8,10,1459-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000626,dailyGiftbag,,0,,1,0,0,0,0,1,100114-20,0,0,1003,,
627,8,11,1460-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000627,dailyGiftbag,,0,,1,0,0,0,0,1,100114-20,0,0,1003,,
628,8,12,1461-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000628,dailyGiftbag,,0,,1,0,0,0,0,1,100114-20,0,0,1003,,
629,8,13,1462-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000629,dailyGiftbag,,0,,1,0,0,0,0,1,100114-20,0,0,1003,,
630,8,14,1463-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000630,dailyGiftbag,,0,,1,0,0,0,0,1,100114-20,0,0,1003,,
631,8,15,1464-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000631,dailyGiftbag,,0,,1,0,0,0,0,1,100114-20,0,0,1003,,
632,8,16,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000632,dailyGiftbag,,0,,1,0,0,0,996,1,100114-80,0,0,1003,,
633,8,17,,0,0,0,0,0,0,0,200003-1,0,0,0,0,2020,mall-10000633,dailyGiftbag,,0,,1,0,0,0,0,1,100114-2,0,0,1003,,
634,8,18,,0,0,0,0,0,0,0,100005-1,0,0,0,0,2020,mall-10000634,dailyGiftbag,,0,,1,0,0,0,0,1,100114-2,0,0,1003,,
635,8,19,46-1,0,0,0,0,0,0,0,,0,0,0,0,2020,mall-10000635,dailyGiftbag,,0,,1,0,0,0,0,1,100114-2,0,0,1003,,
639,8,0,,0,0,0,0,0,0,0,1105-1,0,0,0,0,2001,mall-10000639,dailyGiftbag,,0,,1,0,0,0,0,1,100024-150,0,0,1004,,
640,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000640,dailyGiftbag,,0,,1,0,0,0,516,1,100024-100,0,0,1004,,
641,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000641,dailyGiftbag,,0,,1,0,0,0,517,1,100024-100,0,0,1004,,
642,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000642,dailyGiftbag,,0,,1,0,0,0,518,1,100024-100,0,0,1004,,
643,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000643,dailyGiftbag,,0,,1,0,0,0,519,1,100024-80,0,0,1004,,
644,8,5,1479-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000644,dailyGiftbag,,0,,1,0,0,0,0,1,100024-50,0,0,1004,,
645,8,6,1478-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000645,dailyGiftbag,,0,,1,0,0,0,0,1,100024-30,0,0,1004,,
646,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,mall-10000646,dailyGiftbag,,0,,1,0,0,0,0,1,100024-3,0,0,1004,,
