id,name,pt_item_id,gift_free,gift_paytounlock,gift_plus,gift_extra,start_time,end_time,skin_id,paid_productid,paid_productid_discount,exp_mallid,discount_itemid,exhibit_bonus,unlock_itemid
-12,BattlePass_12_1.png;BattlePass_12_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120086|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120087|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120088|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120089,130036,130034,2023-12-11,2023-12-15 16:30:00,36630011,jp_mica:60302|60303|60304,jp_mica:60302|60303|60304,36,160001,130035|130036,140023;140024
1,BattlePass_1_1.png;BattlePass_1_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120015|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120025|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120035|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120045,130003,130001,2022-12-05,2023-01-08 23:59:59,5730001,jp_mica:60182|60183|60184,jp_mica:60182|60183|60184,35,160001,130002|130003,140001;140002
2,BattlePass_2_1.png;BattlePass_2_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120046|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120047|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120048|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120049,130006,130004,2023-01-09,2023-02-12 23:59:59,316578,jp_mica:60194|60195|60196,jp_mica:60194|60195|60196,36,160001,130005|130006,140003;140004
3,BattlePass_3_1.png;BattlePass_3_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120050|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120051|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120052|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120053,130009,130007,2023-02-13,2023-03-19 23:59:59,17930002,jp_mica:60207|60208|60209,jp_mica:60207|60208|60209,35,160001,130008|130009,140005;140006
4,BattlePass_4_1.png;BattlePass_4_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120054|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120055|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120056|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120057,130012,130010,2023-03-20,2023-04-23 23:59:59,25330003,jp_mica:60218|60219|60220,jp_mica:60218|60219|60220,36,160001,130011|130012,140007;140008
5,BattlePass_5_1.png;BattlePass_5_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120058|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120059|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120060|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120061,130015,130013,2023-04-24,2023-05-28 23:59:59,37530004,jp_mica:60232|60233|60234,jp_mica:60232|60233|60234,35,160001,130014|130015,140009;140010
6,BattlePass_6_1.png;BattlePass_6_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120062|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120063|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120064|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120065,130018,130016,2023-05-29,2023-07-02 23:59:59,37830005,jp_mica:60241|60242|60243,jp_mica:60241|60242|60243,36,160001,130017|130018,140011;140012
7,BattlePass_7_1.png;BattlePass_7_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120066|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120067|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120068|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120069,130021,130019,2023-07-03,2023-08-06 23:59:59,28530006,jp_mica:60251|60252|60253,jp_mica:60251|60252|60253,35,160001,130020|130021,140013;140014
8,BattlePass_8_1.png;BattlePass_8_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120070|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120071|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120072|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120073,130024,130022,2023-08-07,2023-09-10 23:59:59,36730007,jp_mica:60266|60267|60268,jp_mica:60266|60267|60268,36,160001,130023|130024,140015;140016
9,BattlePass_9_1.png;BattlePass_9_2.png,10606,1:110001|3:110002|5:110003|6:110004|8:110005|10:110006|12:110007|14:110008|15:110009|17:110010|19:110011|21:110012|23:110013|25:110014|26:110015|28:110016|30:110017|31:110018|33:110019|34:110020|35:110021|36:110022|38:110023|40:110024|42:110025|44:110026|45:110027,1:120001|2:120002|3:120003|4:120004|5:120005|6:120006|7:120007|8:120008|9:120009|10:120010|11:120011|12:120012|13:120013|14:120014|15:120074|16:120016|17:120017|18:120018|19:120019|20:120020|21:120021|22:120022|23:120023|24:120024|25:120075|26:120026|27:120027|28:120028|29:120029|30:120030|31:120031|32:120032|33:120033|34:120034|35:120076|36:120036|37:120037|38:120038|39:120039|40:120040|41:120041|42:120042|43:120043|44:120044|45:120077,130027,130025,2023-09-11,2023-10-15 23:59:59,36130008,jp_mica:60272|60273|60274,jp_mica:60272|60273|60274,35,160001,130026|130027,140017;140018
