id,formula
1110,40*(@buff1403/100+1)
1111,47*(@buff1403/100+1)
1112,53*(@buff1403/100+1)
1113,60*(@buff1403/100+1)
1114,67*(@buff1403/100+1)
1115,73*(@buff1403/100+1)
1116,80*(@buff1403/100+1)
1117,87*(@buff1403/100+1)
1118,93*(@buff1403/100+1)
1119,100*(@buff1403/100+1)
1120,@pow
1121,@dodge
1122,#Critical>1?(#Critical-1)*60+100:100
1123,#Critical>1?(#Critical-1)*60+100:100
1124,#Critical>1?(#Critical-1)*60+100:100
1125,#Critical>1?(#Critical-1)*60+100:100
1126,#Critical>1?(#Critical-1)*60+100:100
1127,#Critical>1?(#Critical-1)*60+100:100
1128,#Critical>1?(#Critical-1)*60+100:100
1129,#Critical>1?(#Critical-1)*60+100:100
1130,#Critical>1?(#Critical-1)*60+100:100
1131,#Critical>1?(#Critical-1)*60+100:100
1132,@hit
1133,@buff1449=0?1:0
1134,@buff1449=1?1:0
1135,@buff1449=2?1:0
1136,@buff1449=3?1:0
1137,(1-#life/#maxlife+1.8)*14
1138,(1-#life/#maxlife+1.8)*16
1139,(1-#life/#maxlife+1.8)*18
1140,(1-#life/#maxlife+1.8)*20
1141,(1-#life/#maxlife+1.8)*22
1142,(1-#life/#maxlife+1.8)*24
1143,(1-#life/#maxlife+1.8)*26
1144,(1-#life/#maxlife+1.8)*28
1145,(1-#life/#maxlife+1.8)*30
1146,(1-#life/#maxlife+1.8)*32
1147,40+@buff3002*30
1148,42+@buff3002*29
1149,44+@buff3002*28
1150,47+@buff3002*26.5
1151,49+@buff3002*25.5
1152,51+@buff3002*24.5
1153,53+@buff3002*23.5
1154,56+@buff3002*22
1155,58+@buff3002*21
1156,60+@buff3002*20
1157,55+@buff3002*22.5
1158,57+@buff3002*21.5
1159,59+@buff3002*20.5
1160,62+@buff3002*19
1161,64+@buff3002*18
1162,66+@buff3002*17
1163,68+@buff3002*16
1164,71+@buff3002*14.5
1165,73+@buff3002*13.5
1166,75+@buff3002*12.5
1167,@armor*1
1168,(1-#life/#maxlife+0.8)*14*2+14
1169,(1-#life/#maxlife+0.8)*16*2+16
1170,(1-#life/#maxlife+0.8)*18*2+18
1171,(1-#life/#maxlife+0.8)*20*2+20
1172,(1-#life/#maxlife+0.8)*22*2+22
1173,(1-#life/#maxlife+0.8)*24*2+24
1174,(1-#life/#maxlife+0.8)*26*2+26
1175,(1-#life/#maxlife+0.8)*28*2+28
1176,(1-#life/#maxlife+0.8)*30*2+30
1177,(1-#life/#maxlife+0.8)*32*2+32
1178,0.3*300*(1+@armor/100)
1179,0.33*300*(1+@armor/100)
1180,0.37*300*(1+@armor/100)
1181,0.4*300*(1+@armor/100)
1182,0.43*300*(1+@armor/100)
1183,0.47*300*(1+@armor/100)
1184,0.5*300*(1+@armor/100)
1185,0.53*300*(1+@armor/100)
1186,0.57*300*(1+@armor/100)
1187,0.6*300*(1+@armor/100)
1188,(2-0.5*@buff3080)*30
1189,#Life/#MaxLife*100+100
1190,@buff3033=1?1:0
1191,@buff3033=2?1:0
1192,(100-@pow)>70?(100-@pow):70
1193,@Maxlife*0.2
1194,0.2*200*(1+@armor/100)
1199,#pow/@dodge*100*@pow/@pow
1200,@Maxlife*1.5
1201,sbuffidtime(1000)
1202,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0))*5+100
1203,$1>1?1:$1
1204,@MaxLife*0.005
1205,@rate*2
1206,@Pow
1207,@hit*10
1208,@hit*10
1209,@ap
1210,@armor*0.3
1211,tbuffidtier(3153)>0?0:(tbuffidtier(4254)>0?3152:0)
1212,$1*10
1213,$1>10?10:$1
1214,$1+(@Life*0.015>300?300:@Life*0.015)
1215,#shield>0?1:0
1216,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.3:(tbuffidtier(3158)=1?$1*1.69:$1*2.197))):$1
1217,tbuffidtier(3158)+tbuffidtier(3157)
1218,#shield>0?200:100
1219,tbuffidtier(3157)>0?3158:0
1220,(tbuffidtier(3160)>0)|(tbuffidtier(3164)>0)?3164:0
1221,(tbuffidtier(3160)>0)|(tbuffidtier(3164)>0)?$1:0
1222,tbuffidtier(3160)+tbuffidtier(3164)>0?1:0
1223,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.33:(tbuffidtier(3158)=1?$1*1.7689:$1*2.352637))):$1
1224,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.37:(tbuffidtier(3158)=1?$1*1.8769:$1*2.571353))):$1
1225,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.4:(tbuffidtier(3158)=1?$1*1.96:$1*2.744))):$1
1226,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.43:(tbuffidtier(3158)=1?$1*2.0449:$1*2.924207))):$1
1227,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.47:(tbuffidtier(3158)=1?$1*2.1609:$1*3.176523))):$1
1228,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.5:(tbuffidtier(3158)=1?$1*2.25:$1*3.375))):$1
1229,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.53:(tbuffidtier(3158)=1?$1*2.3409:$1*3.581577))):$1
1230,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.57:(tbuffidtier(3158)=1?$1*2.4649:$1*3.869893))):$1
1231,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.6:(tbuffidtier(3158)=1?$1*2.56:$1*4.096))):$1
1232,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*6+100
1233,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*6+100
1234,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*7+100
1235,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*7+100
1236,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*8+100
1237,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*8+100
1238,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*9+100
1239,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*9+100
1240,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*10+100
1241,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))<=1?1:0
1242,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*3+105
1243,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*3+106
1244,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*4+107
1245,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*4+108
1246,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0))+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*5+109
1247,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(206)>0?1:0)+(tbufftypetier(208)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*5+110
1248,#Life+#shield
1249,tbuffidtier(3171)>0?$1*0.5:$1
1250,(tbuffidtier(3175)>0)&(tbuffidtier(3178)>0)?1:0
1251,@MaxLife*0.005
1252,@Maxlife*0.0144
1253,@pow*0.6
1254,@hit*1.2
1255,@dodge*1.8
1256,@ap*1
1257,@armor*0
1258,@rate*0.8
1259,@Maxlife*0.0384
1260,@pow*0.6
1261,@hit*0.3
1262,@dodge*1.6
1263,@ap*1
1264,@armor*0
1265,@rate*1.2
1266,@Maxlife*0.0192
1267,@pow*2.4
1268,@hit*1.6
1269,@dodge*0.8
1270,@ap*10
1271,@armor*0
1272,@rate*0.5
1273,@Maxlife*0.024
1274,@pow*1
1275,@hit*1
1276,@dodge*1
1277,@ap*1
1278,@armor*0
1279,@rate*1
1280,@Maxlife*0.036
1281,@pow*1.8
1282,@hit*0.6
1283,@dodge*0.6
1284,@ap*10
1285,@armor*0
1286,@rate*1.6
1287,@Maxlife*0.048
1288,@pow*0.7
1289,@hit*0.3
1290,@dodge*0.3
1291,@ap*1
1292,@armor*5
1293,@rate*0.4
1294,tbuffidtier(3207)+tbuffidtier(3208)+tbuffidtier(3209)+tbuffidtier(3210)+tbuffidtier(3211)+tbuffidtier(3212)>0?1:0
1295,@Maxlife*0.3
1296,sbuffidtier(3225)+sbuffidtier(3226)+sbuffidtier(3227)+sbuffidtier(3228)+sbuffidtier(3229)+sbuffidtier(3230)=sbuffidtier(3248)?1:0
1297,tbuffidtier(3273)+tbuffidtier(3274)<=0?1:0
1298,sbuffidtier(3225)+sbuffidtier(3226)+sbuffidtier(3227)+sbuffidtier(3228)+sbuffidtier(3229)+sbuffidtier(3230)>0?1:0
1299,@Life*0.008
1300,@MaxLife*0.5/@formation
1301,tbuffidtier(3268)>0?3273:0
1302,tbuffidtier(3268)>0?3274:0
1303,@Maxlife*0.3
1352,@Maxlife*0.05184
1353,@pow*1.2
1354,@hit*2.4
1355,@dodge*3.6
1356,@ap*2
1357,@armor*0
1358,@rate*1.6
1359,@Maxlife*0.13824
1360,@pow*1.2
1361,@hit*0.6
1362,@dodge*3.2
1363,@ap*2
1364,@armor*0
1365,@rate*2.4
1366,@Maxlife*0.06912
1367,@pow*4.8
1368,@hit*3.2
1369,@dodge*1.6
1370,@ap*20
1371,@armor*0
1372,@rate*1
1373,@Maxlife*0.0576
1374,@pow*2
1375,@hit*2
1376,@dodge*2
1377,@ap*2
1378,@armor*0
1379,@rate*2
1380,@Maxlife*0.1296
1381,@pow*3.6
1382,@hit*1.2
1383,@dodge*1.2
1384,@ap*20
1385,@armor*0
1386,@rate*3.2
1387,@Maxlife*0.1728
1388,@pow*1.4
1389,@hit*0.6
1390,@dodge*0.6
1391,@ap*2
1392,@armor*10
1393,@rate*0.8
1394,@Maxlife*0.008
1395,$1+3*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1396,$1+4*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1397,$1+5*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1398,$1+6*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1399,$1+7*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1400,$1+8*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1401,$1+9*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1402,$1+10*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1403,$1+11*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1404,$1+12*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1405,#maxdef>0?4024:4036
1406,#maxdef>0?4027:4037
1407,#maxdef>0?4028:4038
1408,#maxdef>0?4029:4039
1409,#maxdef>0?4030:4040
1410,#maxdef>0?4031:4041
1411,#maxdef>0?4032:4042
1412,#maxdef>0?4033:4043
1413,#maxdef>0?4034:4044
1414,#maxdef>0?4035:4045
1415,$1+3*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1416,$1+4*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1417,$1+5*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1418,$1+6*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1419,$1+7*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1420,$1+8*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1421,$1+9*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1422,$1+10*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1423,$1+11*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1424,$1+12*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
1425,#def>0?1:0
1426,SAliveCount()<=3?1:0
1440,270+sbuffidtier(3400)*((500-270)/7)
1441,300+sbuffidtier(3400)*((560-300)/7)
1442,330+sbuffidtier(3400)*((620-330)/7)
1443,350+sbuffidtier(3400)*((670-350)/7)
1444,380+sbuffidtier(3400)*((730-380)/7)
1445,400+sbuffidtier(3400)*((780-400)/7)
1446,430+sbuffidtier(3400)*((840-430)/7)
1447,450+sbuffidtier(3400)*((890-450)/7)
1448,480+sbuffidtier(3400)*((950-480)/7)
1449,500+sbuffidtier(3400)*((1000-500)/7)
1450,(270+@buff3400*230/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((270+sbuffidtier(3400)*230/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1451,(300+@buff3400*260/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((300+sbuffidtier(3400)*260/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1452,(330+@buff3400*290/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((330+sbuffidtier(3400)*290/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1453,(350+@buff3400*320/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((350+sbuffidtier(3400)*320/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1454,(380+@buff3400*350/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((380+sbuffidtier(3400)*350/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1455,(400+@buff3400*380/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((400+sbuffidtier(3400)*380/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1456,(430+@buff3400*410/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((430+sbuffidtier(3400)*410/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1457,(450+@buff3400*440/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((450+sbuffidtier(3400)*440/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1458,(480+@buff3400*470/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((480+sbuffidtier(3400)*470/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1459,(500+@buff3400*500/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((500+sbuffidtier(3400)*500/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
1460,@buff4066>0?((#Life/#Maxlife)>0.5?$1*1.1:$1):$1
1461,250*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
1462,270*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
1463,290*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
1464,300*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
1465,320*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
1466,340*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
1467,350*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
