id,duplicate_type,integration_switch,coin_type,campaign,sub,if_emergency,endless_mode,special_type,name,difficulty,exp_parameter,type,enemy_ai_type,win_turn,win_spot_id,special_spot_id,expect_enemy_die_num,expect_gun_die_num,expect_turn,boss_team_id,turn_duration,costbp,getcoin,getcoin_parameter,coin_ap,turn_limit,limit_gun_pool,limit_team,map_res_name,map_information,is_hide,is_snow,adaptive_gun,fog_length,fog_color,limit_equip_pool,draw_event_s_id,support_available,enemy_quickmove,expect_defend_line_turn,expect_hostage_num,title_logo,random_line_spot,order,reinforce_ally_team,reinforce_ally_turn,reinforce_ally_spot,ally_boss_team_id,ally_code,supply_parameter,drop_mission_key,close_missions,mission_group_id,mission_group_draw_event,open_mission_keys,mission_describe,force_type,round_config,color_change_type,color_change_number,color_change_result,spot_reset,draw_code,reset_drop_key_once,close_mission_control,limit_squad,open_mission_items,drop_mission_item,mapped_mission_id,branch_next_mission_id,win_type,medal_type_silver,drop_item_count,difficulty_recommend,difficulty_recommend_addendum,limit_sangvis,mission_tip,win_step,event_score,score_prize,drop_key_info,lose_type,fight_environment_group,environment_transform_config,"recommended_team_ids,","restart_hide,","auto_battle,",daily_demand
11,0,1-1,0,1,1,1,0,0,mission-10000011,700,20,2,3,0,159,153,4,0,3,32,360000000,0,0,0,0,0,,0,Chapter1_Y,3000|2625|2563|2091|60|509,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,11,0,0,0,,,0,,0,,,mission-20000011,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,700|10;0|0;0|0;0|0,mission-30000011,4,mission-40000011,,,,,,,,8|1,0,0,
12,0,1-1,0,1,2,1,0,0,mission-10000012,800,21,2,3,0,170,166,4,0,4,36,360000000,0,0,0,0,0,,0,Chapter1_Y,3000|2625|-2978|2562|216|302,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,12,0,0,0,,,0,,0,,,mission-20000012,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,800|12;0|0;0|0;0|0,mission-30000012,4,mission-40000012,,,,,,,,8|1,0,0,
13,0,1-1,0,1,3,1,0,0,mission-10000013,1000,22,2,3,0,184,179,6,0,4,42,360000000,0,0,0,0,0,,0,Chapter1_Y,3000|2625|-3207|2455|138|-116,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,13,0,0,0,,,0,,0,,,mission-20000013,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,1000|14;0|0;0|0;0|0,mission-30000013,4,mission-40000013,,,,,,,,8|1,0,0,
14,0,1-1,0,1,4,1,0,0,mission-10000014,1400,23,2,3,0,199,192,8,0,5,49,360000000,0,0,0,0,0,15,0,Chapter1_Y,3000|2625|-3485|-3106|0|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,14,0,0,0,,,0,,0,,,mission-20000014,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,1400|16;0|0;0|0;0|0,mission-30000014,4,mission-40000014,,,,,,,,8|1,0,0,
15,0,1-1,0,2,1,0,0,0,mission-10000015,1000,20,2,3,0,347,209,4,0,3,50,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|3000|2615|-793|-474,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,15,0,0,0,,,0,,0,,,mission-20000015,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,1000|15;0|0;0|0;0|0,mission-30000015,4,mission-40000015,,,,,,,,1,0,0,
16,0,1-1,0,2,2,0,0,0,mission-10000016,1200,21,2,4,0,219,214,4,0,3,58,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|3696|2200|-442|-947,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,16,0,0,0,,,0,,0,,,mission-20000016,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,1200|18;0|0;0|0;0|0,mission-30000016,4,mission-40000016,,,,,,,,1,0,0,
17,0,1-1,0,2,3,0,0,0,mission-10000017,1400,22,2,4,0,224,223,8,0,6,60,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|4157|2455|23|803,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,17,0,0,0,,,0,,0,,,mission-20000017,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,1400|20;0|0;0|0;0|0,mission-30000017,4,mission-40000017,,,,,,,,1,0,0,
18,0,1-1,0,2,4,0,0,0,mission-10000018,1600,23,2,3,0,243,244,6,0,4,70,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|4059|-2128|0|973,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,18,0,0,0,,,0,,0,,,mission-20000018,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,1600|20;0|0;0|0;0|0,mission-30000018,4,mission-40000018,,,,,,,,1,0,0,
19,0,1-1,0,2,5,0,0,0,mission-10000019,1800,24,2,3,0,259,256,4,0,3,78,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|-3996|-4043|291|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,19,0,0,0,,,0,,0,,,mission-20000019,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,1800|20;0|0;0|0;0|0,mission-30000019,4,mission-40000019,,,,,,,,6|1,0,0,
20,0,1-1,0,2,6,0,0,0,mission-10000020,2000,25,2,3,0,271,275,8,0,5,82,360000000,0,0,0,0,0,19,0,Chapter2_Y,4096|3584|4096|3595|243|-182,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,20,0,0,0,,,0,,0,,,mission-20000020,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,2000|25;0|0;0|0;0|0,mission-30000020,4,mission-40000020,,,,,,,,6|1,0,0,
21,0,1-1,0,2,1,1,0,0,mission-10000021,2000,25,2,3,0,281,280,8,0,5,87,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|4157|2455|23|803,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,21,0,0,0,,,0,,0,,,mission-20000021,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,2000|25;0|0;0|0;0|0,mission-30000021,4,mission-40000021,,,,,,,,1,0,0,
22,0,1-1,0,2,2,1,0,0,mission-10000022,2200,26,2,3,0,300,301,6,0,4,99,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|4059|-2128|0|973,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,22,0,0,0,,,0,,0,,,mission-20000022,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,2200|25;0|0;0|0;0|0,mission-30000022,4,mission-40000022,,,,,,,,6|1,0,0,
23,0,1-1,0,2,3,1,0,0,mission-10000023,2400,27,2,3,0,316,307,4,0,3,109,360000000,0,0,0,0,0,,0,Chapter2_Y,4096|3584|-3996|-4043|291|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,23,0,0,0,,,0,,0,,,mission-20000023,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,2400|30;0|0;0|0;0|0,mission-30000023,4,mission-40000023,,,,,,,,6|1,0,0,
24,0,1-1,0,2,4,1,0,0,mission-10000024,2800,28,2,3,0,328,332,8,0,5,115,360000000,0,0,0,0,0,19,0,Chapter2_Y,4096|3584|4096|3595|243|-182,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,24,0,0,0,,,0,,0,,,mission-20000024,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,2800|35;0|0;0|0;0|0,mission-30000024,4,mission-40000024,,,,,,,,6|1,0,0,
25,0,1-1,0,3,1,0,0,0,mission-10000025,2200,25,2,4,0,356,356,6,0,4,118,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|4209|2266|0|739,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,25,0,0,0,,,0,,0,,,mission-20000025,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,2200|25;0|0;0|0;0|0,mission-30000025,4,mission-40000025,,,,,,,,1,0,0,
26,0,1-1,0,3,2,0,0,0,mission-10000026,2600,26,2,3,0,367,367,7,0,4,122,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|3190|2465|511|-652,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,26,0,0,0,,,0,,0,,,mission-20000026,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,2600|28;0|0;0|0;0|0,mission-30000026,4,mission-40000026,,,,,,,,1,0,0,
27,0,1-1,0,3,3,0,0,0,mission-10000027,3200,27,2,3,0,371,371,8,0,4,124,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|3823|2593|-95|489,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,27,0,0,0,,,0,,0,,,mission-20000027,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,3200|34;0|0;0|0;0|0,mission-30000027,4,mission-40000027,,,,,,,,6|1,0,0,
28,0,1-1,0,3,4,0,0,0,mission-10000028,3500,28,2,4,0,395,395,6,0,3,131,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|3854|2365|173|-767,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,28,0,0,0,,,0,,0,,,mission-20000028,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,3500|36;0|0;0|0;0|0,mission-30000028,4,mission-40000028,,,,,,,,1,0,0,
29,0,1-1,0,3,5,0,0,0,mission-10000029,3800,29,2,3,0,413,413,9,0,4,136,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|4043|3245|-89|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,29,0,0,0,,,0,,0,,,mission-20000029,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,3800|38;0|0;0|0;0|0,mission-30000029,4,mission-40000029,,,,,,,,1,0,0,
30,0,1-1,0,3,6,0,0,0,mission-10000030,4200,30,2,3,0,425,425,16,0,6,139,360000000,0,0,0,0,0,108,0,Chapter3_Y,3724|3265|4214|3617|-5|-70,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,30,0,0,0,,,0,,0,,,mission-20000030,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,4200|40;0|0;0|0;0|0,mission-30000030,4,mission-40000030,,,,,,,,1,0,0,
31,0,1-1,0,3,1,1,0,0,mission-10000031,4200,30,2,3,0,438,438,6,0,3,142,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|3823|2593|-95|489,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,31,0,0,0,,,0,,0,,,mission-20000031,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,4200|40;0|0;0|0;0|0,mission-30000031,4,mission-40000031,,,,,,,,1,0,0,
32,0,1-1,0,3,2,1,0,0,mission-10000032,4500,31,2,3,0,462,462,6,0,3,149,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|3854|2365|173|-767,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,32,0,0,0,,,0,,0,,,mission-20000032,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,4500|44;0|0;0|0;0|0,mission-30000032,4,mission-40000032,,,,,,,,1,0,0,
33,0,1-1,0,3,3,1,0,0,mission-10000033,4800,32,2,3,0,480,480,9,0,4,154,360000000,0,0,0,0,0,,0,Chapter3_Y,3724|3265|4043|3245|-89|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,33,0,0,0,,,0,,0,,,mission-20000033,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,4800|46;0|0;0|0;0|0,mission-30000033,4,mission-40000033,,,,,,,,1,0,0,
34,0,1-1,0,3,4,1,0,0,mission-10000034,5200,33,2,3,0,492,492,16,0,6,157,360000000,0,0,0,0,0,108,0,Chapter3_Y,3724|3265|4214|3617|-5|-70,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,34,0,0,0,,,0,,0,,,mission-20000034,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,5200|50;0|0;0|0;0|0,mission-30000034,4,mission-40000034,,,,,,,,1,0,0,
35,0,1-1,0,4,1,0,0,0,mission-10000035,4400,30,2,3,0,509,509,6,0,2,161,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|1904|2849|-1225|-476,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,35,0,0,0,,,0,,0,,,mission-20000035,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,4400|40;0|0;0|0;0|0,mission-30000035,4,mission-40000035,,,,,,,,1,0,0,
36,0,1-1,0,4,2,0,0,0,mission-10000036,4600,31,2,3,0,519,519,5,0,3,165,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|2689|-2087|-755|-862,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,36,0,0,0,,,0,,0,,,mission-20000036,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,4600|45;0|0;0|0;0|0,mission-30000036,4,mission-40000036,,,,,,,,1,0,0,
37,0,1-1,0,4,3,0,0,0,mission-10000037,4800,32,2,3,0,544,544,9,0,5,171,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|4249|2157|0|813,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,37,0,0,0,,,0,,0,,,mission-20000037,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,4800|48;0|0;0|0;0|0,mission-30000037,4,mission-40000037,,,,,,,,1,0,0,
38,0,1-1,0,4,4,0,0,0,mission-10000038,5200,33,2,3,0,558,558,10,0,5,176,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|2917|3076|669|350,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,38,0,0,0,,,0,,0,,,mission-20000038,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,5200|50;0|0;0|0;0|0,mission-30000038,4,mission-40000038,,,,,,,,1,0,0,
39,0,1-1,0,4,5,0,0,0,mission-10000039,5500,34,2,3,0,581,581,8,0,4,183,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|3409|3321|-423|-240,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,39,0,0,0,,,0,,0,,,mission-20000039,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,5500|53;0|0;0|0;0|0,mission-30000039,4,mission-40000039,,,,,,,,6|1,0,0,
40,0,1-1,0,4,6,0,0,0,mission-10000040,6000,35,2,3,0,604,604,12,0,8,192,360000000,0,0,0,0,0,38,0,Chapter4_Y,3770|3299|4257|3799|0|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,40,0,0,0,,,0,,0,,,mission-20000040,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,6000|55;0|0;0|0;0|0,mission-30000040,4,mission-40000040,,,,,,,,6|1,0,0,
41,0,1-1,0,4,1,1,0,0,mission-10000041,5800,35,2,3,0,625,625,9,0,4,197,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|4249|2157|0|813,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,41,0,0,0,,,0,,0,,,mission-20000041,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,5800|55;0|0;0|0;0|0,mission-30000041,4,mission-40000041,,,,,,,,1,0,0,
42,0,1-1,0,4,2,1,0,0,mission-10000042,6100,36,2,3,0,639,639,10,0,5,202,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|2917|3076|669|350,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,42,0,0,0,,,0,,0,,,mission-20000042,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,6100|58;0|0;0|0;0|0,mission-30000042,4,mission-40000042,,,,,,,,1,0,0,
43,0,1-1,0,4,3,1,0,0,mission-10000043,6400,37,2,3,0,662,662,8,0,4,209,360000000,0,0,0,0,0,,0,Chapter4_Y,3770|3299|3409|3321|-423|-240,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,43,0,0,0,,,0,,0,,,mission-20000043,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,6400|60;0|0;0|0;0|0,mission-30000043,4,mission-40000043,,,,,,,,1,0,0,
44,0,1-1,0,4,4,1,0,0,mission-10000044,7000,38,2,3,0,686,686,12,0,7,218,360000000,0,0,0,0,0,38,0,Chapter4_Y,3770|3299|4257|3799|0|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,44,0,0,0,,,0,,0,,,mission-20000044,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,7000|65;0|0;0|0;0|0,mission-30000044,4,mission-40000044,,,,,,,,6|1,0,0,
45,0,1-1,0,5,1,0,0,0,mission-10000045,6200,35,2,3,0,699,699,11,0,4,262,360000000,0,0,0,0,0,,0,Chapter5_Y,7094|6098|3419|2141|1887|-2106,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,45,0,0,0,,,0,,0,,,mission-20000045,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,6200|60;0|0;0|0;0|0,mission-30000045,4,mission-40000045,,,,,,,,1,0,0,
46,0,1-1,0,5,2,0,0,0,mission-10000046,6400,36,2,3,0,718,0,7,0,3,264,360000000,0,0,0,0,0,,0,Chapter5_Y,4096|3475|3217|3692|2524|783,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,46,0,0,0,,,0,,0,,,mission-20000046,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,6400|60;0|0;0|0;0|0,mission-30000046,4,mission-40000046,,,,,,,,6|1,0,0,
47,0,1-1,0,5,3,0,0,0,mission-10000047,6700,37,2,3,0,732,0,12,0,4,268,360000000,0,0,0,0,0,,0,Chapter5_Y,4096|3475|4144|2303|115|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,47,0,0,0,,,0,,0,,,mission-20000047,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,6700|63;0|0;0|0;0|0,mission-30000047,4,mission-40000047,,,,,,,,6|1,0,0,
48,0,1-1,0,5,4,0,0,0,mission-10000048,7000,38,2,3,0,763,0,10,0,3,277,360000000,0,0,0,0,0,,0,Chapter5_Y,6805|6168|4103|2603|1596|1802,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,48,0,0,0,,,0,,0,,,mission-20000048,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,7000|65;0|0;0|0;0|0,mission-30000048,4,mission-40000048,,,,,,,,1,0,0,
49,0,1-1,0,5,5,0,0,0,mission-10000049,7500,39,2,3,0,777,0,14,0,6,282,360000000,0,0,0,0,0,,0,Chapter5_Y,4545|4357|2079|3899|-1478|-196,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,49,0,0,0,,,0,,0,,,mission-20000049,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,7500|65;0|0;0|0;0|0,mission-30000049,4,mission-40000049,,,,,,,,1,0,0,
50,0,1-1,0,5,6,0,0,0,mission-10000050,8500,40,2,3,0,826,0,16,0,6,377,360000000,0,0,0,0,0,79,0,Chapter5_Y,4656|3951|4001|3647|-575|393,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,50,0,0,0,,,0,,0,,,mission-20000050,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,8500|70;0|0;0|0;0|0,mission-30000050,4,mission-40000050,,,,,,,,1,0,0,
51,0,1-1,0,5,1,1,0,0,mission-10000051,8500,40,2,3,0,838,0,10,0,4,386,360000000,0,0,0,0,0,,0,Chapter5_Y,4096|3475|4144|2303|115|0,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,51,0,0,0,,,0,,0,,,mission-20000051,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,8500|70;0|0;0|0;0|0,mission-30000051,4,mission-40000051,,,,,,,,6|1,0,0,
52,0,1-1,0,5,2,1,0,0,mission-10000052,8800,41,2,3,0,869,0,10,0,2,399,360000000,0,0,0,0,0,,0,Chapter5_Y,4096|3475|4103|2603|1596|1802,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,52,0,0,0,,,0,,0,,,mission-20000052,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,8800|74;0|0;0|0;0|0,mission-30000052,4,mission-40000052,,,,,,,,1,0,0,
53,0,1-1,0,5,3,1,0,0,mission-10000053,9200,42,2,3,0,883,0,12,0,4,409,360000000,0,0,0,0,0,,0,Chapter5_Y,4096|3475|2079|3899|-1478|-196,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,53,0,0,0,,,0,,0,,,mission-20000053,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,9200|76;0|0;0|0;0|0,mission-30000053,4,mission-40000053,,,,,,,,1,0,0,
54,0,1-1,0,5,4,1,0,0,mission-10000054,9600,43,2,3,0,932,0,14,0,5,413,360000000,0,0,0,0,0,79,0,Chapter5_Y,4656|3951|4001|3647|-575|393,0,0,,0|500,#000000FF,,0,2,0,0,,,0,0,54,0,0,0,,,0,,0,,,mission-20000054,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,9600|80;0|0;0|0;0|0,mission-30000054,4,mission-40000054,,,,,,,,6|1,0,0,
