item_id,type,poster,multi_num,prize_id,drop_package_id,due_time,due_prize_id,present_info,function
1500124,1,,0,140001,0,2024-09-01 23:59:59,140016,present-11500124,0
1500125,1,,0,140004,0,2024-09-01 23:59:59,140016,present-11500125,0
1500126,2,,0,0,2304,2024-09-01 23:59:59,140016,present-11500126,0
1500127,2,,0,0,945,2024-09-01 23:59:59,140016,present-11500127,0
1500128,2,PackageImage_3,0,0,2324,2024-09-30 23:59:59,330610,present-11500128,0
1500129,2,PackageImage_5,0,0,2325,2024-09-30 23:59:59,330611,present-11500129,0
1500130,2,PackageImage_8,0,0,2326,2024-09-30 23:59:59,330612,present-11500130,0
1500131,1,,0,140001,0,2024-10-06 23:59:59,140016,present-11500131,0
1500132,1,,0,140002,0,2024-10-06 23:59:59,140016,present-11500132,0
1500133,2,,0,0,2327,2024-10-06 23:59:59,140016,present-11500133,0
1500134,2,,0,0,945,2024-10-06 23:59:59,140016,present-11500134,0
1500135,2,PackageImage_CartesianTheatre_1,0,0,2370,2024-11-25 23:59:59,330610,present-11500135,0
1500136,2,PackageImage_CartesianTheatre_2,0,0,2371,2024-11-25 23:59:59,330611,present-11500136,0
1500137,2,PackageImage_CartesianTheatre_3,0,0,2372,2024-11-25 23:59:59,330612,present-11500137,0
1500138,1,,0,140001,0,2024-11-10 23:59:59,140016,present-11500138,0
1500139,1,,0,140003,0,2024-11-10 23:59:59,140016,present-11500139,0
1500140,2,,0,0,2373,2024-11-10 23:59:59,140016,present-11500140,0
1500141,2,,0,0,945,2024-11-10 23:59:59,140016,present-11500141,0
1500142,2,PackageImage_ZeroCharge_1,0,0,2399,2024-12-29 23:59:59,330610,present-11500142,0
1500143,2,PackageImage_ZeroCharge_2,0,0,2400,2024-12-29 23:59:59,330611,present-11500143,0
1500144,2,PackageImage_ZeroCharge_3,0,0,2401,2024-12-29 23:59:59,330611,present-11500144,0
1500145,1,,0,140001,0,2024-12-15 23:59:59,140016,present-11500145,0
1500146,1,,0,140004,0,2024-12-15 23:59:59,140016,present-11500146,0
1500147,2,,0,0,2422,2024-12-15 23:59:59,140016,present-11500147,0
1500148,2,,0,0,945,2024-12-15 23:59:59,140016,present-11500148,0
1500149,2,PackageImage_Angulargyrus_1,0,0,2443,2025-02-24 23:59:59,330610,present-11500149,0
1500150,2,PackageImage_Angulargyrus_2,0,0,2444,2025-02-24 23:59:59,330611,present-11500150,0
1500151,2,PackageImage_Angulargyrus_3,0,0,2445,2025-02-24 23:59:59,330612,present-11500151,0
1500152,1,PackageImage_rank4,0,2594,0,2025-06-24 23:59:59,1993,present-11500152,0
1500153,1,PackageImage_rank5,0,2595,0,2025-06-24 23:59:59,1994,present-11500153,0
1500154,1,PackageImage_Sangvis,0,2596,0,2025-03-25 23:59:59,2598,present-11500154,0
1500155,1,PackageImage_Equip,0,2597,0,2025-03-25 23:59:59,2599,present-11500155,0
1500156,1,,0,140001,0,2025-01-19 23:59:59,140016,present-11500156,0
1500157,1,,0,140002,0,2025-01-19 23:59:59,140016,present-11500157,0
1500158,2,,0,0,2446,2025-01-19 23:59:59,140016,present-11500158,0
1500159,2,,0,0,945,2025-01-19 23:59:59,140016,present-11500159,0
1500160,1,,0,140001,0,2025-02-23 23:59:59,140016,present-11500160,0
1500161,1,,0,140003,0,2025-02-23 23:59:59,140016,present-11500161,0
1500162,2,,0,0,2475,2025-02-23 23:59:59,140016,present-11500162,0
1500163,2,,0,0,945,2025-02-23 23:59:59,140016,present-11500163,0
1500164,2,PackageImage_IsolationForest_1,0,0,2499,2025-04-21 23:59:59,330610,present-11500164,0
1500165,2,PackageImage_IsolationForest_2,0,0,2500,2025-04-21 23:59:59,330611,present-11500165,0
1500166,2,PackageImage_IsolationForest_3,0,0,2501,2025-04-21 23:59:59,330612,present-11500166,0
1500168,1,PackageImage_rank4,0,2661,0,2025-08-21 23:59:59,1993,present-11500168,0
1500169,1,PackageImage_rank5,0,2662,0,2025-08-21 23:59:59,1994,present-11500169,0
1500170,1,PackageImage_Sangvis,0,2663,0,2025-08-21 23:59:59,2598,present-11500170,0
1500171,1,PackageImage_Equip,0,2664,0,2025-08-21 23:59:59,2599,present-11500171,0
1500172,1,,0,140001,0,2025-03-30 23:59:59,140016,present-11500172,0
1500173,1,,0,140004,0,2025-03-30 23:59:59,140016,present-11500173,0
1500174,2,,0,0,2521,2025-03-30 23:59:59,140016,present-11500174,0
1500175,2,,0,0,945,2025-03-30 23:59:59,140016,present-11500175,0
1500176,1,,0,140001,0,2025-05-04 23:59:59,140016,present-11500176,0
1500177,1,,0,140002,0,2025-05-04 23:59:59,140016,present-11500177,0
1500178,2,,0,0,2548,2025-05-04 23:59:59,140016,present-11500178,0
1500179,2,,0,0,945,2025-05-04 23:59:59,140016,present-11500179,0
1500186,1,,0,140001,0,2025-06-08 23:59:59,140016,present-11500186,0
1500187,1,,0,140003,0,2025-06-08 23:59:59,140016,present-11500187,0
1500188,2,,0,0,2555,2025-06-08 23:59:59,140016,present-11500188,0
1500189,2,,0,0,945,2025-06-08 23:59:59,140016,present-11500189,0
1500193,1,,0,140001,0,2025-07-13 23:59:59,140016,present-11500193,0
1500194,1,,0,140004,0,2025-07-13 23:59:59,140016,present-11500194,0
1500195,2,,0,0,2559,2025-07-13 23:59:59,140016,present-11500195,0
1500196,2,,0,0,945,2025-07-13 23:59:59,140016,present-11500196,0
1500206,1,,0,140001,0,2025-08-17 23:59:59,140016,present-11500206,0
1500207,1,,0,140002,0,2025-08-17 23:59:59,140016,present-11500207,0
1500208,2,,0,0,2563,2025-08-17 23:59:59,140016,present-11500208,0
1500209,2,,0,0,945,2025-08-17 23:59:59,140016,present-11500209,0
1500217,1,,0,140001,0,2025-09-21 23:59:59,140016,present-11500217,0
1500218,1,,0,140003,0,2025-09-21 23:59:59,140016,present-11500218,0
1500219,2,,0,0,2586,2025-09-21 23:59:59,140016,present-11500219,0
1500220,2,,0,0,945,2025-09-21 23:59:59,140016,present-11500220,0
1500242,1,,0,140001,0,2025-10-26 23:59:59,140016,present-11500242,0
1500243,1,,0,140004,0,2025-10-26 23:59:59,140016,present-11500243,0
1500244,2,,0,0,2595,2025-10-26 23:59:59,140016,present-11500244,0
1500245,2,,0,0,945,2025-10-26 23:59:59,140016,present-11500245,0
1500249,1,,0,140001,0,2025-11-30 23:59:59,140016,present-11500249,0
1500250,1,,0,140002,0,2025-11-30 23:59:59,140016,present-11500250,0
1500251,2,,0,0,2598,2025-11-30 23:59:59,140016,present-11500251,0
1500252,2,,0,0,945,2025-11-30 23:59:59,140016,present-11500252,0
1700001,1,,0,150089,0,2024-07-21 23:59:59,140073,present-11700001,0
1700002,1,,0,150090,0,2024-07-21 23:59:59,140074,present-11700002,0
1700003,1,,0,150091,0,2024-07-21 23:59:59,140075,present-11700003,0
1700004,1,,0,150092,0,2024-08-21 23:59:59,140073,present-11700004,0
1700005,1,,0,150093,0,2024-08-21 23:59:59,140074,present-11700005,0
1700006,1,,0,150094,0,2024-08-21 23:59:59,140075,present-11700006,0
1700007,1,,0,150095,0,2024-09-08 23:59:59,140073,present-11700007,0
1700008,1,,0,150096,0,2024-09-08 23:59:59,140074,present-11700008,0
1700009,1,,0,150097,0,2024-09-08 23:59:59,140075,present-11700009,0
1700010,1,,0,150098,0,2024-10-20 23:59:59,140073,present-11700010,0
1700011,1,,0,150099,0,2024-10-20 23:59:59,140074,present-11700011,0
1700012,1,,0,150100,0,2024-10-20 23:59:59,140075,present-11700012,0
1700013,1,,0,150101,0,2024-11-30 23:59:59,140073,present-11700013,0
1700014,1,,0,150102,0,2024-11-30 23:59:59,140074,present-11700014,0
1700015,1,,0,150103,0,2024-11-30 23:59:59,140075,present-11700015,0
1700016,1,,0,150104,0,2025-01-05 23:59:59,140073,present-11700016,0
1700017,1,,0,150105,0,2025-01-05 23:59:59,140074,present-11700017,0
1700018,1,,0,150106,0,2025-01-05 23:59:59,140075,present-11700018,0
1700019,1,,0,150107,0,2025-02-09 23:59:59,140073,present-11700019,0
1700020,1,,0,150108,0,2025-02-09 23:59:59,140074,present-11700020,0
1700021,1,,0,150109,0,2025-02-09 23:59:59,140075,present-11700021,0
1700022,1,,0,150110,0,2025-03-16 23:59:59,140073,present-11700022,0
1700023,1,,0,150111,0,2025-03-16 23:59:59,140074,present-11700023,0
1700024,1,,0,150112,0,2025-03-16 23:59:59,140075,present-11700024,0
1700025,1,,0,150113,0,2025-04-13 23:59:59,140073,present-11700025,0
1700026,1,,0,150114,0,2025-04-13 23:59:59,140074,present-11700026,0
1700027,1,,0,150115,0,2025-04-13 23:59:59,140075,present-11700027,0
1700028,1,,0,150116,0,2025-05-11 23:59:59,140073,present-11700028,0
1700029,1,,0,150117,0,2025-05-11 23:59:59,140074,present-11700029,0
1700030,1,,0,150118,0,2025-05-11 23:59:59,140075,present-11700030,0
1700031,1,,0,150119,0,2025-06-08 23:59:59,140073,present-11700031,0
1700032,1,,0,150120,0,2025-06-08 23:59:59,140074,present-11700032,0
1700033,1,,0,150121,0,2025-06-08 23:59:59,140075,present-11700033,0
1700034,1,,0,150122,0,2025-07-06 23:59:59,140073,present-11700034,0
1700035,1,,0,150123,0,2025-07-06 23:59:59,140074,present-11700035,0
1700036,1,,0,150124,0,2025-07-06 23:59:59,140075,present-11700036,0
1700037,1,,0,150125,0,2025-08-10 23:59:59,140073,present-11700037,0
1700038,1,,0,150126,0,2025-08-10 23:59:59,140074,present-11700038,0
1700039,1,,0,150127,0,2025-08-10 23:59:59,140075,present-11700039,0
1700040,1,,0,150128,0,2025-09-14 23:59:59,140073,present-11700040,0
1700041,1,,0,150129,0,2025-09-14 23:59:59,140074,present-11700041,0
1700042,1,,0,150130,0,2025-09-14 23:59:59,140075,present-11700042,0
1700043,1,,0,150131,0,2025-10-12 23:59:59,140073,present-11700043,0
1700044,1,,0,150132,0,2025-10-12 23:59:59,140074,present-11700044,0
1700045,1,,0,150133,0,2025-10-12 23:59:59,140075,present-11700045,0
1700046,1,,0,150134,0,2025-11-09 23:59:59,140073,present-11700046,0
1700047,1,,0,150135,0,2025-11-09 23:59:59,140074,present-11700047,0
1700048,1,,0,150136,0,2025-11-09 23:59:59,140075,present-11700048,0
1700049,1,,0,150137,0,2025-12-07 23:59:59,140073,present-11700049,0
1700050,1,,0,150138,0,2025-12-07 23:59:59,140074,present-11700050,0
1700051,1,,0,150139,0,2025-12-07 23:59:59,140075,present-11700051,0
1800001,2,,0,0,2000001,,0,present-11800001,30
1800002,2,,0,0,2000002,,0,present-11800002,30
1800003,2,,0,0,2000003,,0,present-11800003,30
1800004,2,,0,0,2000004,,0,present-11800004,30
1800005,2,,0,0,2000005,,0,present-11800005,30
1800006,2,,0,0,2000006,,0,present-11800006,30
1800007,2,,0,0,2000007,,0,present-11800007,30
1800008,2,,0,0,2000008,,0,present-11800008,30
1800009,2,,0,0,2000009,,0,present-11800009,30
1800011,1,,0,203001,0,,0,present-11800011,30
1800012,1,,0,203002,0,,0,present-11800012,30
1800013,1,,0,203003,0,,0,present-11800013,30
1800021,4,,2,204001,0,,0,present-11800021,30
1800022,4,,2,204002,0,,0,present-11800022,30
1800023,4,,2,204003,0,,0,present-11800023,30
1800031,3,,0,205001,0,,0,present-11800031,30
1800032,3,,0,205002,0,,0,present-11800032,30
1800033,3,,0,205003,0,,0,present-11800033,30
9500001,1,PackageImage_rank4,0,330314,0,2023-06-27 23:59:59,1654,present-19500001,0
9500002,1,PackageImage_rank5,0,330315,0,2023-06-27 23:59:59,1655,present-19500002,0
9500003,2,PackageImage_3,0,0,1055,2024-02-27 23:59:59,7405,present-19500003,0
9500004,2,PackageImage_5,0,0,1056,2024-02-27 23:59:59,7406,present-19500004,0
9500005,2,PackageImage_8,0,0,1057,2024-02-27 23:59:59,7407,present-19500005,0
9500006,1,PackageImage_rank4,0,330560,0,2024-02-27 23:59:59,1654,present-19500006,0
9500007,1,PackageImage_rank5,0,330561,0,2024-02-27 23:59:59,1655,present-19500007,0
9500008,1,PackageImage_rank5,0,330567,0,2024-06-27 23:59:59,140076,present-19500008,0
9500009,2,PackageImage_anniversary_1,0,0,20105,2024-09-24 23:59:59,330336,present-19500009,0
9500010,2,PackageImage_anniversary_2,0,0,20106,2024-09-24 23:59:59,330336,present-19500010,0
9500011,2,PackageImage_anniversary_3,0,0,20107,2024-09-24 23:59:59,330336,present-19500011,0
9500012,2,PackageImage_anniversary_4,0,0,20108,2024-09-24 23:59:59,330336,present-19500012,0
9500013,2,PackageImage_anniversary_5,0,0,20113,2024-09-24 23:59:59,330336,present-19500013,0
9500014,1,PackageImage_rank4,0,330613,0,2025-03-25 23:59:59,1993,present-19500014,0
9500015,1,PackageImage_rank5,0,330614,0,2025-03-25 23:59:59,1994,present-19500015,0
9500016,1,PackageImage_rank4,0,330616,0,2025-04-29 23:59:59,1993,present-19500016,0
9500017,1,PackageImage_rank5,0,330617,0,2025-04-29 23:59:59,1994,present-19500017,0
9500018,1,PackageImage_Sangvis,0,2596,0,2025-04-29 23:59:59,2598,present-19500018,0
9500019,1,PackageImage_Equip,0,2597,0,2025-04-29 23:59:59,2599,present-19500019,0
9500020,1,PackageImage_rank4,0,330618,0,2025-05-27 23:59:59,1993,present-19500020,0
9500021,1,PackageImage_rank5,0,330619,0,2025-05-27 23:59:59,1994,present-19500021,0
9500022,1,PackageImage_Sangvis,0,330620,0,2025-05-27 23:59:59,2598,present-19500022,0
9500023,2,PackageImage_3,0,0,20114,2025-02-27 23:59:59,7405,present-19500023,0
9500024,2,PackageImage_5,0,0,20115,2025-02-27 23:59:59,7406,present-19500024,0
9500025,2,PackageImage_8,0,0,20116,2025-02-27 23:59:59,7407,present-19500025,0
9500026,1,PackageImage_Sangvis,0,331209,0,2025-06-24 23:59:59,2598,present-19500026,0
9500027,1,PackageImage_Equip,0,2597,0,2025-06-24 23:59:59,2599,present-19500027,0
9500028,2,PackageImage_whitedayjp_1,0,0,20117,2025-04-28 23:59:59,7405,present-19500028,0
9500029,2,PackageImage_whitedayjp_2,0,0,20118,2025-04-28 23:59:59,7406,present-19500029,0
9500030,1,PackageImage_whitedayjp_3,0,331249,0,2025-04-28 23:59:59,331211,present-19500030,0
9500031,1,PackageImage_Default,0,331253,0,2025-06-29 23:59:59,140009,present-19500031,0
9500032,2,PackageImage_whitedayjp_1,0,0,20122,2025-08-06 23:59:59,7405,present-19500032,0
9500033,2,PackageImage_whitedayjp_2,0,0,20123,2025-08-06 23:59:59,7406,present-19500033,0
9500034,1,PackageImage_whitedayjp_3,0,331297,0,2025-08-06 23:59:59,331211,present-19500034,0
9500035,1,PackageImage_rank4,0,331353,0,2025-12-04 23:59:59,1993,present-19500035,0
9500036,1,PackageImage_rank5,0,331354,0,2025-12-04 23:59:59,1994,present-19500036,0
9500037,1,PackageImage_Sangvis,0,331355,0,2025-12-04 23:59:59,2598,present-19500037,0
9500038,1,PackageImage_Equip,0,331356,0,2025-12-04 23:59:59,2599,present-19500038,0
9500039,2,PackageImage_whitedayjp_1,0,0,20127,2025-09-25 23:59:59,7405,present-19500039,0
9500040,2,PackageImage_whitedayjp_2,0,0,20128,2025-09-25 23:59:59,7406,present-19500040,0
9500041,1,PackageImage_whitedayjp_3,0,331435,0,2025-09-25 23:59:59,331211,present-19500041,0
9500042,1,PackageImage_7year_jp,0,331443,0,2025-09-25 23:59:59,331211,present-19500042,0
9500043,2,PackageImage_whitedayjp_1,0,0,20129,2025-10-22 23:59:59,7405,present-19500043,0
9500044,2,PackageImage_whitedayjp_2,0,0,20130,2025-10-22 23:59:59,7406,present-19500044,0
9500045,1,PackageImage_whitedayjp_3,0,331488,0,2025-10-22 23:59:59,331211,present-19500045,0
9500046,1,PackageImage_rank4,0,331495,0,2026-02-19 23:59:59,1993,present-19500046,0
9500047,1,PackageImage_rank5,0,331496,0,2026-02-19 23:59:59,1994,present-19500047,0
9500048,1,PackageImage_Sangvis,0,331497,0,2026-02-19 23:59:59,2598,present-19500048,0
9500049,1,PackageImage_Equip,0,331498,0,2026-02-19 23:59:59,2599,present-19500049,0
9500050,2,PackageImage_whitedayjp_1,0,0,20131,2025-11-19 23:59:59,7405,present-19500050,0
9500051,2,PackageImage_whitedayjp_2,0,0,20132,2025-11-19 23:59:59,7406,present-19500051,0
9500052,1,PackageImage_whitedayjp_3,0,331582,0,2025-11-19 23:59:59,331211,present-19500052,0
9500053,2,PackageImage_whitedayjp_1,0,0,20133,2025-12-10 23:59:59,7405,present-19500053,0
9500054,2,PackageImage_whitedayjp_2,0,0,20134,2025-12-10 23:59:59,7406,present-19500054,0
9500055,1,PackageImage_whitedayjp_3,0,331629,0,2025-12-10 23:59:59,331211,present-19500055,0
