id,area_id,weight,tag_weight,content,necessary_num,background,script_type
56,"3,2,4",10,,explore_affair_client-10000056,"1,0",,2
57,"3,2,4",10,,explore_affair_client-10000057,"1,0",,2
58,3,10,,explore_affair_client-10000058,"1,0",,2
59,2,10,85:20,explore_affair_client-10000059,"2,0",,2
60,"3,2,4",10,,explore_affair_client-10000060,"1,0",,2
61,"3,2,4,1",10,,explore_affair_client-10000061,"1,0",,2
62,"3,2,4",10,,explore_affair_client-10000062,"3,0",,2
63,"3,2,4",10,,explore_affair_client-10000063,"1,0",,2
64,"3,2,4",0,26:20,explore_affair_client-10000064,"3,0",,2
65,"3,2,4",0,26:20,explore_affair_client-10000065,"1,0",,2
66,"3,2,4",0,18:20,explore_affair_client-10000066,"3,0",,2
67,"3,2,4",0,40:20,explore_affair_client-10000067,"1,0",,2
68,"3,2,4,1",10,,explore_affair_client-10000068,"1,0",,2
69,3,10,,explore_affair_client-10000069,"3,0",,2
70,4,10,,explore_affair_client-10000070,"1,0",,2
71,"3,2,4",10,,explore_affair_client-10000071,"3,0",,2
72,"3,2,4",10,,explore_affair_client-10000072,"1,0",,2
73,"3,2,4,1",10,,explore_affair_client-10000073,"3,0",,2
74,3,10,,explore_affair_client-10000074,"1,0",,2
75,"3,2,4,1",0,17:20,explore_affair_client-10000075,"2,0",,2
76,"3,2,4,1",0,20:20,explore_affair_client-10000076,"3,0",,2
77,"3,2,4,1",0,41:20,explore_affair_client-10000077,"3,0",,2
78,"3,2,4,1",0,15:20,explore_affair_client-10000078,"1,0",,2
79,"3,2,4,1",0,15:20,explore_affair_client-10000079,"2,0",,2
80,"3,2,4,1",0,20:20,explore_affair_client-10000080,"3,0",,2
81,"3,2,4,1",0,16:20,explore_affair_client-10000081,"1,0",,2
82,"3,2,4,1",0,16:20,explore_affair_client-10000082,"1,0",,2
83,"3,2,4,1",0,16:20,explore_affair_client-10000083,"1,0",,2
84,"3,2,4,1",0,1:20,explore_affair_client-10000084,"2,0",,2
85,"3,2,4,1",0,2:20,explore_affair_client-10000085,"2,0",,2
86,"3,1",0,36:20,explore_affair_client-10000086,"1,0",,2
87,3,0,54:20,explore_affair_client-10000087,"1,0",,2
89,3,0,36:20,explore_affair_client-10000089,"1,0",,2
90,3,0,36:20,explore_affair_client-10000090,"1,1",,2
91,"3,2,4,1",0,40:20,explore_affair_client-10000091,"3,0",,2
92,"3,2,4,1",0,10:20,explore_affair_client-10000092,"3,0",,2
94,"3,2,4,1",0,38:20,explore_affair_client-10000094,"1,0",,2
95,"3,2,4",0,"26:20,31:20,40:20",explore_affair_client-10000095,"1,0",,2
96,"3,2,4,1",0,43:20,explore_affair_client-10000096,"1,0",,2
97,"3,2,4,1",0,29:20,explore_affair_client-10000097,"2,0",,2
98,"3,2,4,1",0,29:20,explore_affair_client-10000098,"2,0",,2
99,"3,2,4,1",0,29:20,explore_affair_client-10000099,"2,0",,2
100,"3,2,4,1",0,29:20,explore_affair_client-10000100,"2,0",,2
101,"3,2,4,1",-20,3:20,explore_affair_client-10000101,"2,0",,2
102,"3,2,4,1",-20,3:20,explore_affair_client-10000102,"2,0",,2
104,"3,2,4,1",0,60:20,explore_affair_client-10000104,"1,0",,2
105,"3,2,4,1",0,50:20,explore_affair_client-10000105,"2,0",,2
106,"3,2,4,1",0,62:20,explore_affair_client-10000106,"1,0",,"2,801"
107,"3,2,4,1",0,62:20,explore_affair_client-10000107,"1,0",,"2,801"
108,"3,2,4,1",0,14:20,explore_affair_client-10000108,"1,0",,2
109,"3,2,4,1",0,14:20,explore_affair_client-10000109,"1,0",,2
110,"3,2,4,1",0,64:20,explore_affair_client-10000110,"1,0",,2
111,"3,2,4,1",0,64:20,explore_affair_client-10000111,"1,0",,2
112,"3,2,4,1",0,65:20,explore_affair_client-10000112,"1,0",,"2,803"
113,"3,2,4,1",0,65:20,explore_affair_client-10000113,"3,0",,"2,803"
114,"3,2,4,1",0,66:20,explore_affair_client-10000114,"1,0",,2
115,"3,2,4,1",0,66:20,explore_affair_client-10000115,"3,0",,2
116,"3,2,4,1",0,67:20,explore_affair_client-10000116,"1,0",,2
117,"3,2,4,1",0,67:20,explore_affair_client-10000117,"1,0",,2
118,"3,2,4,1",0,68:20,explore_affair_client-10000118,"3,0",,2
119,"3,2,4,1",0,68:20,explore_affair_client-10000119,"3,0",,2
120,"3,2,4,1",0,69:20,explore_affair_client-10000120,"1,0",,2
121,"3,2,4,1",0,69:20,explore_affair_client-10000121,"2,0",,2
122,"3,2,4,1",0,70:20,explore_affair_client-10000122,"1,0",,2
123,"3,2,4,1",0,70:20,explore_affair_client-10000123,"1,0",,2
124,"3,2,4,1",0,71:20,explore_affair_client-10000124,"3,0",,2
125,"3,2,4,1",0,71:20,explore_affair_client-10000125,"3,0",,2
126,"3,2,4,1",0,50:20,explore_affair_client-10000126,"1,0",,2
127,"3,2,4,1",0,50:20,explore_affair_client-10000127,"2,0",,2
128,"3,2,4,1",0,73:20,explore_affair_client-10000128,"3,0",,2
129,"3,2,4,1",0,73:20,explore_affair_client-10000129,"1,0",,2
130,"3,2,4,1",0,60:20,explore_affair_client-10000130,"1,0",,2
131,"3,2,4,1",0,75:20,explore_affair_client-10000131,"2,0",,2
132,"3,2,4,1",0,1:20,explore_affair_client-10000132,"2,0",,2
133,"3,2,4,1",0,1:20,explore_affair_client-10000133,"1,0",,2
134,"3,2,4,1",0,77:20,explore_affair_client-10000134,"2,0",,2
135,"3,2,4,1",0,38:20,explore_affair_client-10000135,"1,0",,2
136,"3,2,4,1",0,20:20,explore_affair_client-10000136,"1,0",,2
137,"3,2,4,1",0,20:20,explore_affair_client-10000137,"1,0",,2
138,"3,2,4,1",0,79:20,explore_affair_client-10000138,"3,0",,2
139,"3,2,4,1",0,30:20,explore_affair_client-10000139,"3,0",,2
140,"3,2,4,1",0,30:20,explore_affair_client-10000140,"3,0",,2
141,"3,2,4,1",0,81:20,explore_affair_client-10000141,"1,0",,2
142,"3,2,4,1",0,81:20,explore_affair_client-10000142,"1,0",,2
143,"3,2,4,1",0,82:20,explore_affair_client-10000143,"3,0",,2
144,"3,2,4,1",0,82:20,explore_affair_client-10000144,"1,0",,2
145,2,0,5:20,explore_affair_client-10000145,"1,0",,2
146,2,0,5:20,explore_affair_client-10000146,"2,0",,2
147,2,0,7:20,explore_affair_client-10000147,"1,0",,2
148,2,0,55:20,explore_affair_client-10000148,"2,0",,2
149,2,0,56:20,explore_affair_client-10000149,"2,0",,2
150,2,0,29:20,explore_affair_client-10000150,"3,0",,2
151,2,0,30:20,explore_affair_client-10000151,"2,0",,2
152,2,0,33:20,explore_affair_client-10000152,"1,0",,2
153,2,0,10:20,explore_affair_client-10000153,"2,0",,2
154,2,0,9:20,explore_affair_client-10000154,"3,0",,2
155,2,0,20:20,explore_affair_client-10000155,"1,0",,2
157,2,-20,86:20,explore_affair_client-10000157,"2,0",,2
158,2,0,5:20,explore_affair_client-10000158,"1,0",,2
159,2,0,30:20,explore_affair_client-10000159,"3,0",,2
160,2,10,"83:-10,84:-10",explore_affair_client-10000160,"1,0",,2
161,2,0,31:20,explore_affair_client-10000161,"1,0",,2
163,2,0,57:20,explore_affair_client-10000163,"1,0",,2
164,2,0,39:20,explore_affair_client-10000164,"1,0",,2
165,2,0,39:20,explore_affair_client-10000165,"1,0",,2
166,2,0,50:20,explore_affair_client-10000166,"1,0",,2
167,2,0,50:20,explore_affair_client-10000167,"1,0",,2
168,2,0,7:20,explore_affair_client-10000168,"1,0",,2
169,2,0,3:20,explore_affair_client-10000169,"2,0",,2
170,4,0,39:20,explore_affair_client-10000170,"1,0",,2
171,4,0,8:20,explore_affair_client-10000171,"1,0",,2
172,4,0,8:20,explore_affair_client-10000172,"1,0",,2
173,4,0,9:20,explore_affair_client-10000173,"1,0",,2
174,4,0,11:20,explore_affair_client-10000174,"3,0",,2
175,4,0,17:20,explore_affair_client-10000175,"1,0",,2
176,4,0,17:20,explore_affair_client-10000176,"1,0",,2
177,4,0,53:20,explore_affair_client-10000177,"3,0",,2
178,1,0,40:20,explore_affair_client-10000178,"1,0",,2
179,1,0,14:20,explore_affair_client-10000179,"1,0",,2
180,1,0,32:20,explore_affair_client-10000180,"2,0",,2
181,1,0,5:20,explore_affair_client-10000181,"2,0",,2
182,1,10,,explore_affair_client-10000182,"2,0",,2
183,1,0,50:20,explore_affair_client-10000183,"2,0",,2
184,1,0,34:20,explore_affair_client-10000184,"3,0",,2
185,1,0,35:20,explore_affair_client-10000185,"1,0",,2
186,1,0,29:20,explore_affair_client-10000186,"1,0",,2
187,1,0,30:20,explore_affair_client-10000187,"1,0",,2
188,1,0,36:20,explore_affair_client-10000188,"3,1",,2
189,1,0,38:20,explore_affair_client-10000189,"3,0",,2
190,1,0,38:20,explore_affair_client-10000190,"1,0",,2
191,1,0,27:20,explore_affair_client-10000191,"1,0",,2
192,"3,2,4,1",0,27:20,explore_affair_client-10000192,"2,0",,2
193,"3,2,4",0,75:20,explore_affair_client-10000193,"2,0",,2
194,"3,2,4",10,,explore_affair_client-10000194,"1,0",,2
195,"3,2,4",0,81:20,explore_affair_client-10000195,"1,0",,2
196,"3,2,4",0,79:20,explore_affair_client-10000196,"2,0",,2
197,"3,2,4",0,71:20,explore_affair_client-10000197,"2,0",,2
198,"3,2,4",0,20:20,explore_affair_client-10000198,"3,0",,2
199,3,10,,explore_affair_client-10000199,"1,0",,2
200,3,0,51:20,explore_affair_client-10000200,"1,0",,"2,803"
201,3,0,8:20,explore_affair_client-10000201,"2,0",,2
202,3,0,66:20,explore_affair_client-10000202,"2,0",,2
203,3,10,,explore_affair_client-10000203,"1,0",,2
204,3,0,69:20,explore_affair_client-10000204,"1,0",,2
205,3,0,39:20,explore_affair_client-10000205,"1,0",,2
206,3,0,5:20,explore_affair_client-10000206,"1,0",,2
207,2,10,,explore_affair_client-10000207,"1,0",,2
208,2,0,14:20,explore_affair_client-10000208,"1,0",,2
209,2,0,15:20,explore_affair_client-10000209,"1,0",,2
210,2,0,30:20,explore_affair_client-10000210,"3,0",,2
211,2,10,,explore_affair_client-10000211,"3,0",,2
212,2,0,24:20,explore_affair_client-10000212,"3,0",,2
213,2,0,"31:20,39:20,1:20",explore_affair_client-10000213,"3,0",,2
214,4,0,40:20,explore_affair_client-10000214,"1,0",,2
215,4,10,,explore_affair_client-10000215,"1,0",,2
216,4,0,3:20,explore_affair_client-10000216,"1,0",,2
217,4,0,5:20,explore_affair_client-10000217,"1,0",,2
218,4,0,4:20,explore_affair_client-10000218,"1,0",,2
219,4,10,,explore_affair_client-10000219,"1,0",,2
220,4,0,51:20,explore_affair_client-10000220,"1,0",,"2,803"
221,4,0,5:20,explore_affair_client-10000221,"1,0",,2
222,4,0,62:20,explore_affair_client-10000222,"1,0",,"2,801"
223,1,10,,explore_affair_client-10000223,"1,0",,2
224,1,0,14:20,explore_affair_client-10000224,"1,0",,2
225,1,0,51:20,explore_affair_client-10000225,"1,0",,"2,803"
226,1,10,,explore_affair_client-10000226,"2,0",,2
227,1,0,5:20,explore_affair_client-10000227,"2,0",,2
228,1,0,69:20,explore_affair_client-10000228,"2,0",,2
229,1,0,59:20,explore_affair_client-10000229,"2,0",,2
230,1,0,7:20,explore_affair_client-10000230,"2,0",,2
231,1,10,,explore_affair_client-10000231,"1,0",,2
232,1,0,5:20,explore_affair_client-10000232,"1,0",,2
233,1,0,16:20,explore_affair_client-10000233,"1,0",,2
234,1,0,64:20,explore_affair_client-10000234,"1,0",,2
235,1,0,24:20,explore_affair_client-10000235,"1,0",,2
236,1,10,,explore_affair_client-10000236,"1,0",,2
237,1,0,3:20,explore_affair_client-10000237,"1,0",,2
238,1,0,5:20,explore_affair_client-10000238,"1,0",,2
239,1,10,60:-20,explore_affair_client-10000239,"1,0",,2
240,1,0,60:20,explore_affair_client-10000240,"3,0",,2
241,"1,3",0,52:20,explore_affair_client-10000241,"3,0",,2
242,"1,2,3,4",0,52:20,explore_affair_client-10000242,"1,0",,2
243,"1,2,3,4",0,21:20,explore_affair_client-10000243,"2,0",,2
