id,name,type,code,introduce,forces,if_capture,pow_rank,life_rank,hit_rank,dodge_rank,rate_rank,armor_rank,speed_rank,range_rank,counter,character,enemy_skill,launch_time,extra,spine_scale
17,enemy_illustration-10000017,1,Intruder,enemy_illustration-20000017,1,1,4,4,3,4,5,0,3,3,enemy_illustration-30000017,204,84,2016-5-20 00:00:00,enemy_illustration-40000017,"85,85,1"
18,enemy_illustration-10000018,1,Destroyer,enemy_illustration-20000018,1,1,5,5,4,3,3,0,4,5,enemy_illustration-30000018,206,"64,99",2016-5-20 00:00:00,enemy_illustration-40000018,"85,85,1"
19,enemy_illustration-10000019,1,HunterElite,enemy_illustration-20000019,1,0,5,5,5,5,5,4,5,4,enemy_illustration-30000019,"203,309",62,2016-5-20 00:00:00,enemy_illustration-40000019,"75,75,1"
20,enemy_illustration-10000020,1,ExcutionerElite,enemy_illustration-20000020,1,0,6,5,4,5,3,3,3,2,enemy_illustration-30000020,"202,309","60,61",2016-5-20 00:00:00,enemy_illustration-40000020,"80,80,1"
21,enemy_illustration-10000021,1,Weaver,enemy_illustration-20000021,1,1,4,5,5,4,4,3,4,3,enemy_illustration-30000021,"210,309","71,98",2016-5-20 00:00:00,enemy_illustration-40000021,"80,80,1"
22,enemy_illustration-10000022,1,WeaverElite,enemy_illustration-20000022,1,0,5,5,5,5,5,4,5,4,enemy_illustration-30000022,"210,309","71,72",2016-5-20 00:00:00,enemy_illustration-40000022,"80,80,1"
23,enemy_illustration-10000023,1,Alchemist,enemy_illustration-20000023,1,1,5,5,4,5,4,0,3,3,enemy_illustration-30000023,205,63,2016-5-20 00:00:00,enemy_illustration-40000023,"85,85,1"
24,enemy_illustration-10000024,1,Dreamer,enemy_illustration-20000024,1,1,5,5,5,5,5,0,5,5,enemy_illustration-30000024,209,"70,97",2016-5-20 00:00:00,enemy_illustration-40000024,"75,75,1"
25,enemy_illustration-10000025,2,Jupiter,enemy_illustration-20000025,1,0,6,5,5,0,4,2,0,5,enemy_illustration-30000025,"309,910",12,2016-5-20 00:00:00,enemy_illustration-40000025,"55,55,1"
26,enemy_illustration-10000026,1,BossGager,enemy_illustration-20000026,1,1,5,4,5,4,3,0,4,3,enemy_illustration-30000026,207,"66,67,96",2016-5-20 00:00:00,enemy_illustration-40000026,"85,85,1"
27,enemy_illustration-10000027,1,BossArchitect,enemy_illustration-20000027,1,1,6,5,4,3,3,3,3,5,enemy_illustration-30000027,"208,309","68,69",2016-5-20 00:00:00,enemy_illustration-40000027,"85,85,1"
28,enemy_illustration-10000028,3,Brute,enemy_illustration-20000028,1,1,5,3,4,3,3,0,4,2,enemy_illustration-30000028,303,,2016-5-20 00:00:00,enemy_illustration-40000028,"85,85,1"
29,enemy_illustration-10000029,3,Striker,enemy_illustration-20000029,1,1,3,3,2,3,5,0,3,4,enemy_illustration-30000029,308,,2016-5-20 00:00:00,enemy_illustration-40000029,"100,100,1"
30,enemy_illustration-10000030,4,Tarantula,enemy_illustration-20000030,1,1,5,1,5,0,2,4,5,2,enemy_illustration-30000030,"303,309",,2016-5-20 00:00:00,enemy_illustration-40000030,"150,150,1"
31,enemy_illustration-10000031,2,Golyat,enemy_illustration-20000031,1,0,7,5,7,0,0,0,3,1,enemy_illustration-30000031,"323,908",11,2016-5-20 00:00:00,enemy_illustration-40000031,"100,100,1"
32,enemy_illustration-10000032,2,GolyatPlus,enemy_illustration-20000032,1,0,7,7,7,0,0,0,3,1,enemy_illustration-30000032,"323,908",11,2016-5-20 00:00:00,enemy_illustration-40000032,"100,100,1"
33,enemy_illustration-10000033,1,BossCerberus,enemy_illustration-20000033,1,0,5,5,5,3,2,4,5,2,enemy_illustration-30000033,"214,309","79,80",2016-5-20 00:00:00,enemy_illustration-40000033,"70,70,1"
34,enemy_illustration-10000034,1,DestroyerPlus,enemy_illustration-20000034,1,0,6,5,5,3,3,0,4,5,enemy_illustration-30000034,206,"64,65",2016-5-20 00:00:00,enemy_illustration-40000034,"80,80,1"
35,enemy_illustration-10000035,1,Justice,enemy_illustration-20000035,1,0,5,6,4,4,4,3,4,5,enemy_illustration-30000035,"211,309","73,74,75",2016-5-20 00:00:00,enemy_illustration-40000035,"70,70,1"
36,enemy_illustration-10000036,3,unknown,enemy_illustration-20000036,0,0,4,4,4,4,3,0,2,2,enemy_illustration-30000036,303,,2016-5-20 00:00:00,enemy_illustration-40000036,"80,80,1"
37,enemy_illustration-10000037,3,Cyclops,enemy_illustration-20000037,2,0,4,4,4,3,3,0,4,4,enemy_illustration-30000037,319,16,2016-5-20 00:00:00,enemy_illustration-40000037,"85,85,1"
38,enemy_illustration-10000038,5,Cyclops_SG,enemy_illustration-20000038,2,0,4,4,3,3,2,4,3,4,enemy_illustration-30000038,"309,314",17,2016-5-20 00:00:00,enemy_illustration-40000038,"85,85,1"
39,enemy_illustration-10000039,4,Hydra,enemy_illustration-20000039,2,0,6,5,4,0,4,6,1,2,enemy_illustration-30000039,"309,301",18,2016-5-20 00:00:00,enemy_illustration-40000039,"80,80,1"
40,enemy_illustration-10000040,5,Aegis_GA,enemy_illustration-20000040,2,0,2,3,2,0,3,5,3,2,enemy_illustration-30000040,"303,309,310",9,2016-5-20 00:00:00,enemy_illustration-40000040,"100,100,1"
41,enemy_illustration-10000041,4,Cerynitis,enemy_illustration-20000041,2,0,5,3,5,0,1,3,3,4,enemy_illustration-30000041,309,,2016-5-20 00:00:00,enemy_illustration-40000041,"100,100,1"
42,enemy_illustration-10000042,4,Dactyl,enemy_illustration-20000042,2,0,5,2,4,0,0,2,3,5,enemy_illustration-30000042,"309,322",19,2016-5-20 00:00:00,enemy_illustration-40000042,"100,100,1"
43,enemy_illustration-10000043,4,Typhon,enemy_illustration-20000043,2,0,5,5,6,0,5,4,3,5,enemy_illustration-30000043,"309,320",20,2016-5-20 00:00:00,enemy_illustration-40000043,"70,70,1"
44,enemy_illustration-10000044,1,M16A1_Boss,enemy_illustration-20000044,1,0,6,6,6,6,6,6,6,6,enemy_illustration-30000044,"215,309","81,82,83",2016-5-20 00:00:00,enemy_illustration-40000044,"100,100,1"
45,enemy_illustration-10000045,1,Agent,enemy_illustration-20000045,1,0,5,5,5,2,4,0,2,4,enemy_illustration-30000045,212,"77,78",2016-5-20 00:00:00,enemy_illustration-40000045,"80,80,1"
46,enemy_illustration-10000046,3,Strelet,enemy_illustration-20000046,3,0,2,3,2,3,4,0,3,3,enemy_illustration-30000046,312,,2016-5-20 00:00:00,enemy_illustration-40000046,"100,100,1"
47,enemy_illustration-10000047,3,Rodelero,enemy_illustration-20000047,3,0,3,4,3,3,1,2,3,4,enemy_illustration-30000047,"309,312,320",27,2016-5-20 00:00:00,enemy_illustration-40000047,"90,90,1"
48,enemy_illustration-10000048,3,Doppelsoldner,enemy_illustration-20000048,3,0,2,4,3,0,3,4,1,3,enemy_illustration-30000048,"309,312,319","28,29",2016-5-20 00:00:00,enemy_illustration-40000048,"60,60,1"
49,enemy_illustration-10000049,4,Uhlan,enemy_illustration-20000049,3,0,4,4,4,0,3,4,3,4,enemy_illustration-30000049,"309,312","31,32",2016-5-20 00:00:00,enemy_illustration-40000049,"50,50,1"
50,enemy_illustration-10000050,1,Nyto_black,enemy_illustration-20000050,3,0,6,6,5,4,4,3,4,5,enemy_illustration-30000050,"216,309,312","45,47",2016-5-20 00:00:00,enemy_illustration-40000050,"70,70,1"
51,enemy_illustration-10000051,1,Nyto_white,enemy_illustration-20000051,3,0,6,6,5,4,4,3,4,5,enemy_illustration-30000051,"216,309,312","46,47",2016-5-20 00:00:00,enemy_illustration-40000051,"70,70,1"
52,enemy_illustration-10000052,3,Zombie2,enemy_illustration-20000052,0,0,3,3,4,3,4,0,3,4,enemy_illustration-30000052,300,,2016-5-20 00:00:00,enemy_illustration-40000052,"90,90,1"
53,enemy_illustration-10000053,3,Zombie1,enemy_illustration-20000053,0,0,2,4,4,3,4,0,3,2,enemy_illustration-30000053,303,,2016-5-20 00:00:00,enemy_illustration-40000053,"90,90,1"
54,enemy_illustration-10000054,1,Smasher,enemy_illustration-20000054,0,0,5,6,4,4,4,0,3,5,enemy_illustration-30000054,301,"57,58",2016-5-20 00:00:00,enemy_illustration-40000054,"70,70,1"
55,enemy_illustration-10000055,2,Prowler_SWAP,enemy_illustration-20000055,1,1,1,1,1,1,3,0,2,2,enemy_illustration-30000055,300,,2016-5-20 00:00:00,enemy_illustration-40000055,"100,100,1"
56,enemy_illustration-10000056,3,Jaeger_SWAP,enemy_illustration-20000056,1,0,4,1,5,3,2,0,3,4,enemy_illustration-30000056,307,5,2016-5-20 00:00:00,enemy_illustration-40000056,"100,100,1"
57,enemy_illustration-10000057,3,Guard_SWAP,enemy_illustration-20000057,1,1,1,5,3,1,4,0,2,2,enemy_illustration-30000057,"303,310",4,2016-5-20 00:00:00,enemy_illustration-40000057,"90,90,1"
58,enemy_illustration-10000058,3,Dragoon_SWAP,enemy_illustration-20000058,1,1,3,3,5,3,3,0,5,5,enemy_illustration-30000058,304,7,2016-5-20 00:00:00,enemy_illustration-40000058,"75,75,1"
59,enemy_illustration-10000059,3,Striker_SWAP,enemy_illustration-20000059,1,0,5,3,2,3,5,0,3,4,enemy_illustration-30000059,308,,2016-5-20 00:00:00,enemy_illustration-40000059,"100,100,1"
60,enemy_illustration-10000060,5,Aegis_SWAP,enemy_illustration-20000060,1,0,2,5,2,0,3,5,2,2,enemy_illustration-30000060,"303,309,310",9,2016-5-20 00:00:00,enemy_illustration-40000060,"100,100,1"
61,enemy_illustration-10000061,1,Nyto_Silver,enemy_illustration-20000061,3,0,6,6,5,4,4,3,4,4,enemy_illustration-30000061,"216,309,312","42,43",2016-5-20 00:00:00,enemy_illustration-40000061,"85,85,1"
62,enemy_illustration-10000062,1,Nyto_Gold,enemy_illustration-20000062,3,0,6,6,5,4,4,3,4,5,enemy_illustration-30000062,"216,309",41,2016-5-20 00:00:00,enemy_illustration-40000062,"85,85,1"
63,enemy_illustration-10000063,3,Roarer,enemy_illustration-20000063,3,0,4,5,3,2,2,3,2,2,enemy_illustration-30000063,"309,312,316","34,35",2016-5-20 00:00:00,enemy_illustration-40000063,"80,80,1"
64,enemy_illustration-10000064,4,Thunder,enemy_illustration-20000064,3,0,5,5,5,5,4,4,2,4,enemy_illustration-30000064,"309,310,315","36,37,38",2016-5-20 00:00:00,enemy_illustration-40000064,"80,80,1"
65,enemy_illustration-10000065,3,StreletPlus,enemy_illustration-20000065,3,0,4,3,3,5,3,0,1,4,enemy_illustration-30000065,"312,316",39,2016-5-20 00:00:00,enemy_illustration-40000065,"100,100,1"
66,enemy_illustration-10000066,3,Isomer,enemy_illustration-20000066,3,0,1,4,1,5,4,0,1,5,enemy_illustration-30000066,303,40,2016-5-20 00:00:00,enemy_illustration-40000066,"75,75,1"
67,enemy_illustration-10000067,2,Pyxis,enemy_illustration-20000067,3,0,4,5,3,0,5,2,0,5,enemy_illustration-30000067,"309,308",,2016-5-20 00:00:00,enemy_illustration-40000067,"100,100,1"
68,enemy_illustration-10000068,1,Nyto_Isomer_White,enemy_illustration-20000068,3,0,7,6,5,4,4,4,4,5,enemy_illustration-30000068,"309,911",44,2016-5-20 00:00:00,enemy_illustration-40000068,"80,80,1"
69,enemy_illustration-10000069,2,RecceCentre,enemy_illustration-20000069,2,0,0,6,0,0,0,4,0,0,enemy_illustration-30000069,"309,321",21,2016-5-20 00:00:00,enemy_illustration-40000069,"40,40,1"
70,enemy_illustration-10000070,2,Pathfinder,enemy_illustration-20000070,2,0,4,2,4,3,4,4,5,2,enemy_illustration-30000070,"303,309",22,2016-5-20 00:00:00,enemy_illustration-40000070,"100,100,1"
71,enemy_illustration-10000071,3,Archer,enemy_illustration-20000071,2,0,3,3,3,4,3,0,2,4,enemy_illustration-30000071,325,23,2016-5-20 00:00:00,enemy_illustration-40000071,"100,100,1"
72,enemy_illustration-10000072,2,Beast,enemy_illustration-20000072,2,0,4,4,5,2,4,0,6,2,enemy_illustration-30000072,310,24,2016-5-20 00:00:00,enemy_illustration-40000072,"80,80,1"
73,enemy_illustration-10000073,5,TeslaTrooper,enemy_illustration-20000073,2,0,4,5,3,1,2,5,2,1,enemy_illustration-30000073,"303,309,313","26,33",2016-5-20 00:00:00,enemy_illustration-40000073,"80,80,1"
74,enemy_illustration-10000074,2,GustafL_1,enemy_illustration-20000074,2,0,7,5,5,0,3,3,0,5,enemy_illustration-30000074,"908,910,326",,2016-5-20 00:00:00,enemy_illustration-40000074,"-15,15,1"
75,enemy_illustration-10000075,2,GustafL_2,enemy_illustration-20000075,2,0,7,5,5,0,3,3,0,5,enemy_illustration-30000075,"908,910,326",,2016-5-20 00:00:00,enemy_illustration-40000075,"-15,15,1"
76,enemy_illustration-10000076,2,GustafL_3,enemy_illustration-20000076,2,0,7,5,5,0,3,3,0,5,enemy_illustration-30000076,"908,910,326",,2016-5-20 00:00:00,enemy_illustration-40000076,"-15,15,1"
77,enemy_illustration-10000077,4,Kratos,enemy_illustration-20000077,2,0,6,6,4,3,4,5,4,2,enemy_illustration-30000077,"303,309,310","48,49,50",2016-5-20 00:00:00,enemy_illustration-40000077,"50,50,1"
78,enemy_illustration-10000078,4,Acheron,enemy_illustration-20000078,2,0,0,5,0,0,0,4,0,0,enemy_illustration-30000078,"309,310",51,2016-5-20 00:00:00,enemy_illustration-40000078,"60,60,1"
79,enemy_illustration-10000079,4,Coeus,enemy_illustration-20000079,2,0,6,5,5,4,4,5,5,3,enemy_illustration-30000079,"309,317,316","52,53",2016-5-20 00:00:00,enemy_illustration-40000079,"40,40,1"
80,enemy_illustration-10000080,1,Ares,enemy_illustration-20000080,2,0,6,6,6,4,4,6,6,7,enemy_illustration-30000080,"309,326,316","93,94,95",2016-5-20 00:00:00,enemy_illustration-40000080,"40,40,1"
81,enemy_illustration-10000081,1,Eliza_boss,enemy_illustration-20000081,1,0,7,6,5,4,4,0,0,5,enemy_illustration-30000081,900,"85,86,87",2016-5-20 00:00:00,enemy_illustration-40000081,"60,60,1"
82,enemy_illustration-10000082,4,Hydra_beach,enemy_illustration-20000082,0,0,6,5,4,0,4,6,1,2,enemy_illustration-30000082,"309,301",10018,2016-5-20 00:00:00,enemy_illustration-40000082,"60,60,1"
83,enemy_illustration-10000083,4,landmine_beach,enemy_illustration-20000083,0,0,5,2,4,0,0,2,3,5,enemy_illustration-30000083,"309,322",10019,2016-5-20 00:00:00,enemy_illustration-40000083,"100,100,1"
84,enemy_illustration-10000084,2,RecceCentre_beach,enemy_illustration-20000084,0,0,0,6,0,0,0,4,0,0,enemy_illustration-30000084,"309,321",10021,2016-5-20 00:00:00,enemy_illustration-40000084,"40,40,1"
85,enemy_illustration-10000085,2,Pathfinder_beach,enemy_illustration-20000085,0,0,4,2,4,3,4,4,5,2,enemy_illustration-30000085,"303,309",10022,2016-5-20 00:00:00,enemy_illustration-40000085,"100,100,1"
86,enemy_illustration-10000086,3,Ripper_SWAP,enemy_illustration-20000086,1,1,3,3,3,6,3,0,3,3,enemy_illustration-30000086,303,"88,90,92",2016-5-20 00:00:00,enemy_illustration-40000086,"100,100,1"
87,enemy_illustration-10000087,3,Cocktail,enemy_illustration-20000087,0,0,3,2,4,4,2,0,3,4,enemy_illustration-30000087,300,10087,2035-12-31 00:00:00,enemy_illustration-40000087,
88,enemy_illustration-10000088,3,Cottoncaper,enemy_illustration-20000088,0,0,2,3,3,5,3,0,3,3,enemy_illustration-30000088,300,,2035-12-31 00:00:00,enemy_illustration-40000088,
89,enemy_illustration-10000089,3,Hiresniper,enemy_illustration-20000089,0,0,3,1,5,3,2,0,3,4,enemy_illustration-30000089,307,10005,2035-12-31 00:00:00,enemy_illustration-40000089,
90,enemy_illustration-10000090,3,Swordsman,enemy_illustration-20000090,0,0,5,3,4,3,3,0,4,2,enemy_illustration-30000090,303,,2035-12-31 00:00:00,enemy_illustration-40000090,
91,enemy_illustration-10000091,1,CarcanoEnemy,enemy_illustration-20000091,0,0,5,5,5,5,5,4,5,5,enemy_illustration-30000091,"307,316","10191,10091",2035-12-31 00:00:00,enemy_illustration-40000091,
92,enemy_illustration-10000092,1,HenEnemy,enemy_illustration-20000092,0,0,4,4,4,4,4,0,4,3,enemy_illustration-30000092,301,,2035-12-31 00:00:00,enemy_illustration-40000092,
93,enemy_illustration-10000093,1,RicoEnemy,enemy_illustration-20000093,0,0,4,4,4,4,4,0,4,5,enemy_illustration-30000093,301,,2035-12-31 00:00:00,enemy_illustration-40000093,
94,enemy_illustration-10000094,3,Vespid_SWAP,enemy_illustration-20000094,1,1,3,2,4,4,2,0,3,4,enemy_illustration-30000094,300,"89,91",2016-5-20 00:00:00,enemy_illustration-40000094,"100,100,1"
95,enemy_illustration-10000095,3,Brute_SWAP,enemy_illustration-20000095,1,0,5,3,4,3,3,0,4,2,enemy_illustration-30000095,"303,315","54,55",2016-5-20 00:00:00,enemy_illustration-40000095,"85,85,1"
96,enemy_illustration-10000096,4,Nemeum_SWAP2,enemy_illustration-20000096,1,0,4,4,5,0,2,3,3,4,enemy_illustration-30000096,"309,307",56,2016-5-20 00:00:00,enemy_illustration-40000096,"100,100,1"
97,enemy_illustration-10000097,3,refugee_hg,enemy_illustration-20000097,0,0,2,3,3,5,3,0,4,3,enemy_illustration-30000097,300,,2016-5-20 00:00:00,enemy_illustration-40000097,"100,100,1"
98,enemy_illustration-10000098,3,refugee_smg,enemy_illustration-20000098,0,0,3,4,3,4,5,0,4,3,enemy_illustration-30000098,300,,2016-5-20 00:00:00,enemy_illustration-40000098,"100,100,1"
99,enemy_illustration-10000099,2,Golyat_Factory,enemy_illustration-20000099,1,1,7,5,7,0,0,3,3,1,enemy_illustration-30000099,"309,321",21,2016-5-20 00:00:00,enemy_illustration-40000099,"100,100,1"
101,enemy_illustration-10000101,3,Ripper_Halloween,enemy_illustration-20000101,0,0,2,3,3,5,3,0,3,3,enemy_illustration-30000101,303,,2016-5-20 00:00:00,enemy_illustration-40000101,"90,90,1"
102,enemy_illustration-10000102,3,Jaeger_Halloween,enemy_illustration-20000102,0,0,3,1,5,3,2,0,3,4,enemy_illustration-30000102,307,,2016-5-20 00:00:00,enemy_illustration-40000102,"80,80,1"
103,enemy_illustration-10000103,3,Dragon_Halloween,enemy_illustration-20000103,0,0,3,3,5,3,3,0,5,5,enemy_illustration-30000103,304,,2016-5-20 00:00:00,enemy_illustration-40000103,
104,enemy_illustration-10000104,5,Aegis_Halloween,enemy_illustration-20000104,0,0,2,4,2,0,3,5,2,2,enemy_illustration-30000104,"303,309",,2016-5-20 00:00:00,enemy_illustration-40000104,
105,enemy_illustration-10000105,4,Nemeum_Halloween,enemy_illustration-20000105,0,0,4,3,5,0,1,3,3,4,enemy_illustration-30000105,309,,2016-5-20 00:00:00,enemy_illustration-40000105,
106,enemy_illustration-10000106,2,Dinergate_chm1,enemy_illustration-20000106,0,0,5,1,5,0,2,0,5,2,enemy_illustration-30000106,303,,2016-5-20 00:00:00,enemy_illustration-40000106,
107,enemy_illustration-10000107,2,Dinergate_chm2,enemy_illustration-20000107,0,0,5,1,5,0,2,0,5,2,enemy_illustration-30000107,303,,2016-5-20 00:00:00,enemy_illustration-40000107,
108,enemy_illustration-10000108,3,Guard_chm,enemy_illustration-20000108,0,0,1,4,3,1,4,0,2,2,enemy_illustration-30000108,303,,2016-5-20 00:00:00,enemy_illustration-40000108,
121,enemy_illustration-10000121,3,Vespid_bride,enemy_illustration-20000121,0,0,3,2,4,4,2,0,3,4,enemy_illustration-30000121,300,,2016-5-20 00:00:00,enemy_illustration-40000121,"100,100,1"
122,enemy_illustration-10000122,3,Brute_Ghost,enemy_illustration-20000122,0,0,5,3,4,3,3,0,4,2,enemy_illustration-30000122,303,,2016-5-20 00:00:00,enemy_illustration-40000122,"85,85,1"
141,enemy_illustration-10000141,3,HKCAWS_XmasEnemy,enemy_illustration-20000141,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000141,"100,441",141,2035-12-31 00:00:00,enemy_illustration-40000141,
142,enemy_illustration-10000142,3,VSK_XmasEnemy,enemy_illustration-20000142,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000142,"100,442",142,2035-12-31 00:00:00,enemy_illustration-40000142,
143,enemy_illustration-10000143,3,P7_XmasEnemy,enemy_illustration-20000143,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000143,"100,443",143,2035-12-31 00:00:00,enemy_illustration-40000143,
144,enemy_illustration-10000144,3,FP6_XmasEnemy,enemy_illustration-20000144,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000144,"100,444",144,2035-12-31 00:00:00,enemy_illustration-40000144,
145,enemy_illustration-10000145,3,Type100_XmasEnemy,enemy_illustration-20000145,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000145,"100,445",145,2035-12-31 00:00:00,enemy_illustration-40000145,
146,enemy_illustration-10000146,1,Px4Storm_XmasBoss,enemy_illustration-20000146,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000146,"1002,446,447","146,147,148,149,150",2035-12-31 00:00:00,enemy_illustration-40000146,
100001,enemy_illustration-10100001,1,Gebbennu,enemy_illustration-20100001,3,0,6,7,5,5,4,4,4,5,enemy_illustration-30100001,309,,2035-12-31 00:00:00,enemy_illustration-40100001,
100011,enemy_illustration-10100011,3,DivMauler,enemy_illustration-20100011,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100011,"401,402",,2035-12-31 00:00:00,enemy_illustration-40100011,
100012,enemy_illustration-10100012,3,DivGrenadier,enemy_illustration-20100012,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100012,403,,2035-12-31 00:00:00,enemy_illustration-40100012,
100013,enemy_illustration-10100013,3,DivSweeper,enemy_illustration-20100013,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100013,"404,415",,2035-12-31 00:00:00,enemy_illustration-40100013,
100014,enemy_illustration-10100014,3,DivRunner,enemy_illustration-20100014,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100014,405,,2035-12-31 00:00:00,enemy_illustration-40100014,
100015,enemy_illustration-10100015,3,DivGuard,enemy_illustration-20100015,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100015,"406,407",,2035-12-31 00:00:00,enemy_illustration-40100015,
100016,enemy_illustration-10100016,3,DivExecutor,enemy_illustration-20100016,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100016,300,,2035-12-31 00:00:00,enemy_illustration-40100016,
100017,enemy_illustration-10100017,3,DivRifleman,enemy_illustration-20100017,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100017,408,,2035-12-31 00:00:00,enemy_illustration-40100017,
100018,enemy_illustration-10100018,3,DivScout,enemy_illustration-20100018,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100018,"409,410",,2035-12-31 00:00:00,enemy_illustration-40100018,
100019,enemy_illustration-10100019,3,DivEngineer,enemy_illustration-20100019,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100019,"411,412,413",,2035-12-31 00:00:00,enemy_illustration-40100019,
100020,enemy_illustration-10100020,3,DivTraitor,enemy_illustration-20100020,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100020,"414,415",,2035-12-31 00:00:00,enemy_illustration-40100020,
100021,enemy_illustration-10100021,1,AK47_enemy,enemy_illustration-20100021,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100021,423,,2035-12-31 00:00:00,enemy_illustration-40100021,
100022,enemy_illustration-10100022,1,DivBurn,enemy_illustration-20100022,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100022,"417,404,416",,2035-12-31 00:00:00,enemy_illustration-40100022,
100023,enemy_illustration-10100023,1,HK416Boss,enemy_illustration-20100023,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100023,"420,421,422",,2035-12-31 00:00:00,enemy_illustration-40100023,
100024,enemy_illustration-10100024,1,VectorBoss,enemy_illustration-20100024,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100024,"419,418,416",,2035-12-31 00:00:00,enemy_illustration-40100024,
100025,enemy_illustration-10100025,1,HK416Boss,enemy_illustration-20100025,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100025,"424,425",,2035-12-31 00:00:00,enemy_illustration-40100025,
