id,name,description,code,type,duration_type,duration_time,limit_buff,exp_buff,is_resource_buff,vision_buff,cannot_move,battle_skill_config_id,property_type,property_data_pool,special_spot_config_id,conditions_type,conditions_time,birth_effect,effect_process_star,effect_process_end,effect_process_duration,manual_ui_code,ammo_mre_reduce,free_ap_move,extra_ammo_mre,conflict_type,priority,carry_mission_skill,sangvis_chip_id,ext_move,is_still_alive,ext_ap_cost,effect_birth,effect_death,effect_duration
1305,mission_buff_config-10001305,mission_buff_config-20001305,buff,1,2,1,0,1.14,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,1305,0,,,0,0,0,0,0,0
1306,mission_buff_config-10001306,mission_buff_config-20001306,buff,1,2,1,0,1.16,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,1306,0,,,0,0,0,0,0,0
1307,mission_buff_config-10001307,mission_buff_config-20001307,buff,1,2,1,0,1.18,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,1307,0,,,0,0,0,0,0,0
1308,mission_buff_config-10001308,mission_buff_config-20001308,buff,1,2,1,0,1.2,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,1308,0,,,0,0,0,0,0,0
1309,mission_buff_config-10001309,mission_buff_config-20001309,buff,1,2,1,0,1.22,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,1309,0,,,0,0,0,0,0,0
1310,mission_buff_config-10001310,mission_buff_config-20001310,buff,1,2,1,0,1.25,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,1310,0,,,0,0,0,0,0,0
1501,mission_buff_config-10001501,mission_buff_config-20001501,buff,1,1,2,0,1,0,0,,102506,0,0,0,0,0,0,0,0,0,,,0,,1501,0,,,0,0,0,0,0,0
1502,mission_buff_config-10001502,mission_buff_config-20001502,buff,1,1,2,0,1,0,0,,102506,0,0,0,0,0,0,0,0,0,,,0,,1502,0,,,0,0,0,0,0,0
1503,mission_buff_config-10001503,mission_buff_config-20001503,buff,1,1,2,0,1,0,1,,102506,0,0,0,0,0,0,0,0,0,,,0,,1503,0,,,0,0,0,0,0,0
1504,mission_buff_config-10001504,mission_buff_config-20001504,buff,1,1,2,0,1,0,1,,102506,0,0,0,0,0,0,0,0,0,,,0,,1504,0,,,0,0,0,0,0,0
1505,mission_buff_config-10001505,mission_buff_config-20001505,buff,1,1,2,0,1,0,1,,102506,0,0,0,0,0,0,0,0,0,,,0,,1505,0,,,0,0,0,0,0,0
1506,mission_buff_config-10001506,mission_buff_config-20001506,buff,1,1,2,0,1,0,1,,102506,0,0,0,0,0,0,0,0,0,,,0,,1506,0,,,0,0,0,0,0,0
1507,mission_buff_config-10001507,mission_buff_config-20001507,buff,1,1,2,0,1,0,1,,102506,0,0,0,0,0,0,0,0,0,,,0,,1507,0,,,0,0,0,0,0,0
1508,mission_buff_config-10001508,mission_buff_config-20001508,buff,1,1,2,0,1,0,1,,102506,0,0,0,0,0,0,0,0,0,,,0,,1508,0,,,0,0,0,0,0,0
1509,mission_buff_config-10001509,mission_buff_config-20001509,buff,1,1,2,0,1,0,1,,102506,0,0,0,0,0,0,0,0,0,,,0,,1509,0,,,0,0,0,0,0,0
1510,mission_buff_config-10001510,mission_buff_config-20001510,buff,1,1,2,0,1,0,2,,102506,0,0,0,0,0,0,0,0,0,,,0,,1510,0,,,0,0,0,0,0,0
1700,mission_buff_config-10001700,mission_buff_config-20001700,combo,1,1,1,0,1,0,0,,900167,0,0,1701,2,1-1,0,0,0,0,,,0,,1700,-1,,,0,0,0,0,0,0
1701,mission_buff_config-10001701,mission_buff_config-20001701,combo,1,1,1,0,1,0,0,,900173,0,0,1702,2,0-1,0,0,0,0,,,0,,1701,-1,,,0,0,0,0,0,0
1702,mission_buff_config-10001702,mission_buff_config-20001702,combo,1,1,1,0,1,0,0,,900174,0,0,0,0,0,0,0,0,0,,,0,,1702,-1,,,0,0,0,0,0,0
1801,mission_buff_config-10001801,mission_buff_config-20001801,buff,1,4,1,0,1,0,0,,115501,0,0,0,0,0,0,0,0,0,,,0,,1801,0,,,0,0,0,0,0,0
1811,mission_buff_config-10001811,mission_buff_config-20001811,debuff,2,4,1,0,1,0,0,,115502,0,0,0,0,0,0,0,0,0,,,0,,1811,0,,,0,0,0,0,0,0
1900,mission_buff_config-10001900,mission_buff_config-20001900,ExtraAp,1,4,1,0,1,0,0,,900900,0,0,0,0,0,0,0,0,0,,,0,,1900,1,,,0,0,0,0,0,0
2000,mission_buff_config-10002000,mission_buff_config-20002000,ExtraAp,1,1,99,0,1,0,0,,900903,0,0,0,0,0,0,0,0,0,,,0,,2000,1,,,0,0,0,0,0,0
2100,mission_buff_config-10002100,mission_buff_config-20002100,Theresa_Back,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,2100,1,,,0,0,0,0,0,0
2300,mission_buff_config-10002300,mission_buff_config-20002300,SpeedUp,1,4,1,0,1,0,0,,757059,0,0,0,0,0,0,0,0,0,,,0,,2300,-1,,,0,0,0,0,0,0
10001,mission_buff_config-10010001,mission_buff_config-20010001,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,10001,-1,10002,,0,0,0,0,0,0
10086,mission_buff_config-10010086,mission_buff_config-20010086,debuff,2,1,2,0,1,0,0,,900112,0,0,0,0,0,0,0,0,0,,,0,,10086,0,,,0,0,0,0,0,0
10101,mission_buff_config-10010101,mission_buff_config-20010101,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,10101,-1,10102,,0,0,0,0,0,0
20101,mission_buff_config-10020101,mission_buff_config-20020101,,1,1,99,0,1,0,0,,0,0,0,20102,1,0-1,0,0,0,0,,,0,,20101,1,,,0,0,0,0,0,0
20102,mission_buff_config-10020102,mission_buff_config-20020102,SpeedUp,1,5,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,20102,1,,,0,0,0,0,0,0
20201,mission_buff_config-10020201,mission_buff_config-20020201,,1,1,99,0,1,0,0,,0,0,0,20202,1,0-1,0,0,0,0,,,0,,20201,1,,,0,0,0,0,0,0
20202,mission_buff_config-10020202,mission_buff_config-20020202,SpeedUp,1,5,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,20202,1,,,0,0,0,0,0,0
20301,mission_buff_config-10020301,mission_buff_config-20020301,,1,1,99,0,1,0,0,,0,0,0,20302,1,0-1,0,0,0,0,,,0,,20301,1,,,0,0,0,0,0,0
20302,mission_buff_config-10020302,mission_buff_config-20020302,SpeedUp,1,5,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,20302,1,,,0,0,0,0,0,0
20401,mission_buff_config-10020401,mission_buff_config-20020401,ExtraMove,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,20401,0,,,1,0,0,0,0,0
20402,mission_buff_config-10020402,mission_buff_config-20020402,ExtraMove2,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,20402,0,,,2,0,0,0,0,0
20403,mission_buff_config-10020403,mission_buff_config-20020403,ExtraMove3,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,20403,0,,,3,0,0,0,0,0
50000,mission_buff_config-10050000,mission_buff_config-20050000,ExtraAmmo,1,1,1000,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,"2,2",50000,0,,,0,0,0,0,0,0
50001,mission_buff_config-10050001,mission_buff_config-20050001,ExtraAp,1,"1,5","1,1",0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,50001,0,,,0,0,0,0,0,0
50002,mission_buff_config-10050002,mission_buff_config-20050002,AmmoReduce,1,4,1,0,1,1,0,,610011,0,0,0,0,0,0,0,0,0,,"2,1",0,,50002,0,,,0,0,0,0,0,0
50003,mission_buff_config-10050003,mission_buff_config-20050003,NightView,1,1,1000,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,,,0,,50003,0,,,0,0,0,0,0,0
50004,mission_buff_config-10050004,mission_buff_config-20050004,nighthitBuff,1,1,1000,0,1,0,0,,910421,0,0,0,0,0,0,0,0,0,,,0,,50004,0,,,0,0,0,0,0,0
50005,mission_buff_config-10050005,mission_buff_config-20050005,SpeedUp,1,4,1,0,1,0,0,,900641,0,0,0,0,0,0,0,0,0,,,0,,50005,0,,,0,0,0,0,0,0
50006,mission_buff_config-10050006,mission_buff_config-20050006,debuff,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1007,0,,,0,,50006,0,,,0,0,0,0,0,0
50007,mission_buff_config-10050007,mission_buff_config-20050007,buff,1,4,1,0,1,0,0,,901240,0,0,0,0,0,0,0,0,0,,,0,,50007,1,,,0,0,0,0,0,0
50008,mission_buff_config-10050008,mission_buff_config-20050008,debuff,1,1,2,0,1,0,0,,902202,0,0,0,0,0,0,0,0,0,,,0,,50008,1,,,0,0,0,0,0,0
70015,mission_buff_config-10070015,mission_buff_config-20070015,ExtraAp,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,5,,70015,0,,,0,0,0,0,0,0
70016,mission_buff_config-10070016,mission_buff_config-20070016,ExtraAp,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,5,,70016,0,,,0,0,0,0,0,0
70021,mission_buff_config-10070021,mission_buff_config-20070021,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,70021,0,,,0,0,0,0,0,70021
70022,mission_buff_config-10070022,mission_buff_config-20070022,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,70022,0,,,0,0,0,0,0,70022
78001,mission_buff_config-10078001,mission_buff_config-20078001,SpeedUp,1,5,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,78001,1,,,0,0,0,0,0,0
78002,mission_buff_config-10078002,mission_buff_config-20078002,SpeedUp,1,5,15,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,78002,1,,,0,0,0,0,0,0
78003,mission_buff_config-10078003,mission_buff_config-20078003,SpeedUp,1,5,16,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,78003,1,,,0,0,0,0,0,0
363001,mission_buff_config-10363001,mission_buff_config-20363001,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,363001,1,363001,,0,0,0,0,0,0
363002,mission_buff_config-10363002,mission_buff_config-20363002,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,363002,1,363002,,0,0,0,0,0,0
381402,mission_buff_config-10381402,mission_buff_config-20381402,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381402,0,,,0,0,0,0,0,0
381403,mission_buff_config-10381403,mission_buff_config-20381403,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381403,0,,,0,0,0,0,0,0
381404,mission_buff_config-10381404,mission_buff_config-20381404,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381404,0,,,0,0,0,0,0,0
381405,mission_buff_config-10381405,mission_buff_config-20381405,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381405,0,,,0,0,0,0,0,0
381406,mission_buff_config-10381406,mission_buff_config-20381406,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381406,0,,,0,0,0,0,0,0
381407,mission_buff_config-10381407,mission_buff_config-20381407,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381407,0,,,0,0,0,0,0,0
381408,mission_buff_config-10381408,mission_buff_config-20381408,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381408,0,,,0,0,0,0,0,0
381409,mission_buff_config-10381409,mission_buff_config-20381409,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381409,0,,,0,0,0,0,0,0
381410,mission_buff_config-10381410,mission_buff_config-20381410,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381410,0,,,0,0,0,0,0,0
381411,mission_buff_config-10381411,mission_buff_config-20381411,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381411,0,,,0,0,0,0,0,0
381412,mission_buff_config-10381412,mission_buff_config-20381412,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381412,0,,,0,0,0,0,0,0
381413,mission_buff_config-10381413,mission_buff_config-20381413,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381413,0,,,0,0,0,0,0,0
381414,mission_buff_config-10381414,mission_buff_config-20381414,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381414,0,,,0,0,0,0,0,0
381415,mission_buff_config-10381415,mission_buff_config-20381415,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381415,0,,,0,0,0,0,0,0
381416,mission_buff_config-10381416,mission_buff_config-20381416,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381416,0,,,0,0,0,0,0,0
381417,mission_buff_config-10381417,mission_buff_config-20381417,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381417,0,,,0,0,0,0,0,0
381418,mission_buff_config-10381418,mission_buff_config-20381418,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381418,0,,,0,0,0,0,0,0
381419,mission_buff_config-10381419,mission_buff_config-20381419,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381419,0,,,0,0,0,0,0,0
381420,mission_buff_config-10381420,mission_buff_config-20381420,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381420,0,,,0,0,0,0,0,0
381421,mission_buff_config-10381421,mission_buff_config-20381421,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381421,0,,,0,0,0,0,0,0
381422,mission_buff_config-10381422,mission_buff_config-20381422,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381422,0,,,0,0,0,0,0,0
381423,mission_buff_config-10381423,mission_buff_config-20381423,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381423,0,,,0,0,0,0,0,0
381424,mission_buff_config-10381424,mission_buff_config-20381424,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381424,0,,,0,0,0,0,0,0
381425,mission_buff_config-10381425,mission_buff_config-20381425,GunBox,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,381425,0,,,0,0,0,0,0,0
381468,mission_buff_config-10381468,mission_buff_config-20381468,SpeedUp,1,1,99,0,1,0,0,,910676,0,0,0,0,0,0,0,0,0,,,0,,381468,0,,,0,0,0,0,0,0
381602,mission_buff_config-10381602,mission_buff_config-20381602,SpeedUp,1,1,99,0,1,0,0,,0,0,0,381602,1,0-1,0,0,0,0,,,0,,381602,0,,,0,0,0,0,0,0
381603,mission_buff_config-10381603,mission_buff_config-20381603,SpeedUp,1,1,99,0,1,0,0,,0,0,0,381603,1,0-1,0,0,0,0,,,0,,381603,0,,,0,0,0,0,0,0
381903,mission_buff_config-10381903,mission_buff_config-20381903,fighting,1,1,3,0,1,0,0,,100502,0,0,0,0,0,0,0,0,0,,,0,,381903,0,,,0,0,0,0,0,0
410301,mission_buff_config-10410301,mission_buff_config-20410301,,1,1,99,0,1,0,0,,0,0,0,410301,1,0-1,0,0,0,0,,,0,,410301,-1,,,0,0,0,0,0,0
410363,mission_buff_config-10410363,mission_buff_config-20410363,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,410363,-1,410365,,0,0,0,0,0,0
410364,mission_buff_config-10410364,mission_buff_config-20410364,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,410364,-1,410366,,0,0,0,0,0,0
410501,mission_buff_config-10410501,mission_buff_config-20410501,debuff,1,1,2,0,1,0,0,,900942,0,0,0,0,0,0,0,0,0,,,0,,410501,1,,,0,0,0,0,0,0
410502,mission_buff_config-10410502,mission_buff_config-20410502,buff,1,1,99,0,1,0,0,,900941,0,0,0,0,0,0,0,0,0,,,0,,410501,2,,,0,0,0,0,0,0
440000,mission_buff_config-10440000,mission_buff_config-20440000,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,440000,1,"440011,440021,440031,440041,440051,440061,440071,440081,440091,440001,440002",,0,0,0,0,0,0
440001,mission_buff_config-10440001,mission_buff_config-20440001,buff,1,1,1,0,1,0,0,,902370,0,0,0,0,0,0,0,0,0,,,0,,440001,1,,,0,0,0,0,0,0
440002,mission_buff_config-10440002,mission_buff_config-20440002,debuff,1,1,1,0,1,0,0,,902373,0,0,0,0,0,0,0,0,0,,,0,,440002,1,,,0,0,0,0,0,0
440003,mission_buff_config-10440003,mission_buff_config-20440003,,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,1000049,0,0,,,0,,440003,1,,,0,0,0,0,0,0
440004,mission_buff_config-10440004,mission_buff_config-20440004,,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,1000050,0,0,,,0,,440004,1,,,0,0,0,0,0,0
440005,mission_buff_config-10440005,mission_buff_config-20440005,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,440005,1,,,0,0,0,0,0,0
440006,mission_buff_config-10440006,mission_buff_config-20440006,,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,440006,1,"440011,440021,440031,440041,440051,440061,440071,440081,440091,440001,440002",,0,0,0,0,0,0
440301,mission_buff_config-10440301,mission_buff_config-20440301,,1,1,99,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,,,0,,440301,1,,,0,0,0,0,0,0
460501,mission_buff_config-10460501,mission_buff_config-20460501,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,460501,1,,,0,0,0,0,0,0
460502,mission_buff_config-10460502,mission_buff_config-20460502,,1,1,99,0,1,0,0,,755021,0,0,0,0,0,0,0,0,0,,,0,,460502,1,,,0,0,0,0,0,0
480000,mission_buff_config-10480000,mission_buff_config-20480000,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,480000,1,480112,,0,0,0,0,0,0
480102,mission_buff_config-10480102,mission_buff_config-20480102,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,480102,1,480122,,0,0,0,0,0,0
481400,mission_buff_config-10481400,mission_buff_config-20481400,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,481400,1,,,0,0,0,0,0,0
482000,mission_buff_config-10482000,mission_buff_config-20482000,Theresa_Back,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,482000,1,,,0,0,0,0,0,0
482001,mission_buff_config-10482001,mission_buff_config-20482001,,1,1,99,0,1,0,0,,0,0,0,482004,1,0-1,0,0,0,0,,,0,,482001,1,,,0,0,0,0,0,0
482002,mission_buff_config-10482002,mission_buff_config-20482002,SpeedUp,1,5,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,,482002,1,,,0,0,0,0,0,0
482101,mission_buff_config-10482101,mission_buff_config-20482101,,1,1,99,0,1,0,1,,759008,0,0,0,0,0,0,0,0,0,,,0,,482101,1,,,0,0,0,0,0,0
482300,mission_buff_config-10482300,mission_buff_config-20482300,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,482300,1,482300,,0,0,0,0,0,0
482301,mission_buff_config-10482301,mission_buff_config-20482301,,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,482301,1,,,0,0,0,0,0,0
482430,mission_buff_config-10482430,mission_buff_config-20482430,,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,482430,-1,"482431,482432,482433,482434,482435",,0,0,0,0,0,0
482505,mission_buff_config-10482505,mission_buff_config-20482505,debuff,2,1,99,0,1,0,0,,117801,0,0,0,0,0,1000021,0,0,0,,,0,,482505,1,,,0,0,0,0,0,0
482506,mission_buff_config-10482506,mission_buff_config-20482506,debuff,2,1,99,0,1,0,0,,117804,0,0,0,0,0,1000022,0,0,0,,,0,,482506,1,,,0,0,0,0,0,0
482507,mission_buff_config-10482507,mission_buff_config-20482507,debuff,2,1,99,0,1,0,0,,117805,0,0,0,0,0,1000023,0,0,0,,,0,,482507,1,,,0,0,0,0,0,0
483501,mission_buff_config-10483501,mission_buff_config-20483501,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,483501,1,483511,,0,0,0,0,0,0
483600,mission_buff_config-10483600,mission_buff_config-20483600,Theresa_Back,2,1,99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,483600,1,,,0,0,0,0,0,0
483601,mission_buff_config-10483601,mission_buff_config-20483601,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,483601,-1,483611,,0,0,0,0,0,0
483901,mission_buff_config-10483901,mission_buff_config-20483901,,1,1,99,0,1,0,0,,0,0,0,483911,5,0-3,0,0,0,0,,,1,,483901,1,,,0,0,0,0,0,0
483903,mission_buff_config-10483903,mission_buff_config-20483903,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,483903,-1,,,0,0,0,0,0,0
483911,mission_buff_config-10483911,mission_buff_config-20483911,Theresa_Back,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,483911,1,,,0,0,0,0,0,0
483921,mission_buff_config-10483921,mission_buff_config-20483921,SpeedUp,1,5,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,482002,1,,,0,0,0,0,0,0
500020,mission_buff_config-10500020,mission_buff_config-20500020,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV01#1E90FF,,0,,500020,0,,,0,0,0,0,0,0
500021,mission_buff_config-10500021,mission_buff_config-20500021,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV10#1E90FF,,0,,500021,0,,,0,0,0,0,0,0
500022,mission_buff_config-10500022,mission_buff_config-20500022,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV02#1E90FF,,0,,500022,0,,,0,0,0,0,0,0
500023,mission_buff_config-10500023,mission_buff_config-20500023,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV03#1E90FF,,0,,500023,0,,,0,0,0,0,0,0
500024,mission_buff_config-10500024,mission_buff_config-20500024,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV04#1E90FF,,0,,500024,0,,,0,0,0,0,0,0
500025,mission_buff_config-10500025,mission_buff_config-20500025,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV05#1E90FF,,0,,500025,0,,,0,0,0,0,0,0
500026,mission_buff_config-10500026,mission_buff_config-20500026,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV06#1E90FF,,0,,500026,0,,,0,0,0,0,0,0
500027,mission_buff_config-10500027,mission_buff_config-20500027,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV07#1E90FF,,0,,500027,0,,,0,0,0,0,0,0
500028,mission_buff_config-10500028,mission_buff_config-20500028,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV08#1E90FF,,0,,500028,0,,,0,0,0,0,0,0
500029,mission_buff_config-10500029,mission_buff_config-20500029,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV09#1E90FF,,0,,500029,0,,,0,0,0,0,0,0
500099,mission_buff_config-10500099,mission_buff_config-20500099,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,500099,-1,,,0,0,0,0,0,0
500401,mission_buff_config-10500401,mission_buff_config-20500401,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV21#1E90FF,,0,,500401,0,,,0,0,0,0,0,0
500402,mission_buff_config-10500402,mission_buff_config-20500402,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV22#1E90FF,,0,,500402,0,,,0,0,0,0,0,0
