id,code,icon,name,hp,atk,rate,dodge,armor,piercing,range,speed,shield,skills,skill_dec,drop,bt_tree
110304,Mobster,Mobster,breakout_enemy-10110304,1000,80,75,0,0,0,97,11,0,9002,breakout_enemy-20110304,21011,Tarkov/Units/Enemies/EnemyAI_Mobster
120101,refugee_hg,refugee_hg,breakout_enemy-10120101,1000,30,90,15,0,0,100,10,0,9001,breakout_enemy-20120101,,Tarkov/Units/Enemies/EnemyAI_Prototype
120102,refugee_hg,refugee_hg,breakout_enemy-10120102,1000,30,90,15,0,0,100,10,0,9001,breakout_enemy-20120102,,Tarkov/Units/Enemies/EnemyAI_Prototype
120103,refugee_hg,refugee_hg,breakout_enemy-10120103,1000,30,90,15,0,0,96,10,0,9001,breakout_enemy-20120103,11111,Tarkov/Units/Enemies/EnemyAI_Prototype
120104,refugee_hg,refugee_hg,breakout_enemy-10120104,1000,30,90,15,0,0,98,10,0,9001,breakout_enemy-20120104,11111,Tarkov/Units/Enemies/EnemyAI_Prototype
120105,refugee_hg,refugee_hg,breakout_enemy-10120105,1000,30,90,15,0,0,95,10,0,9001,breakout_enemy-20120105,,Tarkov/Units/Enemies/EnemyAI_Prototype
120106,refugee_hg,refugee_hg,breakout_enemy-10120106,1000,30,90,15,0,0,98,10,0,9001,breakout_enemy-20120106,,Tarkov/Units/Enemies/EnemyAI_Prototype
120107,refugee_hg,refugee_hg,breakout_enemy-10120107,1000,30,90,15,0,0,103,10,0,9001,breakout_enemy-20120107,11121,Tarkov/Units/Enemies/EnemyAI_Prototype
120108,refugee_hg,refugee_hg,breakout_enemy-10120108,1000,30,90,15,0,0,100,10,0,9001,breakout_enemy-20120108,11121,Tarkov/Units/Enemies/EnemyAI_Prototype
120201,refugee_smg,refugee_smg,breakout_enemy-10120201,1200,20,100,15,0,0,93,11,0,9001,breakout_enemy-20120201,,Tarkov/Units/Enemies/EnemyAI_Prototype
120202,refugee_smg,refugee_smg,breakout_enemy-10120202,1200,20,100,15,0,0,89,11,0,9001,breakout_enemy-20120202,11211,Tarkov/Units/Enemies/EnemyAI_Prototype
120203,refugee_smg,refugee_smg,breakout_enemy-10120203,1200,20,100,15,0,0,86,11,0,9001,breakout_enemy-20120203,11211,Tarkov/Units/Enemies/EnemyAI_Prototype
120204,refugee_smg,refugee_smg,breakout_enemy-10120204,1200,20,100,15,0,0,86,11,0,9001,breakout_enemy-20120204,11211,Tarkov/Units/Enemies/EnemyAI_Prototype
120205,refugee_smg,refugee_smg,breakout_enemy-10120205,1200,20,100,15,0,0,86,11,0,9001,breakout_enemy-20120205,,Tarkov/Units/Enemies/EnemyAI_Prototype
120206,refugee_smg,refugee_smg,breakout_enemy-10120206,1200,20,100,15,0,0,85,11,0,9001,breakout_enemy-20120206,11221,Tarkov/Units/Enemies/EnemyAI_Prototype
120207,refugee_smg,refugee_smg,breakout_enemy-10120207,1200,20,100,15,0,0,87,11,0,9001,breakout_enemy-20120207,11221,Tarkov/Units/Enemies/EnemyAI_Prototype
120208,refugee_smg,refugee_smg,breakout_enemy-10120208,1200,20,100,15,0,0,89,11,0,9001,breakout_enemy-20120208,11221,Tarkov/Units/Enemies/EnemyAI_Prototype
121501,refugee_hg,refugee_hg,breakout_enemy-10121501,2500,60,90,30,0,0,107,10,0,9115,breakout_enemy-20121501,12111,Tarkov/Units/Enemies/EnemyAI_115
121502,refugee_hg,refugee_hg,breakout_enemy-10121502,2500,60,90,30,0,0,111,10,0,9115,breakout_enemy-20121502,12111,Tarkov/Units/Enemies/EnemyAI_115
121503,refugee_hg,refugee_hg,breakout_enemy-10121503,2500,60,90,30,0,0,111,10,0,9115,breakout_enemy-20121503,,Tarkov/Units/Enemies/EnemyAI_115
121504,refugee_hg,refugee_hg,breakout_enemy-10121504,2500,60,90,30,0,0,110,10,0,9115,breakout_enemy-20121504,12121,Tarkov/Units/Enemies/EnemyAI_115
121505,refugee_hg,refugee_hg,breakout_enemy-10121505,2500,60,90,30,0,0,105,10,0,9115,breakout_enemy-20121505,12121,Tarkov/Units/Enemies/EnemyAI_115
121601,refugee_smg,refugee_smg,breakout_enemy-10121601,3000,50,100,30,0,0,101,11,0,9116,breakout_enemy-20121601,12221,Tarkov/Units/Enemies/EnemyAI_116
130101,refugee_hg,refugee_hg,breakout_enemy-10130101,1000,30,90,15,0,0,98,10,0,9001,breakout_enemy-20130101,,Tarkov/Units/Enemies/EnemyAI_Prototype
130102,refugee_hg,refugee_hg,breakout_enemy-10130102,1000,30,90,15,0,0,100,10,0,9001,breakout_enemy-20130102,,Tarkov/Units/Enemies/EnemyAI_Prototype
130103,refugee_hg,refugee_hg,breakout_enemy-10130103,1000,30,90,15,0,0,96,10,0,9001,breakout_enemy-20130103,11121,Tarkov/Units/Enemies/EnemyAI_Prototype
130104,refugee_hg,refugee_hg,breakout_enemy-10130104,1000,30,90,15,0,0,99,10,0,9001,breakout_enemy-20130104,11121,Tarkov/Units/Enemies/EnemyAI_Prototype
130105,refugee_hg,refugee_hg,breakout_enemy-10130105,1000,30,90,15,0,0,98,10,0,9001,breakout_enemy-20130105,,Tarkov/Units/Enemies/EnemyAI_Prototype
130106,refugee_hg,refugee_hg,breakout_enemy-10130106,1000,30,90,15,0,0,95,10,0,9001,breakout_enemy-20130106,11121,Tarkov/Units/Enemies/EnemyAI_Prototype
130201,refugee_smg,refugee_smg,breakout_enemy-10130201,1200,20,100,15,0,0,87,11,0,9001,breakout_enemy-20130201,,Tarkov/Units/Enemies/EnemyAI_Prototype
130202,refugee_smg,refugee_smg,breakout_enemy-10130202,1200,20,100,15,0,0,92,11,0,9001,breakout_enemy-20130202,,Tarkov/Units/Enemies/EnemyAI_Prototype
130203,refugee_smg,refugee_smg,breakout_enemy-10130203,1200,20,100,15,0,0,85,11,0,9001,breakout_enemy-20130203,11221,Tarkov/Units/Enemies/EnemyAI_Prototype
130204,refugee_smg,refugee_smg,breakout_enemy-10130204,1200,20,100,15,0,0,85,11,0,9001,breakout_enemy-20130204,11221,Tarkov/Units/Enemies/EnemyAI_Prototype
130205,refugee_smg,refugee_smg,breakout_enemy-10130205,1200,20,100,15,0,0,87,11,0,9001,breakout_enemy-20130205,,Tarkov/Units/Enemies/EnemyAI_Prototype
130206,refugee_smg,refugee_smg,breakout_enemy-10130206,1200,20,100,15,0,0,85,11,0,9001,breakout_enemy-20130206,11221,Tarkov/Units/Enemies/EnemyAI_Prototype
130301,Mobster,Mobster,breakout_enemy-10130301,1000,80,75,0,0,0,96,11,0,9002,breakout_enemy-20130301,,Tarkov/Units/Enemies/EnemyAI_Mobster
130302,Mobster,Mobster,breakout_enemy-10130302,1000,80,75,0,0,0,104,11,0,9002,breakout_enemy-20130302,,Tarkov/Units/Enemies/EnemyAI_Mobster
130303,Mobster,Mobster,breakout_enemy-10130303,1000,80,75,0,0,0,96,11,0,9002,breakout_enemy-20130303,,Tarkov/Units/Enemies/EnemyAI_Mobster
130304,Mobster,Mobster,breakout_enemy-10130304,1000,80,75,0,0,0,100,11,0,9002,breakout_enemy-20130304,,Tarkov/Units/Enemies/EnemyAI_Mobster
130305,Mobster,Mobster,breakout_enemy-10130305,1000,80,75,0,0,0,96,11,0,9002,breakout_enemy-20130305,,Tarkov/Units/Enemies/EnemyAI_Mobster
130306,Mobster,Mobster,breakout_enemy-10130306,1000,80,75,0,0,0,100,11,0,9002,breakout_enemy-20130306,21011,Tarkov/Units/Enemies/EnemyAI_Mobster
130307,Mobster,Mobster,breakout_enemy-10130307,1000,80,75,0,0,0,98,11,0,9002,breakout_enemy-20130307,21011,Tarkov/Units/Enemies/EnemyAI_Mobster
130308,Mobster,Mobster,breakout_enemy-10130308,1000,80,75,0,0,0,99,11,0,9002,breakout_enemy-20130308,21011,Tarkov/Units/Enemies/EnemyAI_Mobster
130309,Mobster,Mobster,breakout_enemy-10130309,1000,80,75,0,0,0,103,11,0,9002,breakout_enemy-20130309,,Tarkov/Units/Enemies/EnemyAI_Mobster
130310,Mobster,Mobster,breakout_enemy-10130310,1000,80,75,0,0,0,98,11,0,9002,breakout_enemy-20130310,21011,Tarkov/Units/Enemies/EnemyAI_Mobster
131501,refugee_hg,refugee_hg,breakout_enemy-10131501,2500,60,90,30,0,0,114,10,0,9115,breakout_enemy-20131501,,Tarkov/Units/Enemies/EnemyAI_115
131502,refugee_hg,refugee_hg,breakout_enemy-10131502,2500,60,90,30,0,0,114,10,0,9115,breakout_enemy-20131502,12121,Tarkov/Units/Enemies/EnemyAI_115
131601,refugee_smg,refugee_smg,breakout_enemy-10131601,3000,50,100,30,0,0,97,11,0,9116,breakout_enemy-20131601,,Tarkov/Units/Enemies/EnemyAI_116
131602,refugee_smg,refugee_smg,breakout_enemy-10131602,3000,50,100,30,0,0,101,11,0,9116,breakout_enemy-20131602,12221,Tarkov/Units/Enemies/EnemyAI_116
131701,Mobster,Mobster,breakout_enemy-10131701,2500,80,75,0,0,0,114,12,0,9117,breakout_enemy-20131701,,Tarkov/Units/Enemies/EnemyAI_117
131702,Mobster,Mobster,breakout_enemy-10131702,2500,80,75,0,0,0,107,12,0,9117,breakout_enemy-20131702,22011,Tarkov/Units/Enemies/EnemyAI_117
131703,Mobster,Mobster,breakout_enemy-10131703,2500,80,75,0,0,0,113,12,0,9117,breakout_enemy-20131703,22011,Tarkov/Units/Enemies/EnemyAI_117
131704,Mobster,Mobster,breakout_enemy-10131704,2500,80,75,0,0,0,106,12,0,9117,breakout_enemy-20131704,,Tarkov/Units/Enemies/EnemyAI_117
131705,Mobster,Mobster,breakout_enemy-10131705,2500,80,75,0,0,0,113,12,0,9117,breakout_enemy-20131705,22011,Tarkov/Units/Enemies/EnemyAI_117
131706,Mobster,Mobster,breakout_enemy-10131706,2500,80,75,0,0,0,113,12,0,9117,breakout_enemy-20131706,22011,Tarkov/Units/Enemies/EnemyAI_117
210301,Mobster,Mobster,breakout_enemy-10210301,1000,80,75,0,0,0,104,11,0,9002,breakout_enemy-20210301,,Tarkov/Units/Enemies/EnemyAI_Mobster
210302,Mobster,Mobster,breakout_enemy-10210302,1000,80,75,0,0,0,95,11,0,9002,breakout_enemy-20210302,,Tarkov/Units/Enemies/EnemyAI_Mobster
210303,Mobster,Mobster,breakout_enemy-10210303,1000,80,75,0,0,0,103,11,0,9002,breakout_enemy-20210303,21021,Tarkov/Units/Enemies/EnemyAI_Mobster
210401,Guard1Breakout,Guard1Breakout,breakout_enemy-10210401,1000,60,90,10,10,10,97,10,0,9001,breakout_enemy-20210401,,Tarkov/Units/Enemies/EnemyAI_Prototype
210402,Guard1Breakout,Guard1Breakout,breakout_enemy-10210402,1000,60,90,10,10,10,101,10,0,9001,breakout_enemy-20210402,,Tarkov/Units/Enemies/EnemyAI_Prototype
210403,Guard1Breakout,Guard1Breakout,breakout_enemy-10210403,1000,60,90,10,10,10,96,10,0,9001,breakout_enemy-20210403,,Tarkov/Units/Enemies/EnemyAI_Prototype
210404,Guard1Breakout,Guard1Breakout,breakout_enemy-10210404,1000,60,90,10,10,10,102,10,0,9001,breakout_enemy-20210404,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
210405,Guard1Breakout,Guard1Breakout,breakout_enemy-10210405,1000,60,90,10,10,10,99,10,0,9001,breakout_enemy-20210405,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
210406,Guard1Breakout,Guard1Breakout,breakout_enemy-10210406,1000,60,90,10,10,10,100,10,0,9001,breakout_enemy-20210406,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
210407,Guard1Breakout,Guard1Breakout,breakout_enemy-10210407,1000,60,90,10,10,10,96,10,0,9001,breakout_enemy-20210407,,Tarkov/Units/Enemies/EnemyAI_Prototype
210408,Guard1Breakout,Guard1Breakout,breakout_enemy-10210408,1000,60,90,10,10,10,103,10,0,9001,breakout_enemy-20210408,,Tarkov/Units/Enemies/EnemyAI_Prototype
210409,Guard1Breakout,Guard1Breakout,breakout_enemy-10210409,1000,60,90,10,10,10,97,10,0,9001,breakout_enemy-20210409,,Tarkov/Units/Enemies/EnemyAI_Prototype
210410,Guard1Breakout,Guard1Breakout,breakout_enemy-10210410,1000,60,90,10,10,10,96,10,0,9001,breakout_enemy-20210410,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
210411,Guard1Breakout,Guard1Breakout,breakout_enemy-10210411,1000,60,90,10,10,10,97,10,0,9001,breakout_enemy-20210411,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
210412,Guard1Breakout,Guard1Breakout,breakout_enemy-10210412,1000,60,90,10,10,10,101,10,0,9001,breakout_enemy-20210412,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
210501,Guard2Breakout,Guard2Breakout,breakout_enemy-10210501,800,70,75,10,10,50,118,9,0,9001,breakout_enemy-20210501,,Tarkov/Units/Enemies/EnemyAI_Prototype
210502,Guard2Breakout,Guard2Breakout,breakout_enemy-10210502,800,70,75,10,10,50,123,9,0,9001,breakout_enemy-20210502,,Tarkov/Units/Enemies/EnemyAI_Prototype
210503,Guard2Breakout,Guard2Breakout,breakout_enemy-10210503,800,70,75,10,10,50,117,9,0,9001,breakout_enemy-20210503,,Tarkov/Units/Enemies/EnemyAI_Prototype
210504,Guard2Breakout,Guard2Breakout,breakout_enemy-10210504,800,70,75,10,10,50,118,9,0,9001,breakout_enemy-20210504,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
210505,Guard2Breakout,Guard2Breakout,breakout_enemy-10210505,800,70,75,10,10,50,123,9,0,9001,breakout_enemy-20210505,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
210506,Guard2Breakout,Guard2Breakout,breakout_enemy-10210506,800,70,75,10,10,50,124,9,0,9001,breakout_enemy-20210506,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
210507,Guard2Breakout,Guard2Breakout,breakout_enemy-10210507,800,70,75,10,10,50,124,9,0,9001,breakout_enemy-20210507,,Tarkov/Units/Enemies/EnemyAI_Prototype
210508,Guard2Breakout,Guard2Breakout,breakout_enemy-10210508,800,70,75,10,10,50,120,9,0,9001,breakout_enemy-20210508,,Tarkov/Units/Enemies/EnemyAI_Prototype
210509,Guard2Breakout,Guard2Breakout,breakout_enemy-10210509,800,70,75,10,10,50,122,9,0,9001,breakout_enemy-20210509,,Tarkov/Units/Enemies/EnemyAI_Prototype
210510,Guard2Breakout,Guard2Breakout,breakout_enemy-10210510,800,70,75,10,10,50,115,9,0,9001,breakout_enemy-20210510,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
210511,Guard2Breakout,Guard2Breakout,breakout_enemy-10210511,800,70,75,10,10,50,119,9,0,9001,breakout_enemy-20210511,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
210512,Guard2Breakout,Guard2Breakout,breakout_enemy-10210512,800,70,75,10,10,50,124,9,0,9001,breakout_enemy-20210512,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
211801,Guard1Breakout,Guard1Breakout,breakout_enemy-10211801,2500,60,90,15,10,10,106,10,0,9001|9118,breakout_enemy-20211801,32411,Tarkov/Units/Enemies/EnemyAI_118
220401,Guard1Breakout,Guard1Breakout,breakout_enemy-10220401,1000,60,90,10,10,10,101,10,0,9001,breakout_enemy-20220401,,Tarkov/Units/Enemies/EnemyAI_Prototype
220402,Guard1Breakout,Guard1Breakout,breakout_enemy-10220402,1000,60,90,10,10,10,98,10,0,9001,breakout_enemy-20220402,,Tarkov/Units/Enemies/EnemyAI_Prototype
220403,Guard1Breakout,Guard1Breakout,breakout_enemy-10220403,1000,60,90,10,10,10,96,10,0,9001,breakout_enemy-20220403,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
220404,Guard1Breakout,Guard1Breakout,breakout_enemy-10220404,1000,60,90,10,10,10,104,10,0,9001,breakout_enemy-20220404,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
220405,Guard1Breakout,Guard1Breakout,breakout_enemy-10220405,1000,60,90,10,10,10,95,10,0,9001,breakout_enemy-20220405,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
220406,Guard1Breakout,Guard1Breakout,breakout_enemy-10220406,1000,60,90,10,10,10,104,10,0,9001,breakout_enemy-20220406,31411,Tarkov/Units/Enemies/EnemyAI_Prototype
220501,Guard2Breakout,Guard2Breakout,breakout_enemy-10220501,800,70,75,10,10,50,121,9,0,9001,breakout_enemy-20220501,,Tarkov/Units/Enemies/EnemyAI_Prototype
220502,Guard2Breakout,Guard2Breakout,breakout_enemy-10220502,800,70,75,10,10,50,119,9,0,9001,breakout_enemy-20220502,,Tarkov/Units/Enemies/EnemyAI_Prototype
220503,Guard2Breakout,Guard2Breakout,breakout_enemy-10220503,800,70,75,10,10,50,115,9,0,9001,breakout_enemy-20220503,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
220504,Guard2Breakout,Guard2Breakout,breakout_enemy-10220504,800,70,75,10,10,50,119,9,0,9001,breakout_enemy-20220504,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
220505,Guard2Breakout,Guard2Breakout,breakout_enemy-10220505,800,70,75,10,10,50,119,9,0,9001,breakout_enemy-20220505,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
220506,Guard2Breakout,Guard2Breakout,breakout_enemy-10220506,800,70,75,10,10,50,119,9,0,9001,breakout_enemy-20220506,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
220507,Guard2Breakout,Guard2Breakout,breakout_enemy-10220507,800,70,75,10,10,50,120,9,0,9001,breakout_enemy-20220507,,Tarkov/Units/Enemies/EnemyAI_Prototype
220508,Guard2Breakout,Guard2Breakout,breakout_enemy-10220508,800,70,75,10,10,50,116,9,0,9001,breakout_enemy-20220508,,Tarkov/Units/Enemies/EnemyAI_Prototype
220509,Guard2Breakout,Guard2Breakout,breakout_enemy-10220509,800,70,75,10,10,50,121,9,0,9001,breakout_enemy-20220509,31311,Tarkov/Units/Enemies/EnemyAI_Prototype
220601,Guard3Breakout,Guard3Breakout,breakout_enemy-10220601,1200,50,60,0,100,0,92,11,0,9004,breakout_enemy-20220601,,Tarkov/Units/Enemies/EnemyAI_SG
220602,Guard3Breakout,Guard3Breakout,breakout_enemy-10220602,1200,50,60,0,100,0,91,11,0,9004,breakout_enemy-20220602,,Tarkov/Units/Enemies/EnemyAI_SG
220603,Guard3Breakout,Guard3Breakout,breakout_enemy-10220603,1200,50,60,0,100,0,86,11,0,9004,breakout_enemy-20220603,32611,Tarkov/Units/Enemies/EnemyAI_SG
220604,Guard3Breakout,Guard3Breakout,breakout_enemy-10220604,1200,50,60,0,100,0,87,11,0,9004,breakout_enemy-20220604,32611,Tarkov/Units/Enemies/EnemyAI_SG
220605,Guard3Breakout,Guard3Breakout,breakout_enemy-10220605,1200,50,60,0,100,0,91,11,0,9004,breakout_enemy-20220605,32611,Tarkov/Units/Enemies/EnemyAI_SG
220606,Guard3Breakout,Guard3Breakout,breakout_enemy-10220606,1200,50,60,0,100,0,93,11,0,9004,breakout_enemy-20220606,32611,Tarkov/Units/Enemies/EnemyAI_SG
220607,Guard3Breakout,Guard3Breakout,breakout_enemy-10220607,1200,50,60,0,100,0,89,11,0,9004,breakout_enemy-20220607,32611,Tarkov/Units/Enemies/EnemyAI_SG
220608,Guard3Breakout,Guard3Breakout,breakout_enemy-10220608,1200,50,60,0,100,0,93,11,0,9004,breakout_enemy-20220608,32611,Tarkov/Units/Enemies/EnemyAI_SG
220609,Guard3Breakout,Guard3Breakout,breakout_enemy-10220609,1200,50,60,0,100,0,91,11,0,9004,breakout_enemy-20220609,32611,Tarkov/Units/Enemies/EnemyAI_SG
221701,Mobster,Mobster,breakout_enemy-10221701,2500,80,75,0,0,0,114,12,0,9117,breakout_enemy-20221701,22021,Tarkov/Units/Enemies/EnemyAI_117
221801,Guard1Breakout,Guard1Breakout,breakout_enemy-10221801,2500,60,90,15,10,10,108,10,0,9001|9118,breakout_enemy-20221801,,Tarkov/Units/Enemies/EnemyAI_118
221802,Guard1Breakout,Guard1Breakout,breakout_enemy-10221802,2500,60,90,15,10,10,106,10,0,9001|9118,breakout_enemy-20221802,,Tarkov/Units/Enemies/EnemyAI_118
221803,Guard1Breakout,Guard1Breakout,breakout_enemy-10221803,2500,60,90,15,10,10,105,10,0,9001|9118,breakout_enemy-20221803,32411,Tarkov/Units/Enemies/EnemyAI_118
221804,Guard1Breakout,Guard1Breakout,breakout_enemy-10221804,2500,60,90,15,10,10,108,10,0,9001|9118,breakout_enemy-20221804,32411,Tarkov/Units/Enemies/EnemyAI_118
221805,Guard1Breakout,Guard1Breakout,breakout_enemy-10221805,2500,60,90,15,10,10,112,10,0,9001|9118,breakout_enemy-20221805,32411,Tarkov/Units/Enemies/EnemyAI_118
221806,Guard1Breakout,Guard1Breakout,breakout_enemy-10221806,2500,60,90,15,10,10,114,10,0,9001|9118,breakout_enemy-20221806,32411,Tarkov/Units/Enemies/EnemyAI_118
221901,Guard2Breakout,Guard2Breakout,breakout_enemy-10221901,2000,70,75,15,10,100,130,9,0,9001,breakout_enemy-20221901,32311,Tarkov/Units/Enemies/EnemyAI_Elite
230401,Guard1Breakout,Guard1Breakout,breakout_enemy-10230401,1000,60,90,10,10,10,98,10,0,9001,breakout_enemy-20230401,,Tarkov/Units/Enemies/EnemyAI_Prototype
230402,Guard1Breakout,Guard1Breakout,breakout_enemy-10230402,1000,60,90,10,10,10,97,10,0,9001,breakout_enemy-20230402,,Tarkov/Units/Enemies/EnemyAI_Prototype
230403,Guard1Breakout,Guard1Breakout,breakout_enemy-10230403,1000,60,90,10,10,10,104,10,0,9001,breakout_enemy-20230403,31421,Tarkov/Units/Enemies/EnemyAI_Prototype
230404,Guard1Breakout,Guard1Breakout,breakout_enemy-10230404,1000,60,90,10,10,10,98,10,0,9001,breakout_enemy-20230404,31421,Tarkov/Units/Enemies/EnemyAI_Prototype
230405,Guard1Breakout,Guard1Breakout,breakout_enemy-10230405,1000,60,90,10,10,10,96,10,0,9001,breakout_enemy-20230405,31421,Tarkov/Units/Enemies/EnemyAI_Prototype
230406,Guard1Breakout,Guard1Breakout,breakout_enemy-10230406,1000,60,90,10,10,10,97,10,0,9001,breakout_enemy-20230406,31421,Tarkov/Units/Enemies/EnemyAI_Prototype
230501,Guard2Breakout,Guard2Breakout,breakout_enemy-10230501,800,70,75,10,10,50,123,9,0,9001,breakout_enemy-20230501,,Tarkov/Units/Enemies/EnemyAI_Prototype
230502,Guard2Breakout,Guard2Breakout,breakout_enemy-10230502,800,70,75,10,10,50,117,9,0,9001,breakout_enemy-20230502,,Tarkov/Units/Enemies/EnemyAI_Prototype
230503,Guard2Breakout,Guard2Breakout,breakout_enemy-10230503,800,70,75,10,10,50,117,9,0,9001,breakout_enemy-20230503,31321,Tarkov/Units/Enemies/EnemyAI_Prototype
230504,Guard2Breakout,Guard2Breakout,breakout_enemy-10230504,800,70,75,10,10,50,121,9,0,9001,breakout_enemy-20230504,31321,Tarkov/Units/Enemies/EnemyAI_Prototype
230505,Guard2Breakout,Guard2Breakout,breakout_enemy-10230505,800,70,75,10,10,50,120,9,0,9001,breakout_enemy-20230505,31321,Tarkov/Units/Enemies/EnemyAI_Prototype
230506,Guard2Breakout,Guard2Breakout,breakout_enemy-10230506,800,70,75,10,10,50,116,9,0,9001,breakout_enemy-20230506,31321,Tarkov/Units/Enemies/EnemyAI_Prototype
230601,Guard3Breakout,Guard3Breakout,breakout_enemy-10230601,1200,50,60,0,100,0,92,11,0,9004,breakout_enemy-20230601,,Tarkov/Units/Enemies/EnemyAI_SG
230602,Guard3Breakout,Guard3Breakout,breakout_enemy-10230602,1200,50,60,0,100,0,93,11,0,9004,breakout_enemy-20230602,31621,Tarkov/Units/Enemies/EnemyAI_SG
230603,Guard3Breakout,Guard3Breakout,breakout_enemy-10230603,1200,50,60,0,100,0,93,11,0,9004,breakout_enemy-20230603,31621,Tarkov/Units/Enemies/EnemyAI_SG
