id,type,arguments,extra_language,is_hidden,is_show_count
336000,1306,"336003:1,336004:1,336005:1",mission_win_type_config-10336000,0,1
336001,1303,"336001:1,336012:1,336013:1",mission_win_type_config-10336001,0,1
336200,1209,4:3:6,mission_win_type_config-10336200,0,1
336210,1404,1,mission_win_type_config-10336210,0,1
336300,1303,336301:1,mission_win_type_config-10336300,0,1
336400,2302,0,mission_win_type_config-10336400,0,1
336401,2403,0,mission_win_type_config-10336401,0,1
336410,1301,6,mission_win_type_config-10336410,0,1
336411,1306,336408:1,mission_win_type_config-10336411,0,1
336412,1101,13523,mission_win_type_config-10336412,0,1
336600,1101,13579,mission_win_type_config-10336600,0,1
336601,1301,6,mission_win_type_config-10336601,0,1
336610,1306,"336601:1,336602:1,336603:1",mission_win_type_config-10336610,0,1
337000,1306,"336801:1,336802:1,336803:1",mission_win_type_config-10337000,0,1
337100,1309,"336914,13655",mission_win_type_config-10337100,0,1
337101,1404,3,mission_win_type_config-10337101,0,1
350100,1401,1,mission_win_type_config-10350100,0,1
350101,1305,0,mission_win_type_config-10350101,0,1
350200,1405,2,mission_win_type_config-10350200,0,1
350300,1401,3,mission_win_type_config-10350300,0,1
350301,1103,201:3,mission_win_type_config-10350301,0,1
360101,1305,0,mission_win_type_config-10360101,0,1
360111,1401,2,mission_win_type_config-10360111,0,1
360201,1404,2,mission_win_type_config-10360201,0,1
360211,1101,83824,mission_win_type_config-10360211,0,1
360301,1101,83798,mission_win_type_config-10360301,0,1
360302,1101,83800,mission_win_type_config-10360302,0,1
360311,1301,8,mission_win_type_config-10360311,0,1
360401,1301,8,mission_win_type_config-10360401,0,1
360601,1402,3,mission_win_type_config-10360601,0,1
360611,1103,3:3,mission_win_type_config-10360611,0,1
360801,2302,3,mission_win_type_config-10360801,0,1
360811,1303,368016,mission_win_type_config-10360811,0,1
360901,1101,84003,mission_win_type_config-10360901,0,1
361001,1305,0,mission_win_type_config-10361001,0,1
361011,1306,3610020:1,mission_win_type_config-10361011,0,1
361200,1402,7,mission_win_type_config-10361200,0,1
361201,1303,361211:1,mission_win_type_config-10361201,0,1
361202,1101,90459,mission_win_type_config-10361202,0,1
361203,1301,3,mission_win_type_config-10361203,0,1
361204,1101,90442,mission_win_type_config-10361204,0,1
361300,1301,4,mission_win_type_config-10361300,0,1
361400,1207,361404:2,mission_win_type_config-10361400,0,1
361401,1301,5,mission_win_type_config-10361401,0,1
361402,1305,0,mission_win_type_config-10361402,0,1
361403,1101,90618,mission_win_type_config-10361403,0,1
361404,1306,361402:1,mission_win_type_config-10361404,0,1
361500,1309,"361501,90539",mission_win_type_config-10361500,0,1
361501,1309,"361502,90549",mission_win_type_config-10361501,0,1
361502,1309,"361503,90535",mission_win_type_config-10361502,0,1
361600,1207,361607:2,mission_win_type_config-10361600,0,1
361601,1207,361605:2,mission_win_type_config-10361601,0,1
361602,1207,361606:2,mission_win_type_config-10361602,0,1
361603,1207,361608:2,mission_win_type_config-10361603,0,1
361604,1101,90572,mission_win_type_config-10361604,0,1
361801,1306,"361807:1,361808:1,361809:1",mission_win_type_config-10361801,0,1
361901,1303,361902:1,mission_win_type_config-10361901,0,1
362001,1303,362001:1,mission_win_type_config-10362001,0,1
362101,1303,362101:1,mission_win_type_config-10362101,0,1
362200,1402,4,mission_win_type_config-10362200,0,1
362201,1101,91010,mission_win_type_config-10362201,0,1
362210,1401,6,mission_win_type_config-10362210,0,1
362300,1303,362301:1,mission_win_type_config-10362300,0,1
362500,1207,362505:1,mission_win_type_config-10362500,0,1
362600,1207,362606:1,mission_win_type_config-10362600,0,1
362601,1207,362607:1,mission_win_type_config-10362601,0,1
362800,1303,362801:1,mission_win_type_config-10362800,0,1
363101,1401,3,mission_win_type_config-10363101,0,1
363600,1101,90742,mission_win_type_config-10363600,0,1
363601,1402,3,mission_win_type_config-10363601,0,1
363700,1402,3,mission_win_type_config-10363700,0,1
365001,1101,83898,mission_win_type_config-10365001,0,1
367001,1402,5,mission_win_type_config-10367001,0,1
367011,1101,84129|84131|84132,mission_win_type_config-10367011,0,1
370100,1402,3,mission_win_type_config-10370100,0,1
370101,1103,3:3,mission_win_type_config-10370101,0,1
370200,1101,"70616,70619,70623,70630,70635,70636",mission_win_type_config-10370200,0,1
370300,1404,3,mission_win_type_config-10370300,0,1
370400,1402,5,mission_win_type_config-10370400,0,1
370401,1101,70820,mission_win_type_config-10370401,0,1
370600,1101,71009,mission_win_type_config-10370600,0,1
381600,1101,91675,mission_win_type_config-10381600,0,1
381700,1402,5,mission_win_type_config-10381700,0,1
381800,1305,0,mission_win_type_config-10381800,0,1
381900,1207,381901:2,mission_win_type_config-10381900,0,1
381901,1303,381901:1,mission_win_type_config-10381901,0,1
382000,1101,91780,mission_win_type_config-10382000,0,1
420201,1406,420211:0,mission_win_type_config-10420201,0,1
420301,1407,420316:1,mission_win_type_config-10420301,0,1
420501,1406,420211:0,mission_win_type_config-10420501,0,1
420601,1407,420316:1,mission_win_type_config-10420601,0,1
420701,1101,72910,mission_win_type_config-10420701,0,1
420702,1101,72918,mission_win_type_config-10420702,0,1
420703,1101,72926,mission_win_type_config-10420703,0,1
449999,1407,6440064:1,mission_win_type_config-10449999,1,1
490101,1407,9490104:2,mission_win_type_config-10490101,0,1
490102,1101,94625,mission_win_type_config-10490102,0,1
490103,1407,9490104:2,mission_win_type_config-10490103,0,1
490104,1407,9490105:3,mission_win_type_config-10490104,0,1
490105,1401,4,mission_win_type_config-10490105,0,1
490106,1101,94648,mission_win_type_config-10490106,0,1
490107,1101,94642,mission_win_type_config-10490107,0,1
490201,1407,9490201:5,mission_win_type_config-10490201,0,1
490202,1101,94777,mission_win_type_config-10490202,0,1
490203,1101,94772,mission_win_type_config-10490203,0,1
490301,1101,94789,mission_win_type_config-10490301,0,1
490302,1101,94811|94812,mission_win_type_config-10490302,0,1
490303,1101,94805|94813,mission_win_type_config-10490303,0,1
490401,1407,9490402:2,mission_win_type_config-10490401,0,1
490402,1101,94833,mission_win_type_config-10490402,0,1
490403,1101,94845|94846,mission_win_type_config-10490403,0,1
490404,1101,94839|94840,mission_win_type_config-10490404,0,1
1027801,1101,94332,mission_win_type_config-11027801,0,1
1027901,1405,2,mission_win_type_config-11027901,0,1
1027902,1101,94341,mission_win_type_config-11027902,0,1
1028001,1404,1,mission_win_type_config-11028001,0,1
1028002,1101,94352,mission_win_type_config-11028002,0,1
1028101,1404,2,mission_win_type_config-11028101,0,1
1028102,1101,94357,mission_win_type_config-11028102,0,1
1028201,1404,2,mission_win_type_config-11028201,0,1
1028202,1101,94363,mission_win_type_config-11028202,0,1
1028301,1404,2,mission_win_type_config-11028301,0,1
1028302,1101,94371,mission_win_type_config-11028302,0,1
1028401,1404,2,mission_win_type_config-11028401,0,1
1028402,1101,94378,mission_win_type_config-11028402,0,1
1028501,1404,2,mission_win_type_config-11028501,0,1
1028502,1101,94384,mission_win_type_config-11028502,0,1
1028601,1404,2,mission_win_type_config-11028601,0,1
1028602,1101,94392,mission_win_type_config-11028602,0,1
1028701,1405,2,mission_win_type_config-11028701,0,1
1028702,1101,94399,mission_win_type_config-11028702,0,1
1028801,1404,1,mission_win_type_config-11028801,0,1
1028802,1101,94405,mission_win_type_config-11028802,0,1
1028901,1404,2,mission_win_type_config-11028901,0,1
1028902,1101,94412,mission_win_type_config-11028902,0,1
1029001,1404,2,mission_win_type_config-11029001,0,1
1029002,1101,94420,mission_win_type_config-11029002,0,1
1029101,1404,2,mission_win_type_config-11029101,0,1
1029102,1101,94428,mission_win_type_config-11029102,0,1
1029201,1303,321601:1,mission_win_type_config-11029201,0,1
1029202,1101,94434,mission_win_type_config-11029202,0,1
1038101,1102,7,mission_win_type_config-11038101,0,1
1038501,1101,60064,mission_win_type_config-11038501,0,1
1038601,1101,60068,mission_win_type_config-11038601,0,1
1038701,1101,60072,mission_win_type_config-11038701,0,1
1038801,1101,60076,mission_win_type_config-11038801,0,1
1050401,1101,64116,mission_win_type_config-11050401,0,1
1050501,1101,64119,mission_win_type_config-11050501,0,1
1050601,1101,64122,mission_win_type_config-11050601,0,1
1050701,1101,64124,mission_win_type_config-11050701,0,1
1051200,1305,0,mission_win_type_config-11051200,0,1
1051210,1407,410302:1,mission_win_type_config-11051210,1,1
1051220,1402,5,mission_win_type_config-11051220,0,1
1051230,1102,3,mission_win_type_config-11051230,0,1
1051240,1101,71417,mission_win_type_config-11051240,0,1
1051250,1101,71519,mission_win_type_config-11051250,0,1
1051260,1404,2,mission_win_type_config-11051260,0,1
1051270,1303,41030701:1,mission_win_type_config-11051270,0,1
1051280,1101,71832,mission_win_type_config-11051280,0,1
1051290,1101,71908,mission_win_type_config-11051290,0,1
1051291,1101,71933,mission_win_type_config-11051291,0,1
1051410,1101,72122,mission_win_type_config-11051410,0,1
1051420,1101,72235,mission_win_type_config-11051420,0,1
1051430,1101,72308,mission_win_type_config-11051430,0,1
1051431,1305,0,mission_win_type_config-11051431,0,1
1051500,1305,0,mission_win_type_config-11051500,0,1
1051501,1101,92197,mission_win_type_config-11051501,0,1
1051502,1101,91885,mission_win_type_config-11051502,0,1
1051503,1101,91889,mission_win_type_config-11051503,0,1
1051504,1101,91914,mission_win_type_config-11051504,0,1
1051600,1101,"91932,91939,91942,91943",mission_win_type_config-11051600,0,1
1051601,1101,91984,mission_win_type_config-11051601,1,1
1051602,1101,91929,mission_win_type_config-11051602,0,1
1051603,1101,91958,mission_win_type_config-11051603,0,1
1051604,1207,9410201:2,mission_win_type_config-11051604,0,1
1051605,1101,91974,mission_win_type_config-11051605,0,1
1051606,1208,9410202:2,mission_win_type_config-11051606,0,1
1051607,1303,9410211:1,mission_win_type_config-11051607,0,1
1051608,1402,5,mission_win_type_config-11051608,0,1
1051609,1305,0,mission_win_type_config-11051609,0,1
1051610,1101,92132,mission_win_type_config-11051610,0,1
1051611,1101,92154,mission_win_type_config-11051611,0,1
1051612,1404,1,mission_win_type_config-11051612,0,1
1051613,1101,92274,mission_win_type_config-11051613,0,1
1051614,1101,92288,mission_win_type_config-11051614,0,1
1051700,1101,91996,mission_win_type_config-11051700,0,1
1051701,1305,0,mission_win_type_config-11051701,0,1
1051702,1101,92022,mission_win_type_config-11051702,0,1
1051703,1101,92029,mission_win_type_config-11051703,0,1
1051704,1101,92030,mission_win_type_config-11051704,0,1
1051705,1404,1,mission_win_type_config-11051705,0,1
1051706,1303,9410316:1,mission_win_type_config-11051706,0,1
1051707,1303,9410317:1,mission_win_type_config-11051707,0,1
1051708,1101,92244,mission_win_type_config-11051708,0,1
1051709,1101,92221,mission_win_type_config-11051709,0,1
1051710,1101,92337,mission_win_type_config-11051710,0,1
1051711,1101,92297,mission_win_type_config-11051711,0,1
1051712,1306,9410323:1,mission_win_type_config-11051712,0,1
1051713,1305,0,mission_win_type_config-11051713,0,1
1051800,1101,92678,mission_win_type_config-11051800,0,1
1051801,1101,92681,mission_win_type_config-11051801,0,1
1051802,1101,92680,mission_win_type_config-11051802,0,1
1051803,1101,92708,mission_win_type_config-11051803,0,1
1051804,1101,92718,mission_win_type_config-11051804,0,1
1051805,1101,92791,mission_win_type_config-11051805,0,1
1051806,1101,92797,mission_win_type_config-11051806,0,1
1051807,1101,92804,mission_win_type_config-11051807,0,1
1051808,1101,92810,mission_win_type_config-11051808,0,1
1051809,1101,92817,mission_win_type_config-11051809,0,1
1051810,1404,1,mission_win_type_config-11051810,0,1
1051811,1303,411401:1,mission_win_type_config-11051811,0,1
1051812,1407,9411871:1,mission_win_type_config-11051812,1,1
1051813,1101,92819,mission_win_type_config-11051813,0,1
1052000,1101,92405,mission_win_type_config-11052000,0,1
1060800,1101,93022,mission_win_type_config-11060800,0,1
1060801,1101,93028,mission_win_type_config-11060801,0,1
1060802,1101,93069,mission_win_type_config-11060802,0,1
1060803,1306,43130001:1,mission_win_type_config-11060803,0,1
1060804,1309,"43130001,93025",mission_win_type_config-11060804,0,1
1060805,1306,43130001:1,mission_win_type_config-11060805,0,1
1060810,1101,93049,mission_win_type_config-11060810,1,1
1060900,1101,93115,mission_win_type_config-11060900,0,1
1060901,1309,"43140001,93084",mission_win_type_config-11060901,0,1
1060902,1309,"43140002,93088",mission_win_type_config-11060902,0,1
1060903,1207,"43140001:2,43140002:2,43140003:2",mission_win_type_config-11060903,0,1
1060904,1309,"43140001,93088",mission_win_type_config-11060904,0,1
1060905,1207,43140004:2,mission_win_type_config-11060905,0,1
1060906,1303,43140009:1,mission_win_type_config-11060906,1,1
1060907,1404,1,mission_win_type_config-11060907,1,1
1060908,1101,93315,mission_win_type_config-11060908,0,1
1060909,1309,"43140004,93088",mission_win_type_config-11060909,0,1
1060910,1101,93079,mission_win_type_config-11060910,1,1
1061000,1101,93128,mission_win_type_config-11061000,0,1
1061001,1101,93211,mission_win_type_config-11061001,0,1
1061002,1101,93131,mission_win_type_config-11061002,0,1
1061100,1101,93229,mission_win_type_config-11061100,0,1
1061101,1309,"43160002,93241",mission_win_type_config-11061101,0,1
1061102,1101,93240,mission_win_type_config-11061102,0,1
1061103,1309,"43160002,93240",mission_win_type_config-11061103,0,1
1061104,1101,93241,mission_win_type_config-11061104,0,1
1061200,1303,43170001:1,mission_win_type_config-11061200,0,1
1061201,1303,43170002:1,mission_win_type_config-11061201,0,1
1061202,1101,93293,mission_win_type_config-11061202,0,1
1063301,1101,73016,mission_win_type_config-11063301,0,1
1063401,1407,440302:1,mission_win_type_config-11063401,1,1
1063402,1404,1,mission_win_type_config-11063402,0,1
1063501,1309,"440001,73126",mission_win_type_config-11063501,0,1
1063601,1407,440511:16,mission_win_type_config-11063601,1,1
1063701,1407,440611:1,mission_win_type_config-11063701,1,1
1063702,1407,440612:1,mission_win_type_config-11063702,1,1
1063703,1407,440613:1,mission_win_type_config-11063703,1,1
1063704,1407,440614:1,mission_win_type_config-11063704,1,1
1063901,1406,440800:0,mission_win_type_config-11063901,1,1
1064001,1407,440900:1,mission_win_type_config-11064001,1,1
1064101,1101,62561|62562,mission_win_type_config-11064101,0,1
1064201,1407,6440003:1,mission_win_type_config-11064201,0,1
1064301,1405,4,mission_win_type_config-11064301,0,1
1064401,1407,6440003:1,mission_win_type_config-11064401,0,1
1064402,1305,0,mission_win_type_config-11064402,0,1
1064403,1407,6440063:2,mission_win_type_config-11064403,0,1
1064501,1309,"6440005,63041",mission_win_type_config-11064501,0,1
1064502,1101,63070,mission_win_type_config-11064502,0,1
1064601,1407,6440066:3,mission_win_type_config-11064601,0,1
1064602,1101,63233,mission_win_type_config-11064602,0,1
1064701,1102,1,mission_win_type_config-11064701,0,1
1064801,1303,6440801:1,mission_win_type_config-11064801,0,1
1064802,1407,6440095:1,mission_win_type_config-11064802,0,1
1064803,1402,6,mission_win_type_config-11064803,0,1
1065101,1309,"440001,73148",mission_win_type_config-11065101,0,1
1065201,1407,440511:36,mission_win_type_config-11065201,1,1
1065701,1407,6440003:1,mission_win_type_config-11065701,0,1
1065702,1101,62526|62527,mission_win_type_config-11065702,0,1
1065703,1102,3,mission_win_type_config-11065703,1,1
1065801,1407,6440003:1,mission_win_type_config-11065801,0,1
1065901,1405,6,mission_win_type_config-11065901,0,1
1065902,1406,6440052:0,mission_win_type_config-11065902,1,1
1065903,1303,6441301:1,mission_win_type_config-11065903,1,1
1066001,1407,6440003:1,mission_win_type_config-11066001,0,1
1066002,1305,0,mission_win_type_config-11066002,0,1
1066003,1407,6440063:3,mission_win_type_config-11066003,0,1
1066101,1309,"6440005,62986",mission_win_type_config-11066101,0,1
1066102,1101,63061,mission_win_type_config-11066102,0,1
1066201,1407,6440066:4,mission_win_type_config-11066201,0,1
1066202,1102,1,mission_win_type_config-11066202,0,1
1066301,1102,1,mission_win_type_config-11066301,0,1
1066401,1303,6441801:1,mission_win_type_config-11066401,0,1
1066402,1407,6440095:3,mission_win_type_config-11066402,0,1
1066403,1402,7,mission_win_type_config-11066403,0,1
1066404,2302,10,mission_win_type_config-11066404,0,1
1066500,1101,93323,mission_win_type_config-11066500,0,1
1066501,1101,93323,mission_win_type_config-11066501,1,1
1066502,1303,44340002:1,mission_win_type_config-11066502,1,1
1066600,1101,93342,mission_win_type_config-11066600,0,1
1066700,1101,93555,mission_win_type_config-11066700,0,1
1066701,1101,93393,mission_win_type_config-11066701,0,1
1066702,1101,93383,mission_win_type_config-11066702,1,1
1066703,1101,93393,mission_win_type_config-11066703,1,1
1066704,1101,93395,mission_win_type_config-11066704,1,1
1066800,1101,93397,mission_win_type_config-11066800,0,1
1066801,1101,93422,mission_win_type_config-11066801,0,1
1066900,1404,1,mission_win_type_config-11066900,0,1
1067000,1101,93454,mission_win_type_config-11067000,0,1
1067001,1306,44390003:1,mission_win_type_config-11067001,0,1
1067100,1406,44400005:0,mission_win_type_config-11067100,0,1
1067101,1101,93505,mission_win_type_config-11067101,0,1
1067102,1101,93519,mission_win_type_config-11067102,0,1
1067200,1309,"44410003,93545",mission_win_type_config-11067200,0,1
1068500,1407,44540003:1,mission_win_type_config-11068500,1,1
1076501,1101,63540|63549|63539|63543|63547|63545,mission_win_type_config-11076501,0,1
1076801,1309,"6460001,63943",mission_win_type_config-11076801,0,1
1076901,1407,6460009:1,mission_win_type_config-11076901,0,1
1076902,1101,63984,mission_win_type_config-11076902,0,1
1077001,1407,6460010:3,mission_win_type_config-11077001,0,1
1077201,1407,460503:1,mission_win_type_config-11077201,1,1
1077202,1303,460507:1,mission_win_type_config-11077202,0,1
1077203,1407,460505:1,mission_win_type_config-11077203,0,1
1077301,1309,"6460001,63959",mission_win_type_config-11077301,0,1
1077401,1407,6460009:3,mission_win_type_config-11077401,0,1
1077402,1101,64023,mission_win_type_config-11077402,0,1
1077403,1407,6460009:5,mission_win_type_config-11077403,0,1
1077501,1407,6460010:4,mission_win_type_config-11077501,0,1
1077702,1303,461008:1,mission_win_type_config-11077702,0,1
1077801,1402,1,mission_win_type_config-11077801,0,1
1077901,1402,1,mission_win_type_config-11077901,0,1
1078001,1305,0,mission_win_type_config-11078001,0,1
1078002,1101,64139,mission_win_type_config-11078002,0,1
1078101,1102,1,mission_win_type_config-11078101,0,1
1078102,1101,64156,mission_win_type_config-11078102,0,1
1078201,1101,64170,mission_win_type_config-11078201,0,1
1078202,1101,64189,mission_win_type_config-11078202,0,1
1078301,1306,6470401:1,mission_win_type_config-11078301,0,1
1078302,1101,64225,mission_win_type_config-11078302,0,1
1080101,1407,6480014:1,mission_win_type_config-11080101,0,0
1080191,1407,6480066:1,mission_win_type_config-11080191,0,0
1080201,1101,64415,mission_win_type_config-11080201,0,"1,0"
1080301,1407,6480015:1,mission_win_type_config-11080301,0,"1,0"
1080391,1407,6480017:1,mission_win_type_config-11080391,0,0
1080392,1407,6480066:1,mission_win_type_config-11080392,0,0
1080401,1101,64518|64519,mission_win_type_config-11080401,0,"1,0"
1080501,1309,"6480205,64581",mission_win_type_config-11080501,0,1
1080591,1407,6480067:1,mission_win_type_config-11080591,0,0
1080601,1407,6480024:1,mission_win_type_config-11080601,0,"0,0"
1080602,1407,6480026:1,mission_win_type_config-11080602,0,"1,1"
1080691,1407,6480068:1,mission_win_type_config-11080691,0,0
1080701,1404,1,mission_win_type_config-11080701,0,1
1080791,1407,6480066:1,mission_win_type_config-11080791,0,0
1080801,1407,6480049:4,mission_win_type_config-11080801,0,"1,1"
1080802,1303,6480801:1,mission_win_type_config-11080802,1,0
1080901,1306,"6480302:1,6480303:1",mission_win_type_config-11080901,0,0
1081001,1309,"6480209,64665",mission_win_type_config-11081001,0,1
1081091,1407,6480066:1,mission_win_type_config-11081091,0,0
1081101,1406,6480043:0,mission_win_type_config-11081101,0,"0,0"
1081201,1305,0,mission_win_type_config-11081201,0,1
1081301,1407,481404:1,mission_win_type_config-11081301,0,1
1081302,1407,481412:1,mission_win_type_config-11081302,0,1
1081303,1407,481413:1,mission_win_type_config-11081303,0,1
1081401,1309,"481501,74059",mission_win_type_config-11081401,0,1
1081501,1404,1,mission_win_type_config-11081501,0,1
1081701,1402,6,mission_win_type_config-11081701,0,1
1081702,1102,201,mission_win_type_config-11081702,0,1
1081703,1406,481811:0,mission_win_type_config-11081703,0,0
1081801,1309,"481903,74348",mission_win_type_config-11081801,0,1
1081802,1407,481907:1,mission_win_type_config-11081802,0,0
1081901,1402,4,mission_win_type_config-11081901,0,1
1081902,1407,482002:2,mission_win_type_config-11081902,0,1
1081903,1309,"481904,74466",mission_win_type_config-11081903,0,1
1081904,1309,"481903,74467",mission_win_type_config-11081904,0,1
1081905,1407,482010:1,mission_win_type_config-11081905,0,0
1081906,1406,481811:0,mission_win_type_config-11081906,0,0
1082001,1407,482103:1,mission_win_type_config-11082001,0,0
1082101,1303,482202:1,mission_win_type_config-11082101,0,1
1082102,1407,482208:5,mission_win_type_config-11082102,0,1
1082103,1407,482219:1,mission_win_type_config-11082103,0,1
1082201,1303,482301:1,mission_win_type_config-11082201,0,1
1082301,1402,7,mission_win_type_config-11082301,0,1
1082302,1406,482430:15,mission_win_type_config-11082302,0,0
1082303,1402,4,mission_win_type_config-11082303,0,1
1082401,1407,482513:1,mission_win_type_config-11082401,0,1
1082402,1407,482518:1,mission_win_type_config-11082402,0,1
1082403,1407,482509:1,mission_win_type_config-11082403,0,1
