item_id,type,poster,multi_num,prize_id,drop_package_id,due_time,due_prize_id,present_info,function
1500129,2,PackageImage_5,0,0,2325,2024-09-06 23:59:59,7396,present-11500129,0
1500130,2,PackageImage_8,0,0,2326,2024-09-06 23:59:59,7397,present-11500130,0
1500131,1,,0,140001,0,2024-10-06 23:59:59,140016,present-11500131,0
1500132,1,,0,140002,0,2024-10-06 23:59:59,140016,present-11500132,0
1500133,2,,0,0,2327,2024-10-06 23:59:59,140016,present-11500133,0
1500134,2,,0,0,945,2024-10-06 23:59:59,140016,present-11500134,0
1500135,2,PackageImage_CartesianTheatre_1,0,0,2370,2024-11-29 23:59:59,7395,present-11500135,0
1500136,2,PackageImage_CartesianTheatre_2,0,0,2371,2024-11-29 23:59:59,7396,present-11500136,0
1500137,2,PackageImage_CartesianTheatre_3,0,0,2372,2024-11-29 23:59:59,7397,present-11500137,0
1500138,1,,0,140001,0,2024-11-10 00:00:00,140016,present-11500138,0
1500139,1,,0,140003,0,2024-11-10 00:00:00,140016,present-11500139,0
1500140,2,,0,0,2373,2024-11-10 00:00:00,140016,present-11500140,0
1500141,2,,0,0,945,2024-11-10 00:00:00,140016,present-11500141,0
1500142,2,PackageImage_ZeroCharge_1,0,0,2399,2025-01-24 23:59:59,7395,present-11500142,0
1500143,2,PackageImage_ZeroCharge_2,0,0,2400,2025-01-24 23:59:59,7396,present-11500143,0
1500144,2,PackageImage_ZeroCharge_3,0,0,2401,2025-01-24 23:59:59,7396,present-11500144,0
1500145,1,,0,140001,0,2025-03-30 23:59:59,140016,present-11500145,0
1500146,1,,0,140004,0,2025-03-30 23:59:59,140016,present-11500146,0
1500147,2,,0,0,2422,2025-03-30 23:59:59,140016,present-11500147,0
1500148,2,,0,0,945,2025-03-30 23:59:59,140016,present-11500148,0
1500149,2,PackageImage_Angulargyrus_1,0,0,2443,2025-03-20 23:59:59,7395,present-11500149,0
1500150,2,PackageImage_Angulargyrus_2,0,0,2444,2025-03-20 23:59:59,7396,present-11500150,0
1500151,2,PackageImage_Angulargyrus_3,0,0,2445,2025-03-20 23:59:59,7397,present-11500151,0
1500154,1,PackageImage_Sangvis,0,2596,0,2025-03-25 23:59:59,2598,present-11500154,0
1500155,1,PackageImage_Equip,0,2597,0,2025-03-25 23:59:59,2599,present-11500155,0
1500156,1,,0,140001,0,2024-12-16 00:00:00,140016,present-11500156,0
1500157,1,,0,140002,0,2024-12-16 00:00:00,140016,present-11500157,0
1500158,2,,0,0,2446,2024-12-16 00:00:00,140016,present-11500158,0
1500159,2,,0,0,945,2024-12-16 00:00:00,140016,present-11500159,0
1500160,1,,0,140001,0,2025-05-04 23:59:59,140016,present-11500160,0
1500161,1,,0,140003,0,2025-05-04 23:59:59,140016,present-11500161,0
1500162,2,,0,0,2475,2025-05-04 23:59:59,140016,present-11500162,0
1500163,2,,0,0,945,2025-05-04 23:59:59,140016,present-11500163,0
1500164,2,PackageImage_IsolationForest_1,0,0,2499,2025-06-29 23:59:59,7395,present-11500164,0
1500165,2,PackageImage_IsolationForest_2,0,0,2500,2025-06-29 23:59:59,7396,present-11500165,0
1500166,2,PackageImage_IsolationForest_3,0,0,2501,2025-06-29 23:59:59,7396,present-11500166,0
1500167,2,PackageImage_IsolationForest_4,0,0,2502,2025-06-29 23:59:59,7397,present-11500167,0
1500172,1,,0,140001,0,2025-01-19 23:59:59,140016,present-11500172,0
1500173,1,,0,140004,0,2025-01-19 23:59:59,140016,present-11500173,0
1500174,2,,0,0,2521,2025-01-19 23:59:59,140016,present-11500174,0
1500175,2,,0,0,945,2025-01-19 23:59:59,140016,present-11500175,0
1500176,1,,0,140001,0,2025-02-23 23:59:59,140016,present-11500176,0
1500177,1,,0,140002,0,2025-02-23 23:59:59,140016,present-11500177,0
1500178,2,,0,0,2548,2025-02-23 23:59:59,140016,present-11500178,0
1500179,2,,0,0,945,2025-02-23 23:59:59,140016,present-11500179,0
1500186,1,,0,140001,0,2025-06-08 23:59:59,140016,present-11500186,0
1500187,1,,0,140003,0,2025-06-08 23:59:59,140016,present-11500187,0
1500188,2,,0,0,2555,2025-06-08 23:59:59,140016,present-11500188,0
1500189,2,,0,0,945,2025-06-08 23:59:59,140016,present-11500189,0
1500193,1,,0,140001,0,2025-07-13 23:59:59,140016,present-11500193,0
1500194,1,,0,140004,0,2025-07-13 23:59:59,140016,present-11500194,0
1500195,2,,0,0,2559,2025-07-13 23:59:59,140016,present-11500195,0
1500196,2,,0,0,945,2025-07-13 23:59:59,140016,present-11500196,0
1500206,1,,0,140001,0,2025-08-17 23:59:59,140016,present-11500206,0
1500207,1,,0,140002,0,2025-08-17 23:59:59,140016,present-11500207,0
1500208,2,,0,0,2563,2025-08-17 23:59:59,140016,present-11500208,0
1500209,2,,0,0,945,2025-08-17 23:59:59,140016,present-11500209,0
1500217,1,,0,140001,0,2025-09-21 23:59:59,140016,present-11500217,0
1500218,1,,0,140003,0,2025-09-21 23:59:59,140016,present-11500218,0
1500219,2,,0,0,2586,2025-09-21 23:59:59,140016,present-11500219,0
1500220,2,,0,0,945,2025-09-21 23:59:59,140016,present-11500220,0
1500242,1,,0,140001,0,2025-10-26 23:59:59,140016,present-11500242,0
1500243,1,,0,140004,0,2025-10-26 23:59:59,140016,present-11500243,0
1500244,2,,0,0,2595,2025-10-26 23:59:59,140016,present-11500244,0
1500245,2,,0,0,945,2025-10-26 23:59:59,140016,present-11500245,0
1500249,1,,0,140001,0,2025-11-30 23:59:59,140016,present-11500249,0
1500250,1,,0,140002,0,2025-11-30 23:59:59,140016,present-11500250,0
1500251,2,,0,0,2598,2025-11-30 23:59:59,140016,present-11500251,0
1500252,2,,0,0,945,2025-11-30 23:59:59,140016,present-11500252,0
1500263,1,,0,140001,0,2026-01-04 23:59:59,140016,present-11500263,0
1500264,1,,0,140003,0,2026-01-04 23:59:59,140016,present-11500264,0
1500265,2,,0,0,2623,2026-01-04 23:59:59,140016,present-11500265,0
1500266,2,,0,0,945,2026-01-04 23:59:59,140016,present-11500266,0
1500270,1,PackageImage_Sangvis,0,13064,0,2026-01-11 23:59:59,2996,present-11500270,0
1500275,1,,0,140001,0,2026-02-08 23:59:59,140016,present-11500275,0
1500276,1,,0,140004,0,2026-02-08 23:59:59,140016,present-11500276,0
1500277,2,,0,0,2679,2026-02-08 23:59:59,140016,present-11500277,0
1500278,2,,0,0,945,2026-02-08 23:59:59,140016,present-11500278,0
1500286,1,,0,140001,0,2026-03-15 23:59:59,140016,present-11500286,0
1500287,1,,0,140002,0,2026-03-15 23:59:59,140016,present-11500287,0
1500288,2,,0,0,2702,2026-03-15 23:59:59,140016,present-11500288,0
1500289,2,,0,0,945,2026-03-15 23:59:59,140016,present-11500289,0
1700001,1,,0,150089,0,2024-07-10 00:00:00,140073,present-11700001,0
1700002,1,,0,150090,0,2024-07-10 00:00:00,140074,present-11700002,0
1700003,1,,0,150091,0,2024-07-10 00:00:00,140075,present-11700003,0
1700004,1,,0,150092,0,2024-08-15 00:00:00,140073,present-11700004,0
1700005,1,,0,150093,0,2024-08-15 00:00:00,140074,present-11700005,0
1700006,1,,0,150094,0,2024-08-15 00:00:00,140075,present-11700006,0
1700007,1,,0,150095,0,2024-09-25 00:00:00,140073,present-11700007,0
1700008,1,,0,150096,0,2024-09-25 00:00:00,140074,present-11700008,0
1700009,1,,0,150097,0,2024-09-25 00:00:00,140075,present-11700009,0
1700010,1,,0,150098,0,2024-10-23 00:00:00,140073,present-11700010,0
1700011,1,,0,150099,0,2024-10-23 00:00:00,140074,present-11700011,0
1700012,1,,0,150100,0,2024-10-23 00:00:00,140075,present-11700012,0
1700013,1,,0,150101,0,2024-11-28 00:00:00,140073,present-11700013,0
1700014,1,,0,150102,0,2024-11-28 00:00:00,140074,present-11700014,0
1700015,1,,0,150103,0,2024-11-28 00:00:00,140075,present-11700015,0
1700016,1,,0,150104,0,2025-01-03 00:00:00,140073,present-11700016,0
1700017,1,,0,150105,0,2025-01-03 00:00:00,140074,present-11700017,0
1700018,1,,0,150106,0,2025-01-03 00:00:00,140075,present-11700018,0
1700019,1,,0,150107,0,2025-01-24 00:00:00,140073,present-11700019,0
1700020,1,,0,150108,0,2025-01-24 00:00:00,140074,present-11700020,0
1700021,1,,0,150109,0,2025-01-24 00:00:00,140075,present-11700021,0
1700022,1,,0,150110,0,2025-02-14 00:00:00,140073,present-11700022,0
1700023,1,,0,150111,0,2025-02-14 00:00:00,140074,present-11700023,0
1700024,1,,0,150112,0,2025-02-14 00:00:00,140075,present-11700024,0
1700025,1,,0,150113,0,2025-03-18 00:00:00,140073,present-11700025,0
1700026,1,,0,150114,0,2025-03-18 00:00:00,140074,present-11700026,0
1700027,1,,0,150115,0,2025-03-18 00:00:00,140075,present-11700027,0
1700028,1,,0,150116,0,2025-04-18 00:00:00,140073,present-11700028,0
1700029,1,,0,150117,0,2025-04-18 00:00:00,140074,present-11700029,0
1700030,1,,0,150118,0,2025-04-18 00:00:00,140075,present-11700030,0
1700031,1,,0,150119,0,2025-05-15 00:00:00,140073,present-11700031,0
1700032,1,,0,150120,0,2025-05-15 00:00:00,140074,present-11700032,0
1700033,1,,0,150121,0,2025-05-15 00:00:00,140075,present-11700033,0
1700034,1,,0,150122,0,2025-06-13 00:00:00,140073,present-11700034,0
1700035,1,,0,150123,0,2025-06-13 00:00:00,140074,present-11700035,0
1700036,1,,0,150124,0,2025-06-13 00:00:00,140075,present-11700036,0
1700037,1,,0,150125,0,2025-07-09 00:00:00,140073,present-11700037,0
1700038,1,,0,150126,0,2025-07-09 00:00:00,140074,present-11700038,0
1700039,1,,0,150127,0,2025-07-09 00:00:00,140075,present-11700039,0
1700040,1,,0,150128,0,2025-08-08 00:00:00,140073,present-11700040,0
1700041,1,,0,150129,0,2025-08-08 00:00:00,140074,present-11700041,0
1700042,1,,0,150130,0,2025-08-08 00:00:00,140075,present-11700042,0
1700043,1,,0,150131,0,2025-09-10 00:00:00,140073,present-11700043,0
1700044,1,,0,150132,0,2025-09-10 00:00:00,140074,present-11700044,0
1700045,1,,0,150133,0,2025-09-10 00:00:00,140075,present-11700045,0
1700046,1,,0,150134,0,2025-10-09 00:00:00,140073,present-11700046,0
1700047,1,,0,150135,0,2025-10-09 00:00:00,140074,present-11700047,0
1700048,1,,0,150136,0,2025-10-09 00:00:00,140075,present-11700048,0
1700049,1,,0,150137,0,2025-11-13 00:00:00,140073,present-11700049,0
1700050,1,,0,150138,0,2025-11-13 00:00:00,140074,present-11700050,0
1700051,1,,0,150139,0,2025-11-13 00:00:00,140075,present-11700051,0
1700052,1,,0,150140,0,2025-12-11 00:00:00,140073,present-11700052,0
1700053,1,,0,150141,0,2025-12-11 00:00:00,140074,present-11700053,0
1700054,1,,0,150142,0,2025-12-11 00:00:00,140075,present-11700054,0
1700055,1,,0,150143,0,2026-01-08 00:00:00,140073,present-11700055,0
1700056,1,,0,150144,0,2026-01-08 00:00:00,140074,present-11700056,0
1700057,1,,0,150145,0,2026-01-08 00:00:00,140075,present-11700057,0
1700058,1,,0,150146,0,2026-02-05 00:00:00,140073,present-11700058,0
1700059,1,,0,150147,0,2026-02-05 00:00:00,140074,present-11700059,0
1700060,1,,0,150148,0,2026-02-05 00:00:00,140075,present-11700060,0
1700061,1,,0,150149,0,2026-03-04 00:00:00,140073,present-11700061,0
1700062,1,,0,150150,0,2026-03-04 00:00:00,140074,present-11700062,0
1700063,1,,0,150151,0,2026-03-04 00:00:00,140075,present-11700063,0
1700064,1,,0,150152,0,2026-04-02 00:00:00,140073,present-11700064,0
1700065,1,,0,150153,0,2026-04-02 00:00:00,140074,present-11700065,0
1700066,1,,0,150154,0,2026-04-02 00:00:00,140075,present-11700066,0
1800001,2,,0,0,2000001,,0,present-11800001,30
1800002,2,,0,0,2000002,,0,present-11800002,30
1800003,2,,0,0,2000003,,0,present-11800003,30
1800004,2,,0,0,2000004,,0,present-11800004,30
1800005,2,,0,0,2000005,,0,present-11800005,30
1800006,2,,0,0,2000006,,0,present-11800006,30
1800007,2,,0,0,2000007,,0,present-11800007,30
1800008,2,,0,0,2000008,,0,present-11800008,30
1800009,2,,0,0,2000009,,0,present-11800009,30
1800011,1,,0,203001,0,,0,present-11800011,30
1800012,1,,0,203002,0,,0,present-11800012,30
1800013,1,,0,203003,0,,0,present-11800013,30
1800021,4,,2,204001,0,,0,present-11800021,30
1800022,4,,2,204002,0,,0,present-11800022,30
1800023,4,,2,204003,0,,0,present-11800023,30
1800031,3,,0,205001,0,,0,present-11800031,30
1800032,3,,0,205002,0,,0,present-11800032,30
1800033,3,,0,205003,0,,0,present-11800033,30
9000001,2,PackageImage_anniversary_1,0,0,20137,2024-07-03 23:59:59,7397,present-19000001,0
9000002,2,PackageImage_anniversary_2,0,0,20138,2024-07-03 23:59:59,7397,present-19000002,0
9000003,2,PackageImage_anniversary_3,0,0,20139,2024-07-03 23:59:59,7397,present-19000003,0
9000004,2,PackageImage_anniversary_4,0,0,20140,2024-07-03 23:59:59,7397,present-19000004,0
9000005,2,PackageImage_anniversary_5,0,0,20141,2024-07-03 23:59:59,7397,present-19000005,0
9000006,2,PackageImage_whitedayus_1,0,0,20142,2025-03-20 23:59:59,7395,present-19000006,0
9000007,2,PackageImage_whitedayus_2,0,0,20143,2025-03-20 23:59:59,7396,present-19000007,0
9000008,1,PackageImage_whitedayus_3,0,220434,0,2025-03-20 23:59:59,220438,present-19000008,0
9000009,2,PackageImage_3,0,0,20144,2025-06-15 23:59:59,7395,present-19000009,0
9000010,2,PackageImage_5,0,0,20145,2025-06-15 23:59:59,7396,present-19000010,0
9000011,1,PackageImage_8,0,220475,0,2025-06-15 23:59:59,220438,present-19000011,0
9000012,2,PackageImage_3,0,0,20146,2025-06-29 23:59:59,7395,present-19000012,0
9000013,2,PackageImage_5,0,0,20147,2025-06-29 23:59:59,7396,present-19000013,0
9000014,1,PackageImage_8,0,220542,0,2025-06-29 23:59:59,220438,present-19000014,0
9000015,1,PackageImage_8,0,220546,0,2025-07-08 23:59:59,220547,present-19000015,0
9000016,2,PackageImage_3,0,0,20148,2025-08-03 23:59:59,7395,present-19000016,0
9000017,2,PackageImage_5,0,0,20149,2025-08-03 23:59:59,7396,present-19000017,0
9000018,1,PackageImage_8,0,220586,0,2025-08-03 23:59:59,220438,present-19000018,0
9000019,2,PackageImage_3,0,0,20150,2025-09-01 23:59:59,7395,present-19000019,0
9000020,2,PackageImage_5,0,0,20151,2025-09-01 23:59:59,7396,present-19000020,0
9000021,1,PackageImage_8,0,220634,0,2025-09-01 23:59:59,220438,present-19000021,0
9000022,1,PackageImage_rank4,0,220638,0,2025-12-22 23:59:59,1993,present-19000022,0
9000023,1,PackageImage_rank5,0,220639,0,2025-12-22 23:59:59,1994,present-19000023,0
9000024,1,PackageImage_Sangvis,0,220640,0,2025-12-22 23:59:59,2598,present-19000024,0
9000025,1,PackageImage_Equip,0,220641,0,2025-12-22 23:59:59,2599,present-19000025,0
9000026,2,PackageImage_3,0,0,20152,2025-10-05 23:59:59,7395,present-19000026,0
9000027,2,PackageImage_5,0,0,20153,2025-10-05 23:59:59,7396,present-19000027,0
9000028,1,PackageImage_8,0,220711,0,2025-10-05 23:59:59,220438,present-19000028,0
9000029,1,PackageImage_rank4,0,220716,0,2026-02-02 23:59:59,1993,present-19000029,0
9000030,1,PackageImage_rank5,0,220717,0,2026-02-02 23:59:59,1994,present-19000030,0
9000031,1,PackageImage_Sangvis,0,220718,0,2026-02-02 23:59:59,2598,present-19000031,0
9000032,1,PackageImage_Equip,0,220719,0,2026-02-02 23:59:59,2599,present-19000032,0
9000033,2,PackageImage_3,0,0,20154,2025-11-09 23:59:59,7395,present-19000033,0
9000034,2,PackageImage_5,0,0,20155,2025-11-09 23:59:59,7396,present-19000034,0
9000035,1,PackageImage_8,0,220801,0,2025-11-09 23:59:59,220438,present-19000035,0
9000036,2,PackageImage_3,0,0,20156,2025-12-14 23:59:59,7395,present-19000036,0
9000037,2,PackageImage_5,0,0,20157,2025-12-14 23:59:59,7396,present-19000037,0
9000038,1,PackageImage_8,0,220848,0,2025-12-14 23:59:59,220438,present-19000038,0
9000039,2,PackageImage_3,0,0,20158,2026-02-02 23:59:59,7395,present-19000039,0
9000040,2,PackageImage_5,0,0,20159,2026-02-02 23:59:59,7396,present-19000040,0
9000041,1,PackageImage_8,0,220901,0,2026-02-02 23:59:59,220438,present-19000041,0
9000042,2,PackageImage_3,0,0,20160,2026-03-06 23:59:59,7395,present-19000042,0
9000043,2,PackageImage_5,0,0,20161,2026-03-06 23:59:59,7396,present-19000043,0
9000044,1,PackageImage_8,0,220955,0,2026-03-06 23:59:59,220438,present-19000044,0
9000045,1,PackageImage_rank4,0,220959,0,2026-07-13 23:59:59,1993,present-19000045,0
9000046,1,PackageImage_rank5,0,220960,0,2026-07-13 23:59:59,1994,present-19000046,0
9000047,1,PackageImage_Sangvis,0,220961,0,2026-07-13 23:59:59,2598,present-19000047,0
9000048,1,PackageImage_Equip,0,220962,0,2026-07-13 23:59:59,2599,present-19000048,0
