id,map_id,spot_id,spot_type,sub_type,difficulty_group,mission,model_code,model_height
59,1,61,1,0,4,,Fighthouse_04,5.47
60,1,57,1,0,4,,Fighthouse_04,5.16
61,1,60,2,0,4,,SpriteHouse_01,6.47
62,1,62,1,0,5,,Fighthouse_03,6.41
63,1,65,2,0,5,,SpriteHouse_01,6.04
64,1,68,1,2,6,,Bosstower_01,7.47
65,1,69,1,0,5,,Fighthouse_04,6.21
66,1,56,1,0,5,,Fighthouse_03,6.32
67,1,64,1,0,5,,Fighthouse_04,6.35
68,1,67,3,0,5,,HeavyEquipment_01,6.28
69,1,70,1,0,5,,Fighthouse_04,6.09
70,1,63,1,0,5,,Fighthouse_01,6.17
71,2,6,5,0,0,,Block02,4.69
72,2,9,5,0,0,,Block01,4.84
73,2,12,4,0,0,,Dialoguetower_02,5.54
74,2,14,5,0,0,,Block03,4.63
75,2,17,5,0,0,,Block03,4.91
76,2,18,5,0,0,,Block03,4.61
77,2,19,5,0,0,,Block01,4.85
78,2,22,4,0,0,,Dialoguetower_02,5.53
79,2,23,5,0,0,,Block03,4.54
80,2,24,5,0,0,,Block03,4.68
81,2,25,5,0,0,,Block02,4.91
82,2,29,5,0,0,,Block01,4.61
83,2,31,5,0,0,,Block01,4.69
84,2,32,5,0,0,,Block01,4.84
85,2,33,5,0,0,,Block01,4.59
86,2,38,5,0,0,,Block03,4.73
87,2,39,5,0,0,,Block02,4.79
88,2,40,5,0,0,,Block03,4.97
89,2,43,5,0,0,,Block03,4.56
90,2,45,5,0,0,,Block03,4.66
91,2,46,5,0,0,,Block03,4.77
92,2,47,5,0,0,,Block02,4.99
93,2,48,5,0,0,,Block02,4.94
94,2,49,5,0,0,,Block03,4.54
95,2,52,4,0,0,,Dialoguetower_03,5.71
96,2,54,5,0,0,,Block03,4.71
97,2,55,5,0,0,,Block03,4.94
98,2,59,5,0,0,,Block01,4.73
99,2,66,5,0,0,,Block02,4.53
100,2,68,5,0,0,,Block03,4.77
101,2,56,1,0,1,,Fighthouse_02,4.12
102,2,63,1,1,1,,Fighthouse_01,4.69
103,2,64,1,0,1,,Fighthouse_02,4.18
104,2,57,1,0,1,,Fighthouse_02,4.05
105,2,65,2,0,1,,SpriteHouse_01,4.93
106,2,58,1,0,1,,Fighthouse_01,4.33
107,2,50,1,0,1,,Fighthouse_02,4.77
108,2,42,1,0,1,,Fighthouse_02,4.95
109,2,51,1,0,2,,Fighthouse_02,4.77
110,2,34,3,0,2,,HeavyEquipment_01,5.53
111,2,35,1,0,2,,Fighthouse_02,4.35
112,2,41,1,0,2,,Fighthouse_01,4.43
113,2,44,2,0,2,,SpriteHouse_01,5.09
114,2,60,2,0,2,,SpriteHouse_01,5.44
115,2,26,2,0,2,,SpriteHouse_01,4.86
116,2,27,1,0,2,,Fighthouse_02,4.02
117,2,28,1,0,3,,Fighthouse_03,4.55
118,2,36,1,0,3,,Fighthouse_01,5.5
119,2,37,1,0,3,,Fighthouse_01,4.59
120,2,53,3,0,3,,HeavyEquipment_01,5.55
121,2,61,1,0,3,,Fighthouse_03,4.82
122,2,67,3,0,3,,HeavyEquipment_01,5.35
123,2,20,1,0,3,,Fighthouse_03,4.78
124,2,21,2,0,3,,SpriteHouse_01,5.3
125,2,30,1,0,4,,Fighthouse_03,5.45
126,2,62,1,0,4,,Fighthouse_03,5.37
127,2,69,1,0,4,,Fighthouse_01,5.39
128,2,13,1,0,4,,Fighthouse_01,5.24
129,2,70,1,0,4,,Fighthouse_01,5.16
130,2,3,1,0,4,,Fighthouse_02,5.06
131,2,4,3,0,4,,Othercastle_01,6.02
132,2,5,3,0,4,,HeavyEquipment_01,6.26
133,2,11,1,2,6,,Bosstower_01,7.19
134,2,15,1,0,5,,Fighthouse_04,6.2
135,2,2,1,0,5,,Fighthouse_01,6.44
136,2,7,1,0,5,,Fighthouse_04,6.22
137,2,10,1,0,5,,Fighthouse_01,6.43
138,2,16,1,0,5,,Fighthouse_01,6.41
139,2,1,1,0,5,,Fighthouse_04,6.24
140,2,8,1,0,5,,Fighthouse_04,6.33
141,3,6,5,0,0,,Block02,4.57
142,3,9,5,0,0,,Block02,4.77
143,3,12,4,0,0,,Dialoguetower_03,5.5
144,3,14,5,0,0,,Block03,4.76
145,3,17,5,0,0,,Block02,4.67
146,3,19,5,0,0,,Block03,4.65
147,3,22,4,0,0,,Dialoguetower_01,5.53
148,3,23,5,0,0,,Block01,4.97
149,3,24,5,0,0,,Block03,4.71
150,3,25,5,0,0,,Block03,4.78
151,3,29,5,0,0,,Block01,4.74
152,3,31,5,0,0,,Block03,4.96
153,3,32,5,0,0,,Block02,4.66
154,3,33,5,0,0,,Block02,4.92
155,3,38,5,0,0,,Block03,4.72
156,3,39,5,0,0,,Block01,4.64
157,3,40,5,0,0,,Block01,4.99
158,3,43,5,0,0,,Block01,4.62
159,3,45,5,0,0,,Block02,4.5
160,3,46,5,0,0,,Block03,4.57
161,3,47,5,0,0,,Block01,4.86
162,3,48,5,0,0,,Block02,4.64
163,3,49,5,0,0,,Block01,4.81
164,3,54,5,0,0,,Block02,4.82
165,3,55,5,0,0,,Block02,4.8
166,3,58,4,0,0,,Dialoguetower_03,5.84
167,3,59,5,0,0,,Block03,4.61
168,3,66,5,0,0,,Block03,4.85
169,3,68,5,0,0,,Block03,4.82
170,3,62,1,0,1,,Fighthouse_01,4.14
171,3,69,1,0,1,,Fighthouse_02,4.76
172,3,70,1,1,1,,Fighthouse_02,4.0
173,3,53,3,0,1,,HeavyEquipment_01,4.71
174,3,61,1,0,1,,Fighthouse_02,4.09
175,3,52,1,0,1,,Fighthouse_02,4.28
176,3,60,3,0,1,,HeavyEquipment_01,5.38
177,3,44,3,0,1,,HeavyEquipment_01,4.67
178,3,51,1,0,2,,Fighthouse_03,4.93
179,3,67,2,0,2,,SpriteHouse_01,4.95
180,3,36,1,0,2,,Fighthouse_03,4.57
181,3,37,1,0,2,,Fighthouse_02,4.44
182,3,50,1,0,2,,Fighthouse_02,4.0
183,3,28,1,0,2,,Fighthouse_03,4.88
184,3,30,1,0,2,,Fighthouse_01,5.41
185,3,42,1,0,2,,Fighthouse_02,4.21
186,3,20,1,0,3,,Fighthouse_01,4.66
187,3,21,2,0,3,,SpriteHouse_01,5.3
188,3,34,2,0,3,,SpriteHouse_01,5.01
189,3,35,1,0,3,,Fighthouse_03,4.58
190,3,41,1,0,3,,Fighthouse_03,4.55
191,3,57,1,0,3,,Fighthouse_03,4.85
192,3,65,3,0,3,,HeavyEquipment_01,4.57
193,3,13,1,0,3,,Fighthouse_03,4.94
194,3,15,1,0,4,,Fighthouse_03,5.45
195,3,26,2,0,4,,SpriteHouse_01,6.16
196,3,27,1,0,4,,Fighthouse_01,4.44
197,3,64,1,0,4,,Fighthouse_02,5.05
198,3,3,1,0,4,,Fighthouse_02,5.17
199,3,4,3,0,4,,HeavyEquipment_01,6.32
200,3,5,2,0,4,,SpriteHouse_01,6.16
201,3,7,1,0,4,,Fighthouse_02,5.04
202,3,11,1,0,5,,Fighthouse_01,6.26
203,3,16,1,0,5,,Fighthouse_03,6.01
204,3,56,1,0,5,,Fighthouse_04,6.19
205,3,63,1,0,5,,Fighthouse_04,6.46
206,3,2,1,0,5,,Fighthouse_03,6.41
207,3,8,1,0,5,,Fighthouse_02,6.3
208,3,10,1,0,5,,Fighthouse_03,6.37
209,3,18,1,2,6,,Bosstower_01,7.39
210,3,1,1,0,5,,Fighthouse_01,6.4
211,4,6,5,0,0,,Block03,4.55
212,4,9,5,0,0,,Block02,4.9
213,4,12,4,0,0,,Dialoguetower_01,5.72
214,4,14,5,0,0,,Block01,4.99
215,4,17,5,0,0,,Block02,4.52
216,4,18,5,0,0,,Block01,4.94
217,4,19,5,0,0,,Block02,4.81
218,4,22,4,0,0,,Dialoguetower_01,5.99
219,4,23,5,0,0,,Block01,4.83
220,4,24,5,0,0,,Block03,4.53
221,4,25,5,0,0,,Block02,4.77
222,4,29,5,0,0,,Block03,4.59
223,4,31,5,0,0,,Block03,4.69
224,4,32,5,0,0,,Block01,4.78
225,4,33,5,0,0,,Block03,4.6
226,4,38,5,0,0,,Block02,4.57
227,4,39,5,0,0,,Block03,4.5
228,4,40,5,0,0,,Block02,4.66
229,4,43,5,0,0,,Block01,4.58
230,4,45,5,0,0,,Block03,4.57
231,4,46,5,0,0,,Block01,4.84
232,4,47,5,0,0,,Block02,4.84
233,4,48,5,0,0,,Block02,4.85
234,4,49,5,0,0,,Block03,4.95
235,4,54,5,0,0,,Block01,5.0
236,4,55,5,0,0,,Block01,4.91
237,4,58,4,0,0,,Dialoguetower_01,5.87
238,4,59,5,0,0,,Block03,5.0
239,4,66,5,0,0,,Block01,4.52
240,4,68,5,0,0,,Block03,4.69
241,4,1,1,1,1,,Fighthouse_02,4.03
242,4,2,1,0,1,,Fighthouse_02,4.55
243,4,10,1,0,1,,Fighthouse_01,4.78
244,4,3,1,0,1,,Fighthouse_02,4.09
245,4,11,1,0,1,,Fighthouse_02,4.22
246,4,4,2,0,1,,SpriteHouse_01,5.2
247,4,5,3,0,1,,HeavyEquipment_01,5.43
248,4,13,1,0,1,,Fighthouse_01,4.28
249,4,20,1,0,2,,Fighthouse_03,4.9
250,4,21,3,0,2,,HeavyEquipment_01,4.79
251,4,27,1,0,2,,Fighthouse_02,4.62
252,4,28,1,0,2,,Fighthouse_02,4.09
253,4,26,3,0,2,,HeavyEquipment_01,4.81
254,4,34,2,0,2,,SpriteHouse_01,4.57
255,4,35,1,0,2,,Fighthouse_03,4.99
256,4,36,1,0,2,,Fighthouse_02,4.92
257,4,15,1,0,3,,Fighthouse_01,4.14
258,4,30,1,0,3,,Fighthouse_03,4.96
259,4,37,1,0,3,,Fighthouse_03,4.69
260,4,41,1,0,3,,Fighthouse_03,4.52
261,4,42,1,0,3,,Fighthouse_03,5.0
262,4,44,2,0,3,,SpriteHouse_01,5.26
263,4,7,1,0,3,,Fighthouse_03,4.62
264,4,16,1,0,3,,Fighthouse_03,4.87
265,4,50,1,0,4,,Fighthouse_01,5.35
266,4,52,1,0,4,,Fighthouse_01,5.23
267,4,8,1,0,4,,Fighthouse_04,5.0
268,4,51,1,0,4,,Fighthouse_03,5.3
269,4,53,3,0,4,,Othercastle_01,6.12
270,4,61,1,0,4,,Fighthouse_02,5.14
271,4,57,1,0,4,,Fighthouse_01,4.03
272,4,60,3,0,4,,HeavyEquipment_01,6.1
273,4,62,1,0,5,,Fighthouse_04,6.47
274,4,65,2,0,5,,SpriteHouse_01,6.25
275,4,67,1,2,6,,Bosstower_01,7.4
276,4,69,1,0,5,,Fighthouse_04,6.33
277,4,56,1,0,5,,Fighthouse_03,6.19
278,4,64,1,0,5,,Fighthouse_02,6.48
279,4,70,1,0,5,,Fighthouse_01,6.45
280,4,63,1,0,5,,Fighthouse_03,6.07
281,5,6,5,0,0,,Block01,4.8
282,5,9,5,0,0,,Block03,4.74
283,5,12,4,0,0,,Dialoguetower_01,5.99
284,5,14,5,0,0,,Block03,4.73
285,5,17,5,0,0,,Block03,4.55
286,5,18,5,0,0,,Block01,4.86
287,5,19,5,0,0,,Block03,4.8
288,5,23,5,0,0,,Block02,4.59
289,5,24,5,0,0,,Block01,4.74
290,5,25,5,0,0,,Block01,4.73
291,5,29,5,0,0,,Block02,4.51
292,5,31,5,0,0,,Block01,4.53
293,5,32,5,0,0,,Block01,4.99
294,5,33,5,0,0,,Block01,4.65
295,5,38,5,0,0,,Block01,4.98
296,5,39,5,0,0,,Block02,4.9
297,5,40,5,0,0,,Block03,4.67
298,5,43,5,0,0,,Block03,4.76
299,5,45,5,0,0,,Block02,4.76
300,5,46,5,0,0,,Block03,4.78
301,5,47,5,0,0,,Block01,4.65
302,5,48,5,0,0,,Block01,4.64
303,5,49,5,0,0,,Block02,4.97
304,5,52,4,0,0,,Dialoguetower_02,5.63
305,5,54,5,0,0,,Block02,4.59
306,5,55,5,0,0,,Block01,4.84
307,5,58,4,0,0,,Dialoguetower_02,5.52
308,5,59,5,0,0,,Block01,4.73
309,5,66,5,0,0,,Block03,4.74
310,5,68,5,0,0,,Block02,4.88
311,5,1,1,1,1,,Fighthouse_01,5.28
312,5,2,1,0,1,,Fighthouse_01,4.65
313,5,10,1,0,1,,Fighthouse_02,4.35
314,5,3,1,0,1,,Fighthouse_01,4.92
315,5,11,1,0,1,,Fighthouse_01,4.16
316,5,4,2,0,1,,SpriteHouse_01,4.84
317,5,5,3,0,1,,HeavyEquipment_01,4.86
318,5,13,1,0,1,,Fighthouse_01,4.64
319,5,20,1,0,2,,Fighthouse_02,4.87
320,5,21,2,0,2,,SpriteHouse_01,4.69
321,5,27,1,0,2,,Fighthouse_03,4.76
322,5,28,1,0,2,,Fighthouse_03,4.78
323,5,22,1,0,2,,Fighthouse_03,4.51
324,5,26,3,0,2,,HeavyEquipment_01,5.72
325,5,34,2,0,2,,SpriteHouse_01,5.3
326,5,35,1,0,2,,Fighthouse_02,4.56
327,5,36,1,0,3,,Fighthouse_01,5.47
328,5,15,1,0,3,,Fighthouse_03,4.77
329,5,30,1,0,3,,Fighthouse_01,5.09
330,5,37,1,0,3,,Fighthouse_01,4.48
331,5,41,1,0,3,,Fighthouse_01,4.01
332,5,42,1,0,3,,Fighthouse_01,4.03
333,5,44,3,0,3,,HeavyEquipment_01,5.13
334,5,7,1,0,3,,Fighthouse_01,4.07
335,5,16,1,0,4,,Fighthouse_02,5.01
336,5,50,1,0,4,,Fighthouse_02,5.28
337,5,8,1,0,4,,Fighthouse_01,5.16
338,5,51,1,0,4,,Fighthouse_01,5.18
339,5,53,3,0,4,,Othercastle_01,6.01
340,5,61,1,0,4,,Fighthouse_04,5.25
341,5,57,1,2,6,,Bosstower_01,7.06
342,5,60,2,0,4,,SpriteHouse_01,6.18
343,5,62,1,0,4,,Fighthouse_03,5.36
344,5,65,2,0,5,,SpriteHouse_01,6.22
345,5,69,1,0,5,,Fighthouse_03,6.0
346,5,56,1,0,5,,Fighthouse_01,6.34
347,5,64,1,0,5,,Fighthouse_02,6.49
348,5,67,3,0,5,,HeavyEquipment_01,6.17
349,5,70,1,0,5,,Fighthouse_01,6.43
350,5,63,1,0,5,,Fighthouse_04,6.28
351,6,6,5,0,0,,Block03,4.96
352,6,9,5,0,0,,Block01,4.51
353,6,12,4,0,0,,Dialoguetower_01,5.98
354,6,14,5,0,0,,Block02,4.96
355,6,17,5,0,0,,Block03,4.63
356,6,18,5,0,0,,Block02,4.56
357,6,19,5,0,0,,Block01,4.82
358,6,23,5,0,0,,Block02,4.95
359,6,25,5,0,0,,Block03,4.54
360,6,29,5,0,0,,Block03,4.88
361,6,31,5,0,0,,Block03,4.98
362,6,32,5,0,0,,Block01,4.75
363,6,33,5,0,0,,Block01,4.73
364,6,38,5,0,0,,Block02,4.86
365,6,39,5,0,0,,Block01,4.76
366,6,40,5,0,0,,Block03,4.86
367,6,43,5,0,0,,Block01,4.98
368,6,45,5,0,0,,Block02,4.7
369,6,46,5,0,0,,Block01,5.0
370,6,47,5,0,0,,Block03,4.68
371,6,48,5,0,0,,Block03,4.59
372,6,49,5,0,0,,Block01,4.93
373,6,52,4,0,0,,Dialoguetower_02,5.8
374,6,54,5,0,0,,Block02,4.58
375,6,55,5,0,0,,Block03,4.7
376,6,58,4,0,0,,Dialoguetower_03,5.89
377,6,59,5,0,0,,Block03,4.86
378,6,66,5,0,0,,Block01,4.92
379,6,68,5,0,0,,Block02,5.0
380,6,62,1,0,1,,Fighthouse_01,4.93
381,6,69,1,0,1,,Fighthouse_02,4.45
382,6,70,1,1,1,,Fighthouse_02,4.12
383,6,53,3,0,1,,HeavyEquipment_01,4.69
384,6,61,1,0,1,,Fighthouse_01,5.04
385,6,60,2,0,1,,SpriteHouse_01,4.66
386,6,44,2,0,1,,SpriteHouse_01,5.38
387,6,51,1,0,1,,Fighthouse_01,4.47
388,6,67,3,0,2,,HeavyEquipment_01,4.7
389,6,36,1,0,2,,Fighthouse_02,4.03
390,6,37,1,0,2,,Fighthouse_02,4.08
391,6,50,1,0,2,,Fighthouse_01,5.21
392,6,28,1,0,2,,Fighthouse_01,4.19
393,6,30,1,0,2,,Fighthouse_01,5.0
394,6,42,1,0,2,,Fighthouse_01,5.5
395,6,20,1,0,2,,Fighthouse_01,4.56
396,6,21,3,0,3,,HeavyEquipment_01,5.44
397,6,22,1,0,3,,Fighthouse_03,4.8
398,6,34,2,0,3,,SpriteHouse_01,4.62
399,6,35,1,0,3,,Fighthouse_01,5.16
400,6,41,1,0,3,,Fighthouse_03,4.56
401,6,57,1,0,3,,Fighthouse_01,5.39
402,6,65,3,0,3,,HeavyEquipment_01,4.94
403,6,13,1,0,3,,Fighthouse_03,4.64
404,6,15,1,0,4,,Fighthouse_01,4.96
405,6,26,2,0,4,,SpriteHouse_01,6.4
406,6,27,1,0,4,,Fighthouse_01,5.39
407,6,64,1,0,4,,Fighthouse_04,5.16
408,6,3,1,0,4,,Fighthouse_04,5.4
409,6,4,2,0,4,,SpriteHouse_01,6.5
410,6,5,3,0,4,,Othercastle_01,6.32
411,6,7,1,0,4,,Fighthouse_02,5.49
412,6,11,1,0,5,,Fighthouse_01,6.18
413,6,16,1,0,5,,Fighthouse_02,6.27
414,6,56,1,0,5,,Fighthouse_01,6.38
415,6,63,1,0,5,,Fighthouse_04,6.28
416,6,2,1,0,5,,Fighthouse_01,6.2
417,6,8,1,0,5,,Fighthouse_02,6.11
418,6,10,1,0,5,,Fighthouse_02,6.09
419,6,24,1,2,6,,Bosstower_01,7.11
420,6,1,1,0,5,,Fighthouse_03,6.2
421,7,9,5,0,0,,Block02,4.62
422,7,12,4,0,0,,Dialoguetower_01,5.53
423,7,14,5,0,0,,Block02,4.77
424,7,17,5,0,0,,Block03,4.83
425,7,18,5,0,0,,Block02,4.72
426,7,19,5,0,0,,Block01,4.53
427,7,22,4,0,0,,Dialoguetower_03,5.78
428,7,23,5,0,0,,Block02,4.58
429,7,24,5,0,0,,Block01,4.57
430,7,25,5,0,0,,Block03,4.84
431,7,29,5,0,0,,Block02,4.91
432,7,31,5,0,0,,Block02,4.51
433,7,32,5,0,0,,Block01,4.62
434,7,33,5,0,0,,Block02,4.8
435,7,38,5,0,0,,Block02,4.65
436,7,39,5,0,0,,Block02,4.67
437,7,40,5,0,0,,Block03,4.63
438,7,43,5,0,0,,Block03,4.52
439,7,45,5,0,0,,Block02,4.65
440,7,46,5,0,0,,Block02,4.52
441,7,47,5,0,0,,Block03,4.58
442,7,48,5,0,0,,Block03,4.56
443,7,49,5,0,0,,Block03,4.58
444,7,54,5,0,0,,Block01,4.69
445,7,55,5,0,0,,Block02,4.59
446,7,58,4,0,0,,Dialoguetower_02,5.52
447,7,59,5,0,0,,Block02,4.6
448,7,66,5,0,0,,Block01,4.58
449,7,68,5,0,0,,Block01,4.83
450,7,62,1,0,1,,Fighthouse_01,4.74
451,7,69,1,0,1,,Fighthouse_01,4.66
452,7,70,1,1,1,,Fighthouse_01,4.07
453,7,53,3,0,1,,HeavyEquipment_01,5.48
454,7,61,1,0,1,,Fighthouse_02,4.95
455,7,52,1,0,1,,Fighthouse_02,4.46
456,7,60,3,0,1,,HeavyEquipment_01,5.67
457,7,44,2,0,1,,SpriteHouse_01,4.89
458,7,51,1,0,2,,Fighthouse_01,5.45
459,7,67,2,0,2,,SpriteHouse_01,4.68
460,7,36,1,0,2,,Fighthouse_01,4.07
461,7,37,1,0,2,,Fighthouse_03,5.0
462,7,50,1,0,2,,Fighthouse_02,4.52
463,7,28,1,0,2,,Fighthouse_01,5.08
464,7,30,1,0,2,,Fighthouse_01,5.01
465,7,42,1,0,2,,Fighthouse_02,4.27
466,7,20,1,0,3,,Fighthouse_01,4.44
467,7,21,2,0,3,,SpriteHouse_01,4.64
468,7,34,3,0,3,,HeavyEquipment_01,4.56
469,7,35,1,0,3,,Fighthouse_03,4.56
470,7,41,1,0,3,,Fighthouse_03,5.0
471,7,57,1,0,3,,Fighthouse_03,4.67
472,7,65,3,0,3,,HeavyEquipment_01,5.67
473,7,13,1,0,3,,Fighthouse_01,4.59
474,7,15,1,0,4,,Fighthouse_03,5.35
475,7,26,2,0,4,,SpriteHouse_01,6.41
476,7,27,1,0,4,,Fighthouse_03,5.35
477,7,64,1,0,4,,Fighthouse_04,5.33
478,7,3,1,0,4,,Fighthouse_01,4.12
479,7,4,3,0,4,,HeavyEquipment_01,6.23
480,7,5,2,0,4,,SpriteHouse_01,6.49
481,7,7,1,0,4,,Fighthouse_04,5.05
482,7,11,1,0,5,,Fighthouse_04,6.43
483,7,16,1,0,5,,Fighthouse_04,6.19
484,7,56,1,0,5,,Fighthouse_04,6.31
485,7,63,1,0,5,,Fighthouse_02,6.14
486,7,2,1,0,5,,Fighthouse_04,6.47
487,7,6,1,2,6,,Bosstower_01,7.41
488,7,8,1,0,5,,Fighthouse_01,6.11
489,7,10,1,0,5,,Fighthouse_02,6.48
490,7,1,1,0,5,,Fighthouse_03,6.46
491,8,6,5,0,0,,Block01,4.85
492,8,9,5,0,0,,Block03,4.8
493,8,12,4,0,0,,Dialoguetower_02,5.61
494,8,14,5,0,0,,Block03,4.89
495,8,17,5,0,0,,Block03,4.89
496,8,18,5,0,0,,Block02,4.93
497,8,19,5,0,0,,Block01,4.79
498,8,22,4,0,0,,Dialoguetower_01,5.7
499,8,23,5,0,0,,Block01,4.99
500,8,24,5,0,0,,Block01,4.81
501,8,25,5,0,0,,Block02,4.61
502,8,29,5,0,0,,Block02,4.66
503,8,31,5,0,0,,Block01,4.69
504,8,32,5,0,0,,Block02,4.61
505,8,33,5,0,0,,Block02,4.77
506,8,38,5,0,0,,Block03,4.97
507,8,39,5,0,0,,Block01,4.55
508,8,40,5,0,0,,Block03,4.99
509,8,43,5,0,0,,Block02,4.76
510,8,45,5,0,0,,Block02,4.97
511,8,46,5,0,0,,Block02,4.51
512,8,47,5,0,0,,Block02,4.66
513,8,48,5,0,0,,Block03,4.85
514,8,49,5,0,0,,Block01,4.83
515,8,54,5,0,0,,Block01,4.86
516,8,55,5,0,0,,Block01,4.64
517,8,58,4,0,0,,Dialoguetower_02,5.93
518,8,59,5,0,0,,Block01,4.69
519,8,66,5,0,0,,Block03,4.58
520,8,68,5,0,0,,Block01,4.87
521,8,56,1,0,1,,Fighthouse_01,5.36
522,8,63,1,1,1,,Fighthouse_01,4.92
523,8,64,1,0,1,,Fighthouse_02,4.64
524,8,57,1,0,1,,Fighthouse_02,4.64
525,8,65,2,0,1,,SpriteHouse_01,5.18
526,8,50,1,0,1,,Fighthouse_02,4.43
527,8,42,1,0,1,,Fighthouse_02,4.5
528,8,51,1,0,1,,Fighthouse_02,4.5
529,8,34,2,0,2,,SpriteHouse_01,5.24
530,8,35,1,0,2,,Fighthouse_02,4.8
531,8,41,1,0,2,,Fighthouse_01,5.46
532,8,44,2,0,2,,SpriteHouse_01,5.06
533,8,52,1,0,2,,Fighthouse_01,4.26
534,8,60,3,0,2,,HeavyEquipment_01,5.58
535,8,26,3,0,2,,HeavyEquipment_01,5.78
536,8,27,1,0,2,,Fighthouse_01,4.25
537,8,28,1,0,3,,Fighthouse_03,4.74
538,8,36,1,0,3,,Fighthouse_03,4.58
539,8,37,1,0,3,,Fighthouse_01,5.47
540,8,53,3,0,3,,HeavyEquipment_01,4.58
541,8,61,1,0,3,,Fighthouse_01,4.39
542,8,67,2,0,3,,SpriteHouse_01,4.74
543,8,20,1,0,3,,Fighthouse_01,5.1
544,8,21,3,0,3,,HeavyEquipment_01,5.45
545,8,30,1,0,4,,Fighthouse_03,5.07
546,8,62,1,0,4,,Fighthouse_01,5.32
547,8,69,1,0,4,,Fighthouse_01,5.08
548,8,13,1,0,4,,Fighthouse_01,5.33
549,8,70,1,0,4,,Fighthouse_03,5.27
550,8,3,1,2,6,,Bosstower_01,7.17
551,8,4,2,0,4,,SpriteHouse_01,6.06
552,8,5,3,0,4,,HeavyEquipment_01,6.33
553,8,11,1,0,4,,Fighthouse_03,5.23
554,8,15,1,0,5,,Fighthouse_03,6.06
555,8,2,1,0,5,,Fighthouse_04,6.12
556,8,7,1,0,5,,Fighthouse_01,6.13
557,8,10,1,0,5,,Fighthouse_04,6.17
558,8,16,1,0,5,,Fighthouse_03,6.39
559,8,1,1,0,5,,Fighthouse_02,6.37
560,8,8,1,0,5,,Fighthouse_03,6.45
561,9,6,5,0,0,,Block02,4.83
562,9,9,5,0,0,,Block01,5.0
563,9,12,4,0,0,,Dialoguetower_03,5.5
564,9,14,5,0,0,,Block01,4.95
565,9,17,5,0,0,,Block03,4.61
566,9,18,5,0,0,,Block03,4.55
567,9,19,5,0,0,,Block03,4.95
568,9,24,5,0,0,,Block03,4.59
569,9,25,5,0,0,,Block02,4.84
570,9,29,5,0,0,,Block01,4.88
571,9,31,5,0,0,,Block03,4.85
572,9,32,5,0,0,,Block02,4.54
573,9,33,5,0,0,,Block01,4.61
