id,type,sort,item_ids,gem,mp,ammo,mre,part,bp_pay,skin,gift,gemprice,original_price,pointprice,if_cheap,quota,giftbag_name,event_code,icon,daily_quota,tips,discount,sale_starttime,sale_endtime,label,prize_id,pay_type,itemprice,on_sale_days,price_up,classification_id,description,increasing_price
167,8,0,1-10|3-10,0,0,0,0,0,0,0,,430,860,0,0,2001,mall-10000167,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
168,8,0,0,0,0,0,0,0,0,0,,128,0,0,0,2001,mall-10000168,dailyGiftbag,Bumdle_purple,1,,1,0,0,0,139,0,0,0,0,3002,,
169,8,0,1-1|3-1,0,400,400,400,200,0,0,,99,326,0,0,2001,mall-10000169,dailyGiftbag,Bumdle_red,1,,1,0,0,0,0,0,0,0,0,3002,,
170,8,0,0,0,9000,0,0,0,0,0,,480,960,0,0,2001,mall-10000170,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
171,8,0,0,0,0,9000,0,0,0,0,,480,960,0,0,2001,mall-10000171,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
172,8,0,0,0,0,0,9000,0,0,0,,480,960,0,0,2001,mall-10000172,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
173,8,0,0,0,0,0,0,3000,0,0,,480,960,0,0,2001,mall-10000173,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
174,8,0,1-10|3-10,0,0,0,0,0,0,0,,430,860,0,0,2001,mall-10000174,dailyGiftbag,Bumdle_orange,50,,1,0,0,0,0,0,0,0,0,3002,,
175,8,3,41-100,0,0,0,0,0,0,0,1108-1,1888,0,0,0,2001,mall-10000175,dailyGiftbag,Bumdle_EN1year,0,,1,0,0,0,0,0,0,0,0,3003,,
176,8,4,41-100|7-1,0,0,0,0,0,0,0,1102-1,2468,0,0,0,2001,mall-10000176,dailyGiftbag,Bumdle_EN1year,0,,1,0,0,0,0,0,0,0,0,3003,,
177,8,0,0,0,9000,0,0,0,0,0,,480,960,0,0,2001,mall-10000177,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
178,8,0,0,0,0,9000,0,0,0,0,,480,960,0,0,2001,mall-10000178,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
179,8,0,0,0,0,0,9000,0,0,0,,480,960,0,0,2001,mall-10000179,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
180,8,0,0,0,0,0,0,3000,0,0,,480,960,0,0,2001,mall-10000180,dailyGiftbag,Bumdle_yellow,50,,1,0,0,0,0,0,0,0,0,3002,,
181,8,0,1-10|3-10,0,0,0,0,0,0,0,,430,860,0,0,2001,mall-10000181,dailyGiftbag,Bumdle_indigo,50,,1,0,0,0,0,0,0,0,0,3002,,
182,8,0,506-200|44-200,0,0,0,0,0,0,0,,118,0,0,0,2001,mall-10000182,dailyGiftbag,Bumdle_orange,1,,1,0,0,0,0,0,0,0,0,3002,,
183,8,0,0,0,9000,0,0,0,0,0,,480,960,0,0,2001,mall-10000183,dailyGiftbag,Bumdle_ruby,50,,1,0,0,0,0,0,0,0,0,3002,,
184,8,0,0,0,0,9000,0,0,0,0,,480,960,0,0,2001,mall-10000184,dailyGiftbag,Bumdle_ruby,50,,1,0,0,0,0,0,0,0,0,3002,,
185,8,0,0,0,0,0,9000,0,0,0,,480,960,0,0,2001,mall-10000185,dailyGiftbag,Bumdle_ruby,50,,1,0,0,0,0,0,0,0,0,3002,,
186,8,0,0,0,0,0,0,3000,0,0,,480,960,0,0,2001,mall-10000186,dailyGiftbag,Bumdle_ruby,50,,1,0,0,0,0,0,0,0,0,3002,,
187,8,0,1-10|3-10,0,0,0,0,0,0,0,,430,860,0,0,2001,mall-10000187,dailyGiftbag,Bumdle_may,50,,1,0,0,0,0,0,0,0,0,3002,,
188,8,0,0,0,0,0,0,0,0,0,,580,0,0,0,2001,mall-10000188,dailyGiftbag,Bumdle_package,0,,1,0,0,0,140,0,0,0,0,3002,,
189,8,0,0,0,0,0,0,0,0,0,,128,0,0,0,2001,mall-10000189,dailyGiftbag,Bumdle_orange,1,,1,0,0,0,141,0,0,0,0,3002,,
190,8,0,0,0,0,0,0,0,0,0,,580,0,0,0,2001,mall-10000190,dailyGiftbag,Bumdle_package,0,,1,0,0,0,142,0,0,0,0,3002,,
191,8,0,0,0,9000,0,0,0,0,0,,480,960,0,0,2001,mall-10000191,dailyGiftbag,Bumdle_Manpower,50,,1,0,0,0,0,0,0,0,0,3002,,
192,8,0,0,0,0,9000,0,0,0,0,,480,960,0,0,2001,mall-10000192,dailyGiftbag,Bumdle_Ammunition,50,,1,0,0,0,0,0,0,0,0,3002,,
193,8,0,0,0,0,0,9000,0,0,0,,480,960,0,0,2001,mall-10000193,dailyGiftbag,Bumdle_Ration,50,,1,0,0,0,0,0,0,0,0,3002,,
194,8,0,0,0,0,0,0,3000,0,0,,480,960,0,0,2001,mall-10000194,dailyGiftbag,Bumdle_Parts,50,,1,0,0,0,0,0,0,0,0,3002,,
195,8,0,1-10|3-10,0,0,0,0,0,0,0,,430,860,0,0,2001,mall-10000195,dailyGiftbag,Bumdle_black,50,,1,0,0,0,0,0,0,0,0,3002,,
196,8,0,0,0,0,0,0,0,0,0,,118,0,0,0,2001,mall-10000196,dailyGiftbag,Bumdle_orange,1,,1,0,0,0,143,0,0,0,0,3002,,
197,8,0,0,0,0,0,0,0,0,0,,580,0,0,0,2001,mall-10000197,dailyGiftbag,Bumdle_aki,0,,1,0,0,0,144,0,0,0,0,3002,,
253,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000253,dailyGiftbag,profilePic_kalina_2017Christmas,0,,1,0,0,0,128,1,100006-150,0,0,1004,,
254,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000254,dailyGiftbag,xmas2017SP_sofa_icon,0,,1,0,0,0,122,1,100006-100,0,0,1004,,
255,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000255,dailyGiftbag,2016xmas_02,0,,1,0,0,0,123,1,100006-100,0,0,1004,,
256,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000256,dailyGiftbag,人形装备_战术核芯片_阿梅利,0,,1,0,0,0,124,1,100006-100,0,0,1004,,
257,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000257,dailyGiftbag,弹匣_状态弹_空尖弹_S,0,,1,0,0,0,125,1,100006-80,0,0,1004,,
258,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000258,dailyGiftbag,人形装备_伪装披风_N3_S,0,,1,0,0,0,126,1,100006-80,0,0,1004,,
259,8,4,1213-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000259,dailyGiftbag,rfbbg_icon,0,,1,0,0,0,0,1,100006-80,0,0,1004,,
260,8,5,1226-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000260,dailyGiftbag,card_bonus5_xmas,0,,1,0,0,0,0,1,100006-50,0,0,1004,,
261,8,6,1222-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000261,dailyGiftbag,profilePic_bonus1_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
262,8,6,1223-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000262,dailyGiftbag,profilePic_bonus2_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
263,8,6,1224-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000263,dailyGiftbag,profilePic_bonus3_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
264,8,6,1225-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000264,dailyGiftbag,profilePic_bonus4_xmas2,0,,1,0,0,0,0,1,100006-35,0,0,1004,,
265,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000265,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
266,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000266,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
267,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000267,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
268,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2050,mall-10000268,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100006-3,0,0,1004,,
269,8,8,,0,0,0,0,0,0,0,100003-1,0,0,0,0,2050,mall-10000269,dailyGiftbag,gift_item_cake_SR,0,,1,0,0,0,0,1,100006-2,0,0,1004,,
270,8,8,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2050,mall-10000270,dailyGiftbag,battle_report,0,,1,0,0,0,0,1,100006-2,0,0,1004,,
295,8,12,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000295,dailyGiftbag,easter2018_deco1_A_icon,0,,1,0,0,0,220032,1,100008-75,0,0,1004,,
296,8,12,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000296,dailyGiftbag,easter2018_deco2_icon,0,,1,0,0,0,220033,1,100008-75,0,0,1004,,
297,8,12,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000297,dailyGiftbag,easter2018_deco3_icon,0,,1,0,0,0,220034,1,100008-75,0,0,1004,,
298,8,12,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000298,dailyGiftbag,easter2018_walldeco1_icon,0,,1,0,0,0,220035,1,100008-75,0,0,1004,,
299,8,11,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000299,dailyGiftbag,人形装备_伪装披风_PTRD,0,,1,0,0,0,220036,1,100008-75,0,0,1004,,
300,8,13,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000300,dailyGiftbag,配件_光学瞄准镜_S,0,,1,0,0,0,220037,1,100008-60,0,0,1004,,
301,8,13,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000301,dailyGiftbag,弹匣_高速弹_S,0,,1,0,0,0,220038,1,100008-60,0,0,1004,,
302,8,14,1260-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000302,dailyGiftbag,,0,,1,0,0,0,0,1,100008-35,0,0,1004,,
303,8,15,1261-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000303,dailyGiftbag,,0,,1,0,0,0,0,1,100008-25,0,0,1004,,
304,8,16,41-1,0,0,0,0,0,0,0,,0,0,0,0,2200,mall-10000304,dailyGiftbag,Furniture_Coin,0,,1,0,0,0,0,1,100008-3,0,0,1004,,
305,8,17,44-1,0,0,0,0,0,0,0,,0,0,0,0,2150,mall-10000305,dailyGiftbag,Voucher,0,,1,0,0,0,0,1,100008-1,0,0,1004,,
310,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000310,dailyGiftbag,,0,,1,0,0,0,151,1,900036-120,0,0,1004,,
311,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000311,dailyGiftbag,,0,,1,0,0,0,152,1,900036-120,0,0,1004,,
312,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2003,mall-10000312,dailyGiftbag,,0,,1,0,0,0,153,1,900036-80,0,0,1004,,
313,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2003,mall-10000313,dailyGiftbag,,0,,1,0,0,0,154,1,900036-80,0,0,1004,,
314,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000314,dailyGiftbag,,0,,1,0,0,0,155,1,900036-80,0,0,1004,,
315,8,5,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000315,dailyGiftbag,,0,,1,0,0,0,156,1,900036-80,0,0,1004,,
316,8,7,1286-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000316,dailyGiftbag,,0,,1,0,0,0,0,1,900036-40,0,0,1004,,
317,8,8,1276-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000317,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
318,8,9,1277-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000318,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
319,8,10,1278-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000319,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
320,8,11,1279-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000320,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
321,8,12,1280-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000321,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
322,8,13,1281-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000322,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
323,8,14,1282-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000323,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
324,8,15,1283-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000324,dailyGiftbag,,0,,1,0,0,0,0,1,900036-20,0,0,1004,,
325,8,16,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2100,mall-10000325,dailyGiftbag,,0,,1,0,0,0,0,1,900036-2,0,0,1004,,
330,8,6,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000330,dailyGiftbag,NPC_Kalina_207,0,,1,0,0,0,158,1,900036-120,0,0,1004,,
331,8,0,1-1|3-1,0,400,400,400,200,0,0,,99,326,0,0,2001,mall-10000331,dailyGiftbag,Bumdle_red,1,,1,0,0,0,0,0,0,0,0,3002,,
340,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000340,dailyGiftbag,,0,,1,0,0,0,160,1,100010-1,0,0,1001,,
341,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000341,dailyGiftbag,,0,,1,0,0,0,161,1,100010-1,0,0,1001,,
342,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000342,dailyGiftbag,,0,,1,0,0,0,162,1,100010-1,0,0,1001,,
343,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000343,dailyGiftbag,,0,,1,0,0,0,163,1,100010-1,0,0,1001,,
344,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000344,dailyGiftbag,,0,,1,0,0,0,164,1,100010-1,0,0,1001,,
345,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000345,dailyGiftbag,,0,,1,0,0,0,165,1,100010-1,0,0,1001,,
346,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000346,dailyGiftbag,,0,,1,0,0,0,166,1,100010-1,0,0,1001,,
347,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000347,dailyGiftbag,,0,,1,0,0,0,167,1,100010-1,0,0,1001,,
348,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000348,dailyGiftbag,,0,,1,0,0,0,168,1,100010-1,0,0,1001,,
349,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000349,dailyGiftbag,,0,,1,0,0,0,169,1,100010-1,0,0,1001,,
350,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000350,dailyGiftbag,,0,,1,0,0,0,170,1,100010-1,0,0,1001,,
351,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000351,dailyGiftbag,,0,,1,0,0,0,171,1,100010-1,0,0,1001,,
352,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000352,dailyGiftbag,,0,,1,0,0,0,172,1,100010-1,0,0,1001,,
353,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000353,dailyGiftbag,,0,,1,0,0,0,173,1,100010-1,0,0,1001,,
354,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000354,dailyGiftbag,,0,,1,0,0,0,174,1,100010-1,0,0,1001,,
355,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000355,dailyGiftbag,,0,,1,0,0,0,175,1,100010-1,0,0,1001,,
356,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000356,dailyGiftbag,,0,,1,0,0,0,176,1,100010-1,0,0,1001,,
357,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000357,dailyGiftbag,,0,,1,0,0,0,177,1,100010-1,0,0,1001,,
358,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000358,dailyGiftbag,,0,,1,0,0,0,220041,1,100010-1,0,0,1001,,
359,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000359,dailyGiftbag,,0,,1,0,0,0,179,1,100010-1,0,0,1001,,
360,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000360,dailyGiftbag,,0,,1,0,0,0,180,1,100010-1,0,0,1001,,
361,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000361,dailyGiftbag,,0,,1,0,0,0,181,1,100010-1,0,0,1001,,
362,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000362,dailyGiftbag,,0,,1,0,0,0,182,1,100010-1,0,0,1001,,
363,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000363,dailyGiftbag,,0,,1,0,0,0,183,1,100010-1,0,0,1001,,
364,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000364,dailyGiftbag,,0,,1,0,0,0,184,1,100010-1,0,0,1001,,
365,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000365,dailyGiftbag,,0,,1,0,0,0,185,1,100010-1,0,0,1001,,
366,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000366,dailyGiftbag,,0,,1,0,0,0,40042,1,100010-1,0,0,1001,,
367,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000367,dailyGiftbag,,0,,1,0,0,0,187,1,100010-1,0,0,1001,,
368,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000368,dailyGiftbag,,0,,1,0,0,0,188,1,100010-1,0,0,1001,,
369,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000369,dailyGiftbag,,0,,1,0,0,0,189,1,100010-1,0,0,1001,,
370,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000370,dailyGiftbag,,0,,1,0,0,0,190,1,100010-1,0,0,1001,,
371,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000371,dailyGiftbag,,0,,1,0,0,0,191,1,100010-1,0,0,1001,,
372,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000372,dailyGiftbag,,0,,1,0,0,0,40044,1,100010-1,0,0,1001,,
373,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000373,dailyGiftbag,,0,,1,0,0,0,193,1,100010-1,0,0,1001,,
374,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000374,dailyGiftbag,,0,,1,0,0,0,194,1,100010-1,0,0,1001,,
375,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000375,dailyGiftbag,,0,,1,0,0,0,195,1,100010-1,0,0,1001,,
376,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000376,dailyGiftbag,,0,,1,0,0,0,40029,1,100010-1,0,0,1001,,
377,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000377,dailyGiftbag,,0,,1,0,0,0,40043,1,100010-1,0,0,1001,,
378,8,0,1303-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000378,dailyGiftbag,,0,,1,0,0,0,0,1,100010-1,0,0,1001,,
382,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000382,dailyGiftbag,profilePic_rank5_Cac50,0,,1,0,0,0,501,1,100012-240,0,0,1004,,
383,8,6,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000383,dailyGiftbag,dwj2018_cat,0,,1,0,0,0,502,1,100012-120,0,0,1004,,
384,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000384,dailyGiftbag,dwj2018_deco_02,0,,1,0,0,0,503,1,100012-120,0,0,1004,,
385,8,7,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000385,dailyGiftbag,dwj2018_deco_01,0,,1,0,0,0,504,1,100012-120,0,0,1004,,
386,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000386,dailyGiftbag,dwj2018_deco_03,0,,1,0,0,0,505,1,100012-120,0,0,1004,,
387,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000387,dailyGiftbag,配件_ACOG瞄准镜_S,0,,1,0,0,0,506,1,100012-100,0,0,1004,,
388,8,10,,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000388,dailyGiftbag,人形装备_外骨骼_S,0,,1,0,0,0,507,1,100012-100,0,0,1004,,
389,8,8,1315-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000389,dailyGiftbag,card_2018dwj,0,,1,0,0,0,0,1,100012-50,0,0,1004,,
390,8,3,1313-1,0,0,0,0,0,0,0,,0,0,0,0,2001,mall-10000390,dailyGiftbag,profilePic_2018dwj_1,0,,1,0,0,0,0,1,100012-35,0,0,1004,,
